version_group_id,item_id,game_index,item_fling_power,item_fling_effect_id
1,359,232,\N,\N
1,360,233,\N,\N
1,361,234,\N,\N
1,362,235,\N,\N
1,363,236,\N,\N
1,364,237,\N,\N
1,365,238,\N,\N
1,366,239,\N,\N
1,367,240,\N,\N
1,368,241,\N,\N
1,369,242,\N,\N
1,370,243,\N,\N
1,371,244,\N,\N
1,372,245,\N,\N
1,373,246,\N,\N
1,374,247,\N,\N
1,375,248,\N,\N
1,376,249,\N,\N
1,377,250,\N,\N
1,420,196,\N,\N
1,421,197,\N,\N
1,422,198,\N,\N
1,423,199,\N,\N
1,424,200,\N,\N
1,442,5,\N,\N
1,444,69,\N,\N
1,445,76,\N,\N
1,446,77,\N,\N
1,447,78,\N,\N
1,450,6,\N,\N
1,471,71,\N,\N
1,651,73,\N,\N
1,872,43,\N,\N
1,873,63,\N,\N
1,874,72,\N,\N
1,875,70,\N,\N
1,876,48,\N,\N
1,877,64,\N,\N
1,878,74,\N,\N
1,10001,45,\N,\N
2,0,0,\N,\N
2,1,1,\N,\N
2,2,2,\N,\N
2,3,3,\N,\N
2,4,4,\N,\N
2,5,8,\N,\N
2,17,20,\N,\N
2,18,11,\N,\N
2,19,12,\N,\N
2,20,13,\N,\N
2,21,14,\N,\N
2,22,15,\N,\N
2,23,16,\N,\N
2,24,17,\N,\N
2,25,18,\N,\N
2,26,19,\N,\N
2,27,52,\N,\N
2,28,53,\N,\N
2,29,54,\N,\N
2,30,60,\N,\N
2,31,61,\N,\N
2,32,62,\N,\N
2,38,80,\N,\N
2,39,81,\N,\N
2,40,82,\N,\N
2,41,83,\N,\N
2,45,35,\N,\N
2,46,36,\N,\N
2,47,37,\N,\N
2,48,38,\N,\N
2,49,39,\N,\N
2,50,40,\N,\N
2,51,79,\N,\N
2,55,55,\N,\N
2,56,58,\N,\N
2,57,65,\N,\N
2,58,66,\N,\N
2,59,67,\N,\N
2,60,46,\N,\N
2,61,68,\N,\N
2,63,51,\N,\N
2,76,56,\N,\N
2,77,57,\N,\N
2,78,29,\N,\N
2,79,30,\N,\N
2,81,10,\N,\N
2,82,32,\N,\N
2,83,33,\N,\N
2,84,34,\N,\N
2,85,47,\N,\N
2,92,49,\N,\N
2,101,42,\N,\N
2,102,41,\N,\N
2,103,31,\N,\N
2,216,75,\N,\N
2,328,201,\N,\N
2,329,202,\N,\N
2,330,203,\N,\N
2,331,204,\N,\N
2,332,205,\N,\N
2,333,206,\N,\N
2,334,207,\N,\N
2,335,208,\N,\N
2,336,209,\N,\N
2,337,210,\N,\N
2,338,211,\N,\N
2,339,212,\N,\N
2,340,213,\N,\N
2,341,214,\N,\N
2,342,215,\N,\N
2,343,216,\N,\N
2,344,217,\N,\N
2,345,218,\N,\N
2,346,219,\N,\N
2,347,220,\N,\N
2,348,221,\N,\N
2,349,222,\N,\N
2,350,223,\N,\N
2,351,224,\N,\N
2,352,225,\N,\N
2,353,226,\N,\N
2,354,227,\N,\N
2,355,228,\N,\N
2,356,229,\N,\N
2,357,230,\N,\N
2,358,231,\N,\N
2,359,232,\N,\N
2,360,233,\N,\N
2,361,234,\N,\N
2,362,235,\N,\N
2,363,236,\N,\N
2,364,237,\N,\N
2,365,238,\N,\N
2,366,239,\N,\N
2,367,240,\N,\N
2,368,241,\N,\N
2,369,242,\N,\N
2,370,243,\N,\N
2,371,244,\N,\N
2,372,245,\N,\N
2,373,246,\N,\N
2,374,247,\N,\N
2,375,248,\N,\N
2,376,249,\N,\N
2,377,250,\N,\N
2,420,196,\N,\N
2,421,197,\N,\N
2,422,198,\N,\N
2,423,199,\N,\N
2,424,200,\N,\N
2,442,5,\N,\N
2,444,69,\N,\N
2,445,76,\N,\N
2,446,77,\N,\N
2,447,78,\N,\N
2,450,6,\N,\N
2,471,71,\N,\N
2,651,73,\N,\N
2,872,43,\N,\N
2,873,63,\N,\N
2,874,72,\N,\N
2,875,70,\N,\N
2,876,48,\N,\N
2,877,64,\N,\N
2,878,74,\N,\N
2,10001,45,\N,\N
3,0,0,\N,\N
3,1,1,\N,\N
3,2,2,\N,\N
3,3,3,\N,\N
3,4,4,\N,\N
3,5,8,\N,\N
3,17,20,\N,\N
3,18,11,\N,\N
3,19,12,\N,\N
3,20,13,\N,\N
3,21,14,\N,\N
3,22,15,\N,\N
3,23,16,\N,\N
3,24,17,\N,\N
3,25,18,\N,\N
3,26,19,\N,\N
3,27,52,\N,\N
3,28,53,\N,\N
3,29,54,\N,\N
3,30,60,\N,\N
3,31,61,\N,\N
3,32,62,\N,\N
3,38,80,\N,\N
3,39,81,\N,\N
3,40,82,\N,\N
3,41,83,\N,\N
3,45,35,\N,\N
3,46,36,\N,\N
3,47,37,\N,\N
3,48,38,\N,\N
3,49,39,\N,\N
3,50,40,\N,\N
3,51,79,\N,\N
3,55,55,\N,\N
3,56,58,\N,\N
3,57,65,\N,\N
3,58,66,\N,\N
3,59,67,\N,\N
3,60,46,\N,\N
3,61,68,\N,\N
3,63,51,\N,\N
3,76,56,\N,\N
3,77,57,\N,\N
3,78,29,\N,\N
3,79,30,\N,\N
3,81,10,\N,\N
3,82,32,\N,\N
3,83,33,\N,\N
3,84,34,\N,\N
3,85,47,\N,\N
3,92,49,\N,\N
3,101,42,\N,\N
3,102,41,\N,\N
3,103,31,\N,\N
3,216,75,\N,\N
3,328,201,\N,\N
3,329,202,\N,\N
3,330,203,\N,\N
3,331,204,\N,\N
3,332,205,\N,\N
3,333,206,\N,\N
3,334,207,\N,\N
3,335,208,\N,\N
3,336,209,\N,\N
3,337,210,\N,\N
3,338,211,\N,\N
3,339,212,\N,\N
3,340,213,\N,\N
3,341,214,\N,\N
3,342,215,\N,\N
3,343,216,\N,\N
3,344,217,\N,\N
3,345,218,\N,\N
3,346,219,\N,\N
3,347,220,\N,\N
3,348,221,\N,\N
3,349,222,\N,\N
3,350,223,\N,\N
3,351,224,\N,\N
3,352,225,\N,\N
3,353,226,\N,\N
3,354,227,\N,\N
3,355,228,\N,\N
3,356,229,\N,\N
3,357,230,\N,\N
3,358,231,\N,\N
3,359,232,\N,\N
3,360,233,\N,\N
3,361,234,\N,\N
3,362,235,\N,\N
3,363,236,\N,\N
3,364,237,\N,\N
3,365,238,\N,\N
3,366,239,\N,\N
3,367,240,\N,\N
3,368,241,\N,\N
3,369,242,\N,\N
3,370,243,\N,\N
3,371,244,\N,\N
3,372,245,\N,\N
3,373,246,\N,\N
3,374,247,\N,\N
3,375,248,\N,\N
3,376,249,\N,\N
3,377,250,\N,\N
3,420,196,\N,\N
3,421,197,\N,\N
3,422,198,\N,\N
3,423,199,\N,\N
3,424,200,\N,\N
3,442,5,\N,\N
3,444,69,\N,\N
3,445,76,\N,\N
3,446,77,\N,\N
3,447,78,\N,\N
3,450,6,\N,\N
3,471,71,\N,\N
3,651,73,\N,\N
3,872,43,\N,\N
3,873,63,\N,\N
3,874,72,\N,\N
3,875,70,\N,\N
3,876,48,\N,\N
3,877,64,\N,\N
3,878,74,\N,\N
3,10001,45,\N,\N
4,0,0,\N,\N
4,1,1,\N,\N
4,2,2,\N,\N
4,3,3,\N,\N
4,4,4,\N,\N
4,5,8,\N,\N
4,17,20,\N,\N
4,18,11,\N,\N
4,19,12,\N,\N
4,20,13,\N,\N
4,21,14,\N,\N
4,22,15,\N,\N
4,23,16,\N,\N
4,24,17,\N,\N
4,25,18,\N,\N
4,26,19,\N,\N
4,27,52,\N,\N
4,28,53,\N,\N
4,29,54,\N,\N
4,30,60,\N,\N
4,31,61,\N,\N
4,32,62,\N,\N
4,38,80,\N,\N
4,39,81,\N,\N
4,40,82,\N,\N
4,41,83,\N,\N
4,45,35,\N,\N
4,46,36,\N,\N
4,47,37,\N,\N
4,48,38,\N,\N
4,49,39,\N,\N
4,50,40,\N,\N
4,51,79,\N,\N
4,55,55,\N,\N
4,56,58,\N,\N
4,57,65,\N,\N
4,58,66,\N,\N
4,59,67,\N,\N
4,60,46,\N,\N
4,61,68,\N,\N
4,63,51,\N,\N
4,76,56,\N,\N
4,77,57,\N,\N
4,78,29,\N,\N
4,79,30,\N,\N
4,81,10,\N,\N
4,82,32,\N,\N
4,83,33,\N,\N
4,84,34,\N,\N
4,85,47,\N,\N
4,92,49,\N,\N
4,101,42,\N,\N
4,102,41,\N,\N
4,103,31,\N,\N
4,216,75,\N,\N
4,328,201,\N,\N
4,329,202,\N,\N
4,330,203,\N,\N
4,331,204,\N,\N
4,332,205,\N,\N
4,333,206,\N,\N
4,334,207,\N,\N
4,335,208,\N,\N
4,336,209,\N,\N
4,337,210,\N,\N
4,338,211,\N,\N
4,339,212,\N,\N
4,340,213,\N,\N
4,341,214,\N,\N
4,342,215,\N,\N
4,343,216,\N,\N
4,344,217,\N,\N
4,345,218,\N,\N
4,346,219,\N,\N
4,347,220,\N,\N
4,348,221,\N,\N
4,349,222,\N,\N
4,350,223,\N,\N
4,351,224,\N,\N
4,352,225,\N,\N
4,353,226,\N,\N
4,354,227,\N,\N
4,355,228,\N,\N
4,356,229,\N,\N
4,357,230,\N,\N
4,358,231,\N,\N
4,359,232,\N,\N
4,360,233,\N,\N
4,361,234,\N,\N
4,362,235,\N,\N
4,363,236,\N,\N
4,364,237,\N,\N
4,365,238,\N,\N
4,366,239,\N,\N
4,367,240,\N,\N
4,368,241,\N,\N
4,369,242,\N,\N
4,370,243,\N,\N
4,371,244,\N,\N
4,372,245,\N,\N
4,373,246,\N,\N
4,374,247,\N,\N
4,375,248,\N,\N
4,376,249,\N,\N
4,377,250,\N,\N
4,420,196,\N,\N
4,421,197,\N,\N
4,422,198,\N,\N
4,423,199,\N,\N
4,424,200,\N,\N
4,442,5,\N,\N
4,444,69,\N,\N
4,445,76,\N,\N
4,446,77,\N,\N
4,447,78,\N,\N
4,450,6,\N,\N
4,471,71,\N,\N
4,651,73,\N,\N
4,872,43,\N,\N
4,873,63,\N,\N
4,874,72,\N,\N
4,875,70,\N,\N
4,876,48,\N,\N
4,877,64,\N,\N
4,878,74,\N,\N
4,10001,45,\N,\N
5,0,0,\N,\N
5,1,1,\N,\N
5,2,2,\N,\N
5,3,4,\N,\N
5,4,5,\N,\N
5,17,18,\N,\N
5,18,9,\N,\N
5,19,10,\N,\N
5,20,11,\N,\N
5,21,12,\N,\N
5,22,13,\N,\N
5,23,14,\N,\N
5,24,15,\N,\N
5,25,16,\N,\N
5,26,17,\N,\N
5,27,38,\N,\N
5,28,39,\N,\N
5,29,40,\N,\N
5,30,46,\N,\N
5,31,47,\N,\N
5,32,48,\N,\N
5,33,72,\N,\N
5,34,121,\N,\N
5,35,122,\N,\N
5,36,123,\N,\N
5,37,124,\N,\N
5,38,63,\N,\N
5,39,64,\N,\N
5,40,65,\N,\N
5,41,21,\N,\N
5,43,139,\N,\N
5,44,156,\N,\N
5,45,26,\N,\N
5,46,27,\N,\N
5,47,28,\N,\N
5,48,29,\N,\N
5,49,31,\N,\N
5,50,32,\N,\N
5,51,62,\N,\N
5,55,41,\N,\N
5,56,44,\N,\N
5,57,49,\N,\N
5,58,51,\N,\N
5,59,52,\N,\N
5,60,33,\N,\N
5,61,53,\N,\N
5,63,37,\N,\N
5,76,42,\N,\N
5,77,43,\N,\N
5,78,19,\N,\N
5,79,20,\N,\N
5,80,169,\N,\N
5,81,8,\N,\N
5,82,22,\N,\N
5,83,23,\N,\N
5,84,24,\N,\N
5,85,34,\N,\N
5,86,86,\N,\N
5,87,87,\N,\N
5,88,110,\N,\N
5,89,111,\N,\N
5,90,131,\N,\N
5,91,132,\N,\N
5,92,36,\N,\N
5,213,3,\N,\N
5,216,57,\N,\N
5,217,73,\N,\N
5,221,82,\N,\N
5,222,88,\N,\N
5,223,91,\N,\N
5,224,94,\N,\N
5,228,106,\N,\N
5,229,112,\N,\N
5,230,119,\N,\N
5,231,126,\N,\N
5,232,140,\N,\N
5,233,143,\N,\N
5,234,146,\N,\N
5,235,151,\N,\N
5,236,163,\N,\N
5,237,76,\N,\N
5,238,125,\N,\N
5,239,117,\N,\N
5,240,102,\N,\N
5,241,98,\N,\N
5,242,108,\N,\N
5,243,95,\N,\N
5,244,77,\N,\N
5,245,81,\N,\N
5,246,107,\N,\N
5,247,113,\N,\N
5,248,96,\N,\N
5,249,138,\N,\N
5,250,144,\N,\N
5,252,172,\N,\N
5,256,30,\N,\N
5,257,35,\N,\N
5,258,118,\N,\N
5,259,105,\N,\N
5,328,191,\N,\N
5,329,192,\N,\N
5,330,193,\N,\N
5,331,194,\N,\N
5,332,196,\N,\N
5,333,197,\N,\N
5,334,198,\N,\N
5,335,199,\N,\N
5,336,200,\N,\N
5,337,201,\N,\N
5,338,202,\N,\N
5,339,203,\N,\N
5,340,204,\N,\N
5,341,205,\N,\N
5,342,206,\N,\N
5,343,207,\N,\N
5,344,208,\N,\N
5,345,209,\N,\N
5,346,210,\N,\N
5,347,211,\N,\N
5,348,212,\N,\N
5,349,213,\N,\N
5,350,214,\N,\N
5,351,215,\N,\N
5,352,216,\N,\N
5,353,217,\N,\N
5,354,218,\N,\N
5,355,219,\N,\N
5,356,221,\N,\N
5,357,222,\N,\N
5,358,223,\N,\N
5,359,224,\N,\N
5,360,225,\N,\N
5,361,226,\N,\N
5,362,227,\N,\N
5,363,228,\N,\N
5,364,229,\N,\N
5,365,230,\N,\N
5,366,231,\N,\N
5,367,232,\N,\N
5,368,233,\N,\N
5,369,234,\N,\N
5,370,235,\N,\N
5,371,236,\N,\N
5,372,237,\N,\N
5,373,238,\N,\N
5,374,239,\N,\N
5,375,240,\N,\N
5,376,241,\N,\N
5,377,242,\N,\N
5,420,243,\N,\N
5,421,244,\N,\N
5,422,245,\N,\N
5,423,246,\N,\N
5,424,247,\N,\N
5,425,248,\N,\N
5,444,54,\N,\N
5,445,58,\N,\N
5,446,59,\N,\N
5,447,61,\N,\N
5,450,7,\N,\N
5,456,68,\N,\N
5,464,67,\N,\N
5,471,55,\N,\N
5,473,103,\N,\N
5,475,127,\N,\N
5,476,133,\N,\N
5,477,175,\N,\N
5,478,66,\N,\N
5,479,130,\N,\N
5,480,134,\N,\N
5,481,128,\N,\N
5,482,71,\N,\N
5,483,178,\N,\N
5,484,69,\N,\N
5,485,85,\N,\N
5,486,89,\N,\N
5,487,92,\N,\N
5,488,93,\N,\N
5,489,99,\N,\N
5,490,97,\N,\N
5,491,101,\N,\N
5,492,161,\N,\N
5,493,159,\N,\N
5,494,160,\N,\N
5,495,157,\N,\N
5,496,166,\N,\N
5,497,164,\N,\N
5,498,165,\N,\N
5,499,177,\N,\N
5,504,114,\N,\N
5,737,249,\N,\N
5,10002,60,\N,\N
5,10003,74,\N,\N
5,10004,75,\N,\N
5,10005,78,\N,\N
5,10006,79,\N,\N
5,10007,80,\N,\N
5,10008,83,\N,\N
5,10009,84,\N,\N
5,10010,104,\N,\N
5,10011,109,\N,\N
5,10012,150,\N,\N
5,10013,152,\N,\N
5,10014,158,\N,\N
5,10015,167,\N,\N
5,10016,168,\N,\N
5,10017,170,\N,\N
5,10018,173,\N,\N
5,10019,174,\N,\N
5,10020,180,\N,\N
5,10021,181,\N,\N
5,10022,182,\N,\N
5,10023,183,\N,\N
5,10024,184,\N,\N
5,10025,185,\N,\N
5,10026,186,\N,\N
5,10027,187,\N,\N
5,10028,188,\N,\N
5,10029,189,\N,\N
6,0,0,\N,\N
6,1,1,\N,\N
6,2,2,\N,\N
6,3,4,\N,\N
6,4,5,\N,\N
6,17,18,\N,\N
6,18,9,\N,\N
6,19,10,\N,\N
6,20,11,\N,\N
6,21,12,\N,\N
6,22,13,\N,\N
6,23,14,\N,\N
6,24,15,\N,\N
6,25,16,\N,\N
6,26,17,\N,\N
6,27,38,\N,\N
6,28,39,\N,\N
6,29,40,\N,\N
6,30,46,\N,\N
6,31,47,\N,\N
6,32,48,\N,\N
6,33,72,\N,\N
6,34,121,\N,\N
6,35,122,\N,\N
6,36,123,\N,\N
6,37,124,\N,\N
6,38,63,\N,\N
6,39,64,\N,\N
6,40,65,\N,\N
6,41,21,\N,\N
6,43,139,\N,\N
6,44,156,\N,\N
6,45,26,\N,\N
6,46,27,\N,\N
6,47,28,\N,\N
6,48,29,\N,\N
6,49,31,\N,\N
6,50,32,\N,\N
6,51,62,\N,\N
6,55,41,\N,\N
6,56,44,\N,\N
6,57,49,\N,\N
6,58,51,\N,\N
6,59,52,\N,\N
6,60,33,\N,\N
6,61,53,\N,\N
6,63,37,\N,\N
6,76,42,\N,\N
6,77,43,\N,\N
6,78,19,\N,\N
6,79,20,\N,\N
6,80,169,\N,\N
6,81,8,\N,\N
6,82,22,\N,\N
6,83,23,\N,\N
6,84,24,\N,\N
6,85,34,\N,\N
6,86,86,\N,\N
6,87,87,\N,\N
6,88,110,\N,\N
6,89,111,\N,\N
6,90,131,\N,\N
6,91,132,\N,\N
6,92,36,\N,\N
6,213,3,\N,\N
6,216,57,\N,\N
6,217,73,\N,\N
6,221,82,\N,\N
6,222,88,\N,\N
6,223,91,\N,\N
6,224,94,\N,\N
6,228,106,\N,\N
6,229,112,\N,\N
6,230,119,\N,\N
6,231,126,\N,\N
6,232,140,\N,\N
6,233,143,\N,\N
6,234,146,\N,\N
6,235,151,\N,\N
6,236,163,\N,\N
6,237,76,\N,\N
6,238,125,\N,\N
6,239,117,\N,\N
6,240,102,\N,\N
6,241,98,\N,\N
6,242,108,\N,\N
6,243,95,\N,\N
6,244,77,\N,\N
6,245,81,\N,\N
6,246,107,\N,\N
6,247,113,\N,\N
6,248,96,\N,\N
6,249,138,\N,\N
6,250,144,\N,\N
6,252,172,\N,\N
6,256,30,\N,\N
6,257,35,\N,\N
6,258,118,\N,\N
6,259,105,\N,\N
6,328,191,\N,\N
6,329,192,\N,\N
6,330,193,\N,\N
6,331,194,\N,\N
6,332,196,\N,\N
6,333,197,\N,\N
6,334,198,\N,\N
6,335,199,\N,\N
6,336,200,\N,\N
6,337,201,\N,\N
6,338,202,\N,\N
6,339,203,\N,\N
6,340,204,\N,\N
6,341,205,\N,\N
6,342,206,\N,\N
6,343,207,\N,\N
6,344,208,\N,\N
6,345,209,\N,\N
6,346,210,\N,\N
6,347,211,\N,\N
6,348,212,\N,\N
6,349,213,\N,\N
6,350,214,\N,\N
6,351,215,\N,\N
6,352,216,\N,\N
6,353,217,\N,\N
6,354,218,\N,\N
6,355,219,\N,\N
6,356,221,\N,\N
6,357,222,\N,\N
6,358,223,\N,\N
6,359,224,\N,\N
6,360,225,\N,\N
6,361,226,\N,\N
6,362,227,\N,\N
6,363,228,\N,\N
6,364,229,\N,\N
6,365,230,\N,\N
6,366,231,\N,\N
6,367,232,\N,\N
6,368,233,\N,\N
6,369,234,\N,\N
6,370,235,\N,\N
6,371,236,\N,\N
6,372,237,\N,\N
6,373,238,\N,\N
6,374,239,\N,\N
6,375,240,\N,\N
6,376,241,\N,\N
6,377,242,\N,\N
6,420,243,\N,\N
6,421,244,\N,\N
6,422,245,\N,\N
6,423,246,\N,\N
6,424,247,\N,\N
6,425,248,\N,\N
6,444,54,\N,\N
6,445,58,\N,\N
6,446,59,\N,\N
6,447,61,\N,\N
6,450,7,\N,\N
6,456,68,\N,\N
6,464,67,\N,\N
6,471,55,\N,\N
6,472,116,\N,\N
6,473,103,\N,\N
6,474,70,\N,\N
6,475,127,\N,\N
6,476,133,\N,\N
6,477,175,\N,\N
6,478,66,\N,\N
6,479,130,\N,\N
6,480,134,\N,\N
6,481,128,\N,\N
6,482,71,\N,\N
6,483,178,\N,\N
6,484,69,\N,\N
6,485,85,\N,\N
6,486,89,\N,\N
6,487,92,\N,\N
6,488,93,\N,\N
6,489,99,\N,\N
6,490,97,\N,\N
6,491,101,\N,\N
6,492,161,\N,\N
6,493,159,\N,\N
6,494,160,\N,\N
6,495,157,\N,\N
6,496,166,\N,\N
6,497,164,\N,\N
6,498,165,\N,\N
6,499,177,\N,\N
6,504,114,\N,\N
6,737,249,\N,\N
6,10002,60,\N,\N
6,10003,74,\N,\N
6,10004,75,\N,\N
6,10005,78,\N,\N
6,10006,79,\N,\N
6,10007,80,\N,\N
6,10008,83,\N,\N
6,10009,84,\N,\N
6,10010,104,\N,\N
6,10011,109,\N,\N
6,10012,150,\N,\N
6,10013,152,\N,\N
6,10014,158,\N,\N
6,10015,167,\N,\N
6,10016,168,\N,\N
6,10017,170,\N,\N
6,10018,173,\N,\N
6,10019,174,\N,\N
6,10020,180,\N,\N
6,10021,181,\N,\N
6,10022,182,\N,\N
6,10023,183,\N,\N
6,10024,184,\N,\N
6,10025,185,\N,\N
6,10026,186,\N,\N
6,10027,187,\N,\N
6,10028,188,\N,\N
6,10029,189,\N,\N
6,10030,115,\N,\N
6,10031,129,\N,\N
7,0,0,\N,\N
7,1,1,\N,\N
7,2,2,\N,\N
7,3,3,\N,\N
7,4,4,\N,\N
7,5,5,\N,\N
7,6,6,\N,\N
7,7,7,\N,\N
7,8,8,\N,\N
7,9,9,\N,\N
7,10,10,\N,\N
7,11,11,\N,\N
7,12,12,\N,\N
7,17,13,\N,\N
7,18,14,\N,\N
7,19,15,\N,\N
7,20,16,\N,\N
7,21,17,\N,\N
7,22,18,\N,\N
7,23,19,\N,\N
7,24,20,\N,\N
7,25,21,\N,\N
7,26,22,\N,\N
7,27,23,\N,\N
7,28,24,\N,\N
7,29,25,\N,\N
7,30,26,\N,\N
7,31,27,\N,\N
7,32,28,\N,\N
7,33,29,\N,\N
7,34,30,\N,\N
7,35,31,\N,\N
7,36,32,\N,\N
7,37,33,\N,\N
7,38,34,\N,\N
7,39,35,\N,\N
7,40,36,\N,\N
7,41,37,\N,\N
7,42,38,\N,\N
7,43,44,\N,\N
7,44,45,\N,\N
7,45,63,\N,\N
7,46,64,\N,\N
7,47,65,\N,\N
7,48,66,\N,\N
7,49,67,\N,\N
7,50,68,\N,\N
7,51,69,\N,\N
7,52,70,\N,\N
7,53,71,\N,\N
7,55,73,\N,\N
7,56,74,\N,\N
7,57,75,\N,\N
7,58,76,\N,\N
7,59,77,\N,\N
7,60,78,\N,\N
7,61,79,\N,\N
7,63,80,\N,\N
7,64,81,\N,\N
7,65,39,\N,\N
7,66,40,\N,\N
7,67,41,\N,\N
7,68,42,\N,\N
7,69,43,\N,\N
7,70,46,\N,\N
7,71,47,\N,\N
7,72,48,\N,\N
7,73,49,\N,\N
7,74,50,\N,\N
7,75,51,\N,\N
7,76,83,\N,\N
7,77,84,\N,\N
7,78,85,\N,\N
7,79,86,\N,\N
7,80,93,\N,\N
7,81,94,\N,\N
7,82,95,\N,\N
7,83,96,\N,\N
7,84,97,\N,\N
7,85,98,\N,\N
7,86,103,\N,\N
7,87,104,\N,\N
7,88,106,\N,\N
7,89,107,\N,\N
7,90,108,\N,\N
7,91,109,\N,\N
7,92,110,\N,\N
7,93,111,\N,\N
7,99,286,\N,\N
7,100,287,\N,\N
7,149,133,\N,\N
7,150,134,\N,\N
7,151,135,\N,\N
7,152,136,\N,\N
7,153,137,\N,\N
7,154,138,\N,\N
7,155,139,\N,\N
7,156,140,\N,\N
7,157,141,\N,\N
7,158,142,\N,\N
7,159,143,\N,\N
7,160,144,\N,\N
7,161,145,\N,\N
7,162,146,\N,\N
7,163,147,\N,\N
7,164,148,\N,\N
7,165,149,\N,\N
7,166,150,\N,\N
7,167,151,\N,\N
7,168,152,\N,\N
7,169,153,\N,\N
7,170,154,\N,\N
7,171,155,\N,\N
7,172,156,\N,\N
7,173,157,\N,\N
7,174,158,\N,\N
7,175,159,\N,\N
7,176,160,\N,\N
7,177,161,\N,\N
7,178,162,\N,\N
7,179,163,\N,\N
7,180,164,\N,\N
7,181,165,\N,\N
7,182,166,\N,\N
7,183,167,\N,\N
7,201,168,\N,\N
7,202,169,\N,\N
7,203,170,\N,\N
7,204,171,\N,\N
7,205,172,\N,\N
7,206,173,\N,\N
7,207,174,\N,\N
7,208,175,\N,\N
7,213,179,\N,\N
7,214,180,\N,\N
7,215,181,\N,\N
7,216,182,\N,\N
7,217,183,\N,\N
7,218,184,\N,\N
7,219,185,\N,\N
7,220,186,\N,\N
7,221,187,\N,\N
7,222,188,\N,\N
7,223,189,\N,\N
7,224,190,\N,\N
7,225,191,\N,\N
7,226,192,\N,\N
7,227,193,\N,\N
7,228,194,\N,\N
7,229,195,\N,\N
7,230,196,\N,\N
7,231,197,\N,\N
7,232,198,\N,\N
7,233,199,\N,\N
7,234,200,\N,\N
7,235,201,\N,\N
7,236,202,\N,\N
7,237,203,\N,\N
7,238,204,\N,\N
7,239,205,\N,\N
7,240,206,\N,\N
7,241,207,\N,\N
7,242,208,\N,\N
7,243,209,\N,\N
7,244,210,\N,\N
7,245,211,\N,\N
7,246,212,\N,\N
7,247,213,\N,\N
7,248,214,\N,\N
7,249,215,\N,\N
7,250,216,\N,\N
7,251,217,\N,\N
7,252,218,\N,\N
7,253,219,\N,\N
7,254,220,\N,\N
7,255,221,\N,\N
7,256,222,\N,\N
7,257,223,\N,\N
7,258,224,\N,\N
7,259,225,\N,\N
7,260,254,\N,\N
7,261,255,\N,\N
7,262,256,\N,\N
7,263,257,\N,\N
7,264,258,\N,\N
7,328,289,\N,\N
7,329,290,\N,\N
7,330,291,\N,\N
7,331,292,\N,\N
7,332,293,\N,\N
7,333,294,\N,\N
7,334,295,\N,\N
7,335,296,\N,\N
7,336,297,\N,\N
7,337,298,\N,\N
7,338,299,\N,\N
7,339,300,\N,\N
7,340,301,\N,\N
7,341,302,\N,\N
7,342,303,\N,\N
7,343,304,\N,\N
7,344,305,\N,\N
7,345,306,\N,\N
7,346,307,\N,\N
7,347,308,\N,\N
7,348,309,\N,\N
7,349,310,\N,\N
7,350,311,\N,\N
7,351,312,\N,\N
7,352,313,\N,\N
