pokemon_id,version_group_id,move_id,move_method_id,level,mastery_level,sort
2,4,102,2,0,0,0
2,4,104,2,0,0,0
2,4,115,2,0,0,0
2,4,117,2,0,0,0
2,4,156,2,0,0,0
2,4,164,2,0,0,0
3,1,14,2,0,0,0
3,1,15,2,0,0,0
3,1,22,1,1,0,4
3,1,22,1,13,0,0
3,1,33,1,1,0,1
3,1,34,2,0,0,0
3,1,36,2,0,0,0
3,1,38,2,0,0,0
3,1,45,1,1,0,2
3,1,63,2,0,0,0
3,1,72,2,0,0,0
3,1,73,1,1,0,3
3,1,73,1,7,0,0
3,1,74,1,43,0,0
3,1,75,1,30,0,0
3,1,76,2,0,0,0
3,1,76,1,65,0,0
3,1,77,1,22,0,0
3,1,79,1,55,0,0
3,1,92,2,0,0,0
3,1,99,2,0,0,0
3,1,102,2,0,0,0
3,1,104,2,0,0,0
3,1,115,2,0,0,0
3,1,117,2,0,0,0
3,1,156,2,0,0,0
3,1,164,2,0,0,0
3,2,14,2,0,0,0
3,2,15,2,0,0,0
3,2,22,1,1,0,4
3,2,22,1,13,0,0
3,2,33,1,1,0,1
3,2,34,2,0,0,0
3,2,36,2,0,0,0
3,2,38,2,0,0,0
3,2,45,1,1,0,2
3,2,63,2,0,0,0
3,2,72,2,0,0,0
3,2,73,1,1,0,3
3,2,73,1,7,0,0
3,2,74,1,43,0,0
3,2,75,1,30,0,0
3,2,76,2,0,0,0
3,2,76,1,65,0,0
3,2,77,1,22,0,0
3,2,79,1,55,0,0
3,2,92,2,0,0,0
3,2,99,2,0,0,0
3,2,102,2,0,0,0
3,2,104,2,0,0,0
3,2,115,2,0,0,0
3,2,117,2,0,0,0
3,2,156,2,0,0,0
3,2,164,2,0,0,0
3,3,14,2,0,0,0
3,3,15,2,0,0,0
3,3,22,1,1,0,4
3,3,22,1,13,0,0
3,3,33,1,1,0,1
3,3,34,2,0,0,0
3,3,36,2,0,0,0
3,3,38,2,0,0,0
3,3,45,1,1,0,2
3,3,63,2,0,0,0
3,3,72,2,0,0,0
3,3,73,1,1,0,3
3,3,73,1,7,0,0
3,3,74,1,43,0,0
3,3,75,1,30,0,0
3,3,76,2,0,0,0
3,3,76,1,65,0,0
3,3,77,1,22,0,0
3,3,79,1,55,0,0
3,3,92,2,0,0,0
3,3,99,2,0,0,0
3,3,102,2,0,0,0
3,3,104,2,0,0,0
3,3,115,2,0,0,0
3,3,117,2,0,0,0
3,3,156,2,0,0,0
3,3,164,2,0,0,0
3,4,14,2,0,0,0
3,4,15,2,0,0,0
3,4,22,1,1,0,4
3,4,22,1,13,0,0
3,4,33,1,1,0,1
3,4,34,2,0,0,0
3,4,36,2,0,0,0
3,4,38,2,0,0,0
3,4,45,1,1,0,2
3,4,63,2,0,0,0
3,4,72,2,0,0,0
3,4,73,1,1,0,3
3,4,73,1,7,0,0
3,4,74,1,43,0,0
3,4,75,1,30,0,0
3,4,76,2,0,0,0
3,4,76,1,65,0,0
3,4,77,1,22,0,0
3,4,79,1,55,0,0
3,4,92,2,0,0,0
3,4,99,2,0,0,0
3,4,102,2,0,0,0
3,4,104,2,0,0,0
3,4,115,2,0,0,0
3,4,117,2,0,0,0
3,4,156,2,0,0,0
3,4,164,2,0,0,0
4,1,5,2,0,0,0
4,1,10,1,1,0,1
4,1,14,2,0,0,0
4,1,15,2,0,0,0
4,1,25,2,0,0,0
4,1,34,2,0,0,0
4,1,36,2,0,0,0
4,1,38,2,0,0,0
4,1,43,1,15,0,0
4,1,45,1,1,0,2
4,1,52,1,9,0,0
4,1,53,1,38,0,0
4,1,66,2,0,0,0
4,1,68,2,0,0,0
4,1,69,2,0,0,0
4,1,70,2,0,0,0
4,1,82,2,0,0,0
4,1,83,1,46,0,0
4,1,91,2,0,0,0
4,1,92,2,0,0,0
4,1,99,2,0,0,0
4,1,99,1,22,0,0
4,1,102,2,0,0,0
4,1,104,2,0,0,0
4,1,115,2,0,0,0
4,1,117,2,0,0,0
4,1,126,2,0,0,0
4,1,129,2,0,0,0
4,1,130,2,0,0,0
4,1,156,2,0,0,0
4,1,163,1,30,0,0
4,1,164,2,0,0,0
4,2,5,2,0,0,0
4,2,10,1,1,0,1
4,2,14,2,0,0,0
4,2,15,2,0,0,0
4,2,25,2,0,0,0
4,2,34,2,0,0,0
4,2,36,2,0,0,0
4,2,38,2,0,0,0
4,2,43,1,15,0,0
4,2,45,1,1,0,2
4,2,52,1,9,0,0
4,2,53,1,38,0,0
4,2,66,2,0,0,0
4,2,68,2,0,0,0
4,2,69,2,0,0,0
4,2,70,2,0,0,0
4,2,82,2,0,0,0
4,2,83,1,46,0,0
4,2,91,2,0,0,0
4,2,92,2,0,0,0
4,2,99,2,0,0,0
4,2,99,1,22,0,0
4,2,102,2,0,0,0
4,2,104,2,0,0,0
4,2,115,2,0,0,0
4,2,117,2,0,0,0
4,2,126,2,0,0,0
4,2,129,2,0,0,0
4,2,130,2,0,0,0
4,2,156,2,0,0,0
4,2,163,1,30,0,0
4,2,164,2,0,0,0
4,3,5,2,0,0,0
4,3,10,1,1,0,1
4,3,14,2,0,0,0
4,3,15,2,0,0,0
4,3,25,2,0,0,0
4,3,34,2,0,0,0
4,3,36,2,0,0,0
4,3,38,2,0,0,0
4,3,43,1,15,0,0
4,3,45,1,1,0,2
4,3,52,1,9,0,0
4,3,53,1,38,0,0
4,3,66,2,0,0,0
4,3,68,2,0,0,0
4,3,69,2,0,0,0
4,3,70,2,0,0,0
4,3,82,2,0,0,0
4,3,83,1,46,0,0
4,3,91,2,0,0,0
4,3,92,2,0,0,0
4,3,99,2,0,0,0
4,3,99,1,22,0,0
4,3,102,2,0,0,0
4,3,104,2,0,0,0
4,3,115,2,0,0,0
4,3,117,2,0,0,0
4,3,126,2,0,0,0
4,3,129,2,0,0,0
4,3,130,2,0,0,0
4,3,156,2,0,0,0
4,3,163,1,30,0,0
4,3,164,2,0,0,0
4,4,5,2,0,0,0
4,4,10,1,1,0,1
4,4,14,2,0,0,0
4,4,15,2,0,0,0
4,4,25,2,0,0,0
4,4,34,2,0,0,0
4,4,36,2,0,0,0
4,4,38,2,0,0,0
4,4,43,1,15,0,0
4,4,45,1,1,0,2
4,4,52,1,9,0,0
4,4,53,1,38,0,0
4,4,66,2,0,0,0
4,4,68,2,0,0,0
4,4,69,2,0,0,0
4,4,70,2,0,0,0
4,4,82,2,0,0,0
4,4,83,1,46,0,0
4,4,91,2,0,0,0
4,4,92,2,0,0,0
4,4,99,2,0,0,0
4,4,99,1,22,0,0
4,4,102,2,0,0,0
4,4,104,2,0,0,0
4,4,115,2,0,0,0
4,4,117,2,0,0,0
4,4,126,2,0,0,0
4,4,129,2,0,0,0
4,4,130,2,0,0,0
4,4,156,2,0,0,0
4,4,163,1,30,0,0
4,4,164,2,0,0,0
5,1,5,2,0,0,0
5,1,10,1,1,0,1
5,1,14,2,0,0,0
5,1,15,2,0,0,0
5,1,25,2,0,0,0
5,1,34,2,0,0,0
5,1,36,2,0,0,0
5,1,38,2,0,0,0
5,1,43,1,15,0,0
5,1,45,1,1,0,2
5,1,52,1,1,0,3
5,1,52,1,9,0,0
5,1,53,1,42,0,0
5,1,66,2,0,0,0
5,1,68,2,0,0,0
5,1,69,2,0,0,0
5,1,70,2,0,0,0
5,1,82,2,0,0,0
5,1,83,1,56,0,0
5,1,91,2,0,0,0
5,1,92,2,0,0,0
5,1,99,2,0,0,0
5,1,99,1,24,0,0
5,1,102,2,0,0,0
5,1,104,2,0,0,0
5,1,115,2,0,0,0
5,1,117,2,0,0,0
5,1,126,2,0,0,0
5,1,129,2,0,0,0
5,1,130,2,0,0,0
5,1,156,2,0,0,0
5,1,163,1,33,0,0
5,1,164,2,0,0,0
5,2,5,2,0,0,0
5,2,10,1,1,0,1
5,2,14,2,0,0,0
5,2,15,2,0,0,0
5,2,25,2,0,0,0
5,2,34,2,0,0,0
5,2,36,2,0,0,0
5,2,38,2,0,0,0
5,2,43,1,15,0,0
5,2,45,1,1,0,2
5,2,52,1,1,0,3
5,2,52,1,9,0,0
5,2,53,1,42,0,0
5,2,66,2,0,0,0
5,2,68,2,0,0,0
5,2,69,2,0,0,0
5,2,70,2,0,0,0
5,2,82,2,0,0,0
5,2,83,1,56,0,0
5,2,91,2,0,0,0
5,2,92,2,0,0,0
5,2,99,2,0,0,0
5,2,99,1,24,0,0
5,2,102,2,0,0,0
5,2,104,2,0,0,0
5,2,115,2,0,0,0
5,2,117,2,0,0,0
5,2,126,2,0,0,0
5,2,129,2,0,0,0
5,2,130,2,0,0,0
5,2,156,2,0,0,0
5,2,163,1,33,0,0
5,2,164,2,0,0,0
5,3,5,2,0,0,0
5,3,10,1,1,0,1
5,3,14,2,0,0,0
5,3,15,2,0,0,0
5,3,25,2,0,0,0
5,3,34,2,0,0,0
5,3,36,2,0,0,0
5,3,38,2,0,0,0
5,3,43,1,15,0,0
5,3,45,1,1,0,2
5,3,52,1,1,0,3
5,3,52,1,9,0,0
5,3,53,1,42,0,0
5,3,66,2,0,0,0
5,3,68,2,0,0,0
5,3,69,2,0,0,0
5,3,70,2,0,0,0
5,3,82,2,0,0,0
5,3,83,1,56,0,0
5,3,91,2,0,0,0
5,3,92,2,0,0,0
5,3,99,2,0,0,0
5,3,99,1,24,0,0
5,3,102,2,0,0,0
5,3,104,2,0,0,0
5,3,115,2,0,0,0
5,3,117,2,0,0,0
5,3,126,2,0,0,0
5,3,129,2,0,0,0
5,3,130,2,0,0,0
5,3,156,2,0,0,0
5,3,163,1,33,0,0
5,3,164,2,0,0,0
5,4,5,2,0,0,0
5,4,10,1,1,0,1
5,4,14,2,0,0,0
5,4,15,2,0,0,0
5,4,25,2,0,0,0
5,4,34,2,0,0,0
5,4,36,2,0,0,0
5,4,38,2,0,0,0
5,4,43,1,15,0,0
5,4,45,1,1,0,2
5,4,52,1,1,0,3
5,4,52,1,9,0,0
5,4,53,1,42,0,0
5,4,66,2,0,0,0
5,4,68,2,0,0,0
5,4,69,2,0,0,0
5,4,70,2,0,0,0
5,4,82,2,0,0,0
5,4,83,1,56,0,0
5,4,91,2,0,0,0
5,4,92,2,0,0,0
5,4,99,2,0,0,0
5,4,99,1,24,0,0
5,4,102,2,0,0,0
5,4,104,2,0,0,0
5,4,115,2,0,0,0
5,4,117,2,0,0,0
5,4,126,2,0,0,0
5,4,129,2,0,0,0
5,4,130,2,0,0,0
5,4,156,2,0,0,0
5,4,163,1,33,0,0
5,4,164,2,0,0,0
6,1,5,2,0,0,0
6,1,10,1,1,0,1
6,1,14,2,0,0,0
6,1,15,2,0,0,0
6,1,25,2,0,0,0
6,1,34,2,0,0,0
6,1,36,2,0,0,0
6,1,38,2,0,0,0
6,1,43,1,1,0,4
6,1,43,1,15,0,0
6,1,45,1,1,0,2
6,1,52,1,1,0,3
6,1,52,1,9,0,0
6,1,53,1,46,0,0
6,1,63,2,0,0,0
6,1,66,2,0,0,0
6,1,68,2,0,0,0
6,1,69,2,0,0,0
6,1,70,2,0,0,0
6,1,82,2,0,0,0
6,1,83,1,55,0,0
6,1,89,2,0,0,0
6,1,90,2,0,0,0
6,1,91,2,0,0,0
6,1,92,2,0,0,0
6,1,99,2,0,0,0
6,1,99,1,24,0,0
6,1,102,2,0,0,0
6,1,104,2,0,0,0
6,1,115,2,0,0,0
6,1,117,2,0,0,0
6,1,126,2,0,0,0
6,1,129,2,0,0,0
6,1,130,2,0,0,0
6,1,156,2,0,0,0
6,1,163,1,36,0,0
6,1,164,2,0,0,0
6,2,5,2,0,0,0
6,2,10,1,1,0,1
6,2,14,2,0,0,0
6,2,15,2,0,0,0
6,2,25,2,0,0,0
6,2,34,2,0,0,0
6,2,36,2,0,0,0
6,2,38,2,0,0,0
6,2,43,1,1,0,4
6,2,43,1,15,0,0
6,2,45,1,1,0,2
6,2,52,1,1,0,3
6,2,52,1,9,0,0
6,2,53,1,46,0,0
6,2,63,2,0,0,0
6,2,66,2,0,0,0
6,2,68,2,0,0,0
6,2,69,2,0,0,0
6,2,70,2,0,0,0
6,2,82,2,0,0,0
6,2,83,1,55,0,0
6,2,89,2,0,0,0
6,2,90,2,0,0,0
6,2,91,2,0,0,0
6,2,92,2,0,0,0
6,2,99,2,0,0,0
6,2,99,1,24,0,0
6,2,102,2,0,0,0
6,2,104,2,0,0,0
6,2,115,2,0,0,0
6,2,117,2,0,0,0
6,2,126,2,0,0,0
6,2,129,2,0,0,0
6,2,130,2,0,0,0
6,2,156,2,0,0,0
6,2,163,1,36,0,0
6,2,164,2,0,0,0
6,3,5,2,0,0,0
6,3,10,1,1,0,1
6,3,14,2,0,0,0
6,3,15,2,0,0,0
6,3,25,2,0,0,0
6,3,34,2,0,0,0
6,3,36,2,0,0,0
6,3,38,2,0,0,0
6,3,43,1,1,0,4
6,3,43,1,15,0,0
6,3,45,1,1,0,2
6,3,52,1,1,0,3
6,3,52,1,9,0,0
6,3,53,1,46,0,0
6,3,63,2,0,0,0
6,3,66,2,0,0,0
6,3,68,2,0,0,0
6,3,69,2,0,0,0
6,3,70,2,0,0,0
6,3,82,2,0,0,0
6,3,83,1,55,0,0
6,3,89,2,0,0,0
6,3,90,2,0,0,0
6,3,91,2,0,0,0
6,3,92,2,0,0,0
6,3,99,2,0,0,0
6,3,99,1,24,0,0
6,3,102,2,0,0,0
6,3,104,2,0,0,0
6,3,115,2,0,0,0
6,3,117,2,0,0,0
6,3,126,2,0,0,0
6,3,129,2,0,0,0
6,3,130,2,0,0,0
6,3,156,2,0,0,0
6,3,163,1,36,0,0
6,3,164,2,0,0,0
6,4,5,2,0,0,0
6,4,10,1,1,0,1
6,4,14,2,0,0,0
6,4,15,2,0,0,0
6,4,19,2,0,0,0
6,4,25,2,0,0,0
6,4,34,2,0,0,0
6,4,36,2,0,0,0
6,4,38,2,0,0,0
6,4,43,1,1,0,4
6,4,43,1,15,0,0
6,4,45,1,1,0,2
6,4,52,1,1,0,3
6,4,52,1,9,0,0
6,4,53,1,46,0,0
6,4,63,2,0,0,0
6,4,66,2,0,0,0
6,4,68,2,0,0,0
6,4,69,2,0,0,0
6,4,70,2,0,0,0
6,4,82,2,0,0,0
6,4,83,1,55,0,0
6,4,89,2,0,0,0
6,4,90,2,0,0,0
6,4,91,2,0,0,0
6,4,92,2,0,0,0
6,4,99,2,0,0,0
6,4,99,1,24,0,0
6,4,102,2,0,0,0
6,4,104,2,0,0,0
6,4,115,2,0,0,0
6,4,117,2,0,0,0
6,4,126,2,0,0,0
6,4,129,2,0,0,0
6,4,130,2,0,0,0
6,4,156,2,0,0,0
6,4,163,1,36,0,0
6,4,164,2,0,0,0
7,1,5,2,0,0,0
7,1,25,2,0,0,0
7,1,33,1,1,0,1
7,1,34,2,0,0,0
7,1,36,2,0,0,0
7,1,38,2,0,0,0
7,1,39,1,1,0,2
7,1,44,1,22,0,0
7,1,55,2,0,0,0
7,1,55,1,15,0,0
7,1,56,1,42,0,0
7,1,57,2,0,0,0
7,1,58,2,0,0,0
7,1,59,2,0,0,0
7,1,61,2,0,0,0
7,1,66,2,0,0,0
7,1,68,2,0,0,0
7,1,69,2,0,0,0
7,1,70,2,0,0,0
7,1,91,2,0,0,0
7,1,92,2,0,0,0
7,1,99,2,0,0,0
7,1,102,2,0,0,0
7,1,104,2,0,0,0
7,1,110,1,28,0,0
7,1,115,2,0,0,0
7,1,117,2,0,0,0
7,1,130,2,0,0,0
7,1,130,1,35,0,0
7,1,145,1,8,0,0
7,1,156,2,0,0,0
7,1,164,2,0,0,0
7,2,5,2,0,0,0
7,2,25,2,0,0,0
7,2,33,1,1,0,1
7,2,34,2,0,0,0
7,2,36,2,0,0,0
7,2,38,2,0,0,0
7,2,39,1,1,0,2
7,2,44,1,22,0,0
7,2,55,2,0,0,0
7,2,55,1,15,0,0
7,2,56,1,42,0,0
7,2,57,2,0,0,0
7,2,58,2,0,0,0
7,2,59,2,0,0,0
7,2,61,2,0,0,0
7,2,66,2,0,0,0
7,2,68,2,0,0,0
7,2,69,2,0,0,0
7,2,70,2,0,0,0
7,2,91,2,0,0,0
7,2,92,2,0,0,0
7,2,99,2,0,0,0
7,2,102,2,0,0,0
7,2,104,2,0,0,0
7,2,110,1,28,0,0
7,2,115,2,0,0,0
7,2,117,2,0,0,0
7,2,130,2,0,0,0
7,2,130,1,35,0,0
7,2,145,1,8,0,0
7,2,156,2,0,0,0
7,2,164,2,0,0,0
7,3,5,2,0,0,0
7,3,25,2,0,0,0
7,3,33,1,1,0,1
7,3,34,2,0,0,0
7,3,36,2,0,0,0
7,3,38,2,0,0,0
7,3,39,1,1,0,2
7,3,44,1,22,0,0
7,3,55,2,0,0,0
7,3,55,1,15,0,0
7,3,56,1,42,0,0
7,3,57,2,0,0,0
7,3,58,2,0,0,0
7,3,59,2,0,0,0
7,3,61,2,0,0,0
7,3,66,2,0,0,0
7,3,68,2,0,0,0
7,3,69,2,0,0,0
7,3,70,2,0,0,0
7,3,91,2,0,0,0
7,3,92,2,0,0,0
7,3,99,2,0,0,0
7,3,102,2,0,0,0
7,3,104,2,0,0,0
7,3,110,1,28,0,0
7,3,115,2,0,0,0
7,3,117,2,0,0,0
7,3,130,2,0,0,0
7,3,130,1,35,0,0
7,3,145,1,8,0,0
7,3,156,2,0,0,0
7,3,164,2,0,0,0
7,4,5,2,0,0,0
7,4,25,2,0,0,0
7,4,33,1,1,0,1
7,4,34,2,0,0,0
7,4,36,2,0,0,0
7,4,38,2,0,0,0
7,4,39,1,1,0,2
7,4,44,1,22,0,0
7,4,55,2,0,0,0
7,4,55,1,15,0,0
7,4,56,1,42,0,0
7,4,57,2,0,0,0
7,4,58,2,0,0,0
7,4,59,2,0,0,0
7,4,61,2,0,0,0
7,4,66,2,0,0,0
7,4,68,2,0,0,0
7,4,69,2,0,0,0
7,4,70,2,0,0,0
7,4,91,2,0,0,0
7,4,92,2,0,0,0
7,4,99,2,0,0,0
7,4,102,2,0,0,0
7,4,104,2,0,0,0
7,4,110,1,28,0,0
7,4,115,2,0,0,0
7,4,117,2,0,0,0
7,4,130,2,0,0,0
7,4,130,1,35,0,0
7,4,145,1,8,0,0
7,4,156,2,0,0,0
7,4,164,2,0,0,0
8,1,5,2,0,0,0
8,1,25,2,0,0,0
8,1,33,1,1,0,1
8,1,34,2,0,0,0
8,1,36,2,0,0,0
8,1,38,2,0,0,0
8,1,39,1,1,0,2
8,1,44,1,24,0,0
8,1,55,2,0,0,0
8,1,55,1,15,0,0
8,1,56,1,47,0,0
8,1,57,2,0,0,0
8,1,58,2,0,0,0
8,1,59,2,0,0,0
8,1,61,2,0,0,0
8,1,66,2,0,0,0
8,1,68,2,0,0,0
8,1,69,2,0,0,0
8,1,70,2,0,0,0
8,1,91,2,0,0,0
8,1,92,2,0,0,0
8,1,99,2,0,0,0
8,1,102,2,0,0,0
8,1,104,2,0,0,0
8,1,110,1,31,0,0
8,1,115,2,0,0,0
8,1,117,2,0,0,0
8,1,130,2,0,0,0
8,1,130,1,39,0,0
8,1,145,1,1,0,3
8,1,145,1,8,0,0
8,1,156,2,0,0,0
8,1,164,2,0,0,0
8,2,5,2,0,0,0
8,2,25,2,0,0,0
8,2,33,1,1,0,1
8,2,34,2,0,0,0
8,2,36,2,0,0,0
8,2,38,2,0,0,0
8,2,39,1,1,0,2
8,2,44,1,24,0,0
8,2,55,2,0,0,0
8,2,55,1,15,0,0
8,2,56,1,47,0,0
8,2,57,2,0,0,0
8,2,58,2,0,0,0
8,2,59,2,0,0,0
8,2,61,2,0,0,0
8,2,66,2,0,0,0
8,2,68,2,0,0,0
8,2,69,2,0,0,0
8,2,70,2,0,0,0
8,2,91,2,0,0,0
8,2,92,2,0,0,0
8,2,99,2,0,0,0
8,2,102,2,0,0,0
8,2,104,2,0,0,0
8,2,110,1,31,0,0
8,2,115,2,0,0,0
8,2,117,2,0,0,0
8,2,130,2,0,0,0
8,2,130,1,39,0,0
8,2,145,1,1,0,3
8,2,145,1,8,0,0
8,2,156,2,0,0,0
8,2,164,2,0,0,0
8,3,5,2,0,0,0
8,3,25,2,0,0,0
8,3,33,1,1,0,1
8,3,34,2,0,0,0
8,3,36,2,0,0,0
8,3,38,2,0,0,0
8,3,39,1,1,0,2
8,3,44,1,24,0,0
8,3,55,2,0,0,0
8,3,55,1,15,0,0
8,3,56,1,47,0,0
8,3,57,2,0,0,0
8,3,58,2,0,0,0
8,3,59,2,0,0,0
8,3,61,2,0,0,0
8,3,66,2,0,0,0
8,3,68,2,0,0,0
8,3,69,2,0,0,0
8,3,70,2,0,0,0
8,3,91,2,0,0,0
8,3,92,2,0,0,0
8,3,99,2,0,0,0
8,3,102,2,0,0,0
8,3,104,2,0,0,0
8,3,110,1,31,0,0
8,3,115,2,0,0,0
8,3,117,2,0,0,0
8,3,130,2,0,0,0
8,3,130,1,39,0,0
8,3,145,1,1,0,3
8,3,145,1,8,0,0
8,3,156,2,0,0,0
8,3,164,2,0,0,0
8,4,5,2,0,0,0
8,4,25,2,0,0,0
8,4,33,1,1,0,1
8,4,34,2,0,0,0
8,4,36,2,0,0,0
8,4,38,2,0,0,0
8,4,39,1,1,0,2
8,4,44,1,24,0,0
8,4,55,2,0,0,0
8,4,55,1,15,0,0
8,4,56,1,47,0,0
8,4,57,2,0,0,0
8,4,58,2,0,0,0
8,4,59,2,0,0,0
8,4,61,2,0,0,0
8,4,66,2,0,0,0
8,4,68,2,0,0,0
8,4,69,2,0,0,0
8,4,70,2,0,0,0
8,4,91,2,0,0,0
8,4,92,2,0,0,0
8,4,99,2,0,0,0
8,4,102,2,0,0,0
8,4,104,2,0,0,0
8,4,110,1,31,0,0
8,4,115,2,0,0,0
8,4,117,2,0,0,0
8,4,130,2,0,0,0
8,4,130,1,39,0,0
8,4,145,1,1,0,3
8,4,145,1,8,0,0
8,4,156,2,0,0,0
8,4,164,2,0,0,0
9,1,5,2,0,0,0
9,1,25,2,0,0,0
9,1,33,1,1,0,1
9,1,34,2,0,0,0
9,1,36,2,0,0,0
9,1,38,2,0,0,0
9,1,39,1,1,0,2
9,1,44,1,24,0,0
9,1,55,2,0,0,0
9,1,55,1,1,0,4
9,1,55,1,15,0,0
9,1,56,1,52,0,0
9,1,57,2,0,0,0
9,1,58,2,0,0,0
9,1,59,2,0,0,0
9,1,61,2,0,0,0
9,1,63,2,0,0,0
9,1,66,2,0,0,0
9,1,68,2,0,0,0
9,1,69,2,0,0,0
9,1,70,2,0,0,0
9,1,89,2,0,0,0
