language_id,species_id,name
1,215,ニューラ
1,216,ヒメグマ
1,217,リングマ
1,218,マグマッグ
1,219,マグカルゴ
1,220,ウリムー
1,221,イノムー
1,222,サニーゴ
1,223,テッポウオ
1,224,オクタン
1,225,デリバード
1,226,マンタイン
1,227,エアームド
1,228,デルビル
1,229,ヘルガー
1,230,キングドラ
1,231,ゴマゾウ
1,232,ドンファン
1,233,ポリゴン２
1,234,オドシシ
1,235,ドーブル
1,236,バルキー
1,237,カポエラー
1,238,ムチュール
1,239,エレキッド
1,240,ブビィ
1,241,ミルタンク
1,242,ハピナス
1,243,ライコウ
1,244,エンテイ
1,245,スイクン
1,246,ヨーギラス
1,247,サナギラス
1,248,バンギラス
1,249,ルギア
1,250,ホウオウ
1,251,セレビィ
1,252,キモリ
1,253,ジュプトル
1,254,ジュカイン
1,255,アチャモ
1,256,ワカシャモ
1,257,バシャーモ
1,258,ミズゴロウ
1,259,ヌマクロー
1,260,ラグラージ
1,261,ポチエナ
1,262,グラエナ
1,263,ジグザグマ
1,264,マッスグマ
1,265,ケムッソ
1,266,カラサリス
1,267,アゲハント
1,268,マユルド
1,269,ドクケイル
1,270,ハスボー
1,271,ハスブレロ
1,272,ルンパッパ
1,273,タネボー
1,274,コノハナ
1,275,ダーテング
1,276,スバメ
1,277,オオスバメ
1,278,キャモメ
1,279,ペリッパー
1,280,ラルトス
1,281,キルリア
1,282,サーナイト
1,283,アメタマ
1,284,アメモース
1,285,キノココ
1,286,キノガッサ
1,287,ナマケロ
1,288,ヤルキモノ
1,289,ケッキング
1,290,ツチニン
1,291,テッカニン
1,292,ヌケニン
1,293,ゴニョニョ
1,294,ドゴーム
1,295,バクオング
1,296,マクノシタ
1,297,ハリテヤマ
1,298,ルリリ
1,299,ノズパス
1,300,エネコ
1,301,エネコロロ
1,302,ヤミラミ
1,303,クチート
1,304,ココドラ
1,305,コドラ
1,306,ボスゴドラ
1,307,アサナン
1,308,チャーレム
1,309,ラクライ
1,310,ライボルト
1,311,プラスル
1,312,マイナン
1,313,バルビート
1,314,イルミーゼ
1,315,ロゼリア
1,316,ゴクリン
1,317,マルノーム
1,318,キバニア
1,319,サメハダー
1,320,ホエルコ
1,321,ホエルオー
1,322,ドンメル
1,323,バクーダ
1,324,コータス
1,325,バネブー
1,326,ブーピッグ
1,327,パッチール
1,328,ナックラー
1,329,ビブラーバ
1,330,フライゴン
1,331,サボネア
1,332,ノクタス
1,333,チルット
1,334,チルタリス
1,335,ザングース
1,336,ハブネーク
1,337,ルナトーン
1,338,ソルロック
1,339,ドジョッチ
1,340,ナマズン
1,341,ヘイガニ
1,342,シザリガー
1,343,ヤジロン
1,344,ネンドール
1,345,リリーラ
1,346,ユレイドル
1,347,アノプス
1,348,アーマルド
1,349,ヒンバス
1,350,ミロカロス
1,351,ポワルン
1,352,カクレオン
1,353,カゲボウズ
1,354,ジュペッタ
1,355,ヨマワル
1,356,サマヨール
1,357,トロピウス
1,358,チリーン
1,359,アブソル
1,360,ソーナノ
1,361,ユキワラシ
1,362,オニゴーリ
1,363,タマザラシ
1,364,トドグラー
1,365,トドゼルガ
1,366,パールル
1,367,ハンテール
1,368,サクラビス
1,369,ジーランス
1,370,ラブカス
1,371,タツベイ
1,372,コモルー
1,373,ボーマンダ
1,374,ダンバル
1,375,メタング
1,376,メタグロス
1,377,レジロック
1,378,レジアイス
1,379,レジスチル
1,380,ラティアス
1,381,ラティオス
1,382,カイオーガ
1,383,グラードン
1,384,レックウザ
1,385,ジラーチ
1,386,デオキシス
1,387,ナエトル
1,388,ハヤシガメ
1,389,ドダイトス
1,390,ヒコザル
1,391,モウカザル
1,392,ゴウカザル
1,393,ポッチャマ
1,394,ポッタイシ
1,395,エンペルト
1,396,ムックル
1,397,ムクバード
1,398,ムクホーク
1,399,ビッパ
1,400,ビーダル
1,401,コロボーシ
1,402,コロトック
1,403,コリンク
1,404,ルクシオ
1,405,レントラー
1,406,スボミー
1,407,ロズレイド
1,408,ズガイドス
1,409,ラムパルド
1,410,タテトプス
1,411,トリデプス
1,412,ミノムッチ
1,413,ミノマダム
1,414,ガーメイル
1,415,ミツハニー
1,416,ビークイン
1,417,パチリス
1,418,ブイゼル
1,419,フローゼル
1,420,チェリンボ
1,421,チェリム
1,422,カラナクシ
1,423,トリトドン
1,424,エテボース
1,425,フワンテ
1,426,フワライド
1,427,ミミロル
1,428,ミミロップ
1,429,ムウマージ
1,430,ドンカラス
1,431,ニャルマー
1,432,ブニャット
1,433,リーシャン
1,434,スカンプー
1,435,スカタンク
1,436,ドーミラー
1,437,ドータクン
1,438,ウソハチ
1,439,マネネ
1,440,ピンプク
1,441,ペラップ
1,442,ミカルゲ
1,443,フカマル
1,444,ガバイト
1,445,ガブリアス
1,446,ゴンベ
1,447,リオル
1,448,ルカリオ
1,449,ヒポポタス
1,450,カバルドン
1,451,スコルピ
1,452,ドラピオン
1,453,グレッグル
1,454,ドクロッグ
1,455,マスキッパ
1,456,ケイコウオ
1,457,ネオラント
1,458,タマンタ
1,459,ユキカブリ
1,460,ユキノオー
1,461,マニューラ
1,462,ジバコイル
1,463,ベロベルト
1,464,ドサイドン
1,465,モジャンボ
1,466,エレキブル
1,467,ブーバーン
1,468,トゲキッス
1,469,メガヤンマ
1,470,リーフィア
1,471,グレイシア
1,472,グライオン
1,473,マンムー
1,474,ポリゴンＺ
1,475,エルレイド
1,476,ダイノーズ
1,477,ヨノワール
1,478,ユキメノコ
1,479,ロトム
1,480,ユクシー
1,481,エムリット
1,482,アグノム
1,483,ディアルガ
1,484,パルキア
1,485,ヒードラン
1,486,レジギガス
1,487,ギラティナ
1,488,クレセリア
1,489,フィオネ
1,490,マナフィ
1,491,ダークライ
1,492,シェイミ
1,493,アルセウス
1,494,ビクティニ
1,495,ツタージャ
1,496,ジャノビー
1,497,ジャローダ
1,498,ポカブ
1,499,チャオブー
1,500,エンブオー
1,501,ミジュマル
1,502,フタチマル
1,503,ダイケンキ
1,504,ミネズミ
1,505,ミルホッグ
1,506,ヨーテリー
1,507,ハーデリア
1,508,ムーランド
1,509,チョロネコ
1,510,レパルダス
1,511,ヤナップ
1,512,ヤナッキー
1,513,バオップ
1,514,バオッキー
1,515,ヒヤップ
1,516,ヒヤッキー
1,517,ムンナ
1,518,ムシャーナ
1,519,マメパト
1,520,ハトーボー
1,521,ケンホロウ
1,522,シママ
1,523,ゼブライカ
1,524,ダンゴロ
1,525,ガントル
1,526,ギガイアス
1,527,コロモリ
1,528,ココロモリ
1,529,モグリュー
1,530,ドリュウズ
1,531,タブンネ
1,532,ドッコラー
1,533,ドテッコツ
1,534,ローブシン
1,535,オタマロ
1,536,ガマガル
1,537,ガマゲロゲ
1,538,ナゲキ
1,539,ダゲキ
1,540,クルミル
1,541,クルマユ
1,542,ハハコモリ
1,543,フシデ
1,544,ホイーガ
1,545,ペンドラー
1,546,モンメン
1,547,エルフーン
1,548,チュリネ
1,549,ドレディア
1,550,バスラオ
1,551,メグロコ
1,552,ワルビル
1,553,ワルビアル
1,554,ダルマッカ
1,555,ヒヒダルマ
1,556,マラカッチ
1,557,イシズマイ
1,558,イワパレス
1,559,ズルッグ
1,560,ズルズキン
1,561,シンボラー
1,562,デスマス
1,563,デスカーン
1,564,プロトーガ
1,565,アバゴーラ
1,566,アーケン
1,567,アーケオス
1,568,ヤブクロン
1,569,ダストダス
1,570,ゾロア
1,571,ゾロアーク
1,572,チラーミィ
1,573,チラチーノ
1,574,ゴチム
1,575,ゴチミル
1,576,ゴチルゼル
1,577,ユニラン
1,578,ダブラン
1,579,ランクルス
1,580,コアルヒー
1,581,スワンナ
1,582,バニプッチ
1,583,バニリッチ
1,584,バイバニラ
1,585,シキジカ
1,586,メブキジカ
1,587,エモンガ
1,588,カブルモ
1,589,シュバルゴ
1,590,タマゲタケ
1,591,モロバレル
1,592,プルリル
1,593,ブルンゲル
1,594,ママンボウ
1,595,バチュル
1,596,デンチュラ
1,597,テッシード
1,598,ナットレイ
1,599,ギアル
1,600,ギギアル
1,601,ギギギアル
1,602,シビシラス
1,603,シビビール
1,604,シビルドン
1,605,リグレー
1,606,オーベム
1,607,ヒトモシ
1,608,ランプラー
1,609,シャンデラ
1,610,キバゴ
1,611,オノンド
1,612,オノノクス
1,613,クマシュン
1,614,ツンベアー
1,615,フリージオ
1,616,チョボマキ
1,617,アギルダー
1,618,マッギョ
1,619,コジョフー
1,620,コジョンド
1,621,クリムガン
1,622,ゴビット
1,623,ゴルーグ
1,624,コマタナ
1,625,キリキザン
1,626,バッフロン
1,627,ワシボン
1,628,ウォーグル
1,629,バルチャイ
1,630,バルジーナ
1,631,クイタラン
1,632,アイアント
1,633,モノズ
1,634,ジヘッド
1,635,サザンドラ
1,636,メラルバ
1,637,ウルガモス
1,638,コバルオン
1,639,テラキオン
1,640,ビリジオン
1,641,トルネロス
1,642,ボルトロス
1,643,レシラム
1,644,ゼクロム
1,645,ランドロス
1,646,キュレム
1,647,ケルディオ
1,648,メロエッタ
1,649,ゲノセクト
1,650,ハリマロン
1,651,ハリボーグ
1,652,ブリガロン
1,653,フォッコ
1,654,テールナー
1,655,マフォクシー
1,656,ケロマツ
1,657,ゲコガシラ
1,658,ゲッコウガ
1,659,ホルビー
1,660,ホルード
1,661,ヤヤコマ
1,662,ヒノヤコマ
1,663,ファイアロー
1,664,コフキムシ
1,665,コフーライ
1,666,ビビヨン
1,667,シシコ
1,668,カエンジシ
1,669,フラベベ
1,670,フラエッテ
1,671,フラージェス
1,672,メェークル
1,673,ゴーゴート
1,674,ヤンチャム
1,675,ゴロンダ
1,676,トリミアン
1,677,ニャスパー
1,678,ニャオニクス
1,679,ヒトツキ
1,680,ニダンギル
1,681,ギルガルド
1,682,シュシュプ
1,683,フレフワン
1,684,ペロッパフ
1,685,ペロリーム
1,686,マーイーカ
1,687,カラマネロ
1,688,カメテテ
1,689,ガメノデス
1,690,クズモー
1,691,ドラミドロ
1,692,ウデッポウ
1,693,ブロスター
1,694,エリキテル
1,695,エレザード
1,696,チゴラス
1,697,ガチゴラス
1,698,アマルス
1,699,アマルルガ
1,700,ニンフィア
1,701,ルチャブル
1,702,デデンネ
1,703,メレシー
1,704,ヌメラ
1,705,ヌメイル
1,706,ヌメルゴン
1,707,クレッフィ
1,708,ボクレー
1,709,オーロット
1,710,バケッチャ
1,711,パンプジン
1,712,カチコール
1,713,クレベース
1,714,オンバット
1,715,オンバーン
1,716,ゼルネアス
1,717,イベルタル
1,718,ジガルデ
1,719,ディアンシー
1,720,フーパ
1,721,ボルケニオン
1,722,モクロー
1,723,フクスロー
1,724,ジュナイパー
1,725,ニャビー
1,726,ニャヒート
1,727,ガオガエン
1,728,アシマリ
1,729,オシャマリ
1,730,アシレーヌ
1,731,ツツケラ
1,732,ケララッパ
1,733,ドデカバシ
1,734,ヤングース
1,735,デカグース
1,736,アゴジムシ
1,737,デンヂムシ
1,738,クワガノン
1,739,マケンカニ
1,740,ケケンカニ
1,741,オドリドリ
1,742,アブリー
1,743,アブリボン
1,744,イワンコ
1,745,ルガルガン
1,746,ヨワシ
1,747,ヒドイデ
1,748,ドヒドイデ
1,749,ドロバンコ
1,750,バンバドロ
1,751,シズクモ
1,752,オニシズクモ
1,753,カリキリ
1,754,ラランテス
1,755,ネマシュ
1,756,マシェード
1,757,ヤトウモリ
1,758,エンニュート
1,759,ヌイコグマ
1,760,キテルグマ
1,761,アマカジ
1,762,アママイコ
1,763,アマージョ
1,764,キュワワー
1,765,ヤレユータン
1,766,ナゲツケサル
1,767,コソクムシ
1,768,グソクムシャ
1,769,スナバァ
1,770,シロデスナ
1,771,ナマコブシ
1,772,タイプ：ヌル
1,773,シルヴァディ
1,774,メテノ
1,775,ネッコアラ
1,776,バクガメス
1,777,トゲデマル
1,778,ミミッキュ
1,779,ハギギシリ
1,780,ジジーロン
1,781,ダダリン
1,782,ジャラコ
1,783,ジャランゴ
1,784,ジャラランガ
1,785,カプ・コケコ
1,786,カプ・テテフ
1,787,カプ・ブルル
1,788,カプ・レヒレ
1,789,コスモッグ
1,790,コスモウム
1,791,ソルガレオ
1,792,ルナアーラ
1,793,ウツロイド
1,794,マッシブーン
1,795,フェローチェ
1,796,デンジュモク
1,797,テッカグヤ
1,798,カミツルギ
1,799,アクジキング
1,800,ネクロズマ
1,801,マギアナ
1,802,マーシャドー
1,803,ベベノム
1,804,アーゴヨン
1,805,ツンデツンデ
1,806,ズガドーン
1,807,ゼラオラ
2,1,Bulbasaur
2,2,Ivysaur
2,3,Venusaur
2,4,Charmander
2,5,Charmeleon
2,6,Charizard
2,7,Squirtle
2,8,Wartortle
2,9,Blastoise
2,10,Caterpie
2,11,Metapod
2,12,Butterfree
2,13,Weedle
2,14,Kakuna
2,15,Beedrill
2,16,Pidgey
2,17,Pidgeotto
2,18,Pidgeot
2,19,Rattata
2,20,Raticate
2,21,Spearow
2,22,Fearow
2,23,Ekans
2,24,Arbok
2,25,Pikachu
2,26,Raichu
2,27,Sandshrew
2,28,Sandslash
2,29,Nidoran♀
2,30,Nidorina
2,31,Nidoqueen
2,32,Nidoran♂
2,33,Nidorino
2,34,Nidoking
2,35,Clefairy
2,36,Clefable
2,37,Vulpix
2,38,Ninetales
2,39,Jigglypuff
2,40,Wigglytuff
2,41,Zubat
2,42,Golbat
2,43,Oddish
2,44,Gloom
2,45,Vileplume
2,46,Paras
2,47,Parasect
2,48,Venonat
2,49,Venomoth
2,50,Diglett
2,51,Dugtrio
2,52,Meowth
2,53,Persian
2,54,Psyduck
2,55,Golduck
2,56,Mankey
2,57,Primeape
2,58,Growlithe
2,59,Arcanine
2,60,Poliwag
2,61,Poliwhirl
2,62,Poliwrath
2,63,Abra
2,64,Kadabra
2,65,Alakazam
2,66,Machop
2,67,Machoke
2,68,Machamp
2,69,Bellsprout
2,70,Weepinbell
2,71,Victreebel
2,72,Tentacool
2,73,Tentacruel
2,74,Geodude
2,75,Graveler
2,76,Golem
2,77,Ponyta
2,78,Rapidash
2,79,Slowpoke
2,80,Slowbro
2,81,Magnemite
2,82,Magneton
2,83,Farfetch’d
2,84,Doduo
2,85,Dodrio
2,86,Seel
2,87,Dewgong
2,88,Grimer
2,89,Muk
2,90,Shellder
2,91,Cloyster
2,92,Gastly
2,93,Haunter
2,94,Gengar
2,95,Onix
2,96,Drowzee
2,97,Hypno
2,98,Krabby
2,99,Kingler
2,100,Voltorb
2,101,Electrode
2,102,Exeggcute
2,103,Exeggutor
2,104,Cubone
2,105,Marowak
2,106,Hitmonlee
2,107,Hitmonchan
2,108,Lickitung
2,109,Koffing
2,110,Weezing
2,111,Rhyhorn
2,112,Rhydon
2,113,Chansey
2,114,Tangela
2,115,Kangaskhan
2,116,Horsea
2,117,Seadra
2,118,Goldeen
2,119,Seaking
2,120,Staryu
2,121,Starmie
2,122,Mr. Mime
2,123,Scyther
2,124,Jynx
2,125,Electabuzz
2,126,Magmar
2,127,Pinsir
2,128,Tauros
2,129,Magikarp
2,130,Gyarados
2,131,Lapras
2,132,Ditto
2,133,Eevee
2,134,Vaporeon
2,135,Jolteon
2,136,Flareon
2,137,Porygon
2,138,Omanyte
2,139,Omastar
2,140,Kabuto
2,141,Kabutops
2,142,Aerodactyl
2,143,Snorlax
2,144,Articuno
2,145,Zapdos
2,146,Moltres
2,147,Dratini
2,148,Dragonair
2,149,Dragonite
2,150,Mewtwo
2,151,Mew
2,152,Chikorita
2,153,Bayleef
2,154,Meganium
2,155,Cyndaquil
2,156,Quilava
2,157,Typhlosion
2,158,Totodile
2,159,Croconaw
2,160,Feraligatr
2,161,Sentret
2,162,Furret
2,163,Hoothoot
2,164,Noctowl
2,165,Ledyba
2,166,Ledian
2,167,Spinarak
2,168,Ariados
2,169,Crobat
2,170,Chinchou
2,171,Lanturn
2,172,Pichu
2,173,Cleffa
2,174,Igglybuff
2,175,Togepi
2,176,Togetic
2,177,Natu
2,178,Xatu
2,179,Mareep
2,180,Flaaffy
2,181,Ampharos
2,182,Bellossom
2,183,Marill
2,184,Azumarill
2,185,Sudowoodo
2,186,Politoed
2,187,Hoppip
2,188,Skiploom
2,189,Jumpluff
2,190,Aipom
2,191,Sunkern
2,192,Sunflora
2,193,Yanma
2,194,Wooper
2,195,Quagsire
2,196,Espeon
2,197,Umbreon
2,198,Murkrow
2,199,Slowking
2,200,Misdreavus
2,201,Unown
2,202,Wobbuffet
2,203,Girafarig
2,204,Pineco
2,205,Forretress
2,206,Dunsparce
2,207,Gligar
2,208,Steelix
2,209,Snubbull
2,210,Granbull
2,211,Qwilfish
2,212,Scizor
2,213,Shuckle
2,214,Heracross
2,215,Sneasel
2,216,Teddiursa
2,217,Ursaring
2,218,Slugma
2,219,Magcargo
2,220,Swinub
2,221,Piloswine
2,222,Corsola
2,223,Remoraid
2,224,Octillery
2,225,Delibird
2,226,Mantine
2,227,Skarmory
2,228,Houndour
2,229,Houndoom
2,230,Kingdra
2,231,Phanpy
2,232,Donphan
2,233,Porygon2
2,234,Stantler
2,235,Smeargle
2,236,Tyrogue
2,237,Hitmontop
2,238,Smoochum
2,239,Elekid
2,240,Magby
2,241,Miltank
2,242,Blissey
2,243,Raikou
2,244,Entei
2,245,Suicune
2,246,Larvitar
2,247,Pupitar
2,248,Tyranitar
2,249,Lugia
2,250,Ho-Oh
2,251,Celebi
2,252,Treecko
2,253,Grovyle
2,254,Sceptile
2,255,Torchic
2,256,Combusken
2,257,Blaziken
2,258,Mudkip
2,259,Marshtomp
2,260,Swampert
2,261,Poochyena
2,262,Mightyena
2,263,Zigzagoon
2,264,Linoone
2,265,Wurmple
2,266,Silcoon
2,267,Beautifly
2,268,Cascoon
2,269,Dustox
2,270,Lotad
2,271,Lombre
2,272,Ludicolo
2,273,Seedot
2,274,Nuzleaf
2,275,Shiftry
2,276,Taillow
2,277,Swellow
2,278,Wingull
2,279,Pelipper
2,280,Ralts
2,281,Kirlia
2,282,Gardevoir
2,283,Surskit
2,284,Masquerain
2,285,Shroomish
2,286,Breloom
2,287,Slakoth
2,288,Vigoroth
2,289,Slaking
2,290,Nincada
2,291,Ninjask
2,292,Shedinja
2,293,Whismur
2,294,Loudred
2,295,Exploud
2,296,Makuhita
2,297,Hariyama
2,298,Azurill
2,299,Nosepass
2,300,Skitty
2,301,Delcatty
2,302,Sableye
2,303,Mawile
2,304,Aron
2,305,Lairon
2,306,Aggron
2,307,Meditite
2,308,Medicham
2,309,Electrike
2,310,Manectric
2,311,Plusle
2,312,Minun
2,313,Volbeat
2,314,Illumise
2,315,Roselia
2,316,Gulpin
2,317,Swalot
2,318,Carvanha
2,319,Sharpedo
2,320,Wailmer
2,321,Wailord
2,322,Numel
2,323,Camerupt
2,324,Torkoal
2,325,Spoink
2,326,Grumpig
2,327,Spinda
2,328,Trapinch
2,329,Vibrava
2,330,Flygon
2,331,Cacnea
2,332,Cacturne
2,333,Swablu
2,334,Altaria
2,335,Zangoose
2,336,Seviper
2,337,Lunatone
2,338,Solrock
2,339,Barboach
2,340,Whiscash
2,341,Corphish
2,342,Crawdaunt
2,343,Baltoy
2,344,Claydol
2,345,Lileep
2,346,Cradily
2,347,Anorith
2,348,Armaldo
2,349,Feebas
2,350,Milotic
2,351,Castform
2,352,Kecleon
2,353,Shuppet
2,354,Banette
2,355,Duskull
2,356,Dusclops
2,357,Tropius
2,358,Chimecho
2,359,Absol
2,360,Wynaut
2,361,Snorunt
2,362,Glalie
2,363,Spheal
2,364,Sealeo
2,365,Walrein
2,366,Clamperl
2,367,Huntail
2,368,Gorebyss
2,369,Relicanth
2,370,Luvdisc
2,371,Bagon
2,372,Shelgon
2,373,Salamence
2,374,Beldum
2,375,Metang
2,376,Metagross
2,377,Regirock
2,378,Regice
2,379,Registeel
2,380,Latias
2,381,Latios
2,382,Kyogre
2,383,Groudon
2,384,Rayquaza
2,385,Jirachi
2,386,Deoxys
2,387,Turtwig
2,388,Grotle
2,389,Torterra
2,390,Chimchar
2,391,Monferno
2,392,Infernape
2,393,Piplup
2,394,Prinplup
2,395,Empoleon
2,396,Starly
2,397,Staravia
2,398,Staraptor
2,399,Bidoof
2,400,Bibarel
2,401,Kricketot
2,402,Kricketune
2,403,Shinx
2,404,Luxio
2,405,Luxray
2,406,Budew
2,407,Roserade
2,408,Cranidos
2,409,Rampardos
2,410,Shieldon
2,411,Bastiodon
2,412,Burmy
2,413,Wormadam
2,414,Mothim
2,415,Combee
2,416,Vespiquen
2,417,Pachirisu
2,418,Buizel
2,419,Floatzel
2,420,Cherubi
2,421,Cherrim
2,422,Shellos
2,423,Gastrodon
2,424,Ambipom
2,425,Drifloon
2,426,Drifblim
2,427,Buneary
2,428,Lopunny
2,429,Mismagius
2,430,Honchkrow
2,431,Glameow
2,432,Purugly
2,433,Chingling
2,434,Stunky
2,435,Skuntank
2,436,Bronzor
2,437,Bronzong
2,438,Bonsly
2,439,Mime Jr.
2,440,Happiny
2,441,Chatot
2,442,Spiritomb
2,443,Gible
2,444,Gabite
2,445,Garchomp
2,446,Munchlax
2,447,Riolu
2,448,Lucario
2,449,Hippopotas
2,450,Hippowdon
2,451,Skorupi
2,452,Drapion
2,453,Croagunk
2,454,Toxicroak
2,455,Carnivine
2,456,Finneon
2,457,Lumineon
2,458,Mantyke
2,459,Snover
2,460,Abomasnow
2,461,Weavile
2,462,Magnezone
2,463,Lickilicky
2,464,Rhyperior
2,465,Tangrowth
2,466,Electivire
2,467,Magmortar
2,468,Togekiss
2,469,Yanmega
2,470,Leafeon
2,471,Glaceon
2,472,Gliscor
2,473,Mamoswine
2,474,Porygon-Z
2,475,Gallade
2,476,Probopass
2,477,Dusknoir
2,478,Froslass
2,479,Rotom
2,480,Uxie
2,481,Mesprit
2,482,Azelf
2,483,Dialga
2,484,Palkia
2,485,Heatran
2,486,Regigigas
2,487,Giratina
2,488,Cresselia
2,489,Phione
2,490,Manaphy
2,491,Darkrai
2,492,Shaymin
2,493,Arceus
2,494,Victini
2,495,Snivy
2,496,Servine
2,497,Serperior
2,498,Tepig
2,499,Pignite
2,500,Emboar
2,501,Oshawott
2,502,Dewott
2,503,Samurott
2,504,Patrat
2,505,Watchog
2,506,Lillipup
2,507,Herdier
2,508,Stoutland
2,509,Purrloin
2,510,Liepard
2,511,Pansage
2,512,Simisage
2,513,Pansear
2,514,Simisear
2,515,Panpour
2,516,Simipour
2,517,Munna
2,518,Musharna
2,519,Pidove
2,520,Tranquill
2,521,Unfezant
2,522,Blitzle
2,523,Zebstrika
2,524,Roggenrola
2,525,Boldore
2,526,Gigalith
2,527,Woobat
2,528,Swoobat
2,529,Drilbur
2,530,Excadrill
2,531,Audino
2,532,Timburr
2,533,Gurdurr
2,534,Conkeldurr
2,535,Tympole
2,536,Palpitoad
2,537,Seismitoad
2,538,Throh
2,539,Sawk
2,540,Sewaddle
2,541,Swadloon
2,542,Leavanny
2,543,Venipede
2,544,Whirlipede
2,545,Scolipede
2,546,Cottonee
2,547,Whimsicott
2,548,Petilil
2,549,Lilligant
2,550,Basculin
2,551,Sandile
2,552,Krokorok
2,553,Krookodile
2,554,Darumaka
2,555,Darmanitan
2,556,Maractus
2,557,Dwebble
2,558,Crustle
2,559,Scraggy
2,560,Scrafty
2,561,Sigilyph
2,562,Yamask
2,563,Cofagrigus
2,564,Tirtouga
2,565,Carracosta
2,566,Archen
2,567,Archeops
2,568,Trubbish
2,569,Garbodor
2,570,Zorua
2,571,Zoroark
2,572,Minccino
