generation_id,language_id,item_id,description
4,1,43,ひんしに　なってしまった\nポケモン　１ひきの　ＨＰを\nすべて　かいふくする。
4,1,44,せんとうちゅう　５ターンの　あいだ\nみかたの　のうりょくを\nさげられなくする　どうぐ。
4,1,45,２００ぽ　すすむ　あいだ\nよわい　やせいの　ポケモンが\nまったく　でて　こなくなる。
4,1,46,２５０ぽ　すすむ　あいだ\nよわい　やせいの　ポケモンが\nまったく　でて　こなくなる。
4,1,47,せんとうちゅう　きゅうしょに\nあたりやすくなる　どうぐ。\nひっこめると　もとに　もどる。
4,1,48,ミネラル　たっぷりの　みず。\nポケモン　１ひきの　ＨＰを\n５０だけ　かいふくする。
4,1,49,シュワっと　はじける　ソーダ。\nポケモン　１ひきの　ＨＰを\n６０だけ　かいふくする。
4,1,50,とても　あまい　ジュース。\nポケモン　１ひきの　ＨＰを\n８０だけ　かいふくする。
4,1,53,せんとうちゅうの　ポケモンの\nこうげきを　あげる　どうぐ。\nひっこめると　もとに　もどる。
4,1,54,せんとうちゅうの　ポケモンの\nぼうぎょを　あげる　どうぐ。\nひっこめると　もとに　もどる。
4,1,55,せんとうちゅうの　ポケモンの\nすばやさを　あげる　どうぐ。\nひっこめると　もとに　もどる。
4,1,56,せんとうちゅうの　ポケモンの\nとくこうを　あげる　どうぐ。\nひっこめると　もとに　もどる。
4,1,57,ゲームコーナーで　てにいれた\nコインを　５００００まい　まで\nいれることが　できる　ケース。
4,1,59,みえない　どうぐに　はんのうして\nおとと　ひかりで　おしえて　くれる\nさいしんの　きかい。
4,1,63,もたせた　ポケモンは　せんとうに\nでなくても　けいけんちを\nわけてもらえる　べんりな　そうち。
4,1,64,ふるくて　ボロい　つりざお。\nみずの　ある　ばしょで　つかうと\nポケモンが　つれる。
4,1,65,あたらしくて　いい　つりざお。\nみずの　ある　ばしょで　つかうと\nポケモンが　つれる。
4,1,66,さいしんの　すごい　つりざお。\nみずの　ある　ばしょで　つかうと\nポケモンが　つれる。
4,1,67,ポケモンが　おぼえている\nわざのうち　１つの　ＰＰの\nさいだいちを　すこし　あげる。
4,1,68,ポケモンが　おぼえている\nわざのうち　１つの　ＰＰを\n１０だけ　かいふくする。
4,1,69,ポケモンが　おぼえている\nわざのうち　１つの　ＰＰを\nすべて　かいふくする。
4,1,70,ポケモンが　おぼえている\n４つの　わざの　ＰＰを\n１０ずつ　かいふくする。
4,1,71,ポケモンが　おぼえている\n４つの　わざの　ＰＰを\nすべて　かいふくする。
4,1,72,カマや　ツメなどの　するどいもので\nきりつけて　こうげきする。\nほそいきを　きることも　できる。
4,1,73,１ターンめで　そらへ　とびあがって\n２ターンめで　こうげきする。\nしっているまちに　いどうも　できる。
4,1,74,おおきな　なみを　おこして\nすべての　ポケモンを　こうげきする。\nみずのうえを　すすむことも　できる。
4,1,75,こんしんの　ちからで　こうげきする。\nおもいいわを　おすことも　できる。\n
4,1,76,はげしく　うずまく　みずの　なかに\nあいてを　とじこめて　こうげきする。\nうずのうえを　とおることも　できる。
4,1,77,せいしんを　たかめて　こうげきする。\nわざを　だすまえに　こうげきを\nうけると　しっぱいする。
4,1,78,するどく　とがった　きょだいな\nツメで　ひっかいて　こうげきする。\n
4,1,79,みずの　しんどうを　あたえて\nこうげきする。　あいてを　こんらんの\nじょうたいに　することが　ある。
4,1,80,しずかに　せいしんを　とういつして\nこころを　しずめることで　じぶんの\nとくこうと　とくぼうを　あげる。
4,1,81,あいてを　にがして　ひかえポケモンを\nひきずりだす。　やせいポケモンなら\nせんとうは　おわる。
4,1,82,もうどくの　じょうたいに　する。\nターンすうが　すすむほど　どくの\nダメージりょうは　ふえる。
4,1,83,５ターンの　あいだ　あられを\nふらして　こおりタイプ　いがいの\nポケモンに　ダメージを　あたえる。
4,1,84,ちからを　こめて　きんにくを\nあつくする　ことで　じぶんの\nこうげきと　ぼうぎょを　あげる。
4,1,85,タネを　いきおいよく　２ー５かい\nはっしゃして　こうげきする。\n
4,1,86,おぼえる　ポケモンの　かくされた\nのうりょくで　わざの　タイプと\nいりょくが　かわる。
4,1,87,５ターンの　あいだ　ひざしを\nつよくして　ほのおタイプの\nわざの　いりょくを　あげる。
4,1,88,あいてを　おこらせて　２ー４ターンの\nあいだ　ダメージを　あたえるわざ\nいがい　だせない　ようにする。
4,1,89,れいきの　ビームを　はっしゃして\nこうげきする。　あいてを　こおりの\nじょうたいに　することが　ある。
4,1,90,はげしい　ふぶきを　ぶつけて\nこうげきする。　あいてを　こおりの\nじょうたいに　することが　ある。
4,1,91,つよい　こうせんを　はっしゃする。\nつかった　つぎのターンは　はんどうで\nうごけなくなる。
4,1,92,５ターンの　あいだ　ふしぎな　かべで\nあいてから　うける　とくしゅわざの\nダメージを　よわめる。
4,1,93,こうげきを　まったく　うけない。\nわざを　れんぞくで　だすと　しっぱい\nしやすくなる。
4,1,94,５ターンの　あいだ　あめを　ふらして\nみずタイプの　わざの　いりょくを\nあげる。
4,1,95,ようぶんを　すいとり　こうげきする。\nあたえた　ダメージの　はんぶんの\nＨＰを　かいふく　できる。
4,1,96,ふしぎな　ちからに　まもられて\nどく　まひ　やけど　ねむりなどの\nじょうたい　いじょうに　ならない。
4,1,97,ふまんを　はらすために　ぜんりょくで\nこうげきする。　なついて　いないほど\nいりょくは　あがる。
4,1,98,１ターンめに　ひかりを　あつめて\n２ターンめに　ひかりの　こうせんを\nはっしゃして　こうげきする。
4,1,99,かたいシッポで　こうげきする。\nダメージを　あたえた　あいての\nぼうぎょを　さげることが　ある。
4,1,100,つよい　でんげきを　あびせて\nこうげきする。　あいてを　まひの\nじょうたいに　することが　ある。
4,1,101,はげしい　かみなりを　おとして\nこうげきする。　あいてを　まひの\nじょうたいに　することが　ある。
4,1,102,たたかっている　ポケモン　すべてに\nじしんの　しょうげきを　あたえて\nこうげきする。
4,1,103,トレーナーのために　ぜんりょくで\nこうげきする。　なついて　いるほど\nいりょくは　あがる。
4,1,104,１ターンめに　もぐり　２ターンめで\nこうげきする。　どうくつで　つかうと\nそとに　だっしゅつ　できる。
4,1,105,つよい　ねんりきを　おくって\nこうげきする。　あいての　とくぼうを\nさげることが　ある。
4,1,106,くろいかげの　かたまりを　なげて\nこうげきする。　あいての　とくぼうを\nさげることが　ある。
4,1,107,こぶしなどで　こうげきする。\nひかりのかべや　リフレクターも\nはかいできる。
4,1,108,すばやい　うごきで　ぶんしんを\nつくる。　あいてを　まどわせることで\nかいひりつを　あげる。
4,1,109,５ターンの　あいだ　ふしぎな　かべで\nあいてから　うける　ぶつりわざの\nダメージを　よわめる。
4,1,110,でんげきを　すばやく　あびせて\nこうげきする。　こうげきは　かならず\nめいちゅうする。
4,1,111,はげしい　ほのおを　はっしゃして\nこうげきする。　あいてを　やけどの\nじょうたいに　することが　ある。
4,1,112,きたない　ヘドロを　なげつける。\nあいてを　どくの　じょうたいに\nすることが　ある。
4,1,113,５ターンの　あいだ　すなあらしで\nじめん　いわ　はがね　タイプいがいに\nダメージを　あたえる。
4,1,114,だいのじの　ほのおで　すべてを\nやきつくす。　あいてを　やけどの\nじょうたいに　することが　ある。
4,1,115,いわを　なげつけ　こうげきする。\nおちた　いわが　うごきを　ふうじて\nあいての　すばやさを　さげる。
4,1,116,すばやい　うごきで　ほんろうする。\nこうげきは　かならず　あいてに\nめいちゅうする。
4,1,117,いちゃもんを　つけて　おなじわざを\nれんぞくで　だせない　ようにする。\n
4,1,118,どく　まひ　やけど　のじょうたいで\nわざを　だすと　２ばいの　いりょくで\nこうげき　できる。
4,1,119,くさむらや　みずべ　どうくつ　など\nたたかう　ばしょによって　あたえる\nついかこうかが　かわる。
4,1,120,２ターンの　あいだ　ねむりつづける。\nＨＰと　からだの　いじょうを\nすべて　かいふくする。
4,1,121,♂なら♀を　♀なら♂を　ゆうわくして\nメロメロにする。　メロメロに　なった\nあいては　わざが　だしにくくなる。
4,1,122,こうげきと　どうじに　もちものを\nぬすむ。　じぶんに　もちものが\nあると　しっぱいする。
4,1,123,かたい　つばさを　おおきく　ひろげて\nたいあたりする。　じぶんの\nぼうぎょを　あげることが　ある。
4,1,124,ちょうのうりょくで　じぶんの\nとくせいと　あいての　とくせいを\nいれかえる。
4,1,125,あいてが　つかおうとする　かいふくや\nのうりょく　へんかの　わざを\nよこどりして　じぶんに　つかう。
4,1,126,フルパワーで　ほのおの　こうげき。\nつかったあと　じぶんの　とくこうは\nがくっと　さがる。
4,1,127,キラキラ　ひかるこな。　もたせると\nひかりが　あいてを　まどわして\nわざが　めいちゅう　しにくくなる。
4,1,128,こううんを　よぶ　グローブ。\nラッキーに　もたせると　わざが\nきゅうしょに　あたりやすくなる。
4,1,129,メタモンに　もたせると　ぼうぎょが\nあがる　ふしぎなこな。\nとても　こまかくて　かたい。
4,1,131,いかりのみずうみに　あらわれた\nあかい　ギャラドスの　ウロコ。\nほのおのように　あかく　かがやく。
4,1,132,タンバシティの　くすりやで　もらった\nどんな　ポケモンでも　たちまち\nげんきになる　すごい　くすり。
4,1,133,こうそくせん　アクアごうに　のるとき\nひつような　ふねの　チケット。\nふねの　えが　かかれている。
4,1,134,ポケモンじいさんから　あずかった\nふしぎな　もようの　タマゴ。\nなんの　タマゴか　わからない。
4,1,135,ぎんいろに　ひかり　かがやく\nふしぎな　はね。\n
4,1,136,えいよう　まんてんの　ミルク。\nポケモン　１ひきの　ＨＰを\n１００だけ　かいふくする。
4,1,137,かるくて　するどい　ツメ。\nもたせると　あいてより　さきに\nこうどう　できることが　ある。
4,1,140,さわると　サラサラする　すな。\nもたせると　じめんタイプの\nわざの　いりょくが　あがる。
4,1,141,ながく　とがった　くちばし。\nもたせると　ひこうタイプの\nわざの　いりょくが　あがる。
4,1,145,どくのある　ちいさな　ハリ。\nもたせると　どくタイプの\nわざの　いりょくが　あがる。
4,1,146,もたせると　こうげきして\nダメージを　あたえたときに\nあいてを　ひるませることが　ある。
4,1,149,あかいろの　ぼんぐり。\nつーんと　はなにくる　かおりが　する。\n
4,1,150,ちいさな　めずらしい　キノコ。\nいちぶの　マニアの　あいだでは\nけっこう　にんきが　たかい。
4,1,151,おおきな　めずらしい　キノコ。\nいちぶの　マニアの　あいだでは\nとても　にんきが　たかい。
4,1,152,ぎんいろに　かがやく　こな。\nもたせると　むしタイプの\nわざの　いりょくが　あがる。
4,1,153,あおいろの　ぼんぐり。\nすこし　あおくさい　かおりが　する。\n
4,1,154,もたせた　ポケモンが　いちどでも\nせんとうに　かおを　だすと\nおかねが　２ばい　もらえる。
4,1,155,きいろの　ぼんぐり。\nさわやかな　かおりが　する。\n
4,1,156,みどりいろの　ぼんぐり。\nふしぎと　こうばしい　かおりが　する。\n
4,1,157,いちばん　まえの　ポケモンに\nもたせると　やせいポケモンが\nでて　きにくくなる。
4,1,158,しずくの　かたちの　ほうせき。\nもたせると　みずタイプの\nわざの　いりょくが　あがる。
4,1,159,ねんりきを　こめた　スプーン。\nもたせると　エスパータイプの\nわざの　いりょくが　あがる。
4,1,160,しろいろの　ぼんぐり。\nなんの　かおりも　しない。\n
4,1,161,きが　ひきしまる　おび。\nもたせると　かくとうタイプの\nわざの　いりょくが　あがる。
4,1,162,くろいろの　ぼんぐり。\nなんとも　いえない　かおりが　する。\n
4,1,163,ももいろの　ぼんぐり。\nあまそうな　いい　かおりが　する。\n
4,1,164,あやしく　みえる　メガネ。\nもたせると　あくタイプの\nわざの　いりょくが　あがる。
4,1,165,とても　おいしい　なにかの　しっぽ。\nショップで　たかく　うれる。\n
4,1,167,とても　ながくて　かたい　クキ。\nカモネギに　もたせると　わざが\nきゅうしょに　あたりやすくなる。
4,1,168,もたせた　ポケモンは　やせいの\nポケモンとの　せんとうから\nぜったいに　にげられる。
4,1,169,ねつを　よせつけない　こおり。\nもたせると　こおりタイプの\nわざの　いりょくが　あがる。
4,1,170,きょうりょくな　じしゃく。\nもたせると　でんきタイプの\nわざの　いりょくが　あがる。
4,1,172,きれいな　ぎんいろに　ひかる\nすこし　ちいさめの　しんじゅ。\nショップで　やすく　うれる。
4,1,173,きれいな　ぎんいろに　ひかる\nかなり　おおつぶの　しんじゅ。\nショップで　たかく　うれる。
4,1,174,ポケモンに　もたせると\nそのあいだ　しんか　しなくなる\nふしぎな　いし。
4,1,175,あやしくて　ぶきみな　おふだ。\nもたせると　ゴーストタイプの\nわざの　いりょくが　あがる。
4,1,176,チョウジめいぶつの　まんじゅう。\nおみやげひん　として　ゆうめい。\n
4,1,177,せいめいが　やどる　タネ。\nもたせると　くさタイプの\nわざの　いりょくが　あがる。
4,1,178,なにかの　かたい　ホネ。\nカラカラ　または　ガラガラに\nもたせると　こうげきが　あがる。
4,1,179,もたせると　ひんしに　なりそうな\nわざを　うけても　ＨＰを　１だけ\nのこして　たえることが　ある。
4,1,180,とても　にがい　こなぐすり。\nポケモン　１ひきの　ＨＰを\n５０だけ　かいふくする。
4,1,181,とても　にがい　ねっこ。\nポケモン　１ひきの　ＨＰを\n２００だけ　かいふくする。
4,1,182,とても　にがい　こなぐすり。\nポケモン　１ひきの　じょうたいの\nいじょうを　すべて　かいふくする。
4,1,183,とても　にがい　やくそう。\nひんしの　ポケモン　１ひきの\nＨＰを　すべて　かいふくする。
4,1,184,ぜったいに　われない　いし。\nもたせると　いわタイプの\nわざの　いりょくが　あがる。
4,1,185,しあわせが　つまった　タマゴ。\nもたせた　ポケモンは　もらえる\nけいけんちが　すこし　ふえる。
4,1,186,ラジオとうの　シャッターを　あける\nカードしきの　カギ。\n
4,1,187,はつでんしょから　ぬすまれた\nはつでんきの　たいせつな　ぶひん。\n
4,1,188,モノマネむすめが　なくした\nピッピの　にんぎょう。\n
4,1,189,てざわりが　サラサラの\nあかくて　きれいな　すな。\nショップで　たかく　うれる。
4,1,190,キラキラと　あかく　ひかる\nきれいな　ほうせきの　かけら。\nショップで　たかく　うれる。
4,1,191,コガネちかつうろに　ある　とびらを\nあける　カギ。\n
4,1,192,リニアモーターカーに　のるときに\nひつような　チケット。\nいつでも　のりほうだい。
4,1,193,ものを　もやす　ねんりょう。\nもたせると　ほのおタイプの\nわざの　いりょくが　あがる。
4,1,194,きのみ　１００%の　ジュース。\nポケモン　１ひきの　ＨＰを\n２０だけ　かいふくする。
4,1,195,じゃくてんが　みえる　レンズ。\nもたせた　ポケモンの　わざが\nきゅうしょに　あたりやすくなる。
4,1,196,とくしゅな　きんぞくの　まく。\nもたせると　はがねタイプの\nわざの　いりょくが　あがる。
4,1,197,かたくて　するどい　キバ。\nもたせると　ドラゴンタイプの\nわざの　いりょくが　あがる。
4,1,198,もたせると　ポケモンの　ＨＰが\nせんとうの　あいだ　すこしずつ\nかいふくする。
4,1,200,かたくて　じょうぶな　ウロコ。\nドラゴンタイプの　ポケモンが\nもっていることが　ある。
4,1,202,ひんしに　なってしまった\nポケモン　ぜんいんの　ＨＰを\nすべて　かいふくする。
4,1,203,たいじゅうの　おもい　ポケモンが\nつかまえやすくなる\nちょっと　かわった　ボール。　
4,1,205,じぶんの　ポケモンより　レベルが\nひくいほど　つかまえやすくなる\nちょっと　かわった　ボール。　
4,1,206,つりざおで　つりあげた　ポケモンだと\nつかまえやすくなる\nちょっと　かわった　ボール。　
4,1,207,すばやさの　たかい　ポケモンが\nつかまえやすくなる\nちょっと　かわった　ボール。　
4,1,208,ピカチュウに　もたせると\nこうげきと　とくこうの　いりょくが\nあがる　ふしぎな　たま。
4,1,209,つかまえた　やせいポケモンが\nすぐに　なついて　くれる\nちょっと　かわった　ボール。　
4,1,210,つきのいしで　しんかする　ポケモンが\nつかまえやすくなる\nちょっと　かわった　ボール。　
4,1,211,じぶんの　ポケモンと　せいべつが\nちがうと　つかまえやすくなる\nちょっと　かわった　ボール。　
4,1,214,ある　とくていの　ポケモンを\nしんかさせる　ふしぎな　いし。\nたいようのように　あかい。
4,1,216,なかに　いろんな　じょうほうが\nつまった　とうめいの　きかい。\nシルフ　カンパニーせい。
4,1,219,みずを　かける　どうぐ。\nきのみプランターの　きのみを\nすくすく　そだてる。
4,1,220,むしとりたいかいの　なかで\nつかう　とくべつな　ボール。\n
4,1,221,にじいろに　ひかり　かがやく\nふしぎな　はね。\n
4,1,232,いわを　くだくような　パンチで\nこうげきする。　ひびわれた　いわを\nこわすことも　できる。
4,1,233,たきを　さかのぼるような　すさまじい\nいきおいで　とっしん　こうげきする。\nたきを　のぼることも　できる。
4,1,234,こころ　やすまる　ねいろが　きける\nとても　ふるめかしい　スズ。\n
4,1,236,「アオイのあいことば」　ばんぐみの\nポイントを　ためる　カード。\n
4,1,238,みずタイプと　むしタイプの\nポケモンが　つかまえやすくなる\nちょっと　かわった　ボール。
4,1,239,みずの　せかいで　くらしている\nポケモンが　つかまえやすくなる\nちょっと　かわった　ボール。
4,1,240,つかまえる　やせいの　ポケモンが\nよわいほど　つかまえやすくなる\nちょっと　かわった　ボール。
4,1,241,つかまえたことの　ある\nポケモンが　つかまえやすくなる\nちょっと　かわった　ボール。
4,1,242,ターンすうが　かかれば　かかるほど\nポケモンが　つかまえやすくなる\nちょっと　かわった　ボール。
4,1,243,つかまえた　やせいポケモンが\nとても　なつきやすくなる\nいごこちの　いい　ボール。
4,1,244,なにかの　きねんの　しなとして\nとくべつに　つくられた\nちょっと　めずらしい　ボール。
4,1,245,フエンめいぶつの　せんべい。\nポケモン　１ひきの　じょうたい\nいじょうを　かいふくする。
4,1,246,ガラスせいの　あおい　ふえ。\nポケモン　１ひきの　ねむりの\nじょうたいを　かいふくする。
4,1,247,ガラスせいの　きいろい　ふえ。\nポケモン　１ひきの　こんらんの\nじょうたいを　かいふくする。
4,1,248,ガラスせいの　あかい　ふえ。\nポケモン　１ひきの　メロメロの\nじょうたいを　かいふくする。
4,1,249,ガラスせいの　くろい　ふえ。\nふくと　やせいの　ポケモンが\nでて　きにくくなる。
4,1,250,ガラスせいの　しろい　ふえ。\nふくと　やせいの　ポケモンが\nでて　きやすくなる。
4,1,251,あさせのほらあなの　なかで\nみつけた　きれいな　しお。\nものすごく　しょっぱい。
4,1,252,あさせのほらあなの　なかで\nみつけた　きれいな　かいがら。\nあおと　しろの　しまもよう。
4,1,253,あかい　ちいさな　かけら。\nむかしに　つくられた　なにかの\nどうぐの　いちぶ　らしい。
4,1,254,あおい　ちいさな　かけら。\nむかしに　つくられた　なにかの\nどうぐの　いちぶ　らしい。
4,1,255,きいろい　ちいさな　かけら。\nむかしに　つくられた　なにかの\nどうぐの　いちぶ　らしい。
4,1,256,みどりの　ちいさな　かけら。\nむかしに　つくられた　なにかの\nどうぐの　いちぶ　らしい。
4,1,257,ポケモンの　えいようドリンク。\nポケモン　１ひきの　とくぼうの\nきそポイントを　あげる。
4,1,258,おぼえている　わざのうち\n１つの　ＰＰの　さいだいちを\nさいこうまで　あげる。
4,1,259,ポケモンの　きを　ひかせる　どうぐ。\nやせいポケモンとの　せんとうから\nぜったいに　にげられる。
4,1,260,きれいな　ハートの　かたちの\nとても　めずらしい　ウロコ。\nにじいろに　うすく　かがやく。
4,1,273,ポケモンに　つかったり\nもたせたりすると\nまひを　かいふくする。
4,1,274,ポケモンに　つかったり\nもたせたりすると\nねむりを　かいふくする。
4,1,275,ポケモンに　つかったり\nもたせたりすると\nどくを　かいふくする。
4,1,276,ポケモンに　つかったり\nもたせたりすると\nやけどを　かいふくする。
4,1,277,ポケモンに　つかったり\nもたせたりすると\nこおりを　かいふくする。
4,1,278,ポケモンに　つかったり\nもたせたりすると\nＰＰを　１０だけ　かいふくする。
4,1,279,ポケモンに　つかったり\nもたせたりすると\nＨＰを　１０だけ　かいふくする。
4,1,280,ポケモンに　つかったり\nもたせたりすると\nこんらんを　かいふくする。
4,1,281,ポケモンに　つかったり\nもたせたりすると　すべての\nじょうたい　いじょうを　かいふくする。
4,1,282,ポケモンに　つかったり\nもたせたりすると\nＨＰを　すこしだけ　かいふくする。
4,1,283,もたせると　ピンチのとき　ＨＰを\nかいふく　できる。　からい　あじが\nきらいだと　こんらんも　してしまう。
4,1,284,もたせると　ピンチのとき　ＨＰを\nかいふく　できる。　しぶい　あじが\nきらいだと　こんらんも　してしまう。
4,1,285,もたせると　ピンチのとき　ＨＰを\nかいふく　できる。　 あまい　あじが\nきらいだと　こんらんも　してしまう。
4,1,286,もたせると　ピンチのとき　ＨＰを\nかいふく　できる。　 にがい　あじが\nきらいだと　こんらんも　してしまう。
4,1,287,もたせると　ピンチのとき　ＨＰを\nかいふく　できる。　すっぱい　あじが\nきらいだと　こんらんも　してしまう。
4,1,288,シンオウちほうでは　ポフィン　という\nポケモンに　あげる　おかしの\nざいりょうとして　ゆうめい。
4,1,289,シンオウちほうでは　ポフィン　という\nポケモンに　あげる　おかしの\nざいりょうとして　ゆうめい。
4,1,290,シンオウちほうでは　ポフィン　という\nポケモンに　あげる　おかしの\nざいりょうとして　ゆうめい。
4,1,291,シンオウちほうでは　ポフィン　という\nポケモンに　あげる　おかしの\nざいりょうとして　ゆうめい。
4,1,292,シンオウちほうでは　ポフィン　という\nポケモンに　あげる　おかしの\nざいりょうとして　ゆうめい。
4,1,293,ポケモンに　あげると\nとても　なつき　やすくなるが\nＨＰの　きそポイントは　さがる。
4,1,294,ポケモンに　あげると\nとても　なつき　やすくなるが\nこうげきの　きそポイントは　さがる。
4,1,295,ポケモンに　あげると\nとても　なつき　やすくなるが\nぼうぎょの　きそポイントは　さがる。
4,1,296,ポケモンに　あげると\nとても　なつき　やすくなるが\nとくこうの　きそポイントは　さがる。
4,1,297,ポケモンに　あげると\nとても　なつき　やすくなるが\nとくぼうの　きそポイントは　さがる。
4,1,298,ポケモンに　あげると\nとても　なつき　やすくなるが\nすばやさの　きそポイントは　さがる。
4,1,299,シンオウちほうでは　ポフィン　という\nポケモンに　あげる　おかしの\nざいりょうとして　ゆうめい。
4,1,300,シンオウちほうでは　ポフィン　という\nポケモンに　あげる　おかしの\nざいりょうとして　ゆうめい。
4,1,301,シンオウちほうでは　ポフィン　という\nポケモンに　あげる　おかしの\nざいりょうとして　ゆうめい。
4,1,302,シンオウちほうでは　ポフィン　という\nポケモンに　あげる　おかしの\nざいりょうとして　ゆうめい。
4,1,303,シンオウちほうでは　ポフィン　という\nポケモンに　あげる　おかしの\nざいりょうとして　ゆうめい。
4,1,304,シンオウちほうでは　ポフィン　という\nポケモンに　あげる　おかしの\nざいりょうとして　ゆうめい。
4,1,305,シンオウちほうでは　ポフィン　という\nポケモンに　あげる　おかしの\nざいりょうとして　ゆうめい。
4,1,306,シンオウちほうでは　ポフィン　という\nポケモンに　あげる　おかしの\nざいりょうとして　ゆうめい。
4,1,307,シンオウちほうでは　ポフィン　という\nポケモンに　あげる　おかしの\nざいりょうとして　ゆうめい。
4,1,308,ポケモンに　もたせると\nピンチのとき　じぶんの\nこうげきが　あがる。
4,1,309,ポケモンに　もたせると\nピンチのとき　じぶんの\nぼうぎょが　あがる。
4,1,310,ポケモンに　もたせると\nピンチのとき　じぶんの\nすばやさが　あがる。
4,1,311,ポケモンに　もたせると\nピンチのとき　じぶんの\nとくこうが　あがる。
4,1,312,ポケモンに　もたせると\nピンチのとき　じぶんの\nとくぼうが　あがる。
4,1,313,ポケモンに　もたせると\nピンチのとき　こうげきが\nきゅうしょに　あたりやすくなる。
4,1,314,ポケモンに　もたせると\nピンチのとき　どれか　１つの\nのうりょくが　ぐーんと　あがる。
4,1,315,ポケモンに　もたせると\nこうかばつぐんの　わざを\nうけたとき　ＨＰを　かいふくする。
4,1,316,もたせた　ポケモンの　のうりょくが\nさがったとき　いちどだけ　もとの\nじょうたいに　もどす。
4,1,317,かたくて　おもい　ギプス。\nもたせると　すばやさは　さがるが\nふつうより　つよく　そだちやすい。
