version_group_id,pokemon_id,shape_id
12,45,12
12,46,14
12,47,14
12,48,12
12,49,13
12,50,5
12,51,11
12,52,8
12,53,8
12,54,6
12,55,6
12,56,6
12,57,6
12,58,8
12,59,8
12,60,7
12,61,12
12,62,12
12,63,6
12,64,6
12,65,12
12,66,6
12,67,12
12,68,12
12,69,12
12,70,5
12,71,5
12,72,10
12,73,10
12,74,4
12,75,12
12,76,12
12,77,8
12,78,8
12,79,8
12,80,6
12,81,4
12,82,11
12,83,9
12,84,7
12,85,7
12,86,3
12,87,3
12,88,4
12,89,4
12,90,1
12,91,1
12,92,1
12,93,4
12,94,6
12,95,2
12,96,12
12,97,12
12,98,14
12,99,14
12,100,1
12,101,1
12,102,11
12,103,7
12,104,6
12,105,6
12,106,12
12,107,12
12,108,6
12,109,1
12,110,11
12,111,8
12,112,6
12,113,6
12,114,7
12,115,6
12,116,5
12,117,5
12,118,3
12,119,3
12,120,5
12,121,5
12,122,12
12,123,13
12,124,12
12,125,6
12,126,6
12,127,12
12,128,8
12,129,3
12,130,2
12,131,3
12,132,1
12,133,8
12,134,8
12,135,8
12,136,8
12,137,7
12,138,10
12,139,10
12,140,14
12,141,6
12,142,9
12,143,12
12,144,9
12,145,9
12,146,9
12,147,2
12,148,2
12,149,6
12,150,6
12,151,6
12,152,8
12,153,8
12,154,8
12,155,12
12,156,8
12,157,8
12,158,6
12,159,6
12,160,6
12,161,8
12,162,8
12,163,9
12,164,9
12,165,9
12,166,9
12,167,14
12,168,14
12,169,13
12,170,3
12,171,3
12,172,8
12,173,6
12,174,12
12,175,12
12,176,12
12,177,9
12,178,9
12,179,8
12,180,6
12,181,6
12,182,12
12,183,6
12,184,6
12,185,12
12,186,12
12,187,6
12,188,6
12,189,6
12,190,6
12,191,1
12,192,12
12,193,13
12,194,7
12,195,6
12,196,8
12,197,8
12,198,9
12,199,6
12,200,1
12,201,1
12,202,5
12,203,8
12,204,1
12,205,1
12,206,2
12,207,9
12,208,2
12,209,12
12,210,6
12,211,3
12,212,13
12,213,14
12,214,12
12,215,6
12,216,6
12,217,6
12,218,2
12,219,2
12,220,8
12,221,8
12,222,14
12,223,3
12,224,10
12,225,9
12,226,9
12,227,9
12,228,8
12,229,8
12,230,5
12,231,8
12,232,8
12,233,7
12,234,8
12,235,6
12,236,12
12,237,6
12,238,12
12,239,12
12,240,6
12,241,6
12,242,12
12,243,8
12,244,8
12,245,8
12,246,6
12,247,2
12,248,6
12,249,9
12,250,9
12,251,12
12,252,6
12,253,6
12,254,6
12,255,7
12,256,6
12,257,6
12,258,8
12,259,6
12,260,6
12,261,8
12,262,8
12,263,8
12,264,8
12,265,2
12,266,1
12,267,13
12,268,1
12,269,13
12,270,14
12,271,12
12,272,12
12,273,7
12,274,12
12,275,12
12,276,9
12,277,9
12,278,9
12,279,9
12,280,12
12,281,12
12,282,12
12,283,14
12,284,13
12,285,7
12,286,6
12,287,8
12,288,6
12,289,12
12,290,14
12,291,13
12,292,5
12,293,6
12,294,6
12,295,6
12,296,12
12,297,12
12,298,7
12,299,12
12,300,8
12,301,8
12,302,12
12,303,12
12,304,8
12,305,8
12,306,6
12,307,12
12,308,12
12,309,8
12,310,8
12,311,6
12,312,6
12,313,6
12,314,12
12,315,12
12,316,4
12,317,4
12,318,3
12,319,3
12,320,3
12,321,3
12,322,8
12,323,8
12,324,8
12,325,4
12,326,6
12,327,6
12,328,14
12,329,13
12,330,9
12,331,12
12,332,12
12,333,9
12,334,9
12,335,6
12,336,2
12,337,1
12,338,1
12,339,3
12,340,3
12,341,14
12,342,14
12,343,4
12,344,4
12,345,5
12,346,5
12,347,14
12,348,6
12,349,3
12,350,2
12,351,1
12,352,6
12,353,1
12,354,6
12,355,4
12,356,12
12,357,8
12,358,4
12,359,8
12,360,6
12,361,12
12,362,1
12,363,3
12,364,3
12,365,8
12,366,1
12,367,2
12,368,2
12,369,3
12,370,3
12,371,12
12,372,8
12,373,8
12,374,5
12,375,4
12,376,11
12,377,12
12,378,12
12,379,12
12,380,9
12,381,9
12,382,3
12,383,6
12,384,2
12,385,12
12,386,12
12,387,8
12,388,8
12,389,8
12,390,6
12,391,6
12,392,6
12,393,12
12,394,6
12,395,6
12,396,9
12,397,9
12,398,9
12,399,8
12,400,6
12,401,12
12,402,13
12,403,8
12,404,8
12,405,8
12,406,12
12,407,12
12,408,6
12,409,6
12,410,8
12,411,8
12,412,2
12,413,2
12,414,13
12,415,11
12,416,13
12,417,8
12,418,8
12,419,8
12,420,11
12,421,7
12,422,14
12,423,14
12,424,6
12,425,4
12,426,4
12,427,6
12,428,6
12,429,1
12,430,9
12,431,8
12,432,8
12,433,12
12,434,8
12,435,8
12,436,1
12,437,4
12,438,7
12,439,12
12,440,12
12,441,9
12,442,5
12,443,6
12,444,6
12,445,6
12,446,12
12,447,6
12,448,6
12,449,8
12,450,8
12,451,14
12,452,14
12,453,12
12,454,12
12,455,10
12,456,3
12,457,3
12,458,9
12,459,6
12,460,6
12,461,6
12,462,4
12,463,12
12,464,6
12,465,12
12,466,6
12,467,6
12,468,9
12,469,13
12,470,8
12,471,8
12,472,9
12,473,8
12,474,4
12,475,12
12,476,11
12,477,4
12,478,4
12,479,1
12,480,6
12,481,6
12,482,6
12,483,8
12,484,6
12,485,8
12,486,12
12,487,10
12,488,14
12,489,4
12,490,12
12,491,12
12,492,8
12,493,8
12,10001,1
12,10002,1
12,10003,1
12,10004,12
12,10005,12
12,10006,12
12,10007,5
12,10008,5
12,10009,8
12,10010,8
12,10011,8
12,10012,8
12,10013,8
12,10014,8
12,10015,8
12,10016,8
12,10017,8
12,10018,8
12,10019,8
12,10020,8
12,10021,8
12,10022,8
12,10023,8
12,10024,8
12,10025,8
12,10026,1
12,10027,1
12,10028,1
12,10029,1
12,10030,1
12,10031,2
12,10032,8
12,10033,8
13,1,8
13,2,8
13,3,8
13,4,6
13,5,6
13,6,6
13,7,6
13,8,6
13,9,6
13,10,2
13,11,2
13,12,13
13,13,2
13,14,2
13,15,13
13,16,9
13,17,9
13,18,9
13,19,8
13,20,8
13,21,9
13,22,9
13,23,2
13,24,2
13,25,8
13,26,6
13,27,6
13,28,6
13,29,8
13,30,8
13,31,6
13,32,8
13,33,8
13,34,6
13,35,6
13,36,6
13,37,8
13,38,8
13,39,12
13,40,12
13,41,9
13,42,9
13,43,7
13,44,12
13,45,12
13,46,14
13,47,14
13,48,12
13,49,13
13,50,5
13,51,11
13,52,8
13,53,8
13,54,6
13,55,6
13,56,6
13,57,6
13,58,8
13,59,8
13,60,7
13,61,12
13,62,12
13,63,6
13,64,6
13,65,12
13,66,6
13,67,12
13,68,12
13,69,12
13,70,5
13,71,5
13,72,10
13,73,10
13,74,4
13,75,12
13,76,12
13,77,8
13,78,8
13,79,8
13,80,6
13,81,4
13,82,11
13,83,9
13,84,7
13,85,7
13,86,3
13,87,3
13,88,4
13,89,4
13,90,1
13,91,1
13,92,1
13,93,4
13,94,6
13,95,2
13,96,12
13,97,12
13,98,14
13,99,14
13,100,1
13,101,1
13,102,11
13,103,7
13,104,6
13,105,6
13,106,12
13,107,12
13,108,6
13,109,1
13,110,11
13,111,8
13,112,6
13,113,6
13,114,7
13,115,6
13,116,5
13,117,5
13,118,3
13,119,3
13,120,5
13,121,5
13,122,12
13,123,13
13,124,12
13,125,6
13,126,6
13,127,12
13,128,8
13,129,3
13,130,2
13,131,3
13,132,1
13,133,8
13,134,8
13,135,8
13,136,8
13,137,7
13,138,10
13,139,10
13,140,14
13,141,6
13,142,9
13,143,12
13,144,9
13,145,9
13,146,9
13,147,2
13,148,2
13,149,6
13,150,6
13,151,6
13,152,8
13,153,8
13,154,8
13,155,12
13,156,8
13,157,8
13,158,6
13,159,6
13,160,6
13,161,8
13,162,8
13,163,9
13,164,9
13,165,9
13,166,9
13,167,14
13,168,14
13,169,13
13,170,3
13,171,3
13,172,8
13,173,6
13,174,12
13,175,12
13,176,12
13,177,9
13,178,9
13,179,8
13,180,6
13,181,6
13,182,12
13,183,6
13,184,6
13,185,12
13,186,12
13,187,6
13,188,6
13,189,6
13,190,6
13,191,1
13,192,12
13,193,13
13,194,7
13,195,6
13,196,8
13,197,8
13,198,9
13,199,6
13,200,1
13,201,1
13,202,5
13,203,8
13,204,1
13,205,1
13,206,2
13,207,9
13,208,2
13,209,12
13,210,6
13,211,3
13,212,13
13,213,14
13,214,12
13,215,6
13,216,6
13,217,6
13,218,2
13,219,2
13,220,8
13,221,8
13,222,14
13,223,3
13,224,10
13,225,9
13,226,9
13,227,9
13,228,8
13,229,8
13,230,5
13,231,8
13,232,8
13,233,7
13,234,8
13,235,6
13,236,12
13,237,6
13,238,12
13,239,12
13,240,6
13,241,6
13,242,12
13,243,8
13,244,8
13,245,8
13,246,6
13,247,2
13,248,6
13,249,9
13,250,9
13,251,12
13,252,6
13,253,6
13,254,6
13,255,7
13,256,6
13,257,6
13,258,8
13,259,6
13,260,6
13,261,8
13,262,8
13,263,8
13,264,8
13,265,2
13,266,1
13,267,13
13,268,1
13,269,13
13,270,14
13,271,12
13,272,12
13,273,7
13,274,12
13,275,12
13,276,9
13,277,9
13,278,9
13,279,9
13,280,12
13,281,12
13,282,12
13,283,14
13,284,13
13,285,7
13,286,6
13,287,8
13,288,6
13,289,12
13,290,14
13,291,13
13,292,5
13,293,6
13,294,6
13,295,6
13,296,12
13,297,12
13,298,7
13,299,12
13,300,8
13,301,8
13,302,12
13,303,12
13,304,8
13,305,8
13,306,6
13,307,12
13,308,12
13,309,8
13,310,8
13,311,6
13,312,6
13,313,6
13,314,12
13,315,12
13,316,4
13,317,4
13,318,3
13,319,3
13,320,3
13,321,3
13,322,8
13,323,8
13,324,8
13,325,4
13,326,6
13,327,6
13,328,14
13,329,13
13,330,9
13,331,12
13,332,12
13,333,9
13,334,9
13,335,6
13,336,2
13,337,1
13,338,1
13,339,3
13,340,3
13,341,14
13,342,14
13,343,4
13,344,4
13,345,5
13,346,5
13,347,14
13,348,6
13,349,3
13,350,2
13,351,1
13,352,6
13,353,1
13,354,6
13,355,4
13,356,12
13,357,8
13,358,4
13,359,8
13,360,6
13,361,12
13,362,1
13,363,3
13,364,3
13,365,8
13,366,1
13,367,2
13,368,2
13,369,3
13,370,3
13,371,12
13,372,8
13,373,8
13,374,5
13,375,4
13,376,11
13,377,12
13,378,12
13,379,12
13,380,9
13,381,9
13,382,3
13,383,6
13,384,2
13,385,12
13,386,12
13,387,8
13,388,8
13,389,8
13,390,6
13,391,6
13,392,6
13,393,12
13,394,6
13,395,6
13,396,9
13,397,9
13,398,9
13,399,8
13,400,6
13,401,12
13,402,13
13,403,8
13,404,8
13,405,8
13,406,12
13,407,12
13,408,6
13,409,6
13,410,8
13,411,8
13,412,2
13,413,2
13,414,13
13,415,11
13,416,13
13,417,8
13,418,8
13,419,8
13,420,11
13,421,7
13,422,14
13,423,14
13,424,6
13,425,4
13,426,4
13,427,6
13,428,6
13,429,1
13,430,9
13,431,8
13,432,8
13,433,12
13,434,8
13,435,8
13,436,1
13,437,4
13,438,7
13,439,12
13,440,12
13,441,9
13,442,5
13,443,6
13,444,6
13,445,6
13,446,12
13,447,6
13,448,6
13,449,8
13,450,8
13,451,14
13,452,14
13,453,12
13,454,12
13,455,10
13,456,3
13,457,3
13,458,9
13,459,6
13,460,6
13,461,6
13,462,4
13,463,12
13,464,6
13,465,12
13,466,6
13,467,6
13,468,9
13,469,13
13,470,8
13,471,8
13,472,9
13,473,8
13,474,4
13,475,12
13,476,11
13,477,4
13,478,4
13,479,1
13,480,6
13,481,6
13,482,6
13,483,8
13,484,6
13,485,8
13,486,12
13,487,10
13,488,14
13,489,4
13,490,12
13,491,12
13,492,8
13,493,8
13,494,12
13,495,6
13,496,6
13,497,2
13,498,8
13,499,6
13,500,6
13,501,6
13,502,6
13,503,8
13,504,8
13,505,6
13,506,8
13,507,8
13,508,8
13,509,8
13,510,8
13,511,6
13,512,6
13,513,6
13,514,6
13,515,6
13,516,6
13,517,8
13,518,12
13,519,9
13,520,9
13,521,9
13,522,8
13,523,8
13,524,7
13,525,10
13,526,10
13,527,9
13,528,9
13,529,6
13,530,12
13,531,6
13,532,12
13,533,12
13,534,12
13,535,3
13,536,6
13,537,12
13,538,12
13,539,12
13,540,14
13,541,4
13,542,12
13,543,14
13,544,1
13,545,14
13,546,1
13,547,12
13,548,5
13,549,5
13,550,3
13,551,8
13,552,8
13,553,6
13,554,12
13,555,8
13,556,5
13,557,14
13,558,14
13,559,6
13,560,6
13,561,9
13,562,4
13,563,5
13,564,8
13,565,6
13,566,9
13,567,9
13,568,12
13,569,12
13,570,8
13,571,6
13,572,8
13,573,8
13,574,12
13,575,12
13,576,12
13,577,1
13,578,1
13,579,4
13,580,9
13,581,9
13,582,5
13,583,5
13,584,11
13,585,8
13,586,8
13,587,8
13,588,12
13,589,4
13,590,4
13,591,4
13,592,10
13,593,10
13,594,3
13,595,14
13,596,14
13,597,1
13,598,10
13,599,11
13,600,11
13,601,11
13,602,3
13,603,3
13,604,3
13,605,6
13,606,12
13,607,5
13,608,4
13,609,4
13,610,6
13,611,6
13,612,6
13,613,6
13,614,8
13,615,1
13,616,1
13,617,4
13,618,3
13,619,6
13,620,6
13,621,6
13,622,12
13,623,12
13,624,12
13,625,12
13,626,8
13,627,9
13,628,9
13,629,9
13,630,9
13,631,6
13,632,14
13,633,8
13,634,8
13,635,6
13,636,14
13,637,13
13,638,8
13,639,8
13,640,8
13,641,4
13,642,4
13,643,9
13,644,6
13,645,4
13,646,6
13,647,8
13,648,12
13,649,12
13,10001,1
13,10002,1
13,10003,1
13,10004,12
13,10005,12
13,10006,12
13,10007,5
13,10008,5
13,10009,8
13,10010,8
13,10011,8
13,10012,8
13,10013,8
13,10014,8
13,10015,8
13,10016,8
13,10017,8
13,10018,8
13,10019,8
13,10020,8
13,10021,8
13,10022,8
13,10023,8
13,10024,8
13,10026,1
13,10027,1
13,10028,1
13,10029,1
13,10030,1
13,10031,2
13,10032,8
13,10034,3
13,10035,8
13,10036,12
14,1,8
14,2,8
14,3,8
14,4,6
14,5,6
14,6,6
14,7,6
14,8,6
14,9,6
14,10,2
14,11,2
14,12,13
14,13,2
14,14,2
14,15,13
14,16,9
14,17,9
14,18,9
14,19,8
14,20,8
14,21,9
14,22,9
14,23,2
14,24,2
14,25,8
14,26,6
14,27,6
14,28,6
14,29,8
14,30,8
14,31,6
14,32,8
14,33,8
14,34,6
14,35,6
14,36,6
14,37,8
14,38,8
14,39,12
14,40,12
14,41,9
14,42,9
14,43,7
14,44,12
14,45,12
14,46,14
14,47,14
14,48,12
14,49,13
14,50,5
14,51,11
14,52,8
14,53,8
14,54,6
