version_group_id,evo_from_id,evo_method_id,evo_into_id,level,item_id,move_id,pokemon_id,type_id,version_id,other_parameter
4,52,4,53,28,\N,\N,\N,\N,\N,0
4,54,4,55,33,\N,\N,\N,\N,\N,0
4,56,4,57,28,\N,\N,\N,\N,\N,0
4,58,8,59,0,82,\N,\N,\N,\N,0
4,60,4,61,25,\N,\N,\N,\N,\N,0
4,61,8,62,0,84,\N,\N,\N,\N,0
4,63,4,64,16,\N,\N,\N,\N,\N,0
4,64,5,65,0,\N,\N,\N,\N,\N,0
4,66,4,67,28,\N,\N,\N,\N,\N,0
4,67,5,68,0,\N,\N,\N,\N,\N,0
4,69,4,70,21,\N,\N,\N,\N,\N,0
4,70,8,71,0,85,\N,\N,\N,\N,0
4,72,4,73,30,\N,\N,\N,\N,\N,0
4,74,4,75,25,\N,\N,\N,\N,\N,0
4,75,5,76,0,\N,\N,\N,\N,\N,0
4,77,4,78,40,\N,\N,\N,\N,\N,0
4,79,4,80,37,\N,\N,\N,\N,\N,0
4,81,4,82,30,\N,\N,\N,\N,\N,0
4,84,4,85,31,\N,\N,\N,\N,\N,0
4,86,4,87,34,\N,\N,\N,\N,\N,0
4,88,4,89,38,\N,\N,\N,\N,\N,0
4,90,8,91,0,84,\N,\N,\N,\N,0
4,92,4,93,25,\N,\N,\N,\N,\N,0
4,93,5,94,0,\N,\N,\N,\N,\N,0
4,96,4,97,26,\N,\N,\N,\N,\N,0
4,98,4,99,28,\N,\N,\N,\N,\N,0
4,100,4,101,30,\N,\N,\N,\N,\N,0
4,102,8,103,0,85,\N,\N,\N,\N,0
4,104,4,105,28,\N,\N,\N,\N,\N,0
4,109,4,110,35,\N,\N,\N,\N,\N,0
4,111,4,112,42,\N,\N,\N,\N,\N,0
4,116,4,117,32,\N,\N,\N,\N,\N,0
4,118,4,119,33,\N,\N,\N,\N,\N,0
4,120,8,121,0,84,\N,\N,\N,\N,0
4,129,4,130,20,\N,\N,\N,\N,\N,0
4,133,8,134,0,84,\N,\N,\N,\N,0
4,133,8,135,0,83,\N,\N,\N,\N,0
4,133,8,136,0,82,\N,\N,\N,\N,0
4,138,4,139,40,\N,\N,\N,\N,\N,0
4,140,4,141,40,\N,\N,\N,\N,\N,0
4,147,4,148,30,\N,\N,\N,\N,\N,0
4,148,4,149,55,\N,\N,\N,\N,\N,0
5,1,4,2,16,\N,\N,\N,\N,\N,0
5,2,4,3,32,\N,\N,\N,\N,\N,0
5,4,4,5,16,\N,\N,\N,\N,\N,0
5,5,4,6,36,\N,\N,\N,\N,\N,0
5,7,4,8,16,\N,\N,\N,\N,\N,0
5,8,4,9,36,\N,\N,\N,\N,\N,0
5,10,4,11,7,\N,\N,\N,\N,\N,0
5,11,4,12,10,\N,\N,\N,\N,\N,0
5,13,4,14,7,\N,\N,\N,\N,\N,0
5,14,4,15,10,\N,\N,\N,\N,\N,0
5,16,4,17,18,\N,\N,\N,\N,\N,0
5,17,4,18,36,\N,\N,\N,\N,\N,0
5,19,4,20,20,\N,\N,\N,\N,\N,0
5,21,4,22,20,\N,\N,\N,\N,\N,0
5,23,4,24,22,\N,\N,\N,\N,\N,0
5,25,8,26,0,83,\N,\N,\N,\N,0
5,27,4,28,22,\N,\N,\N,\N,\N,0
5,29,4,30,16,\N,\N,\N,\N,\N,0
5,30,8,31,0,81,\N,\N,\N,\N,0
5,32,4,33,16,\N,\N,\N,\N,\N,0
5,33,8,34,0,81,\N,\N,\N,\N,0
5,35,8,36,0,81,\N,\N,\N,\N,0
5,37,8,38,0,82,\N,\N,\N,\N,0
5,39,8,40,0,81,\N,\N,\N,\N,0
5,41,4,42,22,\N,\N,\N,\N,\N,0
5,42,1,169,0,\N,\N,\N,\N,\N,0
5,43,4,44,21,\N,\N,\N,\N,\N,0
5,44,8,45,0,85,\N,\N,\N,\N,0
5,44,8,182,0,80,\N,\N,\N,\N,0
5,46,4,47,24,\N,\N,\N,\N,\N,0
5,48,4,49,31,\N,\N,\N,\N,\N,0
5,50,4,51,26,\N,\N,\N,\N,\N,0
5,52,4,53,28,\N,\N,\N,\N,\N,0
5,54,4,55,33,\N,\N,\N,\N,\N,0
5,56,4,57,28,\N,\N,\N,\N,\N,0
5,58,8,59,0,82,\N,\N,\N,\N,0
5,60,4,61,25,\N,\N,\N,\N,\N,0
5,61,6,186,0,221,\N,\N,\N,\N,0
5,61,8,62,0,84,\N,\N,\N,\N,0
5,63,4,64,16,\N,\N,\N,\N,\N,0
5,64,5,65,0,\N,\N,\N,\N,\N,0
5,66,4,67,28,\N,\N,\N,\N,\N,0
5,67,5,68,0,\N,\N,\N,\N,\N,0
5,69,4,70,21,\N,\N,\N,\N,\N,0
5,70,8,71,0,85,\N,\N,\N,\N,0
5,72,4,73,30,\N,\N,\N,\N,\N,0
5,74,4,75,25,\N,\N,\N,\N,\N,0
5,75,5,76,0,\N,\N,\N,\N,\N,0
5,77,4,78,40,\N,\N,\N,\N,\N,0
5,79,4,80,37,\N,\N,\N,\N,\N,0
5,79,6,199,37,221,\N,\N,\N,\N,0
5,81,4,82,30,\N,\N,\N,\N,\N,0
5,84,4,85,31,\N,\N,\N,\N,\N,0
5,86,4,87,34,\N,\N,\N,\N,\N,0
5,88,4,89,38,\N,\N,\N,\N,\N,0
5,90,8,91,0,84,\N,\N,\N,\N,0
5,92,4,93,25,\N,\N,\N,\N,\N,0
5,93,5,94,0,\N,\N,\N,\N,\N,0
5,95,6,208,0,233,\N,\N,\N,\N,0
5,96,4,97,26,\N,\N,\N,\N,\N,0
5,98,4,99,28,\N,\N,\N,\N,\N,0
5,100,4,101,30,\N,\N,\N,\N,\N,0
5,102,8,103,0,85,\N,\N,\N,\N,0
5,104,4,105,28,\N,\N,\N,\N,\N,0
5,109,4,110,35,\N,\N,\N,\N,\N,0
5,111,4,112,42,\N,\N,\N,\N,\N,0
5,113,1,242,0,\N,\N,\N,\N,\N,0
5,116,4,117,32,\N,\N,\N,\N,\N,0
5,117,6,230,0,235,\N,\N,\N,\N,0
5,118,4,119,33,\N,\N,\N,\N,\N,0
5,120,8,121,0,84,\N,\N,\N,\N,0
5,123,6,212,0,233,\N,\N,\N,\N,0
5,129,4,130,20,\N,\N,\N,\N,\N,0
5,133,2,196,0,\N,\N,\N,\N,\N,0
5,133,3,197,0,\N,\N,\N,\N,\N,0
5,133,8,134,0,84,\N,\N,\N,\N,0
5,133,8,135,0,83,\N,\N,\N,\N,0
5,133,8,136,0,82,\N,\N,\N,\N,0
5,137,6,233,0,252,\N,\N,\N,\N,0
5,138,4,139,40,\N,\N,\N,\N,\N,0
5,140,4,141,40,\N,\N,\N,\N,\N,0
5,147,4,148,30,\N,\N,\N,\N,\N,0
5,148,4,149,55,\N,\N,\N,\N,\N,0
5,152,4,153,16,\N,\N,\N,\N,\N,0
5,153,4,154,32,\N,\N,\N,\N,\N,0
5,155,4,156,14,\N,\N,\N,\N,\N,0
5,156,4,157,36,\N,\N,\N,\N,\N,0
5,158,4,159,18,\N,\N,\N,\N,\N,0
5,159,4,160,30,\N,\N,\N,\N,\N,0
5,161,4,162,15,\N,\N,\N,\N,\N,0
5,163,4,164,20,\N,\N,\N,\N,\N,0
5,165,4,166,18,\N,\N,\N,\N,\N,0
5,167,4,168,22,\N,\N,\N,\N,\N,0
5,170,4,171,27,\N,\N,\N,\N,\N,0
5,172,1,25,0,\N,\N,\N,\N,\N,0
5,173,1,35,0,\N,\N,\N,\N,\N,0
5,174,1,39,0,\N,\N,\N,\N,\N,0
5,175,1,176,0,\N,\N,\N,\N,\N,0
5,177,4,178,25,\N,\N,\N,\N,\N,0
5,179,4,180,15,\N,\N,\N,\N,\N,0
5,180,4,181,30,\N,\N,\N,\N,\N,0
5,183,4,184,18,\N,\N,\N,\N,\N,0
5,187,4,188,18,\N,\N,\N,\N,\N,0
5,188,4,189,27,\N,\N,\N,\N,\N,0
5,191,8,192,0,80,\N,\N,\N,\N,0
5,194,4,195,20,\N,\N,\N,\N,\N,0
5,204,4,205,31,\N,\N,\N,\N,\N,0
5,209,4,210,23,\N,\N,\N,\N,\N,0
5,216,4,217,30,\N,\N,\N,\N,\N,0
5,218,4,219,38,\N,\N,\N,\N,\N,0
5,220,4,221,33,\N,\N,\N,\N,\N,0
5,223,4,224,25,\N,\N,\N,\N,\N,0
5,228,4,229,24,\N,\N,\N,\N,\N,0
5,231,4,232,25,\N,\N,\N,\N,\N,0
5,236,9,106,20,\N,\N,\N,\N,\N,0
5,236,10,237,20,\N,\N,\N,\N,\N,0
5,236,11,107,20,\N,\N,\N,\N,\N,0
5,238,4,124,30,\N,\N,\N,\N,\N,0
5,239,4,125,30,\N,\N,\N,\N,\N,0
5,240,4,126,30,\N,\N,\N,\N,\N,0
5,246,4,247,30,\N,\N,\N,\N,\N,0
5,247,4,248,55,\N,\N,\N,\N,\N,0
6,1,4,2,16,\N,\N,\N,\N,\N,0
6,2,4,3,32,\N,\N,\N,\N,\N,0
6,4,4,5,16,\N,\N,\N,\N,\N,0
6,5,4,6,36,\N,\N,\N,\N,\N,0
6,7,4,8,16,\N,\N,\N,\N,\N,0
6,8,4,9,36,\N,\N,\N,\N,\N,0
6,10,4,11,7,\N,\N,\N,\N,\N,0
6,11,4,12,10,\N,\N,\N,\N,\N,0
6,13,4,14,7,\N,\N,\N,\N,\N,0
6,14,4,15,10,\N,\N,\N,\N,\N,0
6,16,4,17,18,\N,\N,\N,\N,\N,0
6,17,4,18,36,\N,\N,\N,\N,\N,0
6,19,4,20,20,\N,\N,\N,\N,\N,0
6,21,4,22,20,\N,\N,\N,\N,\N,0
6,23,4,24,22,\N,\N,\N,\N,\N,0
6,25,8,26,0,83,\N,\N,\N,\N,0
6,27,4,28,22,\N,\N,\N,\N,\N,0
6,29,4,30,16,\N,\N,\N,\N,\N,0
6,30,8,31,0,81,\N,\N,\N,\N,0
6,32,4,33,16,\N,\N,\N,\N,\N,0
6,33,8,34,0,81,\N,\N,\N,\N,0
6,35,8,36,0,81,\N,\N,\N,\N,0
6,37,8,38,0,82,\N,\N,\N,\N,0
6,39,8,40,0,81,\N,\N,\N,\N,0
6,41,4,42,22,\N,\N,\N,\N,\N,0
6,42,1,169,0,\N,\N,\N,\N,\N,0
6,43,4,44,21,\N,\N,\N,\N,\N,0
6,44,8,45,0,85,\N,\N,\N,\N,0
6,44,8,182,0,80,\N,\N,\N,\N,0
6,46,4,47,24,\N,\N,\N,\N,\N,0
6,48,4,49,31,\N,\N,\N,\N,\N,0
6,50,4,51,26,\N,\N,\N,\N,\N,0
6,52,4,53,28,\N,\N,\N,\N,\N,0
6,54,4,55,33,\N,\N,\N,\N,\N,0
6,56,4,57,28,\N,\N,\N,\N,\N,0
6,58,8,59,0,82,\N,\N,\N,\N,0
6,60,4,61,25,\N,\N,\N,\N,\N,0
6,61,6,186,0,221,\N,\N,\N,\N,0
6,61,8,62,0,84,\N,\N,\N,\N,0
6,63,4,64,16,\N,\N,\N,\N,\N,0
6,64,5,65,0,\N,\N,\N,\N,\N,0
6,66,4,67,28,\N,\N,\N,\N,\N,0
6,67,5,68,0,\N,\N,\N,\N,\N,0
6,69,4,70,21,\N,\N,\N,\N,\N,0
6,70,8,71,0,85,\N,\N,\N,\N,0
6,72,4,73,30,\N,\N,\N,\N,\N,0
6,74,4,75,25,\N,\N,\N,\N,\N,0
6,75,5,76,0,\N,\N,\N,\N,\N,0
6,77,4,78,40,\N,\N,\N,\N,\N,0
6,79,4,80,37,\N,\N,\N,\N,\N,0
6,79,6,199,37,221,\N,\N,\N,\N,0
6,81,4,82,30,\N,\N,\N,\N,\N,0
6,84,4,85,31,\N,\N,\N,\N,\N,0
6,86,4,87,34,\N,\N,\N,\N,\N,0
6,88,4,89,38,\N,\N,\N,\N,\N,0
6,90,8,91,0,84,\N,\N,\N,\N,0
6,92,4,93,25,\N,\N,\N,\N,\N,0
6,93,5,94,0,\N,\N,\N,\N,\N,0
6,95,6,208,0,233,\N,\N,\N,\N,0
6,96,4,97,26,\N,\N,\N,\N,\N,0
6,98,4,99,28,\N,\N,\N,\N,\N,0
6,100,4,101,30,\N,\N,\N,\N,\N,0
6,102,8,103,0,85,\N,\N,\N,\N,0
6,104,4,105,28,\N,\N,\N,\N,\N,0
6,109,4,110,35,\N,\N,\N,\N,\N,0
6,111,4,112,42,\N,\N,\N,\N,\N,0
6,113,1,242,0,\N,\N,\N,\N,\N,0
6,116,4,117,32,\N,\N,\N,\N,\N,0
6,117,6,230,0,235,\N,\N,\N,\N,0
6,118,4,119,33,\N,\N,\N,\N,\N,0
6,120,8,121,0,84,\N,\N,\N,\N,0
6,123,6,212,0,233,\N,\N,\N,\N,0
6,129,4,130,20,\N,\N,\N,\N,\N,0
6,133,2,196,0,\N,\N,\N,\N,\N,0
6,133,3,197,0,\N,\N,\N,\N,\N,0
6,133,8,134,0,84,\N,\N,\N,\N,0
6,133,8,135,0,83,\N,\N,\N,\N,0
6,133,8,136,0,82,\N,\N,\N,\N,0
6,137,6,233,0,252,\N,\N,\N,\N,0
6,138,4,139,40,\N,\N,\N,\N,\N,0
6,140,4,141,40,\N,\N,\N,\N,\N,0
6,147,4,148,30,\N,\N,\N,\N,\N,0
6,148,4,149,55,\N,\N,\N,\N,\N,0
6,152,4,153,16,\N,\N,\N,\N,\N,0
6,153,4,154,32,\N,\N,\N,\N,\N,0
6,155,4,156,14,\N,\N,\N,\N,\N,0
6,156,4,157,36,\N,\N,\N,\N,\N,0
6,158,4,159,18,\N,\N,\N,\N,\N,0
6,159,4,160,30,\N,\N,\N,\N,\N,0
6,161,4,162,15,\N,\N,\N,\N,\N,0
6,163,4,164,20,\N,\N,\N,\N,\N,0
6,165,4,166,18,\N,\N,\N,\N,\N,0
6,167,4,168,22,\N,\N,\N,\N,\N,0
6,170,4,171,27,\N,\N,\N,\N,\N,0
6,172,1,25,0,\N,\N,\N,\N,\N,0
6,173,1,35,0,\N,\N,\N,\N,\N,0
6,174,1,39,0,\N,\N,\N,\N,\N,0
6,175,1,176,0,\N,\N,\N,\N,\N,0
6,177,4,178,25,\N,\N,\N,\N,\N,0
6,179,4,180,15,\N,\N,\N,\N,\N,0
6,180,4,181,30,\N,\N,\N,\N,\N,0
6,183,4,184,18,\N,\N,\N,\N,\N,0
6,187,4,188,18,\N,\N,\N,\N,\N,0
6,188,4,189,27,\N,\N,\N,\N,\N,0
6,191,8,192,0,80,\N,\N,\N,\N,0
6,194,4,195,20,\N,\N,\N,\N,\N,0
6,204,4,205,31,\N,\N,\N,\N,\N,0
6,209,4,210,23,\N,\N,\N,\N,\N,0
6,216,4,217,30,\N,\N,\N,\N,\N,0
6,218,4,219,38,\N,\N,\N,\N,\N,0
6,220,4,221,33,\N,\N,\N,\N,\N,0
6,223,4,224,25,\N,\N,\N,\N,\N,0
6,228,4,229,24,\N,\N,\N,\N,\N,0
6,231,4,232,25,\N,\N,\N,\N,\N,0
6,236,9,106,20,\N,\N,\N,\N,\N,0
6,236,10,237,20,\N,\N,\N,\N,\N,0
6,236,11,107,20,\N,\N,\N,\N,\N,0
6,238,4,124,30,\N,\N,\N,\N,\N,0
6,239,4,125,30,\N,\N,\N,\N,\N,0
6,240,4,126,30,\N,\N,\N,\N,\N,0
6,246,4,247,30,\N,\N,\N,\N,\N,0
6,247,4,248,55,\N,\N,\N,\N,\N,0
7,1,4,2,16,\N,\N,\N,\N,\N,0
7,2,4,3,32,\N,\N,\N,\N,\N,0
7,4,4,5,16,\N,\N,\N,\N,\N,0
7,5,4,6,36,\N,\N,\N,\N,\N,0
7,7,4,8,16,\N,\N,\N,\N,\N,0
7,8,4,9,36,\N,\N,\N,\N,\N,0
7,10,4,11,7,\N,\N,\N,\N,\N,0
7,11,4,12,10,\N,\N,\N,\N,\N,0
7,13,4,14,7,\N,\N,\N,\N,\N,0
7,14,4,15,10,\N,\N,\N,\N,\N,0
7,16,4,17,18,\N,\N,\N,\N,\N,0
7,17,4,18,36,\N,\N,\N,\N,\N,0
7,19,4,20,20,\N,\N,\N,\N,\N,0
7,21,4,22,20,\N,\N,\N,\N,\N,0
7,23,4,24,22,\N,\N,\N,\N,\N,0
7,25,8,26,0,83,\N,\N,\N,\N,0
7,27,4,28,22,\N,\N,\N,\N,\N,0
7,29,4,30,16,\N,\N,\N,\N,\N,0
7,30,8,31,0,81,\N,\N,\N,\N,0
7,32,4,33,16,\N,\N,\N,\N,\N,0
7,33,8,34,0,81,\N,\N,\N,\N,0
7,35,8,36,0,81,\N,\N,\N,\N,0
7,37,8,38,0,82,\N,\N,\N,\N,0
7,39,8,40,0,81,\N,\N,\N,\N,0
7,41,4,42,22,\N,\N,\N,\N,\N,0
7,42,1,169,0,\N,\N,\N,\N,\N,0
7,43,4,44,21,\N,\N,\N,\N,\N,0
7,44,8,45,0,85,\N,\N,\N,\N,0
7,44,8,182,0,80,\N,\N,\N,\N,0
7,46,4,47,24,\N,\N,\N,\N,\N,0
7,48,4,49,31,\N,\N,\N,\N,\N,0
7,50,4,51,26,\N,\N,\N,\N,\N,0
7,52,4,53,28,\N,\N,\N,\N,\N,0
7,54,4,55,33,\N,\N,\N,\N,\N,0
7,56,4,57,28,\N,\N,\N,\N,\N,0
7,58,8,59,0,82,\N,\N,\N,\N,0
7,60,4,61,25,\N,\N,\N,\N,\N,0
7,61,6,186,0,221,\N,\N,\N,\N,0
7,61,8,62,0,84,\N,\N,\N,\N,0
7,63,4,64,16,\N,\N,\N,\N,\N,0
7,64,5,65,0,\N,\N,\N,\N,\N,0
7,66,4,67,28,\N,\N,\N,\N,\N,0
7,67,5,68,0,\N,\N,\N,\N,\N,0
7,69,4,70,21,\N,\N,\N,\N,\N,0
7,70,8,71,0,85,\N,\N,\N,\N,0
7,72,4,73,30,\N,\N,\N,\N,\N,0
7,74,4,75,25,\N,\N,\N,\N,\N,0
7,75,5,76,0,\N,\N,\N,\N,\N,0
7,77,4,78,40,\N,\N,\N,\N,\N,0
7,79,4,80,37,\N,\N,\N,\N,\N,0
7,79,6,199,37,221,\N,\N,\N,\N,0
7,81,4,82,30,\N,\N,\N,\N,\N,0
7,84,4,85,31,\N,\N,\N,\N,\N,0
7,86,4,87,34,\N,\N,\N,\N,\N,0
7,88,4,89,38,\N,\N,\N,\N,\N,0
7,90,8,91,0,84,\N,\N,\N,\N,0
7,92,4,93,25,\N,\N,\N,\N,\N,0
7,93,5,94,0,\N,\N,\N,\N,\N,0
7,95,6,208,0,233,\N,\N,\N,\N,0
7,96,4,97,26,\N,\N,\N,\N,\N,0
7,98,4,99,28,\N,\N,\N,\N,\N,0
7,100,4,101,30,\N,\N,\N,\N,\N,0
7,102,8,103,0,85,\N,\N,\N,\N,0
7,104,4,105,28,\N,\N,\N,\N,\N,0
7,109,4,110,35,\N,\N,\N,\N,\N,0
7,111,4,112,42,\N,\N,\N,\N,\N,0
7,113,1,242,0,\N,\N,\N,\N,\N,0
7,116,4,117,32,\N,\N,\N,\N,\N,0
7,117,6,230,0,235,\N,\N,\N,\N,0
7,118,4,119,33,\N,\N,\N,\N,\N,0
7,120,8,121,0,84,\N,\N,\N,\N,0
7,123,6,212,0,233,\N,\N,\N,\N,0
7,129,4,130,20,\N,\N,\N,\N,\N,0
7,133,2,196,0,\N,\N,\N,\N,\N,0
7,133,3,197,0,\N,\N,\N,\N,\N,0
7,133,8,134,0,84,\N,\N,\N,\N,0
7,133,8,135,0,83,\N,\N,\N,\N,0
7,133,8,136,0,82,\N,\N,\N,\N,0
7,137,6,233,0,252,\N,\N,\N,\N,0
7,138,4,139,40,\N,\N,\N,\N,\N,0
7,140,4,141,40,\N,\N,\N,\N,\N,0
7,147,4,148,30,\N,\N,\N,\N,\N,0
7,148,4,149,55,\N,\N,\N,\N,\N,0
7,152,4,153,16,\N,\N,\N,\N,\N,0
7,153,4,154,32,\N,\N,\N,\N,\N,0
7,155,4,156,14,\N,\N,\N,\N,\N,0
7,156,4,157,36,\N,\N,\N,\N,\N,0
7,158,4,159,18,\N,\N,\N,\N,\N,0
7,159,4,160,30,\N,\N,\N,\N,\N,0
7,161,4,162,15,\N,\N,\N,\N,\N,0
7,163,4,164,20,\N,\N,\N,\N,\N,0
7,165,4,166,18,\N,\N,\N,\N,\N,0
7,167,4,168,22,\N,\N,\N,\N,\N,0
7,170,4,171,27,\N,\N,\N,\N,\N,0
7,172,1,25,0,\N,\N,\N,\N,\N,0
7,173,1,35,0,\N,\N,\N,\N,\N,0
7,174,1,39,0,\N,\N,\N,\N,\N,0
7,175,1,176,0,\N,\N,\N,\N,\N,0
7,177,4,178,25,\N,\N,\N,\N,\N,0
7,179,4,180,15,\N,\N,\N,\N,\N,0
7,180,4,181,30,\N,\N,\N,\N,\N,0
7,183,4,184,18,\N,\N,\N,\N,\N,0
7,187,4,188,18,\N,\N,\N,\N,\N,0
7,188,4,189,27,\N,\N,\N,\N,\N,0
7,191,8,192,0,80,\N,\N,\N,\N,0
7,194,4,195,20,\N,\N,\N,\N,\N,0
7,204,4,205,31,\N,\N,\N,\N,\N,0
7,209,4,210,23,\N,\N,\N,\N,\N,0
7,216,4,217,30,\N,\N,\N,\N,\N,0
7,218,4,219,38,\N,\N,\N,\N,\N,0
7,220,4,221,33,\N,\N,\N,\N,\N,0
7,223,4,224,25,\N,\N,\N,\N,\N,0
7,228,4,229,24,\N,\N,\N,\N,\N,0
7,231,4,232,25,\N,\N,\N,\N,\N,0
7,236,9,106,20,\N,\N,\N,\N,\N,0
7,236,10,237,20,\N,\N,\N,\N,\N,0
7,236,11,107,20,\N,\N,\N,\N,\N,0
7,238,4,124,30,\N,\N,\N,\N,\N,0
7,239,4,125,30,\N,\N,\N,\N,\N,0
7,240,4,126,30,\N,\N,\N,\N,\N,0
7,246,4,247,30,\N,\N,\N,\N,\N,0
7,247,4,248,55,\N,\N,\N,\N,\N,0
7,252,4,253,16,\N,\N,\N,\N,\N,0
7,253,4,254,36,\N,\N,\N,\N,\N,0
7,255,4,256,16,\N,\N,\N,\N,\N,0
7,256,4,257,36,\N,\N,\N,\N,\N,0
7,258,4,259,16,\N,\N,\N,\N,\N,0
7,259,4,260,36,\N,\N,\N,\N,\N,0
7,261,4,262,18,\N,\N,\N,\N,\N,0
7,263,4,264,20,\N,\N,\N,\N,\N,0
