version_group_id,pokemon_id,icon,sprite,type1_id,type2_id,ability1_id,ability2_id,ability3_id,base_hp,base_atk,base_def,base_spa,base_spd,base_spe,base_spc,egg_group1_id,egg_group2_id,base_experience,ev_hp,ev_atk,ev_def,ev_spa,ev_spd,ev_spe,catch_rate,base_friendship
27,71001,champions/victreebel-mega.png,home/victreebel-mega.png,11,3,215,\N,\N,80,125,85,135,95,70,0,\N,\N,0,0,0,0,0,0,0,0,0
27,80000,champions/slowbro.png,home/slowbro.png,10,13,12,20,144,95,75,110,100,80,30,0,\N,\N,0,0,0,0,0,0,0,0,0
27,80001,champions/slowbro-mega.png,home/slowbro-mega.png,10,13,75,\N,\N,95,75,180,130,80,30,0,\N,\N,0,0,0,0,0,0,0,0,0
27,80002,champions/slowbro-galar.png,home/slowbro-galar.png,3,13,259,20,144,95,100,95,100,70,30,0,\N,\N,0,0,0,0,0,0,0,0,0
27,94000,champions/gengar.png,home/gengar.png,7,3,130,\N,\N,60,65,60,130,75,110,0,\N,\N,0,0,0,0,0,0,0,0,0
27,94001,champions/gengar-mega.png,home/gengar-mega.png,7,3,23,\N,\N,60,65,80,170,95,130,0,\N,\N,0,0,0,0,0,0,0,0,0
27,115000,champions/kangaskhan.png,home/kangaskhan.png,0,\N,48,113,39,105,95,80,40,80,90,0,\N,\N,0,0,0,0,0,0,0,0,0
27,115001,champions/kangaskhan-mega.png,home/kangaskhan-mega.png,0,\N,185,\N,\N,105,125,100,60,100,100,0,\N,\N,0,0,0,0,0,0,0,0,0
27,121000,champions/starmie.png,home/starmie.png,10,13,35,30,148,60,75,85,100,85,115,0,\N,\N,0,0,0,0,0,0,0,0,0
27,121001,champions/starmie-mega.png,home/starmie-mega.png,10,13,37,\N,\N,60,100,105,130,105,120,0,\N,\N,0,0,0,0,0,0,0,0,0
27,127000,champions/pinsir.png,home/pinsir.png,6,\N,52,104,153,65,125,100,55,70,85,0,\N,\N,0,0,0,0,0,0,0,0,0
27,127001,champions/pinsir-mega.png,home/pinsir-mega.png,6,2,184,\N,\N,65,155,120,65,90,105,0,\N,\N,0,0,0,0,0,0,0,0,0
27,128000,champions/tauros.png,home/tauros.png,0,\N,22,83,125,75,100,95,40,70,110,0,\N,\N,0,0,0,0,0,0,0,0,0
27,128001,champions/tauros-paldea-combat.png,home/tauros-paldea-combat.png,1,\N,22,83,291,75,110,105,30,70,100,0,\N,\N,0,0,0,0,0,0,0,0,0
27,128002,champions/tauros-paldea-blaze.png,home/tauros-paldea-blaze.png,1,9,22,83,291,75,110,105,30,70,100,0,\N,\N,0,0,0,0,0,0,0,0,0
27,128003,champions/tauros-paldea-aqua.png,home/tauros-paldea-aqua.png,1,10,22,83,291,75,110,105,30,70,100,0,\N,\N,0,0,0,0,0,0,0,0,0
27,130000,champions/gyarados.png,home/gyarados-male.png,10,2,22,\N,153,95,125,79,60,100,81,0,\N,\N,0,0,0,0,0,0,0,0,0
27,130001,champions/gyarados-mega.png,home/gyarados-mega.png,10,16,104,\N,\N,95,155,109,70,130,81,0,\N,\N,0,0,0,0,0,0,0,0,0
27,132000,champions/ditto.png,home/ditto.png,0,\N,7,\N,150,48,48,48,48,48,48,0,\N,\N,0,0,0,0,0,0,0,0,0
27,134000,champions/vaporeon.png,home/vaporeon.png,10,\N,11,\N,93,130,65,60,110,95,65,0,\N,\N,0,0,0,0,0,0,0,0,0
27,135000,champions/jolteon.png,home/jolteon.png,12,\N,10,\N,95,65,65,60,110,95,130,0,\N,\N,0,0,0,0,0,0,0,0,0
27,136000,champions/flareon.png,home/flareon.png,9,\N,18,\N,62,65,130,60,95,110,65,0,\N,\N,0,0,0,0,0,0,0,0,0
27,142000,champions/aerodactyl.png,home/aerodactyl.png,5,2,69,46,127,80,105,65,60,75,130,0,\N,\N,0,0,0,0,0,0,0,0,0
27,142001,champions/aerodactyl-mega.png,home/aerodactyl-mega.png,5,2,181,\N,\N,80,135,85,70,95,150,0,\N,\N,0,0,0,0,0,0,0,0,0
27,143000,champions/snorlax.png,home/snorlax.png,0,\N,17,47,82,160,110,65,65,110,30,0,\N,\N,0,0,0,0,0,0,0,0,0
27,149000,champions/dragonite.png,home/dragonite.png,15,2,39,\N,136,91,134,95,100,100,80,0,\N,\N,0,0,0,0,0,0,0,0,0
27,149001,champions/dragonite-mega.png,home/dragonite-mega.png,15,2,136,\N,\N,91,124,115,145,125,100,0,\N,\N,0,0,0,0,0,0,0,0,0
27,154000,champions/meganium.png,home/meganium-male.png,11,\N,65,\N,102,80,82,100,83,100,80,0,\N,\N,0,0,0,0,0,0,0,0,0
27,154001,champions/meganium-mega.png,home/meganium-mega.png,11,17,315,\N,\N,80,92,115,143,115,80,0,\N,\N,0,0,0,0,0,0,0,0,0
27,157000,champions/typhlosion.png,home/typhlosion.png,9,\N,66,\N,18,78,84,78,109,85,100,0,\N,\N,0,0,0,0,0,0,0,0,0
27,157001,champions/typhlosion-hisui.png,home/typhlosion-hisui.png,9,7,66,\N,119,73,84,78,119,85,95,0,\N,\N,0,0,0,0,0,0,0,0,0
27,160000,champions/feraligatr.png,home/feraligatr.png,10,\N,67,\N,125,85,105,100,79,83,78,0,\N,\N,0,0,0,0,0,0,0,0,0
27,160001,champions/feraligatr-mega.png,home/feraligatr-mega.png,10,15,312,\N,\N,85,160,125,89,93,78,0,\N,\N,0,0,0,0,0,0,0,0,0
27,168000,champions/ariados.png,home/ariados.png,6,3,68,15,97,70,90,70,60,70,40,0,\N,\N,0,0,0,0,0,0,0,0,0
27,181000,champions/ampharos.png,home/ampharos.png,12,\N,9,\N,57,90,75,85,115,90,55,0,\N,\N,0,0,0,0,0,0,0,0,0
27,181001,champions/ampharos-mega.png,home/ampharos-mega.png,12,15,104,\N,\N,90,95,105,165,110,45,0,\N,\N,0,0,0,0,0,0,0,0,0
27,184000,champions/azumarill.png,home/azumarill.png,10,17,47,37,157,100,50,80,60,80,50,0,\N,\N,0,0,0,0,0,0,0,0,0
27,186000,champions/politoed.png,home/politoed-male.png,10,\N,11,6,2,90,75,75,90,100,70,0,\N,\N,0,0,0,0,0,0,0,0,0
27,196000,champions/espeon.png,home/espeon.png,13,\N,28,\N,156,65,65,60,130,95,110,0,\N,\N,0,0,0,0,0,0,0,0,0
27,197000,champions/umbreon.png,home/umbreon.png,16,\N,28,\N,39,95,65,110,60,130,65,0,\N,\N,0,0,0,0,0,0,0,0,0
27,199000,champions/slowking.png,home/slowking.png,10,13,12,20,144,95,75,80,100,110,30,0,\N,\N,0,0,0,0,0,0,0,0,0
27,199001,champions/slowking-galar.png,home/slowking-galar.png,3,13,261,20,144,95,65,80,110,110,30,0,\N,\N,0,0,0,0,0,0,0,0,0
27,205000,champions/forretress.png,home/forretress.png,6,8,5,\N,142,75,90,140,60,60,40,0,\N,\N,0,0,0,0,0,0,0,0,0
27,208000,champions/steelix.png,home/steelix-male.png,8,4,69,5,125,75,85,200,55,65,30,0,\N,\N,0,0,0,0,0,0,0,0,0
27,208001,champions/steelix-mega.png,home/steelix-mega.png,8,4,159,\N,\N,75,125,230,55,95,30,0,\N,\N,0,0,0,0,0,0,0,0,0
27,211000,champions/qwilfish.png,home/qwilfish.png,10,3,38,33,22,65,95,85,55,55,85,0,\N,\N,0,0,0,0,0,0,0,0,0
27,212000,champions/scizor.png,home/scizor-male.png,6,8,68,101,135,70,130,100,55,80,65,0,\N,\N,0,0,0,0,0,0,0,0,0
27,212001,champions/scizor-mega.png,home/scizor-mega.png,6,8,101,\N,\N,70,150,140,65,100,75,0,\N,\N,0,0,0,0,0,0,0,0,0
27,214000,champions/heracross.png,home/heracross-male.png,6,1,68,62,153,80,125,75,40,95,85,0,\N,\N,0,0,0,0,0,0,0,0,0
27,214001,champions/heracross-mega.png,home/heracross-mega.png,6,1,92,\N,\N,80,185,115,40,105,75,0,\N,\N,0,0,0,0,0,0,0,0,0
27,227000,champions/skarmory.png,home/skarmory.png,8,2,51,5,133,65,80,140,40,70,70,0,\N,\N,0,0,0,0,0,0,0,0,0
27,227001,champions/skarmory-mega.png,home/skarmory-mega.png,8,2,242,\N,\N,65,140,110,40,100,110,0,\N,\N,0,0,0,0,0,0,0,0,0
27,229000,champions/houndoom.png,home/houndoom-male.png,16,9,48,18,127,75,90,50,110,80,95,0,\N,\N,0,0,0,0,0,0,0,0,0
27,229001,champions/houndoom-mega.png,home/houndoom-mega.png,16,9,94,\N,\N,75,90,90,140,90,115,0,\N,\N,0,0,0,0,0,0,0,0,0
27,248000,champions/tyranitar.png,home/tyranitar.png,5,16,45,\N,127,100,134,110,95,100,61,0,\N,\N,0,0,0,0,0,0,0,0,0
27,248001,champions/tyranitar-mega.png,home/tyranitar-mega.png,5,16,45,\N,\N,100,164,150,95,120,71,0,\N,\N,0,0,0,0,0,0,0,0,0
27,254000,champions/sceptile.png,home/sceptile.png,11,\N,65,\N,84,70,85,65,105,85,120,0,\N,\N,0,0,0,0,0,0,0,0,0
27,254001,champions/sceptile-mega.png,home/sceptile-mega.png,11,15,31,\N,\N,70,110,75,145,85,145,0,\N,\N,0,0,0,0,0,0,0,0,0
27,257000,champions/blaziken.png,home/blaziken-male.png,9,1,66,\N,3,80,120,70,110,70,80,0,\N,\N,0,0,0,0,0,0,0,0,0
27,257001,champions/blaziken-mega.png,home/blaziken-mega.png,9,1,3,\N,\N,80,160,80,130,80,100,0,\N,\N,0,0,0,0,0,0,0,0,0
27,260000,champions/swampert.png,home/swampert.png,10,4,67,\N,6,100,110,90,85,90,60,0,\N,\N,0,0,0,0,0,0,0,0,0
27,260001,champions/swampert-mega.png,home/swampert-mega.png,10,4,33,\N,\N,100,150,110,95,110,70,0,\N,\N,0,0,0,0,0,0,0,0,0
27,279000,champions/pelipper.png,home/pelipper.png,10,2,51,2,44,60,50,100,95,70,65,0,\N,\N,0,0,0,0,0,0,0,0,0
27,282000,champions/gardevoir.png,home/gardevoir.png,13,17,28,36,140,68,65,65,125,115,80,0,\N,\N,0,0,0,0,0,0,0,0,0
27,282001,champions/gardevoir-mega.png,home/gardevoir-mega.png,13,17,182,\N,\N,68,85,65,165,135,100,0,\N,\N,0,0,0,0,0,0,0,0,0
27,302000,champions/sableye.png,home/sableye.png,16,7,51,100,158,50,75,75,65,65,50,0,\N,\N,0,0,0,0,0,0,0,0,0
27,302001,champions/sableye-mega.png,home/sableye-mega.png,16,7,156,\N,\N,50,85,125,85,115,20,0,\N,\N,0,0,0,0,0,0,0,0,0
27,303000,champions/mawile.png,home/mawile.png,8,17,52,22,125,50,85,85,55,55,50,0,\N,\N,0,0,0,0,0,0,0,0,0
27,303001,champions/mawile-mega.png,home/mawile-mega.png,8,17,37,\N,\N,50,105,125,55,95,50,0,\N,\N,0,0,0,0,0,0,0,0,0
27,306000,champions/aggron.png,home/aggron.png,8,5,5,69,134,70,110,180,60,60,50,0,\N,\N,0,0,0,0,0,0,0,0,0
27,306001,champions/aggron-mega.png,home/aggron-mega.png,8,\N,111,\N,\N,70,140,230,60,80,50,0,\N,\N,0,0,0,0,0,0,0,0,0
27,308000,champions/medicham.png,home/medicham-male.png,1,13,74,\N,140,60,60,75,60,75,80,0,\N,\N,0,0,0,0,0,0,0,0,0
27,308001,champions/medicham-mega.png,home/medicham-mega.png,1,13,74,\N,\N,60,100,85,80,85,100,0,\N,\N,0,0,0,0,0,0,0,0,0
27,310000,champions/manectric.png,home/manectric.png,12,\N,9,31,58,70,75,60,105,60,105,0,\N,\N,0,0,0,0,0,0,0,0,0
27,310001,champions/manectric-mega.png,home/manectric-mega.png,12,\N,22,\N,\N,70,75,80,135,80,135,0,\N,\N,0,0,0,0,0,0,0,0,0
27,319000,champions/sharpedo.png,home/sharpedo.png,10,16,24,\N,3,70,120,40,95,40,95,0,\N,\N,0,0,0,0,0,0,0,0,0
27,319001,champions/sharpedo-mega.png,home/sharpedo-mega.png,10,16,173,\N,\N,70,140,70,110,65,105,0,\N,\N,0,0,0,0,0,0,0,0,0
27,323000,champions/camerupt.png,home/camerupt-male.png,9,4,40,116,83,70,100,70,105,75,40,0,\N,\N,0,0,0,0,0,0,0,0,0
27,323001,champions/camerupt-mega.png,home/camerupt-mega.png,9,4,125,\N,\N,70,120,100,145,105,20,0,\N,\N,0,0,0,0,0,0,0,0,0
27,324000,champions/torkoal.png,home/torkoal.png,9,\N,73,70,75,70,85,140,85,70,20,0,\N,\N,0,0,0,0,0,0,0,0,0
27,334000,champions/altaria.png,home/altaria.png,15,2,30,\N,13,75,70,90,70,105,80,0,\N,\N,0,0,0,0,0,0,0,0,0
27,334001,champions/altaria-mega.png,home/altaria-mega.png,15,17,182,\N,\N,75,110,110,110,105,80,0,\N,\N,0,0,0,0,0,0,0,0,0
27,350000,champions/milotic.png,home/milotic-male.png,10,\N,63,172,56,95,60,79,100,125,81,0,\N,\N,0,0,0,0,0,0,0,0,0
27,351000,champions/castform-normal.png,home/castform-normal.png,0,\N,59,\N,\N,70,70,70,70,70,70,0,\N,\N,0,0,0,0,0,0,0,0,0
27,351001,champions/castform-sunny.png,home/castform-sunny.png,9,\N,59,\N,\N,70,70,70,70,70,70,0,\N,\N,0,0,0,0,0,0,0,0,0
27,351002,champions/castform-rainy.png,home/castform-rainy.png,10,\N,59,\N,\N,70,70,70,70,70,70,0,\N,\N,0,0,0,0,0,0,0,0,0
27,351003,champions/castform-snowy.png,home/castform-snowy.png,14,\N,59,\N,\N,70,70,70,70,70,70,0,\N,\N,0,0,0,0,0,0,0,0,0
27,354000,champions/banette.png,home/banette.png,7,\N,15,119,130,64,115,65,83,63,65,0,\N,\N,0,0,0,0,0,0,0,0,0
27,354001,champions/banette-mega.png,home/banette-mega.png,7,\N,158,\N,\N,64,165,75,93,83,75,0,\N,\N,0,0,0,0,0,0,0,0,0
27,358000,champions/chimecho.png,home/chimecho.png,13,\N,26,\N,\N,75,50,80,95,90,65,0,\N,\N,0,0,0,0,0,0,0,0,0
27,358001,champions/chimecho-mega.png,home/chimecho-mega.png,13,8,26,\N,\N,75,50,110,135,120,65,0,\N,\N,0,0,0,0,0,0,0,0,0
27,359000,champions/absol.png,home/absol.png,16,\N,46,105,154,65,130,60,75,60,75,0,\N,\N,0,0,0,0,0,0,0,0,0
27,359001,champions/absol-mega.png,home/absol-mega.png,16,\N,156,\N,\N,65,150,60,115,60,115,0,\N,\N,0,0,0,0,0,0,0,0,0
27,362000,champions/glalie.png,home/glalie.png,14,\N,39,115,141,80,80,80,80,80,80,0,\N,\N,0,0,0,0,0,0,0,0,0
27,362001,champions/glalie-mega.png,home/glalie-mega.png,14,\N,174,\N,\N,80,120,80,120,80,100,0,\N,\N,0,0,0,0,0,0,0,0,0
27,376000,champions/metagross.png,home/metagross.png,8,13,29,\N,135,80,135,130,95,90,70,0,\N,\N,0,0,0,0,0,0,0,0,0
27,376001,champions/metagross-mega.png,home/metagross-mega.png,8,13,181,\N,\N,80,145,150,105,110,110,0,\N,\N,0,0,0,0,0,0,0,0,0
27,389000,champions/torterra.png,home/torterra.png,11,4,65,\N,75,95,109,105,75,85,56,0,\N,\N,0,0,0,0,0,0,0,0,0
27,392000,champions/infernape.png,home/infernape.png,9,1,66,\N,89,76,104,71,104,71,108,0,\N,\N,0,0,0,0,0,0,0,0,0
27,395000,champions/empoleon.png,home/empoleon.png,10,8,67,\N,172,84,86,88,111,101,60,0,\N,\N,0,0,0,0,0,0,0,0,0
27,398000,champions/staraptor.png,home/staraptor-male.png,0,2,22,\N,120,85,120,70,50,60,100,0,\N,\N,0,0,0,0,0,0,0,0,0
27,398001,champions/staraptor-mega.png,home/staraptor-mega.png,1,2,126,\N,\N,85,140,100,60,90,110,0,\N,\N,0,0,0,0,0,0,0,0,0
27,405000,champions/luxray.png,home/luxray-male.png,12,\N,79,22,62,80,120,79,95,79,70,0,\N,\N,0,0,0,0,0,0,0,0,0
27,407000,champions/roserade.png,home/roserade-male.png,11,3,30,38,101,60,70,65,125,105,90,0,\N,\N,0,0,0,0,0,0,0,0,0
27,409000,champions/rampardos.png,home/rampardos.png,5,\N,104,\N,125,97,165,60,65,50,58,0,\N,\N,0,0,0,0,0,0,0,0,0
27,411000,champions/bastiodon.png,home/bastiodon.png,5,8,5,\N,43,60,52,168,47,138,30,0,\N,\N,0,0,0,0,0,0,0,0,0
27,428000,champions/lopunny.png,home/lopunny.png,0,\N,56,103,7,65,76,84,54,96,105,0,\N,\N,0,0,0,0,0,0,0,0,0
27,428001,champions/lopunny-mega.png,home/lopunny-mega.png,0,1,113,\N,\N,65,136,94,54,96,135,0,\N,\N,0,0,0,0,0,0,0,0,0
27,442000,champions/spiritomb.png,home/spiritomb.png,7,16,46,\N,151,50,92,108,92,108,35,0,\N,\N,0,0,0,0,0,0,0,0,0
27,445000,champions/garchomp.png,home/garchomp-male.png,15,4,8,\N,24,108,130,95,80,85,102,0,\N,\N,0,0,0,0,0,0,0,0,0
27,445001,champions/garchomp-mega.png,home/garchomp-mega.png,15,4,159,\N,\N,108,170,115,120,95,92,0,\N,\N,0,0,0,0,0,0,0,0,0
27,448000,champions/lucario.png,home/lucario.png,1,8,80,39,154,70,110,70,115,70,90,0,\N,\N,0,0,0,0,0,0,0,0,0
27,448001,champions/lucario-mega.png,home/lucario-mega.png,1,8,91,\N,\N,70,145,88,140,70,112,0,\N,\N,0,0,0,0,0,0,0,0,0
27,450000,champions/hippowdon.png,home/hippowdon-male.png,4,\N,45,\N,159,108,112,118,68,72,47,0,\N,\N,0,0,0,0,0,0,0,0,0
27,454000,champions/toxicroak.png,home/toxicroak-male.png,3,1,107,87,143,83,106,65,86,65,85,0,\N,\N,0,0,0,0,0,0,0,0,0
27,460000,champions/abomasnow.png,home/abomasnow-male.png,11,14,117,\N,43,90,92,75,92,85,60,0,\N,\N,0,0,0,0,0,0,0,0,0
27,460001,champions/abomasnow-mega.png,home/abomasnow-mega.png,11,14,117,\N,\N,90,132,105,132,105,30,0,\N,\N,0,0,0,0,0,0,0,0,0
27,461000,champions/weavile.png,home/weavile-male.png,16,14,46,\N,124,70,120,65,45,85,125,0,\N,\N,0,0,0,0,0,0,0,0,0
27,464000,champions/rhyperior.png,home/rhyperior-male.png,4,5,31,116,120,115,140,130,55,55,40,0,\N,\N,0,0,0,0,0,0,0,0,0
27,470000,champions/leafeon.png,home/leafeon.png,11,\N,102,\N,34,65,110,130,60,65,95,0,\N,\N,0,0,0,0,0,0,0,0,0
27,471000,champions/glaceon.png,home/glaceon.png,14,\N,81,\N,115,65,60,110,130,95,65,0,\N,\N,0,0,0,0,0,0,0,0,0
27,472000,champions/gliscor.png,home/gliscor.png,4,2,52,8,90,75,95,125,45,75,95,0,\N,\N,0,0,0,0,0,0,0,0,0
27,473000,champions/mamoswine.png,home/mamoswine-male.png,14,4,12,81,47,110,130,80,70,60,80,0,\N,\N,0,0,0,0,0,0,0,0,0
27,475000,champions/gallade.png,home/gallade.png,13,1,80,292,154,68,125,65,65,115,80,0,\N,\N,0,0,0,0,0,0,0,0,0
27,475001,champions/gallade-mega.png,home/gallade-mega.png,13,1,39,\N,\N,68,165,95,65,115,110,0,\N,\N,0,0,0,0,0,0,0,0,0
27,478000,champions/froslass.png,home/froslass.png,14,7,81,\N,130,70,80,70,80,70,110,0,\N,\N,0,0,0,0,0,0,0,0,0
27,478001,champions/froslass-mega.png,home/froslass-mega.png,14,7,117,\N,\N,70,80,70,140,100,120,0,\N,\N,0,0,0,0,0,0,0,0,0
27,479000,champions/rotom.png,home/rotom.png,12,7,26,\N,\N,50,50,77,95,77,91,0,\N,\N,0,0,0,0,0,0,0,0,0
27,479001,champions/rotom-heat.png,home/rotom-heat.png,12,9,26,\N,\N,50,65,107,105,107,86,0,\N,\N,0,0,0,0,0,0,0,0,0
27,479002,champions/rotom-wash.png,home/rotom-wash.png,12,10,26,\N,\N,50,65,107,105,107,86,0,\N,\N,0,0,0,0,0,0,0,0,0
27,479003,champions/rotom-frost.png,home/rotom-frost.png,12,14,26,\N,\N,50,65,107,105,107,86,0,\N,\N,0,0,0,0,0,0,0,0,0
27,479004,champions/rotom-fan.png,home/rotom-fan.png,12,2,26,\N,\N,50,65,107,105,107,86,0,\N,\N,0,0,0,0,0,0,0,0,0
27,479005,champions/rotom-mow.png,home/rotom-mow.png,12,11,26,\N,\N,50,65,107,105,107,86,0,\N,\N,0,0,0,0,0,0,0,0,0
27,497000,champions/serperior.png,home/serperior.png,11,\N,65,\N,126,75,75,95,75,95,113,0,\N,\N,0,0,0,0,0,0,0,0,0
27,500000,champions/emboar.png,home/emboar.png,9,1,66,\N,120,110,123,65,100,65,65,0,\N,\N,0,0,0,0,0,0,0,0,0
27,500001,champions/emboar-mega.png,home/emboar-mega.png,9,1,104,\N,\N,110,148,75,110,110,75,0,\N,\N,0,0,0,0,0,0,0,0,0
27,503000,champions/samurott.png,home/samurott.png,10,\N,67,\N,75,95,100,85,108,70,70,0,\N,\N,0,0,0,0,0,0,0,0,0
27,503001,champions/samurott-hisui.png,home/samurott-hisui.png,10,16,67,\N,292,90,108,80,100,65,85,0,\N,\N,0,0,0,0,0,0,0,0,0
27,505000,champions/watchog.png,home/watchog.png,0,\N,35,51,148,60,85,69,60,69,77,0,\N,\N,0,0,0,0,0,0,0,0,0
27,510000,champions/liepard.png,home/liepard.png,16,\N,7,84,158,64,88,50,88,50,106,0,\N,\N,0,0,0,0,0,0,0,0,0
27,512000,champions/simisage.png,home/simisage.png,11,\N,82,\N,65,75,98,63,98,63,101,0,\N,\N,0,0,0,0,0,0,0,0,0
27,514000,champions/simisear.png,home/simisear.png,9,\N,82,\N,66,75,98,63,98,63,101,0,\N,\N,0,0,0,0,0,0,0,0,0
27,516000,champions/simipour.png,home/simipour.png,10,\N,82,\N,67,75,98,63,98,63,101,0,\N,\N,0,0,0,0,0,0,0,0,0
27,518000,champions/musharna.png,home/musharna.png,13,\N,108,28,140,116,55,85,107,95,29,0,\N,\N,0,0,0,0,0,0,0,0,0
27,530000,champions/excadrill.png,home/excadrill.png,4,8,146,159,104,110,135,60,50,65,88,0,\N,\N,0,0,0,0,0,0,0,0,0
27,530001,champions/excadrill-mega.png,home/excadrill-mega.png,4,8,311,\N,\N,110,165,100,65,65,103,0,\N,\N,0,0,0,0,0,0,0,0,0
27,531000,champions/audino.png,home/audino.png,0,\N,131,144,103,103,60,86,60,86,50,0,\N,\N,0,0,0,0,0,0,0,0,0
27,531001,champions/audino-mega.png,home/audino-mega.png,0,17,131,\N,\N,103,60,126,80,126,50,0,\N,\N,0,0,0,0,0,0,0,0,0
27,534000,champions/conkeldurr.png,home/conkeldurr.png,1,\N,62,125,89,105,140,95,55,65,45,0,\N,\N,0,0,0,0,0,0,0,0,0
27,545000,champions/scolipede.png,home/scolipede.png,6,3,38,68,3,60,100,89,55,69,112,0,\N,\N,0,0,0,0,0,0,0,0,0
27,545001,champions/scolipede-mega.png,home/scolipede-mega.png,6,3,75,\N,\N,60,140,149,75,99,62,0,\N,\N,0,0,0,0,0,0,0,0,0
27,547000,champions/whimsicott.png,home/whimsicott.png,11,17,158,151,34,60,67,85,77,75,116,0,\N,\N,0,0,0,0,0,0,0,0,0
