generation_id,language_id,move_id,description
4,1,57,おおきな　なみで\nまわりに　いるものを\nすべて　こうげきする。\nみずの　うえも\nおよいで　すすめる。
4,1,58,こごえる　ビームを\nあいてに　はっしゃして\nこうげきする。\nこおり　じょうたいに\nすることが　ある。
4,1,59,はげしい　ふぶきを\nあいてに　ふきつけて\nこうげきする。\nこおり　じょうたいに\nすることが　ある。
4,1,60,ふしぎな　こうせんを\nあいてに　はっしゃして\nこうげきする。\nあいてを　こんらん\nさせることが　ある。
4,1,61,あわを　いきおいよく\nあいてに　はっしゃして\nこうげきする。\nすばやさを　さげる\nことが　ある。
4,1,62,にじいろの　ビームを\nあいてに　はっしゃして\nこうげきする。\nこうげきを　さげる\nことが　ある。
4,1,63,つよい　こうせんを\nあいてに　はっしゃして\nこうげきする。\nつぎの　ターンは\nうごけなくなる。
4,1,64,するどく　とがった\nくちばしや　つので\nあいてを　つついて\nこうげきする。\n
4,1,65,かいてん　しながら\nとがった　くちばしを\nあいてに　つきさして\nこうげきする。\n
4,1,66,じめんに　じぶんごと\nあいてを　なげつけて\nこうげきする。\nじぶんも　すこし\nダメージを　うける。
4,1,67,あしを　つよく　けり\nあいてを　ころばせて\nこうげきする。\nあいてが　おもいほど\nいりょくが　あがる。
4,1,68,あいてから　うけた\nぶつり　こうげきの\nダメージを　２ばいに\nして　その　あいてに\nかえす。
4,1,69,いんりょくを　つかい\nなげとばす。\nじぶんの　レベルと\nおなじ　ダメージを\nあいてに　あたえる。
4,1,70,こんしんの　ちからで\nあいてを　なぐりつけて\nこうげきする。\nおもい　いわを\nおすことも　できる。
4,1,71,ようぶんを　すいとり\nこうげきする。\nあたえた　ダメージの\nはんぶんの　ＨＰを\nかいふくできる。
4,1,72,ようぶんを　すいとり\nこうげきする。\nあたえた　ダメージの\nはんぶんの　ＨＰを\nかいふくできる。
4,1,73,うえつけた　あいての\nＨＰを　まいターン\nすこしだけ　すいとり\nじぶんの　ＨＰを\nかいふくする。
4,1,74,からだを　いっきに\nおおきく　せいちょう\nさせて　じぶんの\nとくこうを　あげる。\n
4,1,75,はっぱを　とばして\nあいてを　きりつけて\nこうげきする。\nきゅうしょに　あたる\nかくりつが　たかい。
4,1,76,１ターンめに　ひかりを\nいっぱいに　あつめ\n２ターンめに　ひかりの\nたばを　はっしゃして\nこうげきする。
4,1,77,どくの　ある　こなを\nたくさん　ふりまいて\nあいてを　どくの\nじょうたいに　する。\n
4,1,78,しびれる　こなを\nたくさん　ふりまいて\nあいてを　まひの\nじょうたいに　する。\n
4,1,79,ねむくなる　こなを\nたくさん　ふりまいて\nあいてを　ねむりの\nじょうたいに　する。\n
4,1,80,２ー３ターンの　あいだ\nはなを　まきちらして\nこうげきする。\nまきちらした　あとは\nこんらんする。
4,1,81,くちから　ふきだした\nいとを　まきつけて\nあいての　すばやさを\nさげる。\n
4,1,82,しょうげきはを\nあいてに　ぶつけて\nこうげきする。\n４０の　ダメージを\nきまって　あたえる。
4,1,83,はげしく　うずをまく\nほのおの　なかに\n２ー５ターンの　あいだ\nあいてを　とじこめて\nこうげきする。
4,1,84,でんきの　しげきを\nあいてに　あびせて\nこうげきする。\nまひ　じょうたいに\nすることが　ある。
4,1,85,つよい　でんげきを\nあいてに　あびせて\nこうげきする。\nまひ　じょうたいに\nすることが　ある。
4,1,86,よわい　でんげきを\nあびせる　ことで\nあいてを　まひの\nじょうたいに　する。\n
4,1,87,はげしい　かみなりを\nあいてに　おとして\nこうげきする。\nまひ　じょうたいに\nすることが　ある。
4,1,88,ちいさな　いわを\nもちあげて　あいてに\nなげつけて\nこうげきする。\n
4,1,89,じしんの　しょうげきで\nまわりに　いるものを\nすべて　こうげきする。\n\n
4,1,90,じわれの　さけめに\nあいてを　おとして\nこうげきする。\nあたれば　いちげきで\nひんしに　する。
4,1,91,１ターンめに　もぐり\n２ターンめで　あいてを\nこうげきする。\nどうくつ　などから\nだっしゅつも　できる。
4,1,92,あいてを　もうどくの\nじょうたいに　する。\nターンが　すすむほど\nどくの　ダメージが\nふえていく。
4,1,93,よわい　ねんりきを\nあいてに　おくって\nこうげきする。\nあいてを　こんらん\nさせることが　ある。
4,1,94,つよい　ねんりきを\nあいてに　おくって\nこうげきする。\nあいての　とくぼうを\nさげることが　ある。
4,1,95,ねむけを　さそう\nあんじを　かけて\nあいてを　ねむりの\nじょうたいに　する。\n
4,1,96,ねむった　ちからを\nからだの　おくから\nひきだして　じぶんの\nこうげきを　あげる。\n
4,1,97,ちからを　ぬいて\nからだを　かるくして\nこうそくで　うごく。\nじぶんの　すばやさを\nぐーんと　あげる。
4,1,98,めにも　とまらない\nものすごい　はやさで\nあいてに　つっこむ。\nかならず　せんせい\nこうげき　できる。
4,1,99,わざを　だしたときに\nこうげきを　うけると\nいかりの　ちからで\nあたえる　ダメージが\nあがる。
4,1,100,やせい　ポケモンとの\nせんとうを　やめる。\nさいごに　はいった\nポケセンの　ある\nまちにも　いける。
4,1,101,まぼろしを　みせて\nじぶんの　レベルと\nおなじ　だけの\nダメージを　あいてに\nあたえる。
4,1,102,あいてが　さいごに\nつかった　わざを\nせんとうの　あいだ\nじぶんの　わざに\nすることが　できる。
4,1,103,おもわず　みみを\nふさぎたくなる\nいやなおとを　だして\nあいての　ぼうぎょを\nがくっと　さげる。
4,1,104,すばやい　うごきで\nぶんしんを　つくり\nあいてを　まどわせて\nかいひりつを　あげる。\n
4,1,105,さいぼうを　さいせい\nさせて　じぶんの\nさいだい　ＨＰの\nはんぶんだけ　ＨＰを\nかいふくする。
4,1,106,ぜんしんに　ちからを\nこめて　からだを\nかたくして　じぶんの\nぼうぎょを　あげる。\n
4,1,107,からだを　ちぢめて\nちいさく　みせて\nかいひりつを　あげる。\n\n
4,1,108,けむりや　スミなどを\nふきかけて　あいての\nめいちゅうりつを\nさげる。\n
4,1,109,あやしい　ひかりを\nあいてに　みせて\nまどわせる。\nあいてを　こんらんの\nじょうたいに　する。
4,1,110,からに　もぐりこんで\nみをまもり　じぶんの\nぼうぎょを　あげる。\n\n
4,1,111,からだを　まるめて\nちぢこまり　じぶんの\nぼうぎょを　あげる。\n\n
4,1,112,がんじょうな　かべを\nつくって　じぶんの\nぼうぎょを　ぐーんと\nあげる。\n
4,1,113,５ターンの　あいだ\nふしぎな　かべで\nあいてから　うける\nとくしゅ　こうげきの\nダメージを　よわめる。
4,1,114,くろいきりを　だして\nせんとうに　でている\nポケモン　ぜんいんの\nのうりょく　へんかを\nもとに　もどす。
4,1,115,５ターンの　あいだ\nふしぎな　かべで\nあいてから　うける\nぶつり　こうげきの\nダメージを　よわめる。
4,1,116,ふかく　いきを　すい\nきあいを　こめる。\nじぶんの　こうげきが\nきゅうしょに　あたる\nかくりつを　あげる。
4,1,117,２ターンの　あいだ\nこうげきに　たえて\nうけた　ダメージを\n２ばいに　して\nあいてに　かえす。
4,1,118,ゆびをふり　じぶんの\nのうを　しげきして\nすべての　わざの\nなかから　どれか\n１つを　くりだす。
4,1,119,あいての　つかった\nわざを　まねして\nじぶんも　おなじ\nわざを　つかう。\n
4,1,120,ばくはつを　おこして\nまわりに　いるものを\nすべて　こうげきする。\nつかった　あとに\nひんしに　なる。
4,1,121,おおきな　タマゴを\nちから　いっぱい\nあいてに　なげつけて\nこうげきする。\n
4,1,122,ながい　したで\nあいてを　なめまわして\nこうげきする。\nまひ　じょうたいに\nすることが　ある。
4,1,123,よごれた　ガスを\nあいてに　ふきつけて\nこうげきする。\nどく　じょうたいに\nすることが　ある。
4,1,124,きたない　ヘドロを\nあいてに　なげつけて\nこうげきする。\nどく　じょうたいに\nすることが　ある。
4,1,125,てに　もった　ホネで\nあいてを　なぐりつけて\nこうげきする。\nあいてを　ひるませる\nことが　ある。
4,1,126,だいのじの　ほのおで\nあいてを　やきつくす。\nやけど　じょうたいに\nすることが　ある。\n
4,1,127,すごい　いきおいで\nあいてに　つっこみ\nこうげきする。\nながれおちる　たきも\nおよいで　のぼれる。
4,1,128,とても　がんじょうな\nぶあつい　からに\n２ー５ターンの　あいだ\nあいてを　はさんで\nこうげきする。
4,1,129,ほしがたの　ひかりを\nはっしゃして　あいてを\nこうげきする。\nこうげきは　かならず\nめいちゅう　する。
4,1,130,１ターンめに\nあたまを　ひっこめて\nぼうぎょを　あげる。\n２ターンめに　あいてを\nこうげきする。
4,1,131,するどい　ハリを\nあいてに　はっしゃして\nこうげきする。\n２ー５かいの　あいだ\nれんぞくで　だす。
4,1,132,しょくしゅや　ツタ\nなどを　からみつけて\nこうげきする。\nあいての　すばやさを\nさげることが　ある。
4,1,133,あたまを　からにして\nいっしゅん　なにかを\nわすれる　ことで\nじぶんの　とくぼうを\nぐーんと　あげる。
4,1,134,スプーンを　まげて\nちゅういを　ひき\nあいての　ポケモンの\nめいちゅうりつを\nさげる。
4,1,135,さいだい　ＨＰの\nはんぶん　じぶんの\nＨＰを　かいふくする。\nなかまに　ＨＰを\nわけることも　できる。
4,1,136,ジャンプからの\nひざげりで　あいてを\nこうげきする。\nはずすと　じぶんが\nダメージを　うける。
4,1,137,おなかの　もようで\nおびえさせて\nあいてを　まひの\nじょうたいに　する。\n
4,1,138,ねている　あいての\nゆめを　たべて\nこうげきする。\nダメージの　はんぶん\nＨＰを　かいふくする。
4,1,139,どくガスを　あいての\nかおに　ふきかけて\nどくの　じょうたいに\nする。\n
4,1,140,まるい　ものを\nあいてに　なげつけて\nこうげきする。\n２ー５かいの　あいだ\nれんぞくで　だす。
4,1,141,ちを　すいとって\nこうげきする。\nあたえた　ダメージの\nはんぶんの　ＨＰを\nかいふくできる。
4,1,142,おそろしい　かおで\nキスを　せまる。\nキスした　あいてを\nねむり　じょうたいに\nすることが　できる。
4,1,143,２ターンめに　あいてを\nこうげきする。\nたまに　ひるませる。\nきゅうしょに　あたる\nかくりつも　たかい。
4,1,144,あいての　ポケモンに\nへんしん　することで\nあいてと　まったく\nおなじ　わざが\nつかえる。
4,1,145,むすうの　あわを\nあいてに　ふきかけて\nこうげきする。\nあいての　すばやさを\nさげることが　ある。
4,1,146,リズミカルに\nパンチを　くりだして\nこうげきする。\nあいてを　こんらん\nさせることが　ある。
4,1,147,さいみん　こうかの\nある　ほうしを\nパラパラと　ふりまき\nあいてを　ねむりの\nじょうたいに　する。
4,1,148,ひかりで　あいての\nめいちゅうりつを\nさげる。\nくらい　どうくつも\nあかるく　てらせる。
4,1,149,ふしぎな　ねんぱを\nあいてに　はっしゃして\nこうげきする。\nつかう　たびに\nダメージが　かわる。
4,1,150,こうげきも　せずに\nピョン　ピョンと\nはねるだけで　なにも\nおこらない……。\n
4,1,151,さいぼうの　へんかで\nえきじょうに　なり\nじぶんの　ぼうぎょを\nぐーんと　あげる。\n
4,1,152,おおきな　ハサミを\nあいてに　たたきつけて\nこうげきする。\nきゅうしょに　あたる\nかくりつが　たかい。
4,1,153,おおきな　ばくはつで\nまわりに　いるものを\nすべて　こうげきする。\nつかった　あとに\nひんしに　なる。
4,1,154,ツメや　カマなどで\nあいてを　ひっかいて\nこうげきする。\n２ー５かいの　あいだ\nれんぞくで　だす。
4,1,155,てに　もった　ホネを\nあいてに　なげつけて\nいきと　かえりで\n２かい　れんぞくで\nダメージを　あたえる。
4,1,156,２ターンの　あいだ\nねむり　つづける。\nＨＰと　からだの\nいじょうを　すべて\nかいふくする。
4,1,157,おおきな　いわを\nはげしく　ぶつけて\nこうげきする。\nあいてを　ひるませる\nことが　ある。
4,1,158,するどい　まえばで\nつよく　かみついて\nこうげきする。\nあいてを　ひるませる\nことが　ある。
4,1,159,からだの　かどを\nふやして　カクカクに\nなることで　じぶんの\nこうげきを　あげる。\n
4,1,160,じぶんの　タイプを\nおぼえている　わざの\nなかの　どれか　１つと\nおなじ　タイプにする。\n
4,1,161,３つの　こうせんで\nこうげきする。\nまひか　やけどか\nこおりの　じょうたいに\nすることが　ある。
4,1,162,するどい　まえばで\nはげしく　かみついて\nこうげきする。\nあいての　ＨＰは\nはんぶんに　なる。
4,1,163,ツメや　カマ　などで\nあいてを　きりさいて\nこうげきする。\nきゅうしょに　あたる\nかくりつが　たかい。
4,1,164,じぶんの　ＨＰを\nすこし　けずって\nぶんしんを　だす。\nぶんしんは　じぶんの\nみがわりに　なる。
4,1,165,ＰＰが　なくなると\nあがいて　あいてを\nこうげきする。\nじぶんも　すこし\nダメージを　うける。
4,1,166,あいてが　つかった\nわざを　じぶんの\nものに　する。\n１かい　つかうと\nスケッチは　きえる。
4,1,167,３かい　れんぞくで\nキックを　くりだして\nこうげきする。\nわざが　あたる　たびに\nいりょくは　あがる。
4,1,168,こうげきと　どうじに\nどうぐを　ぬすむ。\nじぶんが　どうぐを\nもっている　ばあいは\nぬすめない。
4,1,169,ネバネバした　ほそい\nいとを　グルグルと\nからませて　あいてを\nせんとうから\nにげられなく　する。
4,1,170,あいての　うごきを\nこころで　かんじて\nつぎの　こうげきが\nかならず　あたるように\nする。
4,1,171,ねむり　じょうたいの\nあいてに　あくむを\nみせて　まいターン\nすこしずつ　ＨＰを\nへらしていく。
4,1,172,ほのおを　まとい\nあいてに　とっしん\nこうげきする。\nやけど　じょうたいに\nすることが　ある。
4,1,173,じぶんが　ねている\nときに　ざつおんを\nだして　こうげきする。\nあいてを　ひるませる\nことが　ある。
4,1,174,つかう　ポケモンが\nゴーストタイプと\nそれいがい　とでは\nこうかが　かわる。\n
4,1,175,じたばた　あばれて\nこうげきする。\nじぶんの　ＨＰが\nすくないほど　わざの\nいりょくは　あがる。
4,1,176,じぶんの　タイプを\nさいごに　うけた\nわざに　ていこう\nできる　タイプに\nへんか　させる。
4,1,177,くうきの　うずを\nはっしゃして\nこうげきする。\nきゅうしょに　あたる\nかくりつが　たかい。
4,1,178,わたのような\nフワフワの　ほうしを\nまとわり　つかせて\nあいての　すばやさを\nがくっと　さげる。
4,1,179,ちからを　ふりしぼり\nこうげきする。\nじぶんの　ＨＰが\nすくないほど　わざの\nいりょくは　あがる。
4,1,180,あいてが　さいごに\nつかった　わざに\nうらみを　いだいて\nそのわざの　ＰＰを\n４だけ　へらす。
4,1,181,つめたい　こなゆきを\nあいてに　ふきつけて\nこうげきする。\nこおり　じょうたいに\nすることが　ある。
4,1,182,あいての　こうげきを\nまったく　うけない。\nれんぞくで　だすと\nしっぱい　しやすい。\n
4,1,183,めにも　とまらない\nものすごい　はやさで\nパンチを　くりだす。\nかならず　せんせい\nこうげき　できる。
4,1,184,おそろしい　かおで\nにらみ　おびえさせて\nあいての　すばやさを\nがくっと　さげる。\n
4,1,185,あいてに　ちかづき\nゆだんした　すきを\nみて　なぐりつける。\nこうげきは　かならず\nめいちゅう　する。
4,1,186,てんしのように\nかわいく　キスして\nあいてを　こんらんの\nじょうたいに　する。\n
4,1,187,じぶんの　ＨＰを\nさいだい　ＨＰの\nはんぶん　へらして\nじぶんの　こうげきを\nさいだいに　あげる。
4,1,188,きたない　ヘドロを\nあいてに　なげつけて\nこうげきする。\nどく　じょうたいに\nすることが　ある。
4,1,189,あいての　かおなどに\nドロを　なげつけて\nこうげきする。\nめいちゅうりつを\nさげる。
4,1,190,あいての　かおなどに\nすみを　ふきかけて\nこうげきする。\nめいちゅうりつを\nさげることが　ある。
4,1,191,あいての　あしもとに\nまきびしを　しかける。\nこうたいで　でてきた\nあいての　ポケモンに\nダメージを　あたえる。
4,1,192,たいほうの　ような\nでんきを　はっしゃして\nこうげきする。\nあいてを　まひの\nじょうたいに　する。
4,1,193,ゴーストタイプに\nこうかがない　わざや\nかいひりつの　たかい\nあいてに　こうげきが\nあたるように　なる。
4,1,194,わざを　だしたあと\nこうげきを　うけて\nひんしに　なったとき\nこうげき　あいても\nひんしに　する。
4,1,195,きいた　ポケモンは\n３ターン　たつと\nひんしに　なる。\nこうたいすると\nこうかは　なくなる。
4,1,196,つめたい　れいきを\nあいてに　ふきつけて\nこうげきする。\nどうじに　あいての\nすばやさを　さげる。
4,1,197,あいての　こうげきを\nまったく　うけない。\nれんぞくで　だすと\nしっぱい　しやすい。\n
4,1,198,かたい　ホネで\nあいてを　なぐりつけて\nこうげきする。\n２ー５かいの　あいだ\nれんぞくで　だす。
4,1,199,しょうじゅんを\nしっかり　あわせて\nつぎの　こうげきが\nかならず　あいてに\nあたるように　する。
4,1,200,２ー３ターンの　あいだ\nあばれまくって\nこうげきする。\nあばれた　あとは\nこんらん　する。
4,1,201,５ターンの　あいだ\nすなあらしで　いわ\nじめん　はがねタイプ\nいがいの　ポケモンに\nダメージを　あたえる。
4,1,202,ようぶんを　すいとり\nこうげきする。\nあたえた　ダメージの\nはんぶんの　ＨＰを\nかいふく　できる。
4,1,203,こうげきを　うけても\nＨＰを　かならず\n１だけ　のこせる。\nれんぞくで　だすと\nしっぱい　しやすい。
4,1,204,かわいく　みつめて\nゆだんを　さそい\nあいての　こうげきを\nがくっと　さげる。\n
4,1,205,５ターンの　あいだ\nころがりつづけて\nこうげきする。\nわざが　あたる　たびに\nいりょくが　あがる。
4,1,206,あいての　ＨＰが\nかならず　１だけ\nのこる　ように\nてかげん　して\nこうげきする。
4,1,207,あいてを　おこらせて\nこんらん　させる。\nいかりで　あいての\nこうげきは　ぐーんと\nあがってしまう。
4,1,208,さいだい　ＨＰの\nはんぶん　じぶんの\nＨＰを　かいふくする。\nなかまに　ＨＰを\nわけることも　できる。
4,1,209,でんきを　まとい\nとっしんして\nこうげきする。\nまひ　じょうたいに\nすることが　ある。
4,1,210,カマや　ツメ　などで\nあいてを　きりつけて\nこうげきする。\nれんぞくで　あてると\nいりょくが　あがる。
4,1,211,かたい　つばさを\nあいてに　たたきつけて\nこうげきする。\nじぶんの　ぼうぎょが\nあがることが　ある。
4,1,212,すいこまれる　ような\nくろい　まなざしで\nじっと　みつめて\nあいてを　せんとうから\nにげられなく　する。
4,1,213,♂なら♀を　♀なら♂を\nゆうわくして\nメロメロに　する。\nあいては　わざが\nだしにくく　なる。
4,1,214,じぶんが　おぼえている\nわざの　うち　どれか\n１つを　くりだす。\nじぶんが　ねている\nときだけ　つかえる。
4,1,215,ここちよい　すずの\nねいろを　きかせて\nみかた　ぜんいんの\nじょうたい　いじょうを\nかいふくする。
4,1,216,トレーナーの　ために\nぜんりょくで　あいてを\nこうげきする。\nなついて　いるほど\nいりょくは　あがる。
4,1,217,わなを　しかけた\nはこを　わたして\nこうげきする。\nＨＰが　かいふくして\nしまうことも　ある。
4,1,218,ふまんを　はらすため\nぜんりょくで　あいてを\nこうげきする。\nなついて　いないほど\nいりょくは　あがる。
4,1,219,５ターンの　あいだ\nふしぎな　ちからに\nまもられて\nじょうたい　いじょうに\nならなくなる。
4,1,220,じぶんの　ＨＰと\nあいての　ＨＰを\nあわせて　それを\nじぶんと　あいてで\nなかよく　わける。
4,1,221,しんぴの　ほのおで\nあいてを　やきつくして\nこうげきする。\nやけど　じょうたいに\nすることが　ある。
4,1,222,じめんを　ゆらして\nまわりに　いるものを\nすべて　こうげきする。\nわざの　いりょくは\nいろいろ　かわる。
4,1,223,こんしんの　ちからで\nパンチを　くりだして\nこうげきする。\nあいてを　かならず\nこんらん　させる。
4,1,224,かたくて　りっぱな\nつので　おもいっきり\nあいてを　つきさして\nこうげきする。\n
4,1,225,ものすごい　いきを\nあいてに　ふきつけて\nこうげきする。\nまひ　じょうたいに\nすることが　ある。
4,1,226,ひかえの　ポケモンと\nいれかわる。\nのうりょく　へんかは\nかわった　ポケモンが\nそのまま　うけつぐ。
4,1,227,あいてが　さいごに\nつかった　わざを\n３ー７ターンの　あいだ\nずっと　ださせる。\n
4,1,228,あいて　ポケモンが\nいれかわる　ときに\nわざを　だしていると\n２ばいの　いりょくで\nこうげき　できる。
4,1,229,かいてん　こうげき。\nしめつける　まきつく\nやどりぎのタネ\nまきびし　なども\nふきとばせる。
4,1,230,かおりで　あいての\nかいひりつを　さげる。\nくさむら　などで\nつかうと　ポケモンが\nよってくる。
4,1,231,かたい　しっぽで\nあいてを　たたきつけて\nこうげきする。\nあいての　ぼうぎょを\nさげることが　ある。
4,1,232,こうてつの　ツメで\nあいてを　きりさいて\nこうげきする。\nじぶんの　こうげきが\nあがることが　ある。
4,1,233,あいてより　あとに\nこうげきする。\nそのかわり　じぶんの\nこうげきは　かならず\nめいちゅうする。
4,1,234,じぶんの　ＨＰを\nかいふくする。\nてんきに　よって\nかいふくの　りょうが\nへんかする。
4,1,235,じぶんの　ＨＰを\nかいふくする。\nてんきに　よって\nかいふくの　りょうが\nへんかする。
4,1,236,じぶんの　ＨＰを\nかいふくする。\nてんきに　よって\nかいふくの　りょうが\nへんかする。
4,1,237,わざを　つかった\nポケモンに　よって\nあいてに　あたえる\nわざの　タイプと\nいりょくが　かわる。
4,1,238,りょうて　チョップを\nあいてに　たたきつけて\nこうげきする。\nきゅうしょに　あたる\nかくりつが　たかい。
4,1,239,たつまきを　おこして\nあいてを　まきこみ\nこうげきする。\nあいてを　ひるませる\nことが　ある。
4,1,240,５ターンの　あいだ\nあめを　ふらせて\nみずタイプの\nわざの　いりょくを\nあげる。
4,1,241,５ターンの　あいだ\nひざしを　つよくして\nほのおタイプの\nわざの　いりょくを\nあげる。
4,1,242,するどい　はで\nあいてを　かみくだいて\nこうげきする。\nあいての　ぼうぎょを\nさげることが　ある。
4,1,243,あいてから　うけた\nとくしゅ　こうげきの\nダメージを\n２ばいに　して\nそのあいてに　かえす。
4,1,244,じぶんに　あんじを\nかけることで\nのうりょく　へんかの\nじょうたいを　あいてと\nおなじにする。
4,1,245,めにも　とまらない\nはやさで　あいてに\nとっしんする。\nかならず　せんせい\nこうげき　できる。
4,1,246,げんしの　ちからで\nこうげきする。\nじぶんの　すべての\nのうりょくが\nあがることが　ある。
