form_id,is_shiny,is_back,is_female,attacking_index,image
20,1,1,0,0,xy/shiny/back/raticate-male.gif
20,1,1,1,0,xy/shiny/back/raticate-female.gif
21,0,0,0,0,xy/spearow.gif
21,0,1,0,0,xy/back/spearow.gif
21,1,0,0,0,xy/shiny/spearow.gif
21,1,1,0,0,xy/shiny/back/spearow.gif
22,0,0,0,0,xy/fearow.gif
22,0,1,0,0,xy/back/fearow.gif
22,1,0,0,0,xy/shiny/fearow.gif
22,1,1,0,0,xy/shiny/back/fearow.gif
23,0,0,0,0,xy/ekans.gif
23,0,1,0,0,xy/back/ekans.gif
23,1,0,0,0,xy/shiny/ekans.gif
23,1,1,0,0,xy/shiny/back/ekans.gif
24,0,0,0,0,xy/arbok.gif
24,0,1,0,0,xy/back/arbok.gif
24,1,0,0,0,xy/shiny/arbok.gif
24,1,1,0,0,xy/shiny/back/arbok.gif
25,0,0,0,0,xy/pikachu-male.gif
25,0,0,0,1,xy/attacking/pikachu-2.gif
25,0,0,0,2,xy/attacking/pikachu-3.gif
25,0,0,0,3,xy/attacking/pikachu-4.gif
25,0,0,0,4,xy/attacking/pikachu-5.gif
25,0,0,1,0,xy/pikachu-female.gif
25,0,0,1,1,xy/attacking/pikachu-f-2.gif
25,0,0,1,2,xy/attacking/pikachu-f-3.gif
25,0,0,1,3,xy/attacking/pikachu-f-4.gif
25,0,0,1,4,xy/attacking/pikachu-f-5.gif
25,0,1,0,0,xy/back/pikachu-male.gif
25,0,1,1,0,xy/back/pikachu-female.gif
25,1,0,0,0,xy/shiny/pikachu-male.gif
25,1,0,1,0,xy/shiny/pikachu-female.gif
25,1,1,0,0,xy/shiny/back/pikachu-male.gif
25,1,1,1,0,xy/shiny/back/pikachu-female.gif
26,0,0,0,0,xy/raichu-male.gif
26,0,0,0,1,xy/attacking/raichu-2.gif
26,0,0,0,2,xy/attacking/raichu-3.gif
26,0,0,1,0,xy/raichu-female.gif
26,0,1,0,0,xy/back/raichu-male.gif
26,0,1,1,0,xy/back/raichu-female.gif
26,1,0,0,0,xy/shiny/raichu-male.gif
26,1,0,1,0,xy/shiny/raichu-female.gif
26,1,1,0,0,xy/shiny/back/raichu-male.gif
26,1,1,1,0,xy/shiny/back/raichu-female.gif
27,0,0,0,0,xy/sandshrew.gif
27,0,1,0,0,xy/back/sandshrew.gif
27,1,0,0,0,xy/shiny/sandshrew.gif
27,1,1,0,0,xy/shiny/back/sandshrew.gif
28,0,0,0,0,xy/sandslash.gif
28,0,1,0,0,xy/back/sandslash.gif
28,1,0,0,0,xy/shiny/sandslash.gif
28,1,1,0,0,xy/shiny/back/sandslash.gif
29,0,0,0,0,xy/nidoran-f.gif
29,0,1,0,0,xy/back/nidoran-f.gif
29,1,0,0,0,xy/shiny/nidoran-f.gif
29,1,1,0,0,xy/shiny/back/nidoran-f.gif
30,0,0,0,0,xy/nidorina.gif
30,0,1,0,0,xy/back/nidorina.gif
30,1,0,0,0,xy/shiny/nidorina.gif
30,1,1,0,0,xy/shiny/back/nidorina.gif
31,0,0,0,0,xy/nidoqueen.gif
31,0,1,0,0,xy/back/nidoqueen.gif
31,1,0,0,0,xy/shiny/nidoqueen.gif
31,1,1,0,0,xy/shiny/back/nidoqueen.gif
32,0,0,0,0,xy/nidoran-m.gif
32,0,1,0,0,xy/back/nidoran-m.gif
32,1,0,0,0,xy/shiny/nidoran-m.gif
32,1,1,0,0,xy/shiny/back/nidoran-m.gif
33,0,0,0,0,xy/nidorino.gif
33,0,1,0,0,xy/back/nidorino.gif
33,1,0,0,0,xy/shiny/nidorino.gif
33,1,1,0,0,xy/shiny/back/nidorino.gif
34,0,0,0,0,xy/nidoking.gif
34,0,1,0,0,xy/back/nidoking.gif
34,1,0,0,0,xy/shiny/nidoking.gif
34,1,1,0,0,xy/shiny/back/nidoking.gif
35,0,0,0,0,xy/clefairy.gif
35,0,1,0,0,xy/back/clefairy.gif
35,1,0,0,0,xy/shiny/clefairy.gif
35,1,1,0,0,xy/shiny/back/clefairy.gif
36,0,0,0,0,xy/clefable.gif
36,0,1,0,0,xy/back/clefable.gif
36,1,0,0,0,xy/shiny/clefable.gif
36,1,1,0,0,xy/shiny/back/clefable.gif
37,0,0,0,0,xy/vulpix.gif
37,0,1,0,0,xy/back/vulpix.gif
37,1,0,0,0,xy/shiny/vulpix.gif
37,1,1,0,0,xy/shiny/back/vulpix.gif
38,0,0,0,0,xy/ninetales.gif
38,0,0,0,1,xy/attacking/ninetales-2.gif
38,0,0,0,2,xy/attacking/ninetales-3.gif
38,0,0,0,3,xy/attacking/ninetales-4.gif
38,0,1,0,0,xy/back/ninetales.gif
38,1,0,0,0,xy/shiny/ninetales.gif
38,1,1,0,0,xy/shiny/back/ninetales.gif
39,0,0,0,0,xy/jigglypuff.gif
39,0,0,0,1,xy/attacking/jigglypuff-2.gif
39,0,0,0,2,xy/attacking/jigglypuff-3.gif
39,0,1,0,0,xy/back/jigglypuff.gif
39,1,0,0,0,xy/shiny/jigglypuff.gif
39,1,1,0,0,xy/shiny/back/jigglypuff.gif
40,0,0,0,0,xy/wigglytuff.gif
40,0,1,0,0,xy/back/wigglytuff.gif
40,1,0,0,0,xy/shiny/wigglytuff.gif
40,1,1,0,0,xy/shiny/back/wigglytuff.gif
41,0,0,0,0,xy/zubat-male.gif
41,0,0,0,1,xy/attacking/zubat-2.gif
41,0,0,0,2,xy/attacking/zubat-3.gif
41,0,0,1,0,xy/zubat-female.gif
41,0,1,0,0,xy/back/zubat.gif
41,1,0,0,0,xy/shiny/zubat-male.gif
41,1,0,1,0,xy/shiny/zubat-female.gif
41,1,1,0,0,xy/shiny/back/zubat.gif
42,0,0,0,0,xy/golbat-male.gif
42,0,0,0,1,xy/attacking/golbat-2.gif
42,0,0,0,2,xy/attacking/golbat-3.gif
42,0,0,1,0,xy/golbat-female.gif
42,0,1,0,0,xy/back/golbat.gif
42,1,0,0,0,xy/shiny/golbat-male.gif
42,1,0,1,0,xy/shiny/golbat-female.gif
42,1,1,0,0,xy/shiny/back/golbat.gif
43,0,0,0,0,xy/oddish.gif
43,0,1,0,0,xy/back/oddish.gif
43,1,0,0,0,xy/shiny/oddish.gif
43,1,1,0,0,xy/shiny/back/oddish.gif
44,0,0,0,0,xy/gloom-male.gif
44,0,0,1,0,xy/gloom-female.gif
44,0,1,0,0,xy/back/gloom-male.gif
44,0,1,1,0,xy/back/gloom-female.gif
44,1,0,0,0,xy/shiny/gloom-male.gif
44,1,0,1,0,xy/shiny/gloom-female.gif
44,1,1,0,0,xy/shiny/back/gloom-male.gif
44,1,1,1,0,xy/shiny/back/gloom-female.gif
45,0,0,0,0,xy/vileplume-male.gif
45,0,0,1,0,xy/vileplume-female.gif
45,0,1,0,0,xy/back/vileplume-male.gif
45,0,1,1,0,xy/back/vileplume-female.gif
45,1,0,0,0,xy/shiny/vileplume-male.gif
45,1,0,1,0,xy/shiny/vileplume-female.gif
45,1,1,0,0,xy/shiny/back/vileplume-male.gif
45,1,1,1,0,xy/shiny/back/vileplume-female.gif
46,0,0,0,0,xy/paras.gif
46,0,1,0,0,xy/back/paras.gif
46,1,0,0,0,xy/shiny/paras.gif
46,1,1,0,0,xy/shiny/back/paras.gif
47,0,0,0,0,xy/parasect.gif
47,0,1,0,0,xy/back/parasect.gif
47,1,0,0,0,xy/shiny/parasect.gif
47,1,1,0,0,xy/shiny/back/parasect.gif
48,0,0,0,0,xy/venonat.gif
48,0,1,0,0,xy/back/venonat.gif
48,1,0,0,0,xy/shiny/venonat.gif
48,1,1,0,0,xy/shiny/back/venonat.gif
49,0,0,0,0,xy/venomoth.gif
49,0,1,0,0,xy/back/venomoth.gif
49,1,0,0,0,xy/shiny/venomoth.gif
49,1,1,0,0,xy/shiny/back/venomoth.gif
50,0,0,0,0,xy/diglett.gif
50,0,1,0,0,xy/back/diglett.gif
50,1,0,0,0,xy/shiny/diglett.gif
50,1,1,0,0,xy/shiny/back/diglett.gif
51,0,0,0,0,xy/dugtrio.gif
51,0,1,0,0,xy/back/dugtrio.gif
51,1,0,0,0,xy/shiny/dugtrio.gif
51,1,1,0,0,xy/shiny/back/dugtrio.gif
52,0,0,0,0,xy/meowth.gif
52,0,1,0,0,xy/back/meowth.gif
52,1,0,0,0,xy/shiny/meowth.gif
52,1,1,0,0,xy/shiny/back/meowth.gif
53,0,0,0,0,xy/persian.gif
53,0,1,0,0,xy/back/persian.gif
53,1,0,0,0,xy/shiny/persian.gif
53,1,1,0,0,xy/shiny/back/persian.gif
54,0,0,0,0,xy/psyduck.gif
54,0,0,0,1,xy/attacking/psyduck-2.gif
54,0,0,0,2,xy/attacking/psyduck-3.gif
54,0,1,0,0,xy/back/psyduck.gif
54,1,0,0,0,xy/shiny/psyduck.gif
54,1,1,0,0,xy/shiny/back/psyduck.gif
55,0,0,0,0,xy/golduck.gif
55,0,1,0,0,xy/back/golduck.gif
55,1,0,0,0,xy/shiny/golduck.gif
55,1,1,0,0,xy/shiny/back/golduck.gif
56,0,0,0,0,xy/mankey.gif
56,0,1,0,0,xy/back/mankey.gif
56,1,0,0,0,xy/shiny/mankey.gif
56,1,1,0,0,xy/shiny/back/mankey.gif
57,0,0,0,0,xy/primeape.gif
57,0,1,0,0,xy/back/primeape.gif
57,1,0,0,0,xy/shiny/primeape.gif
57,1,1,0,0,xy/shiny/back/primeape.gif
58,0,0,0,0,xy/growlithe.gif
58,0,1,0,0,xy/back/growlithe.gif
58,1,0,0,0,xy/shiny/growlithe.gif
58,1,1,0,0,xy/shiny/back/growlithe.gif
59,0,0,0,0,xy/arcanine.gif
59,0,1,0,0,xy/back/arcanine.gif
59,1,0,0,0,xy/shiny/arcanine.gif
59,1,1,0,0,xy/shiny/back/arcanine.gif
60,0,0,0,0,xy/poliwag.gif
60,0,1,0,0,xy/back/poliwag.gif
60,1,0,0,0,xy/shiny/poliwag.gif
60,1,1,0,0,xy/shiny/back/poliwag.gif
61,0,0,0,0,xy/poliwhirl.gif
61,0,1,0,0,xy/back/poliwhirl.gif
61,1,0,0,0,xy/shiny/poliwhirl.gif
61,1,1,0,0,xy/shiny/back/poliwhirl.gif
62,0,0,0,0,xy/poliwrath.gif
62,0,1,0,0,xy/back/poliwrath.gif
62,1,0,0,0,xy/shiny/poliwrath.gif
62,1,1,0,0,xy/shiny/back/poliwrath.gif
63,0,0,0,0,xy/abra.gif
63,0,0,0,1,xy/attacking/abra-2.gif
63,0,1,0,0,xy/back/abra.gif
63,1,0,0,0,xy/shiny/abra.gif
63,1,1,0,0,xy/shiny/back/abra.gif
64,0,0,0,0,xy/kadabra-male.gif
64,0,0,0,1,xy/attacking/kadabra-2.gif
64,0,0,0,2,xy/attacking/kadabra-3.gif
64,0,0,1,0,xy/kadabra-female.gif
64,0,1,0,0,xy/back/kadabra-male.gif
64,0,1,1,0,xy/back/kadabra-female.gif
64,1,0,0,0,xy/shiny/kadabra-male.gif
64,1,0,1,0,xy/shiny/kadabra-female.gif
64,1,1,0,0,xy/shiny/back/kadabra-male.gif
64,1,1,1,0,xy/shiny/back/kadabra-female.gif
65,0,0,0,0,xy/alakazam-male.gif
65,0,0,0,1,xy/attacking/alakazam-2.gif
65,0,0,0,2,xy/attacking/alakazam-3.gif
65,0,0,1,0,xy/alakazam-female.gif
65,0,1,0,0,xy/back/alakazam-male.gif
65,0,1,1,0,xy/back/alakazam-female.gif
65,1,0,0,0,xy/shiny/alakazam-male.gif
65,1,0,1,0,xy/shiny/alakazam-female.gif
65,1,1,0,0,xy/shiny/back/alakazam-male.gif
65,1,1,1,0,xy/shiny/back/alakazam-female.gif
66,0,0,0,0,xy/machop.gif
66,0,1,0,0,xy/back/machop.gif
66,1,0,0,0,xy/shiny/machop.gif
66,1,1,0,0,xy/shiny/back/machop.gif
67,0,0,0,0,xy/machoke.gif
67,0,1,0,0,xy/back/machoke.gif
67,1,0,0,0,xy/shiny/machoke.gif
67,1,1,0,0,xy/shiny/back/machoke.gif
68,0,0,0,0,xy/machamp.gif
68,0,1,0,0,xy/back/machamp.gif
68,1,0,0,0,xy/shiny/machamp.gif
68,1,1,0,0,xy/shiny/back/machamp.gif
69,0,0,0,0,xy/bellsprout.gif
69,0,1,0,0,xy/back/bellsprout.gif
69,1,0,0,0,xy/shiny/bellsprout.gif
69,1,1,0,0,xy/shiny/back/bellsprout.gif
70,0,0,0,0,xy/weepinbell.gif
70,0,1,0,0,xy/back/weepinbell.gif
70,1,0,0,0,xy/shiny/weepinbell.gif
70,1,1,0,0,xy/shiny/back/weepinbell.gif
71,0,0,0,0,xy/victreebel.gif
71,0,1,0,0,xy/back/victreebel.gif
71,1,0,0,0,xy/shiny/victreebel.gif
71,1,1,0,0,xy/shiny/back/victreebel.gif
72,0,0,0,0,xy/tentacool.gif
72,0,1,0,0,xy/back/tentacool.gif
72,1,0,0,0,xy/shiny/tentacool.gif
72,1,1,0,0,xy/shiny/back/tentacool.gif
73,0,0,0,0,xy/tentacruel.gif
73,0,1,0,0,xy/back/tentacruel.gif
73,1,0,0,0,xy/shiny/tentacruel.gif
73,1,1,0,0,xy/shiny/back/tentacruel.gif
74,0,0,0,0,xy/geodude.gif
74,0,1,0,0,xy/back/geodude.gif
74,1,0,0,0,xy/shiny/geodude.gif
74,1,1,0,0,xy/shiny/back/geodude.gif
75,0,0,0,0,xy/graveler.gif
75,0,1,0,0,xy/back/graveler.gif
75,1,0,0,0,xy/shiny/graveler.gif
75,1,1,0,0,xy/shiny/back/graveler.gif
76,0,0,0,0,xy/golem.gif
76,0,1,0,0,xy/back/golem.gif
76,1,0,0,0,xy/shiny/golem.gif
76,1,1,0,0,xy/shiny/back/golem.gif
77,0,0,0,0,xy/ponyta.gif
77,0,1,0,0,xy/back/ponyta.gif
77,1,0,0,0,xy/shiny/ponyta.gif
77,1,1,0,0,xy/shiny/back/ponyta.gif
78,0,0,0,0,xy/rapidash.gif
78,0,1,0,0,xy/back/rapidash.gif
78,1,0,0,0,xy/shiny/rapidash.gif
78,1,1,0,0,xy/shiny/back/rapidash.gif
79,0,0,0,0,xy/slowpoke.gif
79,0,0,0,1,xy/attacking/slowpoke-2.gif
79,0,0,0,2,xy/attacking/slowpoke-3.gif
79,0,1,0,0,xy/back/slowpoke.gif
79,1,0,0,0,xy/shiny/slowpoke.gif
79,1,1,0,0,xy/shiny/back/slowpoke.gif
80,0,0,0,0,xy/slowbro.gif
80,0,0,0,1,xy/attacking/slowbro-2.gif
80,0,0,0,2,xy/attacking/slowbro-3.gif
80,0,1,0,0,xy/back/slowbro.gif
80,1,0,0,0,xy/shiny/slowbro.gif
80,1,1,0,0,xy/shiny/back/slowbro.gif
81,0,0,0,0,xy/magnemite.gif
81,0,1,0,0,xy/back/magnemite.gif
81,1,0,0,0,xy/shiny/magnemite.gif
81,1,1,0,0,xy/shiny/back/magnemite.gif
82,0,0,0,0,xy/magneton.gif
82,0,1,0,0,xy/back/magneton.gif
82,1,0,0,0,xy/shiny/magneton.gif
82,1,1,0,0,xy/shiny/back/magneton.gif
83,0,0,0,0,xy/farfetch-d.gif
83,0,1,0,0,xy/back/farfetch-d.gif
83,1,0,0,0,xy/shiny/farfetch-d.gif
83,1,1,0,0,xy/shiny/back/farfetch-d.gif
84,0,0,0,0,xy/doduo-male.gif
84,0,0,0,1,xy/attacking/doduo-2.gif
84,0,0,0,2,xy/attacking/doduo-3.gif
84,0,0,1,0,xy/doduo-female.gif
84,0,1,0,0,xy/back/doduo-male.gif
84,0,1,1,0,xy/back/doduo-female.gif
84,1,0,0,0,xy/shiny/doduo-male.gif
84,1,0,1,0,xy/shiny/doduo-female.gif
84,1,1,0,0,xy/shiny/back/doduo-male.gif
84,1,1,1,0,xy/shiny/back/doduo-female.gif
85,0,0,0,0,xy/dodrio-male.gif
85,0,0,0,1,xy/attacking/dodrio-2.gif
85,0,0,0,2,xy/attacking/dodrio-3.gif
85,0,0,1,0,xy/dodrio-female.gif
85,0,1,0,0,xy/back/dodrio-male.gif
85,0,1,1,0,xy/back/dodrio-female.gif
85,1,0,0,0,xy/shiny/dodrio-male.gif
85,1,0,1,0,xy/shiny/dodrio-female.gif
85,1,1,0,0,xy/shiny/back/dodrio-male.gif
85,1,1,1,0,xy/shiny/back/dodrio-female.gif
86,0,0,0,0,xy/seel.gif
86,0,1,0,0,xy/back/seel.gif
86,1,0,0,0,xy/shiny/seel.gif
86,1,1,0,0,xy/shiny/back/seel.gif
87,0,0,0,0,xy/dewgong.gif
87,0,1,0,0,xy/back/dewgong.gif
87,1,0,0,0,xy/shiny/dewgong.gif
87,1,1,0,0,xy/shiny/back/dewgong.gif
88,0,0,0,0,xy/grimer.gif
88,0,1,0,0,xy/back/grimer.gif
88,1,0,0,0,xy/shiny/grimer.gif
88,1,1,0,0,xy/shiny/back/grimer.gif
89,0,0,0,0,xy/muk.gif
89,0,1,0,0,xy/back/muk.gif
89,1,0,0,0,xy/shiny/muk.gif
89,1,1,0,0,xy/shiny/back/muk.gif
90,0,0,0,0,xy/shellder.gif
90,0,1,0,0,xy/back/shellder.gif
90,1,0,0,0,xy/shiny/shellder.gif
90,1,1,0,0,xy/shiny/back/shellder.gif
91,0,0,0,0,xy/cloyster.gif
91,0,1,0,0,xy/back/cloyster.gif
91,1,0,0,0,xy/shiny/cloyster.gif
91,1,1,0,0,xy/shiny/back/cloyster.gif
92,0,0,0,0,xy/gastly.gif
92,0,1,0,0,xy/back/gastly.gif
92,1,0,0,0,xy/shiny/gastly.gif
92,1,1,0,0,xy/shiny/back/gastly.gif
93,0,0,0,0,xy/haunter.gif
93,0,0,0,1,xy/attacking/haunter-2.gif
93,0,0,0,2,xy/attacking/haunter-3.gif
93,0,1,0,0,xy/back/haunter.gif
93,1,0,0,0,xy/shiny/haunter.gif
93,1,1,0,0,xy/shiny/back/haunter.gif
94,0,0,0,0,xy/gengar.gif
94,0,0,0,1,xy/attacking/gengar-2.gif
94,0,0,0,2,xy/attacking/gengar-3.gif
94,0,1,0,0,xy/back/gengar.gif
94,1,0,0,0,xy/shiny/gengar.gif
94,1,1,0,0,xy/shiny/back/gengar.gif
95,0,0,0,0,xy/onix.gif
95,0,1,0,0,xy/back/onix.gif
95,1,0,0,0,xy/shiny/onix.gif
95,1,1,0,0,xy/shiny/back/onix.gif
96,0,0,0,0,xy/drowzee.gif
96,0,1,0,0,xy/back/drowzee.gif
96,1,0,0,0,xy/shiny/drowzee.gif
96,1,1,0,0,xy/shiny/back/drowzee.gif
97,0,0,0,0,xy/hypno-male.gif
97,0,0,1,0,xy/hypno-female.gif
97,0,1,0,0,xy/back/hypno-male.gif
97,0,1,1,0,xy/back/hypno-female.gif
97,1,0,0,0,xy/shiny/hypno-male.gif
97,1,0,1,0,xy/shiny/hypno-female.gif
97,1,1,0,0,xy/shiny/back/hypno-male.gif
97,1,1,1,0,xy/shiny/back/hypno-female.gif
98,0,0,0,0,xy/krabby.gif
98,0,1,0,0,xy/back/krabby.gif
98,1,0,0,0,xy/shiny/krabby.gif
98,1,1,0,0,xy/shiny/back/krabby.gif
99,0,0,0,0,xy/kingler.gif
99,0,1,0,0,xy/back/kingler.gif
99,1,0,0,0,xy/shiny/kingler.gif
99,1,1,0,0,xy/shiny/back/kingler.gif
100,0,0,0,0,xy/voltorb.gif
100,0,1,0,0,xy/back/voltorb.gif
100,1,0,0,0,xy/shiny/voltorb.gif
100,1,1,0,0,xy/shiny/back/voltorb.gif
101,0,0,0,0,xy/electrode.gif
101,0,1,0,0,xy/back/electrode.gif
101,1,0,0,0,xy/shiny/electrode.gif
101,1,1,0,0,xy/shiny/back/electrode.gif
102,0,0,0,0,xy/exeggcute.gif
102,0,1,0,0,xy/back/exeggcute.gif
102,1,0,0,0,xy/shiny/exeggcute.gif
102,1,1,0,0,xy/shiny/back/exeggcute.gif
103,0,0,0,0,xy/exeggutor.gif
103,0,1,0,0,xy/back/exeggutor.gif
103,1,0,0,0,xy/shiny/exeggutor.gif
103,1,1,0,0,xy/shiny/back/exeggutor.gif
104,0,0,0,0,xy/cubone.gif
104,0,1,0,0,xy/back/cubone.gif
104,1,0,0,0,xy/shiny/cubone.gif
104,1,1,0,0,xy/shiny/back/cubone.gif
105,0,0,0,0,xy/marowak.gif
105,0,1,0,0,xy/back/marowak.gif
105,1,0,0,0,xy/shiny/marowak.gif
105,1,1,0,0,xy/shiny/back/marowak.gif
106,0,0,0,0,xy/hitmonlee.gif
106,0,1,0,0,xy/back/hitmonlee.gif
106,1,0,0,0,xy/shiny/hitmonlee.gif
106,1,1,0,0,xy/shiny/back/hitmonlee.gif
107,0,0,0,0,xy/hitmonchan.gif
107,0,1,0,0,xy/back/hitmonchan.gif
107,1,0,0,0,xy/shiny/hitmonchan.gif
107,1,1,0,0,xy/shiny/back/hitmonchan.gif
108,0,0,0,0,xy/lickitung.gif
108,0,0,0,1,xy/attacking/lickitung-2.gif
108,0,0,0,2,xy/attacking/lickitung-3.gif
108,0,1,0,0,xy/back/lickitung.gif
108,1,0,0,0,xy/shiny/lickitung.gif
108,1,1,0,0,xy/shiny/back/lickitung.gif
109,0,0,0,0,xy/koffing.gif
109,0,1,0,0,xy/back/koffing.gif
109,1,0,0,0,xy/shiny/koffing.gif
109,1,1,0,0,xy/shiny/back/koffing.gif
110,0,0,0,0,xy/weezing.gif
110,0,1,0,0,xy/back/weezing.gif
110,1,0,0,0,xy/shiny/weezing.gif
110,1,1,0,0,xy/shiny/back/weezing.gif
111,0,0,0,0,xy/rhyhorn-male.gif
111,0,0,1,0,xy/rhyhorn-female.gif
111,0,1,0,0,xy/back/rhyhorn-male.gif
111,0,1,1,0,xy/back/rhyhorn-female.gif
111,1,0,0,0,xy/shiny/rhyhorn-male.gif
111,1,0,1,0,xy/shiny/rhyhorn-female.gif
111,1,1,0,0,xy/shiny/back/rhyhorn-male.gif
111,1,1,1,0,xy/shiny/back/rhyhorn-female.gif
