version_group_id,item_id,game_index,icon,item_fling_power,item_fling_effect_id,is_available
2,23,16,,\N,\N,1
2,24,17,,\N,\N,1
2,25,18,,\N,\N,1
2,26,19,,\N,\N,1
2,27,52,,\N,\N,1
2,28,53,,\N,\N,1
2,29,54,,\N,\N,1
2,30,60,,\N,\N,1
2,31,61,,\N,\N,1
2,32,62,,\N,\N,1
2,38,80,,\N,\N,1
2,39,81,,\N,\N,1
2,40,82,,\N,\N,1
2,41,83,,\N,\N,1
2,45,35,,\N,\N,1
2,46,36,,\N,\N,1
2,47,37,,\N,\N,1
2,48,38,,\N,\N,1
2,49,39,,\N,\N,1
2,50,40,,\N,\N,1
2,51,79,,\N,\N,1
2,55,55,,\N,\N,1
2,56,58,,\N,\N,1
2,57,65,,\N,\N,1
2,58,66,,\N,\N,1
2,59,67,,\N,\N,1
2,60,46,,\N,\N,1
2,61,68,,\N,\N,1
2,63,51,,\N,\N,1
2,76,56,,\N,\N,1
2,77,57,,\N,\N,1
2,78,29,,\N,\N,1
2,79,30,,\N,\N,1
2,81,10,,\N,\N,1
2,82,32,,\N,\N,1
2,83,33,,\N,\N,1
2,84,34,,\N,\N,1
2,85,47,,\N,\N,1
2,92,49,,\N,\N,1
2,101,42,,\N,\N,1
2,102,41,,\N,\N,1
2,103,31,,\N,\N,1
2,216,75,,\N,\N,1
2,328,201,,\N,\N,1
2,329,202,,\N,\N,1
2,330,203,,\N,\N,1
2,331,204,,\N,\N,1
2,332,205,,\N,\N,1
2,333,206,,\N,\N,1
2,334,207,,\N,\N,1
2,335,208,,\N,\N,1
2,336,209,,\N,\N,1
2,337,210,,\N,\N,1
2,338,211,,\N,\N,1
2,339,212,,\N,\N,1
2,340,213,,\N,\N,1
2,341,214,,\N,\N,1
2,342,215,,\N,\N,1
2,343,216,,\N,\N,1
2,344,217,,\N,\N,1
2,345,218,,\N,\N,1
2,346,219,,\N,\N,1
2,347,220,,\N,\N,1
2,348,221,,\N,\N,1
2,349,222,,\N,\N,1
2,350,223,,\N,\N,1
2,351,224,,\N,\N,1
2,352,225,,\N,\N,1
2,353,226,,\N,\N,1
2,354,227,,\N,\N,1
2,355,228,,\N,\N,1
2,356,229,,\N,\N,1
2,357,230,,\N,\N,1
2,358,231,,\N,\N,1
2,359,232,,\N,\N,1
2,360,233,,\N,\N,1
2,361,234,,\N,\N,1
2,362,235,,\N,\N,1
2,363,236,,\N,\N,1
2,364,237,,\N,\N,1
2,365,238,,\N,\N,1
2,366,239,,\N,\N,1
2,367,240,,\N,\N,1
2,368,241,,\N,\N,1
2,369,242,,\N,\N,1
2,370,243,,\N,\N,1
2,371,244,,\N,\N,1
2,372,245,,\N,\N,1
2,373,246,,\N,\N,1
2,374,247,,\N,\N,1
2,375,248,,\N,\N,1
2,376,249,,\N,\N,1
2,377,250,,\N,\N,1
2,420,196,,\N,\N,1
2,421,197,,\N,\N,1
2,422,198,,\N,\N,1
2,423,199,,\N,\N,1
2,424,200,,\N,\N,1
2,442,5,,\N,\N,1
2,444,69,,\N,\N,1
2,445,76,,\N,\N,1
2,446,77,,\N,\N,1
2,447,78,,\N,\N,1
2,450,6,,\N,\N,1
2,471,71,,\N,\N,1
2,651,73,,\N,\N,1
2,872,43,,\N,\N,1
2,873,63,,\N,\N,1
2,874,72,,\N,\N,1
2,875,70,,\N,\N,1
2,876,48,,\N,\N,1
2,877,64,,\N,\N,1
2,878,74,,\N,\N,1
2,10001,45,,\N,\N,1
3,0,0,,\N,\N,0
3,1,1,,\N,\N,1
3,2,2,,\N,\N,1
3,3,3,,\N,\N,1
3,4,4,,\N,\N,1
3,5,8,,\N,\N,0
3,17,20,,\N,\N,1
3,18,11,,\N,\N,1
3,19,12,,\N,\N,1
3,20,13,,\N,\N,1
3,21,14,,\N,\N,1
3,22,15,,\N,\N,1
3,23,16,,\N,\N,1
3,24,17,,\N,\N,1
3,25,18,,\N,\N,1
3,26,19,,\N,\N,1
3,27,52,,\N,\N,1
3,28,53,,\N,\N,1
3,29,54,,\N,\N,1
3,30,60,,\N,\N,1
3,31,61,,\N,\N,1
3,32,62,,\N,\N,1
3,38,80,,\N,\N,1
3,39,81,,\N,\N,1
3,40,82,,\N,\N,1
3,41,83,,\N,\N,1
3,45,35,,\N,\N,1
3,46,36,,\N,\N,1
3,47,37,,\N,\N,1
3,48,38,,\N,\N,1
3,49,39,,\N,\N,1
3,50,40,,\N,\N,1
3,51,79,,\N,\N,1
3,55,55,,\N,\N,1
3,56,58,,\N,\N,1
3,57,65,,\N,\N,1
3,58,66,,\N,\N,1
3,59,67,,\N,\N,1
3,60,46,,\N,\N,1
3,61,68,,\N,\N,1
3,63,51,,\N,\N,1
3,76,56,,\N,\N,1
3,77,57,,\N,\N,1
3,78,29,,\N,\N,1
3,79,30,,\N,\N,1
3,81,10,,\N,\N,1
3,82,32,,\N,\N,1
3,83,33,,\N,\N,1
3,84,34,,\N,\N,1
3,85,47,,\N,\N,1
3,92,49,,\N,\N,1
3,101,42,,\N,\N,1
3,102,41,,\N,\N,1
3,103,31,,\N,\N,1
3,216,75,,\N,\N,1
3,328,201,,\N,\N,1
3,329,202,,\N,\N,1
3,330,203,,\N,\N,1
3,331,204,,\N,\N,1
3,332,205,,\N,\N,1
3,333,206,,\N,\N,1
3,334,207,,\N,\N,1
3,335,208,,\N,\N,1
3,336,209,,\N,\N,1
3,337,210,,\N,\N,1
3,338,211,,\N,\N,1
3,339,212,,\N,\N,1
3,340,213,,\N,\N,1
3,341,214,,\N,\N,1
3,342,215,,\N,\N,1
3,343,216,,\N,\N,1
3,344,217,,\N,\N,1
3,345,218,,\N,\N,1
3,346,219,,\N,\N,1
3,347,220,,\N,\N,1
3,348,221,,\N,\N,1
3,349,222,,\N,\N,1
3,350,223,,\N,\N,1
3,351,224,,\N,\N,1
3,352,225,,\N,\N,1
3,353,226,,\N,\N,1
3,354,227,,\N,\N,1
3,355,228,,\N,\N,1
3,356,229,,\N,\N,1
3,357,230,,\N,\N,1
3,358,231,,\N,\N,1
3,359,232,,\N,\N,1
3,360,233,,\N,\N,1
3,361,234,,\N,\N,1
3,362,235,,\N,\N,1
3,363,236,,\N,\N,1
3,364,237,,\N,\N,1
3,365,238,,\N,\N,1
3,366,239,,\N,\N,1
3,367,240,,\N,\N,1
3,368,241,,\N,\N,1
3,369,242,,\N,\N,1
3,370,243,,\N,\N,1
3,371,244,,\N,\N,1
3,372,245,,\N,\N,1
3,373,246,,\N,\N,1
3,374,247,,\N,\N,1
3,375,248,,\N,\N,1
3,376,249,,\N,\N,1
3,377,250,,\N,\N,1
3,420,196,,\N,\N,1
3,421,197,,\N,\N,1
3,422,198,,\N,\N,1
3,423,199,,\N,\N,1
3,424,200,,\N,\N,1
3,442,5,,\N,\N,1
3,444,69,,\N,\N,1
3,445,76,,\N,\N,1
3,446,77,,\N,\N,1
3,447,78,,\N,\N,1
3,450,6,,\N,\N,1
3,471,71,,\N,\N,1
3,651,73,,\N,\N,1
3,872,43,,\N,\N,1
3,873,63,,\N,\N,1
3,874,72,,\N,\N,1
3,875,70,,\N,\N,1
3,876,48,,\N,\N,1
3,877,64,,\N,\N,1
3,878,74,,\N,\N,1
3,10001,45,,\N,\N,1
4,0,0,,\N,\N,0
4,1,1,,\N,\N,1
4,2,2,,\N,\N,1
4,3,3,,\N,\N,1
4,4,4,,\N,\N,1
4,5,8,,\N,\N,0
4,17,20,,\N,\N,1
4,18,11,,\N,\N,1
4,19,12,,\N,\N,1
4,20,13,,\N,\N,1
4,21,14,,\N,\N,1
4,22,15,,\N,\N,1
4,23,16,,\N,\N,1
4,24,17,,\N,\N,1
4,25,18,,\N,\N,1
4,26,19,,\N,\N,1
4,27,52,,\N,\N,1
4,28,53,,\N,\N,1
4,29,54,,\N,\N,1
4,30,60,,\N,\N,1
4,31,61,,\N,\N,1
4,32,62,,\N,\N,1
4,38,80,,\N,\N,1
4,39,81,,\N,\N,1
4,40,82,,\N,\N,1
4,41,83,,\N,\N,1
4,45,35,,\N,\N,1
4,46,36,,\N,\N,1
4,47,37,,\N,\N,1
4,48,38,,\N,\N,1
4,49,39,,\N,\N,1
4,50,40,,\N,\N,1
4,51,79,,\N,\N,1
4,55,55,,\N,\N,1
4,56,58,,\N,\N,1
4,57,65,,\N,\N,1
4,58,66,,\N,\N,1
4,59,67,,\N,\N,1
4,60,46,,\N,\N,1
4,61,68,,\N,\N,1
4,63,51,,\N,\N,1
4,76,56,,\N,\N,1
4,77,57,,\N,\N,1
4,78,29,,\N,\N,1
4,79,30,,\N,\N,1
4,81,10,,\N,\N,1
4,82,32,,\N,\N,1
4,83,33,,\N,\N,1
4,84,34,,\N,\N,1
4,85,47,,\N,\N,1
4,92,49,,\N,\N,1
4,101,42,,\N,\N,1
4,102,41,,\N,\N,1
4,103,31,,\N,\N,1
4,216,75,,\N,\N,1
4,328,201,,\N,\N,1
4,329,202,,\N,\N,1
4,330,203,,\N,\N,1
4,331,204,,\N,\N,1
4,332,205,,\N,\N,1
4,333,206,,\N,\N,1
4,334,207,,\N,\N,1
4,335,208,,\N,\N,1
4,336,209,,\N,\N,1
4,337,210,,\N,\N,1
4,338,211,,\N,\N,1
4,339,212,,\N,\N,1
4,340,213,,\N,\N,1
4,341,214,,\N,\N,1
4,342,215,,\N,\N,1
4,343,216,,\N,\N,1
4,344,217,,\N,\N,1
4,345,218,,\N,\N,1
4,346,219,,\N,\N,1
4,347,220,,\N,\N,1
4,348,221,,\N,\N,1
4,349,222,,\N,\N,1
4,350,223,,\N,\N,1
4,351,224,,\N,\N,1
4,352,225,,\N,\N,1
4,353,226,,\N,\N,1
4,354,227,,\N,\N,1
4,355,228,,\N,\N,1
4,356,229,,\N,\N,1
4,357,230,,\N,\N,1
4,358,231,,\N,\N,1
4,359,232,,\N,\N,1
4,360,233,,\N,\N,1
4,361,234,,\N,\N,1
4,362,235,,\N,\N,1
4,363,236,,\N,\N,1
4,364,237,,\N,\N,1
4,365,238,,\N,\N,1
4,366,239,,\N,\N,1
4,367,240,,\N,\N,1
4,368,241,,\N,\N,1
4,369,242,,\N,\N,1
4,370,243,,\N,\N,1
4,371,244,,\N,\N,1
4,372,245,,\N,\N,1
4,373,246,,\N,\N,1
4,374,247,,\N,\N,1
4,375,248,,\N,\N,1
4,376,249,,\N,\N,1
4,377,250,,\N,\N,1
4,420,196,,\N,\N,1
4,421,197,,\N,\N,1
4,422,198,,\N,\N,1
4,423,199,,\N,\N,1
4,424,200,,\N,\N,1
4,442,5,,\N,\N,1
4,444,69,,\N,\N,1
4,445,76,,\N,\N,1
4,446,77,,\N,\N,1
4,447,78,,\N,\N,1
4,450,6,,\N,\N,1
4,471,71,,\N,\N,1
4,651,73,,\N,\N,1
4,872,43,,\N,\N,1
4,873,63,,\N,\N,1
4,874,72,,\N,\N,1
4,875,70,,\N,\N,1
4,876,48,,\N,\N,1
4,877,64,,\N,\N,1
4,878,74,,\N,\N,1
4,10001,45,,\N,\N,1
5,0,0,,\N,\N,0
5,1,1,,\N,\N,1
5,2,2,,\N,\N,1
5,3,4,,\N,\N,1
5,4,5,,\N,\N,1
5,17,18,,\N,\N,1
5,18,9,,\N,\N,1
5,19,10,,\N,\N,1
5,20,11,,\N,\N,1
5,21,12,,\N,\N,1
5,22,13,,\N,\N,1
5,23,14,,\N,\N,1
5,24,15,,\N,\N,1
5,25,16,,\N,\N,1
5,26,17,,\N,\N,1
5,27,38,,\N,\N,1
5,28,39,,\N,\N,1
5,29,40,,\N,\N,1
5,30,46,,\N,\N,1
5,31,47,,\N,\N,1
5,32,48,,\N,\N,1
5,33,72,,\N,\N,1
5,34,121,,\N,\N,1
5,35,122,,\N,\N,1
5,36,123,,\N,\N,1
5,37,124,,\N,\N,1
5,38,63,,\N,\N,1
5,39,64,,\N,\N,1
5,40,65,,\N,\N,1
5,41,21,,\N,\N,1
5,43,139,,\N,\N,1
5,44,156,,\N,\N,1
5,45,26,,\N,\N,1
5,46,27,,\N,\N,1
5,47,28,,\N,\N,1
5,48,29,,\N,\N,1
5,49,31,,\N,\N,1
5,50,32,,\N,\N,1
5,51,62,,\N,\N,1
5,55,41,,\N,\N,1
5,56,44,,\N,\N,1
5,57,49,,\N,\N,1
5,58,51,,\N,\N,1
5,59,52,,\N,\N,1
5,60,33,,\N,\N,1
5,61,53,,\N,\N,1
5,63,37,,\N,\N,1
5,76,42,,\N,\N,1
5,77,43,,\N,\N,1
5,78,19,,\N,\N,1
5,79,20,,\N,\N,1
5,80,169,,\N,\N,1
5,81,8,,\N,\N,1
5,82,22,,\N,\N,1
5,83,23,,\N,\N,1
5,84,24,,\N,\N,1
5,85,34,,\N,\N,1
5,86,86,,\N,\N,1
5,87,87,,\N,\N,1
5,88,110,,\N,\N,1
5,89,111,,\N,\N,1
5,90,131,,\N,\N,1
5,91,132,,\N,\N,1
5,92,36,,\N,\N,1
5,213,3,,\N,\N,1
5,216,57,,\N,\N,1
5,217,73,,\N,\N,1
5,221,82,,\N,\N,1
5,222,88,,\N,\N,1
5,223,91,,\N,\N,1
5,224,94,,\N,\N,1
5,228,106,,\N,\N,1
5,229,112,,\N,\N,1
5,230,119,,\N,\N,1
5,231,126,,\N,\N,1
5,232,140,,\N,\N,1
5,233,143,,\N,\N,1
5,234,146,,\N,\N,1
5,235,151,,\N,\N,1
5,236,163,,\N,\N,1
5,237,76,,\N,\N,1
5,238,125,,\N,\N,1
5,239,117,,\N,\N,1
5,240,102,,\N,\N,1
5,241,98,,\N,\N,1
5,242,108,,\N,\N,1
5,243,95,,\N,\N,1
5,244,77,,\N,\N,1
5,245,81,,\N,\N,1
5,246,107,,\N,\N,1
5,247,113,,\N,\N,1
5,248,96,,\N,\N,1
5,249,138,,\N,\N,1
5,250,144,,\N,\N,1
5,252,172,,\N,\N,1
5,256,30,,\N,\N,1
5,257,35,,\N,\N,1
5,258,118,,\N,\N,1
5,259,105,,\N,\N,1
5,328,191,,\N,\N,1
5,329,192,,\N,\N,1
5,330,193,,\N,\N,1
5,331,194,,\N,\N,1
5,332,196,,\N,\N,1
5,333,197,,\N,\N,1
5,334,198,,\N,\N,1
5,335,199,,\N,\N,1
5,336,200,,\N,\N,1
5,337,201,,\N,\N,1
5,338,202,,\N,\N,1
5,339,203,,\N,\N,1
5,340,204,,\N,\N,1
5,341,205,,\N,\N,1
5,342,206,,\N,\N,1
5,343,207,,\N,\N,1
5,344,208,,\N,\N,1
5,345,209,,\N,\N,1
5,346,210,,\N,\N,1
5,347,211,,\N,\N,1
5,348,212,,\N,\N,1
5,349,213,,\N,\N,1
5,350,214,,\N,\N,1
5,351,215,,\N,\N,1
5,352,216,,\N,\N,1
5,353,217,,\N,\N,1
5,354,218,,\N,\N,1
5,355,219,,\N,\N,1
5,356,221,,\N,\N,1
5,357,222,,\N,\N,1
5,358,223,,\N,\N,1
5,359,224,,\N,\N,1
5,360,225,,\N,\N,1
5,361,226,,\N,\N,1
5,362,227,,\N,\N,1
5,363,228,,\N,\N,1
5,364,229,,\N,\N,1
5,365,230,,\N,\N,1
5,366,231,,\N,\N,1
5,367,232,,\N,\N,1
5,368,233,,\N,\N,1
5,369,234,,\N,\N,1
5,370,235,,\N,\N,1
5,371,236,,\N,\N,1
5,372,237,,\N,\N,1
5,373,238,,\N,\N,1
5,374,239,,\N,\N,1
5,375,240,,\N,\N,1
5,376,241,,\N,\N,1
5,377,242,,\N,\N,1
5,420,243,,\N,\N,1
5,421,244,,\N,\N,1
5,422,245,,\N,\N,1
5,423,246,,\N,\N,1
5,424,247,,\N,\N,1
5,425,248,,\N,\N,1
5,444,54,,\N,\N,1
5,445,58,,\N,\N,1
5,446,59,,\N,\N,1
5,447,61,,\N,\N,1
5,450,7,,\N,\N,1
5,456,68,,\N,\N,1
5,464,67,,\N,\N,1
5,471,55,,\N,\N,1
5,473,103,,\N,\N,1
5,475,127,,\N,\N,1
5,476,133,,\N,\N,1
5,477,175,,\N,\N,1
5,478,66,,\N,\N,1
5,479,130,,\N,\N,1
5,480,134,,\N,\N,1
5,481,128,,\N,\N,1
5,482,71,,\N,\N,1
5,483,178,,\N,\N,1
5,484,69,,\N,\N,1
5,485,85,,\N,\N,1
5,486,89,,\N,\N,1
5,487,92,,\N,\N,1
5,488,93,,\N,\N,1
5,489,99,,\N,\N,1
5,490,97,,\N,\N,1
5,491,101,,\N,\N,1
5,492,161,,\N,\N,1
5,493,159,,\N,\N,1
5,494,160,,\N,\N,1
5,495,157,,\N,\N,1
5,496,166,,\N,\N,1
5,497,164,,\N,\N,1
5,498,165,,\N,\N,1
5,499,177,,\N,\N,0
5,504,114,,\N,\N,1
5,737,249,,\N,\N,1
5,10002,60,,\N,\N,1
5,10003,74,,\N,\N,1
5,10004,75,,\N,\N,1
5,10005,78,,\N,\N,1
5,10006,79,,\N,\N,1
5,10007,80,,\N,\N,1
5,10008,83,,\N,\N,1
5,10009,84,,\N,\N,1
5,10010,104,,\N,\N,1
5,10011,109,,\N,\N,1
5,10012,150,,\N,\N,1
5,10013,152,,\N,\N,1
5,10014,158,,\N,\N,1
5,10015,167,,\N,\N,1
5,10016,168,,\N,\N,1
5,10017,170,,\N,\N,1
5,10018,173,,\N,\N,1
5,10019,174,,\N,\N,1
5,10020,180,,\N,\N,1
5,10021,181,,\N,\N,1
5,10022,182,,\N,\N,1
5,10023,183,,\N,\N,1
5,10024,184,,\N,\N,1
5,10025,185,,\N,\N,1
5,10026,186,,\N,\N,1
5,10027,187,,\N,\N,1
5,10028,188,,\N,\N,1
5,10029,189,,\N,\N,1
6,0,0,,\N,\N,0
6,1,1,,\N,\N,1
6,2,2,,\N,\N,1
6,3,4,,\N,\N,1
6,4,5,,\N,\N,1
6,17,18,,\N,\N,1
6,18,9,,\N,\N,1
6,19,10,,\N,\N,1
6,20,11,,\N,\N,1
6,21,12,,\N,\N,1
6,22,13,,\N,\N,1
6,23,14,,\N,\N,1
6,24,15,,\N,\N,1
6,25,16,,\N,\N,1
6,26,17,,\N,\N,1
6,27,38,,\N,\N,1
6,28,39,,\N,\N,1
6,29,40,,\N,\N,1
6,30,46,,\N,\N,1
6,31,47,,\N,\N,1
6,32,48,,\N,\N,1
6,33,72,,\N,\N,1
6,34,121,,\N,\N,1
6,35,122,,\N,\N,1
6,36,123,,\N,\N,1
6,37,124,,\N,\N,1
6,38,63,,\N,\N,1
6,39,64,,\N,\N,1
6,40,65,,\N,\N,1
6,41,21,,\N,\N,1
6,43,139,,\N,\N,1
6,44,156,,\N,\N,1
6,45,26,,\N,\N,1
6,46,27,,\N,\N,1
6,47,28,,\N,\N,1
6,48,29,,\N,\N,1
6,49,31,,\N,\N,1
6,50,32,,\N,\N,1
6,51,62,,\N,\N,1
6,55,41,,\N,\N,1
6,56,44,,\N,\N,1
6,57,49,,\N,\N,1
6,58,51,,\N,\N,1
6,59,52,,\N,\N,1
6,60,33,,\N,\N,1
6,61,53,,\N,\N,1
6,63,37,,\N,\N,1
6,76,42,,\N,\N,1
6,77,43,,\N,\N,1
6,78,19,,\N,\N,1
6,79,20,,\N,\N,1
6,80,169,,\N,\N,1
6,81,8,,\N,\N,1
6,82,22,,\N,\N,1
6,83,23,,\N,\N,1
6,84,24,,\N,\N,1
6,85,34,,\N,\N,1
6,86,86,,\N,\N,1
6,87,87,,\N,\N,1
6,88,110,,\N,\N,1
6,89,111,,\N,\N,1
6,90,131,,\N,\N,1
6,91,132,,\N,\N,1
6,92,36,,\N,\N,1
6,213,3,,\N,\N,1
6,216,57,,\N,\N,1
6,217,73,,\N,\N,1
6,221,82,,\N,\N,1
6,222,88,,\N,\N,1
6,223,91,,\N,\N,1
6,224,94,,\N,\N,1
6,228,106,,\N,\N,1
6,229,112,,\N,\N,1
6,230,119,,\N,\N,1
6,231,126,,\N,\N,1
6,232,140,,\N,\N,1
6,233,143,,\N,\N,1
6,234,146,,\N,\N,1
6,235,151,,\N,\N,1
6,236,163,,\N,\N,1
6,237,76,,\N,\N,1
6,238,125,,\N,\N,1
6,239,117,,\N,\N,1
6,240,102,,\N,\N,1
6,241,98,,\N,\N,1
6,242,108,,\N,\N,1
6,243,95,,\N,\N,1
6,244,77,,\N,\N,1
6,245,81,,\N,\N,1
6,246,107,,\N,\N,1
6,247,113,,\N,\N,1
6,248,96,,\N,\N,1
6,249,138,,\N,\N,1
6,250,144,,\N,\N,1
6,252,172,,\N,\N,1
6,256,30,,\N,\N,1
6,257,35,,\N,\N,1
6,258,118,,\N,\N,1
6,259,105,,\N,\N,1
6,328,191,,\N,\N,1
6,329,192,,\N,\N,1
6,330,193,,\N,\N,1
6,331,194,,\N,\N,1
6,332,196,,\N,\N,1
6,333,197,,\N,\N,1
6,334,198,,\N,\N,1
6,335,199,,\N,\N,1
6,336,200,,\N,\N,1
6,337,201,,\N,\N,1
6,338,202,,\N,\N,1
6,339,203,,\N,\N,1
6,340,204,,\N,\N,1
6,341,205,,\N,\N,1
6,342,206,,\N,\N,1
6,343,207,,\N,\N,1
6,344,208,,\N,\N,1
6,345,209,,\N,\N,1
6,346,210,,\N,\N,1
6,347,211,,\N,\N,1
6,348,212,,\N,\N,1
6,349,213,,\N,\N,1
6,350,214,,\N,\N,1
6,351,215,,\N,\N,1
6,352,216,,\N,\N,1
6,353,217,,\N,\N,1
6,354,218,,\N,\N,1
6,355,219,,\N,\N,1
6,356,221,,\N,\N,1
6,357,222,,\N,\N,1
6,358,223,,\N,\N,1
6,359,224,,\N,\N,1
6,360,225,,\N,\N,1
6,361,226,,\N,\N,1
6,362,227,,\N,\N,1
6,363,228,,\N,\N,1
6,364,229,,\N,\N,1
6,365,230,,\N,\N,1
6,366,231,,\N,\N,1
6,367,232,,\N,\N,1
6,368,233,,\N,\N,1
6,369,234,,\N,\N,1
6,370,235,,\N,\N,1
6,371,236,,\N,\N,1
6,372,237,,\N,\N,1
6,373,238,,\N,\N,1
6,374,239,,\N,\N,1
6,375,240,,\N,\N,1
6,376,241,,\N,\N,1
6,377,242,,\N,\N,1
6,420,243,,\N,\N,1
6,421,244,,\N,\N,1
6,422,245,,\N,\N,1
6,423,246,,\N,\N,1
6,424,247,,\N,\N,1
6,425,248,,\N,\N,1
6,444,54,,\N,\N,1
6,445,58,,\N,\N,1
6,446,59,,\N,\N,1
6,447,61,,\N,\N,1
6,450,7,,\N,\N,1
6,456,68,,\N,\N,1
6,464,67,,\N,\N,1
6,471,55,,\N,\N,1
6,472,116,,\N,\N,1
6,473,103,,\N,\N,1
6,474,70,,\N,\N,1
6,475,127,,\N,\N,1
6,476,133,,\N,\N,1
6,477,175,,\N,\N,1
6,478,66,,\N,\N,1
6,479,130,,\N,\N,1
6,480,134,,\N,\N,1
6,481,128,,\N,\N,1
6,482,71,,\N,\N,1
6,483,178,,\N,\N,1
6,484,69,,\N,\N,1
6,485,85,,\N,\N,1
6,486,89,,\N,\N,1
6,487,92,,\N,\N,1
6,488,93,,\N,\N,1
6,489,99,,\N,\N,1
6,490,97,,\N,\N,1
6,491,101,,\N,\N,1
6,492,161,,\N,\N,1
6,493,159,,\N,\N,1
6,494,160,,\N,\N,1
6,495,157,,\N,\N,1
6,496,166,,\N,\N,1
6,497,164,,\N,\N,1
6,498,165,,\N,\N,1
6,499,177,,\N,\N,0
6,504,114,,\N,\N,1
6,737,249,,\N,\N,1
6,10002,60,,\N,\N,1
6,10003,74,,\N,\N,1
6,10004,75,,\N,\N,1
6,10005,78,,\N,\N,1
6,10006,79,,\N,\N,1
6,10007,80,,\N,\N,1
6,10008,83,,\N,\N,1
6,10009,84,,\N,\N,1
6,10010,104,,\N,\N,1
