language_id,move_id,name
1,310,おどろかす
1,311,ウェザーボール
1,312,アロマセラピー
1,313,うそなき
1,314,エアカッター
1,315,オーバーヒート
1,316,かぎわける
1,317,がんせきふうじ
1,318,ぎんいろのかぜ
1,319,きんぞくおん
1,320,くさぶえ
1,321,くすぐる
1,322,コスモパワー
1,323,しおふき
1,324,シグナルビーム
1,325,シャドーパンチ
1,326,じんつうりき
1,327,スカイアッパー
1,328,すなじごく
1,329,ぜったいれいど
1,330,だくりゅう
1,331,タネマシンガン
1,332,つばめがえし
1,333,つららばり
1,334,てっぺき
1,335,とおせんぼう
1,336,とおぼえ
1,337,ドラゴンクロー
1,338,ハードプラント
1,339,ビルドアップ
1,340,とびはねる
1,341,マッドショット
1,342,ポイズンテール
1,343,ほしがる
1,344,ボルテッカー
1,345,マジカルリーフ
1,346,みずあそび
1,347,めいそう
1,348,リーフブレード
1,349,りゅうのまい
1,350,ロックブラスト
1,351,でんげきは
1,352,みずのはどう
1,353,はめつのねがい
1,354,サイコブースト
1,355,はねやすめ
1,356,じゅうりょく
1,357,ミラクルアイ
1,358,めざましビンタ
1,359,アームハンマー
1,360,ジャイロボール
1,361,いやしのねがい
1,362,しおみず
1,363,しぜんのめぐみ
1,364,フェイント
1,365,ついばむ
1,366,おいかぜ
1,367,つぼをつく
1,368,メタルバースト
1,369,とんぼがえり
1,370,インファイト
1,371,しっぺがえし
1,372,ダメおし
1,373,さしおさえ
1,374,なげつける
1,375,サイコシフト
1,376,きりふだ
1,377,かいふくふうじ
1,378,しぼりとる
1,379,パワートリック
1,380,いえき
1,381,おまじない
1,382,さきどり
1,383,まねっこ
1,384,パワースワップ
1,385,ガードスワップ
1,386,おしおき
1,387,とっておき
1,388,なやみのタネ
1,389,ふいうち
1,390,どくびし
1,391,ハートスワップ
1,392,アクアリング
1,393,でんじふゆう
1,394,フレアドライブ
1,395,はっけい
1,396,はどうだん
1,397,ロックカット
1,398,どくづき
1,399,あくのはどう
1,400,つじぎり
1,401,アクアテール
1,402,タネばくだん
1,403,エアスラッシュ
1,404,シザークロス
1,405,むしのさざめき
1,406,りゅうのはどう
1,407,ドラゴンダイブ
1,408,パワージェム
1,409,ドレインパンチ
1,410,しんくうは
1,411,きあいだま
1,412,エナジーボール
1,413,ブレイブバード
1,414,だいちのちから
1,415,すりかえ
1,416,ギガインパクト
1,417,わるだくみ
1,418,バレットパンチ
1,419,ゆきなだれ
1,420,こおりのつぶて
1,421,シャドークロー
1,422,かみなりのキバ
1,423,こおりのキバ
1,424,ほのおのキバ
1,425,かげうち
1,426,どろばくだん
1,427,サイコカッター
1,428,しねんのずつき
1,429,ミラーショット
1,430,ラスターカノン
1,431,ロッククライム
1,432,きりばらい
1,433,トリックルーム
1,434,りゅうせいぐん
1,435,ほうでん
1,436,ふんえん
1,437,リーフストーム
1,438,パワーウィップ
1,439,がんせきほう
1,440,クロスポイズン
1,441,ダストシュート
1,442,アイアンヘッド
1,443,マグネットボム
1,444,ストーンエッジ
1,445,ゆうわく
1,446,ステルスロック
1,447,くさむすび
1,448,おしゃべり
1,449,さばきのつぶて
1,450,むしくい
1,451,チャージビーム
1,452,ウッドハンマー
1,453,アクアジェット
1,454,こうげきしれい
1,455,ぼうぎょしれい
1,456,かいふくしれい
1,457,もろはのずつき
1,458,ダブルアタック
1,459,ときのほうこう
1,460,あくうせつだん
1,461,みかづきのまい
1,462,にぎりつぶす
1,463,マグマストーム
1,464,ダークホール
1,465,シードフレア
1,466,あやしいかぜ
1,467,シャドーダイブ
1,468,つめとぎ
1,469,ワイドガード
1,470,ガードシェア
1,471,パワーシェア
1,472,ワンダールーム
1,473,サイコショック
1,474,ベノムショック
1,475,ボディパージ
1,476,いかりのこな
1,477,テレキネシス
1,478,マジックルーム
1,479,うちおとす
1,480,やまあらし
1,481,はじけるほのお
1,482,ヘドロウェーブ
1,483,ちょうのまい
1,484,ヘビーボンバー
1,485,シンクロノイズ
1,486,エレキボール
1,487,みずびたし
1,488,ニトロチャージ
1,489,とぐろをまく
1,490,ローキック
1,491,アシッドボム
1,492,イカサマ
1,493,シンプルビーム
1,494,なかまづくり
1,495,おさきにどうぞ
1,496,りんしょう
1,497,エコーボイス
1,498,なしくずし
1,499,クリアスモッグ
1,500,アシストパワー
1,501,ファストガード
1,502,サイドチェンジ
1,503,ねっとう
1,504,からをやぶる
1,505,いやしのはどう
1,506,たたりめ
1,507,フリーフォール
1,508,ギアチェンジ
1,509,ともえなげ
1,510,やきつくす
1,511,さきおくり
1,512,アクロバット
1,513,ミラータイプ
1,514,かたきうち
1,515,いのちがけ
1,516,ギフトパス
1,517,れんごく
1,518,みずのちかい
1,519,ほのおのちかい
1,520,くさのちかい
1,521,ボルトチェンジ
1,522,むしのていこう
1,523,じならし
1,524,こおりのいぶき
1,525,ドラゴンテール
1,526,ふるいたてる
1,527,エレキネット
1,528,ワイルドボルト
1,529,ドリルライナー
1,530,ダブルチョップ
1,531,ハートスタンプ
1,532,ウッドホーン
1,533,せいなるつるぎ
1,534,シェルブレード
1,535,ヒートスタンプ
1,536,グラスミキサー
1,537,ハードローラー
1,538,コットンガード
1,539,ナイトバースト
1,540,サイコブレイク
1,541,スイープビンタ
1,542,ぼうふう
1,543,アフロブレイク
1,544,ギアソーサー
1,545,かえんだん
1,546,テクノバスター
1,547,いにしえのうた
1,548,しんぴのつるぎ
1,549,こごえるせかい
1,550,らいげき
1,551,あおいほのお
1,552,ほのおのまい
1,553,フリーズボルト
1,554,コールドフレア
1,555,バークアウト
1,556,つららおとし
1,557,Ｖジェネレート
1,558,クロスフレイム
1,559,クロスサンダー
1,560,フライングプレス
1,561,たたみがえし
1,562,ゲップ
1,563,たがやす
1,564,ねばねばネット
1,565,とどめばり
1,566,ゴーストダイブ
1,567,ハロウィン
1,568,おたけび
1,569,プラズマシャワー
1,570,パラボラチャージ
1,571,もりののろい
1,572,はなふぶき
1,573,フリーズドライ
1,574,チャームボイス
1,575,すてゼリフ
1,576,ひっくりかえす
1,577,ドレインキッス
1,578,トリックガード
1,579,フラワーガード
1,580,グラスフィールド
1,581,ミストフィールド
1,582,そうでん
1,583,じゃれつく
1,584,ようせいのかぜ
1,585,ムーンフォース
1,586,ばくおんぱ
1,587,フェアリーロック
1,588,キングシールド
1,589,なかよくする
1,590,ないしょばなし
1,591,ダイヤストーム
1,592,スチームバースト
1,593,いじげんホール
1,594,みずしゅりけん
1,595,マジカルフレイム
1,596,ニードルガード
1,597,アロマミスト
1,598,かいでんぱ
1,599,ベノムトラップ
1,600,ふんじん
1,601,ジオコントロール
1,602,じばそうさ
1,603,ハッピータイム
1,604,エレキフィールド
1,605,マジカルシャイン
1,606,おいわい
1,607,てをつなぐ
1,608,つぶらなひとみ
1,609,ほっぺすりすり
1,610,てかげん
1,611,まとわりつく
1,612,グロウパンチ
1,613,デスウイング
1,614,サウザンアロー
1,615,サウザンウェーブ
1,616,グランドフォース
1,617,はめつのひかり
1,618,こんげんのはどう
1,619,だんがいのつるぎ
1,620,ガリョウテンセイ
1,621,いじげんラッシュ
1,622,ウルトラダッシュアタック
1,623,ウルトラダッシュアタック
1,624,ぜんりょくむそうげきれつけん
1,625,ぜんりょくむそうげきれつけん
1,626,ファイナルダイブクラッシュ
1,627,ファイナルダイブクラッシュ
1,628,アシッドポイズンデリート
1,629,アシッドポイズンデリート
1,630,ライジングランドオーバー
1,631,ライジングランドオーバー
1,632,ワールズエンドフォール
1,633,ワールズエンドフォール
1,634,ぜったいほしょくかいてんざん
1,635,ぜったいほしょくかいてんざん
1,636,むげんあんやへのいざない
1,637,むげんあんやへのいざない
1,638,ちょうぜつらせんれんげき
1,639,ちょうぜつらせんれんげき
1,640,ダイナミックフルフレイム
1,641,ダイナミックフルフレイム
1,642,スーパーアクアトルネード
1,643,スーパーアクアトルネード
1,644,ブルームシャインエクストラ
1,645,ブルームシャインエクストラ
1,646,スパーキングギガボルト
1,647,スパーキングギガボルト
1,648,マキシマムサイブレイカー
1,649,マキシマムサイブレイカー
1,650,レイジングジオフリーズ
1,651,レイジングジオフリーズ
1,652,アルティメットドラゴンバーン
1,653,アルティメットドラゴンバーン
1,654,ブラックホールイクリプス
1,655,ブラックホールイクリプス
1,656,ラブリースターインパクト
1,657,ラブリースターインパクト
1,658,ひっさつのピカチュート
1,659,すなあつめ
1,660,であいがしら
1,661,トーチカ
1,662,かげぬい
1,663,ＤＤラリアット
1,664,うたかたのアリア
1,665,アイスハンマー
1,666,フラワーヒール
1,667,１０まんばりき
1,668,ちからをすいとる
1,669,ソーラーブレード
1,670,このは
1,671,スポットライト
1,672,どくのいと
1,673,とぎすます
1,674,アシストギア
1,675,じごくづき
1,676,かふんだんご
1,677,アンカーショット
1,678,サイコフィールド
1,679,とびかかる
1,680,ほのおのムチ
1,681,つけあがる
1,682,もえつきる
1,683,スピードスワップ
1,684,スマートホーン
1,685,じょうか
1,686,めざめるダンス
1,687,コアパニッシャー
1,688,トロピカルキック
1,689,さいはい
1,690,くちばしキャノン
1,691,スケイルノイズ
1,692,ドラゴンハンマー
1,693,ぶんまわす
1,694,オーロラベール
1,695,シャドーアローズストライク
1,696,ハイパーダーククラッシャー
1,697,わだつみのシンフォニア
1,698,ガーディアン・デ・アローラ
1,699,しちせいだっこんたい
1,700,ライトニングサーフライド
1,701,ほんきをだす　こうげき
1,702,ナインエボルブースト
1,703,オリジンズスーパーノヴァ
1,704,トラップシェル
1,705,フルールカノン
1,706,サイコファング
1,707,じだんだ
1,708,シャドーボーン
1,709,アクセルロック
1,710,アクアブレイク
1,711,プリズムレーザー
1,712,シャドースチール
1,713,メテオドライブ
1,714,シャドーレイ
1,715,なみだめ
1,716,びりびりちくちく
1,717,しぜんのいかり
1,718,マルチアタック
1,719,１０００まんボルト
1,720,ビックリヘッド
1,721,プラズマフィスト
1,722,フォトンゲイザー
1,723,てんこがすめつぼうのひかり
1,724,サンシャインスマッシャー
1,725,ムーンライトブラスター
1,726,ぽかぼかフレンドタイム
1,727,ラジアルエッジストーム
1,728,ブレイジングソウルビート
1,729,ばちばちアクセル
1,730,ざぶざぶサーフ
1,731,ふわふわフォール
1,732,ピカピカサンダー
1,733,いきいきバブル
1,734,びりびりエレキ
1,735,めらめらバーン
1,736,どばどばオーラ
1,737,わるわるゾーン
1,738,すくすくボンバー
1,739,こちこちフロスト
1,740,きらきらストーム
1,741,ブイブイブレイク
1,742,ダブルパンツァー
1,743,ダイウォール
1,744,ダイマックスほう
1,745,ねらいうち
1,746,くらいつく
1,747,ほおばる
1,748,はいすいのじん
1,749,タールショット
1,750,まほうのこな
1,751,ドラゴンアロー
1,752,おちゃかい
1,753,たこがため
1,754,でんげきくちばし
1,755,エラがみ
1,756,コートチェンジ
1,757,ダイバーン
1,758,ダイワーム
1,759,ダイサンダー
1,760,ダイアタック
1,761,ダイナックル
1,762,ダイホロウ
1,763,ダイアイス
1,764,ダイアシッド
1,765,ダイストリーム
1,766,ダイジェット
1,767,ダイフェアリー
1,768,ダイドラグーン
1,769,ダイサイコ
1,770,ダイロック
1,771,ダイアース
1,772,ダイアーク
1,773,ダイソウゲン
1,774,ダイスチル
1,775,ソウルビート
1,776,ボディプレス
1,777,デコレーション
1,778,ドラムアタック
1,779,トラバサミ
1,780,かえんボール
1,781,きょじゅうざん
1,782,きょじゅうだん
1,783,オーラぐるま
1,784,ワイドブレイカー
1,785,えだづき
1,786,オーバードライブ
1,787,りんごさん
1,788,Ｇのちから
1,789,ソウルクラッシュ
1,790,ワンダースチーム
1,791,いのちのしずく
1,792,ブロッキング
1,793,どげざつき
1,794,スターアサルト
1,795,ムゲンダイビーム
1,796,てっていこうせん
1,797,ワイドフォース
1,798,アイアンローラー
1,799,スケイルショット
1,800,メテオビーム
1,801,シェルアームズ
1,802,ミストバースト
1,803,グラススライダー
1,804,ライジングボルト
1,805,だいちのはどう
1,806,はいよるいちげき
1,807,しっとのほのお
1,808,うっぷんばらし
1,809,ポルターガイスト
1,810,ふしょくガス
1,811,コーチング
1,812,クイックターン
1,813,トリプルアクセル
1,814,ダブルウイング
1,815,ねっさのだいち
1,816,ジャングルヒール
1,817,あんこくきょうだ
1,818,すいりゅうれんだ
1,819,サンダープリズン
1,820,ドラゴンエナジー
1,821,いてつくしせん
1,822,もえあがるいかり
1,823,らいめいげり
1,824,ブリザードランス
1,825,アストラルビット
1,826,ぶきみなじゅもん
1,827,フェイタルクロー
1,828,バリアーラッシュ
1,829,パワーシフト
1,830,がんせきアックス
1,831,はるのあらし
1,832,しんぴのちから
1,833,だいふんげき
1,834,ウェーブタックル
1,835,クロロブラスト
1,836,ひょうざんおろし
1,837,しょうりのまい
1,838,ぶちかまし
1,839,どくばりセンボン
1,840,オーラウイング
1,841,うらみつらみ
1,842,たてこもる
1,843,３ぼんのや
1,844,ひゃっきやこう
1,845,ひけん・ちえなみ
1,846,こがらしあらし
1,847,かみなりあらし
1,848,ねっさのあらし
1,849,みかづきのいのり
1,850,ブレイブチャージ
1,851,テラバースト
1,852,スレッドトラップ
1,853,かかとおとし
1,854,おはかまいり
1,855,ルミナコリジョン
1,856,いっちょうあがり
1,857,ジェットパンチ
1,858,ハバネロエキス
1,859,ホイールスピン
1,860,ネズミざん
1,861,アイススピナー
1,862,きょけんとつげき
1,863,さいきのいのり
1,864,しおづけ
1,865,トリプルダイブ
1,866,キラースピン
1,867,うつしえ
1,868,みをけずる
1,869,ドゲザン
1,870,トリックフラワー
1,871,フレアソング
1,872,アクアステップ
1,873,レイジングブル
1,874,ゴールドラッシュ
1,875,サイコブレイド
1,876,ハイドロスチーム
1,877,カタストロフィ
1,878,アクセルブレイク
1,879,イナズマドライブ
1,880,しっぽきり
1,881,さむいギャグ
1,882,おかたづけ
1,883,ゆきげしき
1,884,とびつく
1,885,くさわけ
1,886,ひやみず
1,887,ハイパードリル
1,888,ツインビーム
1,889,ふんどのこぶし
1,890,アーマーキャノン
1,891,むねんのつるぎ
1,892,でんこうそうげき
1,893,デカハンマー
1,894,ほうふく
1,895,アクアカッター
1,896,バーンアクセル
1,897,ダークアクセル
1,898,ポイズンアクセル
1,899,ファイトアクセル
1,900,マジカルアクセル
1,901,ブラッドムーン
1,902,シャカシャカほう
1,903,みずあめボム
1,904,ツタこんぼう
1,906,エレクトロビーム
1,907,テラクラスター
1,908,きまぐレーザー
1,909,かえんのまもり
1,910,じんらい
1,911,パワフルエッジ
1,912,タキオンカッター
1,913,ハードプレス
1,914,ドラゴンエール
1,915,みわくのボイス
1,916,やけっぱち
1,917,サンダーダイブ
1,918,サイコノイズ
1,919,はやてがえし
1,920,じゃどくのくさり
1,10001,めざめるパワー (かくとう)
1,10002,めざめるパワー (ひこう)
1,10003,めざめるパワー (どく)
1,10004,めざめるパワー (じめん)
1,10005,めざめるパワー (いわ)
1,10006,めざめるパワー (むし)
1,10007,めざめるパワー (ゴースト)
1,10008,めざめるパワー (はがね)
1,10009,めざめるパワー (ほのお)
1,10010,めざめるパワー (みず)
1,10011,めざめるパワー (くさ)
1,10012,めざめるパワー (でんき)
1,10013,めざめるパワー (エスパー)
1,10014,めざめるパワー (こおり)
1,10015,めざめるパワー (ドラゴン)
1,10016,めざめるパワー (あく)
1,10017,ダークラッシュ
1,10018,ダークアタック
1,10019,ダークブレイク
1,10020,ダークエンド
1,10021,ダークウェーブ
1,10022,ダークレイブ
1,10023,ダークストーム
1,10024,ダークファイア
1,10025,ダークサンダー
1,10026,ダークフリーズ
1,10027,ダークブラスト
1,10028,ダークウェザー
1,10029,ダークホールド
1,10030,ダークミスト
1,10031,ダークパニック
1,10032,ダークダウン
1,10033,ダークリムーブ
1,10034,ダークハーフ
1,10035,キョダイゴクエン
1,10036,キョダイコワク
1,10037,キョダイバンライ
1,10038,キョダイコバン
1,10039,キョダイシンゲキ
1,10040,キョダイゲンエイ
1,10041,キョダイセンリツ
1,10042,キョダイホーヨー
1,10043,キョダイサイセイ
1,10044,キョダイシュウキ
1,10045,キョダイガンジン
1,10046,キョダイフウゲキ
1,10047,キョダイカンデン
1,10048,キョダイダンエン
1,10049,キョダイゲンスイ
1,10050,キョダイテンドウ
1,10051,キョダイフンセキ
1,10052,キョダイサジン
1,10053,キョダイスイマ
1,10054,キョダイサンゲキ
1,10055,キョダイカンロ
1,10056,キョダイテンバツ
1,10057,キョダイコウジン
1,10058,キョダイユウゲキ
1,10059,キョダイホウマツ
1,10060,キョダイヒャッカ
1,10061,キョダイベンタツ
1,10062,キョダイホウゲキ
1,10063,キョダイコランダ
1,10064,キョダイカキュウ
1,10065,キョダイソゲキ
1,10066,キョダイイチゲキ
1,10067,キョダイレンゲキ
1,10068,テラバースト (ステラ)
2,1,Pound
2,2,Karate Chop
2,3,Double Slap
2,4,Comet Punch
2,5,Mega Punch
2,6,Pay Day
2,7,Fire Punch
2,8,Ice Punch
2,9,Thunder Punch
2,10,Scratch
2,11,Vise Grip
2,12,Guillotine
2,13,Razor Wind
2,14,Swords Dance
2,15,Cut
2,16,Gust
2,17,Wing Attack
2,18,Whirlwind
2,19,Fly
2,20,Bind
2,21,Slam
2,22,Vine Whip
2,23,Stomp
2,24,Double Kick
2,25,Mega Kick
2,26,Jump Kick
2,27,Rolling Kick
2,28,Sand Attack
2,29,Headbutt
2,30,Horn Attack
2,31,Fury Attack
2,32,Horn Drill
2,33,Tackle
2,34,Body Slam
2,35,Wrap
2,36,Take Down
2,37,Thrash
2,38,Double-Edge
2,39,Tail Whip
2,40,Poison Sting
2,41,Twineedle
2,42,Pin Missile
2,43,Leer
2,44,Bite
2,45,Growl
2,46,Roar
2,47,Sing
2,48,Supersonic
2,49,Sonic Boom
2,50,Disable
2,51,Acid
2,52,Ember
2,53,Flamethrower
2,54,Mist
2,55,Water Gun
2,56,Hydro Pump
2,57,Surf
2,58,Ice Beam
2,59,Blizzard
2,60,Psybeam
2,61,Bubble Beam
2,62,Aurora Beam
2,63,Hyper Beam
2,64,Peck
2,65,Drill Peck
2,66,Submission
2,67,Low Kick
2,68,Counter
2,69,Seismic Toss
2,70,Strength
2,71,Absorb
2,72,Mega Drain
2,73,Leech Seed
2,74,Growth
2,75,Razor Leaf
2,76,Solar Beam
2,77,Poison Powder
2,78,Stun Spore
2,79,Sleep Powder
2,80,Petal Dance
2,81,String Shot
2,82,Dragon Rage
2,83,Fire Spin
2,84,Thunder Shock
2,85,Thunderbolt
2,86,Thunder Wave
2,87,Thunder
2,88,Rock Throw
2,89,Earthquake
2,90,Fissure
2,91,Dig
2,92,Toxic
2,93,Confusion
2,94,Psychic
2,95,Hypnosis
2,96,Meditate
2,97,Agility
2,98,Quick Attack
2,99,Rage
2,100,Teleport
2,101,Night Shade
2,102,Mimic
2,103,Screech
2,104,Double Team
2,105,Recover
2,106,Harden
2,107,Minimize
2,108,Smokescreen
2,109,Confuse Ray
2,110,Withdraw
2,111,Defense Curl
2,112,Barrier
2,113,Light Screen
2,114,Haze
2,115,Reflect
2,116,Focus Energy
2,117,Bide
2,118,Metronome
2,119,Mirror Move
2,120,Self-Destruct
2,121,Egg Bomb
2,122,Lick
2,123,Smog
2,124,Sludge
2,125,Bone Club
2,126,Fire Blast
2,127,Waterfall
2,128,Clamp
2,129,Swift
2,130,Skull Bash
2,131,Spike Cannon
2,132,Constrict
2,133,Amnesia
2,134,Kinesis
2,135,Soft-Boiled
2,136,High Jump Kick
2,137,Glare
2,138,Dream Eater
2,139,Poison Gas
2,140,Barrage
2,141,Leech Life
2,142,Lovely Kiss
2,143,Sky Attack
2,144,Transform
2,145,Bubble
2,146,Dizzy Punch
2,147,Spore
2,148,Flash
2,149,Psywave
2,150,Splash
2,151,Acid Armor
2,152,Crabhammer
2,153,Explosion
2,154,Fury Swipes
2,155,Bonemerang
2,156,Rest
2,157,Rock Slide
2,158,Hyper Fang
2,159,Sharpen
2,160,Conversion
2,161,Tri Attack
2,162,Super Fang
2,163,Slash
2,164,Substitute
2,165,Struggle
2,166,Sketch
2,167,Triple Kick
2,168,Thief
2,169,Spider Web
2,170,Mind Reader
2,171,Nightmare
2,172,Flame Wheel
2,173,Snore
2,174,Curse
2,175,Flail
2,176,Conversion 2
2,177,Aeroblast
2,178,Cotton Spore
2,179,Reversal
2,180,Spite
2,181,Powder Snow
2,182,Protect
2,183,Mach Punch
2,184,Scary Face
2,185,Feint Attack
2,186,Sweet Kiss
2,187,Belly Drum
2,188,Sludge Bomb
2,189,Mud-Slap
2,190,Octazooka
2,191,Spikes
2,192,Zap Cannon
2,193,Foresight
2,194,Destiny Bond
2,195,Perish Song
2,196,Icy Wind
2,197,Detect
2,198,Bone Rush
2,199,Lock-On
2,200,Outrage
2,201,Sandstorm
2,202,Giga Drain
2,203,Endure
2,204,Charm
2,205,Rollout
2,206,False Swipe
2,207,Swagger
2,208,Milk Drink
2,209,Spark
2,210,Fury Cutter
2,211,Steel Wing
2,212,Mean Look
2,213,Attract
2,214,Sleep Talk
2,215,Heal Bell
2,216,Return
2,217,Present
2,218,Frustration
2,219,Safeguard
2,220,Pain Split
2,221,Sacred Fire
2,222,Magnitude
2,223,Dynamic Punch
2,224,Megahorn
2,225,Dragon Breath
2,226,Baton Pass
2,227,Encore
2,228,Pursuit
2,229,Rapid Spin
