language_id,form_id,version_id,entry
1,12,15,はなの　ミツが　だいこうぶつ。\nわずかな　かふんで　はなばたけの\nばしょを　さがしだすことが　できる。
1,12,16,はなの　ミツが　だいこうぶつ。\nわずかな　かふんで　はなばたけの\nばしょを　さがしだすことが　できる。
1,12,17,はなの　ミツが　だいこうぶつ。\nわずかな　かふんで　はなばたけの\nばしょを　さがしだすことが　できる。
1,12,18,まいにち　ミツを　あつめまわる。\nあしの　うぶげに　ミツを　ぬりこんで\nすに　もちかえる　しゅうせいをもつ。
1,12,19,ハネの　りんぷんは　みずをはじく。\nどんな　あめが　ふっていても\nミツを　あつめるため　とびまわる。
1,13,15,まいにち　じぶんと　おなじ　おもさの\nはっぱを　たべる。あたまの　ハリで\nおそってきた　てきを　げきたい。
1,13,16,まいにち　じぶんと　おなじ　おもさの\nはっぱを　たべる。あたまの　ハリで\nおそってきた　てきを　げきたい。
1,13,17,まいにち　じぶんと　おなじ　おもさの\nはっぱを　たべる。あたまの　ハリで\nおそってきた　てきを　げきたい。
1,13,18,どくばりは　とても　きょうりょく。\nめだつ　からだの　いろは\nあいてに　けいかいを　させるためだ。
1,13,19,あたまのさき　５センチの　どくばりで\nこうげき　してくる。いつもは\nエサとなる　はっぱのしたにいる。
1,14,15,てんてきに　みつからないように\nはっぱの　うらや　えだの　すきまに\nかくれて　しんかの　ときを　まつ。
1,14,16,てんてきに　みつからないように\nはっぱの　うらや　えだの　すきまに\nかくれて　しんかの　ときを　まつ。
1,14,17,てんてきに　みつからないように\nはっぱの　うらや　えだの　すきまに\nかくれて　しんかの　ときを　まつ。
1,14,18,サナギだが　すこしなら　うごける。\nてきに　おそわれそうになると\nどくばりを　だしてくることもある。
1,14,19,おとなの　からだを　つくっている。\nなかみが　やわらかくなるほど\nそとのカラは　かたくなっていく。
1,15,15,こうそくで　とびまわり　どくバリで\nこうげきしたあと　すぐに　とびさる\nせんぽうが　とくいわざだ。
1,15,16,こうそくで　とびまわり　どくバリで\nこうげきしたあと　すぐに　とびさる\nせんぽうが　とくいわざだ。
1,15,17,こうそくで　とびまわり　どくバリで\nこうげきしたあと　すぐに　とびさる\nせんぽうが　とくいわざだ。
1,15,18,どんな　あいてでも　きょうりょくな\nどくばりで　しとめてしまう。\nたまに　しゅうだんで　おそってくる。
1,15,19,３ぼんの　どくばりの　なかでは\nおしりに　ついているのが　いちばん\nきょうりょくな　どくをだす。
1,16,15,たたかいを　このまない　おとなしい\nせいかくだが　へたに　てを　だすと\nきょうれつに　はんげきされるぞ。
1,16,16,たたかいを　このまない　おとなしい\nせいかくだが　へたに　てを　だすと\nきょうれつに　はんげきされるぞ。
1,16,17,たたかいを　このまない　おとなしい\nせいかくだが　へたに　てを　だすと\nきょうれつに　はんげきされるぞ。
1,16,18,ふだんは　くさむらに　かくれている。\nたたかいは　このまず　おそわれると\nひっしに　すなをかけて　みをまもる。
1,16,19,くさむらや　もりに　おおく　ぶんぷ。\nおとなしい　せいかくで　はばたいて\nすなをかけ　てきを　おいはらう。
1,17,15,ひろい　なわばりを　とびまわりながら\nえものを　さがす。はったつした\nあしの　ツメで　えものを　しとめる。
1,17,16,ひろい　なわばりを　とびまわりながら\nえものを　さがす。はったつした\nあしの　ツメで　えものを　しとめる。
1,17,17,ひろい　なわばりを　とびまわりながら\nえものを　さがす。はったつした\nあしの　ツメで　えものを　しとめる。
1,17,18,とても　しりょくが　いい。\nどんなに　たかい　ばしょ　からでも\nえものの　うごくすがたを　みわける。
1,17,19,はったつした　あしの　ツメを\nエサに　くいこませ　うごけなくして\n１００キロさきの　す　まで　はこぶ。
1,18,15,ピジョットが　ちからいっぱい\nはばたくと　たいぼくも　しなるほどの\nきょうふうを　まきおこす。
1,18,16,ピジョットが　ちからいっぱい\nはばたくと　たいぼくも　しなるほどの\nきょうふうを　まきおこす。
1,18,17,ピジョットが　ちからいっぱい\nはばたくと　たいぼくも　しなるほどの\nきょうふうを　まきおこす。
1,18,18,はったつした　むねの　きんにくは\nかるく　はばたいただけで\nおおかぜを　おこせるほどだ。
1,18,19,うつくしい　ハネは　ひろげて\nあいてを　いかく　するだけでなく\nマッハ２で　そらをとべる。
1,19,15,どんな　ばしょにも　すみついて\nいきていける　せいめいりょく。\nけいかいしんが　とても　つよい。
1,19,16,どんな　ばしょにも　すみついて\nいきていける　せいめいりょく。\nけいかいしんが　とても　つよい。
1,19,17,どんな　ばしょにも　すみついて\nいきていける　せいめいりょく。\nけいかいしんが　とても　つよい。
1,19,18,どんな　ものでも　たべるので\nエサとなるものが　ある　ばしょに\nすみついて　どんどん　こどもをうむ。
1,19,19,たべるものが　あるところなら\nどこにだって　せいそくする。\n１にちじゅう　エサを　さがしている。
1,20,15,のびつづける　まえばを　けずるため\nかたい　ものを　かじる　しゅうせい。\nブロックべいも　かじって　こわす。
1,20,16,のびつづける　まえばを　けずるため\nかたい　ものを　かじる　しゅうせい。\nブロックべいも　かじって　こわす。
1,20,17,のびつづける　まえばを　けずるため\nかたい　ものを　かじる　しゅうせい。\nブロックべいも　かじって　こわす。
1,20,18,かたい　キバで　なんでも　かじる。\nコンクリートで　できた　ビルすら\nかじって　たおしてしまう。
1,20,19,ヒゲで　バランスを　とっている。\nキバは　どんどん　のびるので\nなんでも　かじって　けずっている。
1,21,15,ちいさな　つばさを　いそがしく\nはばたかせて　とぶ。くさむらにいる\nえものを　くちばしで　さがしだす。
1,21,16,ちいさな　つばさを　いそがしく\nはばたかせて　とぶ。くさむらにいる\nえものを　くちばしで　さがしだす。
1,21,17,ちいさな　つばさを　いそがしく\nはばたかせて　とぶ。くさむらにいる\nえものを　くちばしで　さがしだす。
1,21,18,みじかい　ハネを　はばたかせ\nくさむらの　むしを　おいだしては\nみじかい　くちばしで　ついばむ。
1,21,19,じぶんの　テリトリーを　まもるため\nみじかいハネを　はばたかせ\nいそがしく　とびまわっている。
1,22,15,おおきな　つばさで　１にちじゅう\nとびまわる　たいりょくの　もちぬし。\nするどい　くちばしで　たたかう。
1,22,16,おおきな　つばさで　１にちじゅう\nとびまわる　たいりょくの　もちぬし。\nするどい　くちばしで　たたかう。
1,22,17,おおきな　つばさで　１にちじゅう\nとびまわる　たいりょくの　もちぬし。\nするどい　くちばしで　たたかう。
1,22,18,いっきに　おおぞらまで　まいあがり\nそこから　きゅうこうかで\nいっきに　おそいかかるのだ。
1,22,19,ほそながい　くちばしを　じょうずに\nつかって　じめんのなかの　ちいさな\nむしを　つまみだし　たべてしまう。
1,23,15,おとを　まったく　たてずに　くさちの\nなかを　すすむ。ゆだんしている\nえものに　はいごから　おそいかかる。
1,23,16,おとを　まったく　たてずに　くさちの\nなかを　すすむ。ゆだんしている\nえものに　はいごから　おそいかかる。
1,23,17,おとを　まったく　たてずに　くさちの\nなかを　すすむ。ゆだんしている\nえものに　はいごから　おそいかかる。
1,23,18,じゆうに　あごを　はずせるので\nおおきな　えものでも　のみこめるが\nおもくなって　うごけなくなる。
1,23,19,いつもは　くさむらに　かくれている。\nうまれたては　どくを　もたないので\nかまれても　いたいだけだ。
1,24,15,おなかの　もようで　てきを　いかく。\nもように　おびえて　うごけなくなった\nすきに　からだで　しめつける。
1,24,16,おなかの　もようで　てきを　いかく。\nもように　おびえて　うごけなくなった\nすきに　からだで　しめつける。
1,24,17,おなかの　もようで　てきを　いかく。\nもように　おびえて　うごけなくなった\nすきに　からだで　しめつける。
1,24,18,おなかの　おそろしい　かおのような\nもようを　みせつけ　すくんだ\nえものを　しめつけ　どくをあたえる。
1,24,19,とても　しゅうねんぶかい　せいかく。\nいちど　ターゲットに　きめた\nえものは　どこまでも　おいつづける。
1,25,15,もりの　なかで　なかまと　くらす。\nほっぺたの　りょうがわにある\nでんきぶくろに　でんきを　ためる。
1,25,16,ほっぺたの　でんきぶくろから\nでんきを　ピリピリ　だしているときは\nあいてを　けいかいしている　あいず。
1,25,17,よわった　なかまの　ピカチュウに\nでんきをながし　ショックをあたえて\nげんきを　わけることも　ある。
1,25,18,かたい　きのみも　でんげきで\nやいて　やわらかくしてから\nたべる　ちえを　もちあわせている。
1,25,19,しっぽを　たてて　まわりの\nようすを　さぐっていると　ときどき\nかみなりが　しっぽに　おちてくる。
1,26,15,からだの　でんきが　たまりすぎると\nこうげきてきな　きもちになる。\nしっぽから　でんきを　にがす。
1,26,16,でんげきは　１０まんボルト。\nじぶんの　なんばいも　おおきい\nあいてを　いちげきで　きぜつさせる。
1,26,17,しっぽが　アースの　やくめをはたして\nでんきを　じめんに　にがすので\nじぶんじしんは　しびれたりしない。
1,26,18,でんきが　たまってくると\nきんにくが　しげきされ　いつもより\nこうげきてきに　なってしまう。
1,26,19,ほほの　でんきぶくろに　たまった\nでんきが　さいだいりょうに　なると\nりょうみみは　まっすぐ　のびる。
1,27,15,あめが　ほとんど　ふらない\nかんそうした　とちに　せいそく。\nからだを　まるめて　みを　まもる。
1,27,16,あめが　ほとんど　ふらない\nかんそうした　とちに　せいそく。\nからだを　まるめて　みを　まもる。
1,27,17,あめが　ほとんど　ふらない\nかんそうした　とちに　せいそく。\nからだを　まるめて　みを　まもる。
1,27,18,どんなに　たかい　ところから\nおちても　からだを　まるめれば\nバウンドできて　たすかるのだ。
1,27,19,みずけを　きらい　かんそうちに\nふかいあなを　ほって　せいかつする。\nいっしゅんで　からだを　まるめる。
1,28,15,からだを　まるめて　せなかから\nたいあたり。するどい　トゲトゲが\nおおきな　ダメージを　あたえる。
1,28,16,からだを　まるめて　せなかから\nたいあたり。するどい　トゲトゲが\nおおきな　ダメージを　あたえる。
1,28,17,からだを　まるめて　せなかから\nたいあたり。するどい　トゲトゲが\nおおきな　ダメージを　あたえる。
1,28,18,ぜんそくりょくで　はしりまわって\nすなけむりを　まきあげ じぶんの\nすがたを　かくそうとする。
1,28,19,すごい　いきおいで　じめんをほると\nトゲや　ツメが　おれてしまうが\nつぎのひには　はえそろっている。
1,29,15,たたかいを　このまない　せいかく。\nどくバリから　ぶんぴつされる　どくは\nひとしずくでも　いのちとりだ。
1,29,16,たたかいを　このまない　せいかく。\nどくバリから　ぶんぴつされる　どくは\nひとしずくでも　いのちとりだ。
1,29,17,たたかいを　このまない　せいかく。\nどくバリから　ぶんぴつされる　どくは\nひとしずくでも　いのちとりだ。
1,29,18,ちいさな　ツノに　ひめられた\nどくの　いりょくは　ものすごい。\nわずかな　キズでも　いのちとりだ。
1,29,19,たたかいは　あまり　このまないが\nいざと　いうときは\nツノのどくで　あいてを　くるしめる。
1,30,15,きけんを　かんじると　ぜんしんの\nトゲを　さかだてる。ニドリーノに\nくらべて　トゲの　そだちが　おそい。
1,30,16,きけんを　かんじると　ぜんしんの\nトゲを　さかだてる。ニドリーノに\nくらべて　トゲの　そだちが　おそい。
1,30,17,きけんを　かんじると　ぜんしんの\nトゲを　さかだてる。ニドリーノに\nくらべて　トゲの　そだちが　おそい。
1,30,18,こどもに　エサを　わけあたえるとき\nおやが　かみくだき　やわらかくした\nエサを　はきもどして　あたえる。
1,30,19,おんこうで　やさしい　せいかく。\nツノのそだちも　おそいため\nこのんで　たたかおうとはしない。
1,31,15,よろいのように　かたい　ウロコが\nぜんしんを　つつむ。すあなの\nこどもを　いのちがけで　まもる。
1,31,16,よろいのように　かたい　ウロコが\nぜんしんを　つつむ。すあなの\nこどもを　いのちがけで　まもる。
1,31,17,よろいのように　かたい　ウロコが\nぜんしんを　つつむ。すあなの\nこどもを　いのちがけで　まもる。
1,31,18,ぜんしん　はりのような　ウロコで\nおおわれている。どんな　こうげきにも\nひるんだ　ようすは　みせない。
1,31,19,ウロコで　おおわれた　がんじょうな\nからだで　すあなの　いりぐちをふさぎ\nてきから　こどもたちを　まもる。
1,32,15,くさむらの　うえに　みみだけ　だして\nまわりの　けはいを　さぐる。\nもうどくの　ツノで　みを　まもる。
1,32,16,くさむらの　うえに　みみだけ　だして\nまわりの　けはいを　さぐる。\nもうどくの　ツノで　みを　まもる。
1,32,17,くさむらの　うえに　みみだけ　だして\nまわりの　けはいを　さぐる。\nもうどくの　ツノで　みを　まもる。
1,32,18,こがらだが　ツノのなかには　どくが\nいっぱい。ぜんしんで　とびこんできて\nツノをさし　どくを　ながしこむ。
1,32,19,おおきな　みみを　たてて\nまわりをさぐり　きけんが　せまると\nさきに　こうげきを　しかけてくる。
1,33,15,きしょうが　あらい　ポケモン。\nあいてに　つきさした　しょうげきで\nツノから　もうどくが　にじみでる。
1,33,16,きしょうが　あらい　ポケモン。\nあいてに　つきさした　しょうげきで\nツノから　もうどくが　にじみでる。
1,33,17,きしょうが　あらい　ポケモン。\nあいてに　つきさした　しょうげきで\nツノから　もうどくが　にじみでる。
1,33,18,はったつした　みみを　たてて\nまわりの　けはいを　さぐる。\nなにかあると　すぐに　とびかかる。
1,33,19,おこりっぽい　せいかくで\nこうふんすると　ツノを　つきさし\nもうどくを　ながしこんでくる。
1,34,15,しっぽの　いちげきは　でんちゅうを\nまるで　マッチぼうのように\nまっぷたつに　へしおってしまう。
1,34,16,しっぽの　いちげきは　でんちゅうを\nまるで　マッチぼうのように\nまっぷたつに　へしおってしまう。
1,34,17,しっぽの　いちげきは　でんちゅうを\nまるで　マッチぼうのように\nまっぷたつに　へしおってしまう。
1,34,18,おおきな　シッポを　ふりまわし\nあいてが　ひるむと　がんじょうな\nからだで　つっこんでくる。
1,34,19,パワーあふれる　ふとい　シッポは\nしめつけた　あいての　せぼねも\nかんたんに　へしおってしまう。
1,35,15,あいくるしい　しぐさで　だいにんき。\nしずかな　やまおくで　なかまたちと\nくらしていると　かんがえられている。
1,35,16,つきの　ひかりを　せなかの　つばさに\nあつめて　くうちゅうに　うかぶ。\nみつけるのが　むずかしい　ポケモン。
1,35,17,まんげつのよる　ピッピが　あつまって\nダンスを　おどるようすを　みると\nしあわせに　なれると　いわれている。
1,35,18,せなかの　つばさに　つきのひかりを\nあつめることで　くうちゅうに\nうかぶことが　できるらしい。
1,35,19,あいくるしい　しぐさと　なきごえで\nかわいいと　だいにんきの　ポケモン。\nだが　めったに　みつからない。
1,36,15,めったに　すがたを　あらわさない。\nまんげつに　さそわれて　ひとけのない\nみずうみで　あそぶと　いわれている。
1,36,16,１キロさきで　おちた　ハリの　おとも\nききわける　すぐれた　みみを　もつ。\nしずかな　やまおくに　すんでいる。
1,36,17,１キロさきで　おちた　はりのおとを\nききわける　みみと　ようじんぶかさで\nめったに　ひとまえに　あらわれない。
1,36,18,どんなに　とおくの　ものおとも\nききわけられるので　ふだんは\nしずかな　ところに　かくれている。
1,36,19,どんなに　とおくの　ものおとも\nききわけられるほど　みみが　いいので\nふだんは　しずかなところを　このむ。
1,37,15,ほのおの　たまを　あやつる。\nせいちょうすると　６ほんの　しっぽは\nさきが　わかれて　さらに　ふえる。
1,37,16,ほのおの　たまを　あやつる。\nせいちょうすると　６ほんの　しっぽは\nさきが　わかれて　さらに　ふえる。
1,37,17,ほのおの　たまを　あやつる。\nせいちょうすると　６ほんの　しっぽは\nさきが　わかれて　さらに　ふえる。
1,37,18,しろい　しっぽが　おおきくなると\nいろがついて　６ぽんに　わかれる。\nだきしめると　ほんのり　あたたかい。
1,37,19,じぶんより　つよい　あいてに\nおそわれると　キズついた　ふりをして\nまどわせ　そのすきに　にげてしまう。
1,38,15,９ほんの　しっぽには　しんぴてきな\nちからが　やどっていると　つたわる。\n１０００ねん　いきつづけるらしい。
1,38,16,９ほんの　しっぽには　しんぴてきな\nちからが　やどっていると　つたわる。\n１０００ねん　いきつづけるらしい。
1,38,17,９ほんの　しっぽには　しんぴてきな\nちからが　やどっていると　つたわる。\n１０００ねん　いきつづけるらしい。
1,38,18,９ほんの　しっぽには　それぞれ\nちがう　しんぴてきな　ちからが\nひめられている　という　はなしだ。
1,38,19,９ほんの　うつくしい　しっぽには\n１０００ねん　いきるだけの\nふしぎなエネルギーが　つまっている。
1,39,15,つぶらな　ひとみが　ゆれるとき\nだれもが　ねむくなってしまう\nこもりうたを　うたいはじめる。
1,39,16,つぶらな　ひとみが　ゆれるとき\nだれもが　ねむくなってしまう\nこもりうたを　うたいはじめる。
1,39,17,つぶらな　ひとみが　ゆれるとき\nだれもが　ねむくなってしまう\nこもりうたを　うたいはじめる。
1,39,18,おおきく　からだを　ふくらませてから\nうたう　こもりうたは　いつもより\nながくて　ぜったいに　ねむくなる。
1,39,19,つぶらな　ひとみを　みつめていると\nねむたくなるような　ここちよい\nうたを　うたいはじめる。
1,40,15,キメこまやかな　たいもうは\nごくじょうの　はだざわり。\nいきを　すいこんで　ふくらむ。
1,40,16,キメこまやかな　たいもうは\nごくじょうの　はだざわり。\nいきを　すいこんで　ふくらむ。
1,40,17,キメこまやかな　たいもうは\nごくじょうの　はだざわり。\nいきを　すいこんで　ふくらむ。
1,40,18,２ひき　よりそいあうと　おたがいの\nけがわが　きもちよすぎて\nはなれられなく　なってしまう。
1,40,19,キメこまやかな　けがわの　もちぬし。\nおこらせると　どんどん　ふくらみ\nのしかかってくるので　ちゅうい。
1,41,15,くちから　だす　ちょうおんぱで\nりょうめが　なくても　まわりの\nしょうがいぶつを　さっちできる。
1,41,16,たいようの　ひかりが　にがて。\nひが　しずむまで　どうくつや\nもりの　おくふかくで　ねむる。
1,41,17,くちからだす　ちょうおんぱの\nはんしゃで　まわりの　ようすや\nじぶんの　いばしょを　しらべている。
1,41,18,とんでいるときは　いつも　くちから\nちょうおんぱを　だして　まわりが\nどんな　ようすか　はんだんしている。
1,41,19,くらいところも　とびまわれるのは\nちょうおんぱを　だして　まわりの\nじょうきょうを　しらべるからだ。
1,42,15,ひとや　ポケモンの　けつえきが\nだいこうぶつ。くびすじの　けっかんを\nねらい　よぞらを　とびまわる。
1,42,16,ひとたび　ちを　すいはじめると\nまんぷくに　なるまで　やめない。\nくらやみを　とび　えものを　さがす。
1,42,17,どんなに　かたい　ひふでも　つらぬく\nするどいキバには　ちいさな　あなが\nあって　そこから　ちを　すいまくる。
1,42,18,どんなに　かたい　ひふでも\nするどい　キバで　つらぬいて\nたっぷりと　ちを　すいまくる。
1,42,19,３００シーシーの　ちを　すえるが\nいちどに　すいすぎると　からだが\nおもたくなって　ふらふら　する。
1,43,15,ひるまは　ねっこの　あしを　じめんに\nうめて　うごかないことが　おおい。\nよる　あるきまわって　タネを　まく。
1,43,16,ひるまは　ねっこの　あしを　じめんに\nうめて　うごかないことが　おおい。\nよる　あるきまわって　タネを　まく。
1,43,17,ひるまは　ねっこの　あしを　じめんに\nうめて　うごかないことが　おおい。\nよる　あるきまわって　タネを　まく。
1,43,18,つきのひかりを　あびて　めざめると\nあちこち　うごきまわる。ひるまは\nじめんのなかで　じっとしている。
1,43,19,つきのひかりを　あびて　うごきだす。\nよるのあいだに　タネを　あちこちに\nばらまくため　あるきまわる。
1,44,15,くちから　たれている　ミツは\n２キロ　はなれていても　はなが\nまがるほど　もうれつに　くさい。
1,44,16,くちから　たれている　ミツは\n２キロ　はなれていても　はなが\nまがるほど　もうれつに　くさい。
1,44,17,くちから　たれている　ミツは\n２キロ　はなれていても　はなが\nまがるほど　もうれつに　くさい。
1,44,18,よだれのように　みえる　あまいミツ。\nとても　ねばねば　しており\nふれると　いつまでも　まとわりつく。
1,44,19,ねばねばした　よだれのような　ミツ。\nとても　あまいのだが　においが\nいじょうに　くさくて　ちかよれない。
1,45,15,はなびらの　おおきさは　せかいいち。\nひどい　アレルギーを　ひきおこす\nどくかふんを　ばらまいて　あるく。
1,45,16,はなびらの　おおきさは　せかいいち。\nひどい　アレルギーを　ひきおこす\nどくかふんを　ばらまいて　あるく。
1,45,17,はなびらの　おおきさは　せかいいち。\nひどい　アレルギーを　ひきおこす\nどくかふんを　ばらまいて　あるく。
1,45,18,せかいいち　おおきな　はなびらは\nあるくたびに　ゆれて　たいりょうの\nどくかふんを　ばらまいてしまう。
1,45,19,ボンッという　おとがして　つぼみが\nひらくと　アレルギーを　おこす\nどくかふんを　ばらまきはじめる。
1,46,15,とうちゅうかそうと　よばれる\nキノコを　せなかに　はやしている。\nパラスと　ともに　おおきく　そだつ。
1,46,16,とうちゅうかそうと　よばれる\nキノコを　せなかに　はやしている。\nパラスと　ともに　おおきく　そだつ。
1,46,17,とうちゅうかそうと　よばれる\nキノコを　せなかに　はやしている。\nパラスと　ともに　おおきく　そだつ。
1,46,18,ぜんしんに　キノコのほうしを　あびて\nうまれてくる。からだが　そだつと\nせなかから　キノコが　はえてくる。
1,46,19,からだが　おおきくなると\nせなかから　とうちゅうかそう\nという　キノコが　はえてくる。
1,47,15,からだよりも　おおきな　キノコが\nパラセクトを　あやつっている。\nどくの　ほうしを　ばらまく。
1,47,16,ムシの　からだより　おおきくなった\nキノコの　いしで　かつどうする。\nしめった　ばしょを　このむという。
1,47,17,からだよりも　おおきな　キノコが\nパラセクトを　あやつっている。\nどくの　ほうしを　ばらまく。
1,47,18,くらくて　しめった　ばしょをこのむ。\nそれは　むしではなく　おおきくなった\nせなかの　キノコの　このみなのだ。
1,47,19,せなかの　キノコが　そだつほど\nばらまかれる　キノコのほうしの\nこうかは　きょうりょくになる。
1,48,15,ちいさな　めが　たくさん　あつまって\nおおきな　めに　なっている。\nよるになると　あかりに　あつまる。
1,48,16,ちいさな　めが　たくさん　あつまって\nおおきな　めに　なっている。\nよるになると　あかりに　あつまる。
