version_group_id,pokemon_id,slot,ability_id,is_hidden_ability
7,194,2,11,0
7,195,1,6,0
7,195,2,11,0
7,196,1,28,0
7,197,1,28,0
7,198,1,15,0
7,199,1,12,0
7,199,2,20,0
7,200,1,26,0
7,201,1,26,0
7,202,1,23,0
7,203,1,39,0
7,203,2,48,0
7,204,1,5,0
7,205,1,5,0
7,206,1,32,0
7,206,2,50,0
7,207,1,52,0
7,207,2,8,0
7,208,1,69,0
7,208,2,5,0
7,209,1,22,0
7,209,2,50,0
7,210,1,22,0
7,211,1,38,0
7,211,2,33,0
7,212,1,68,0
7,213,1,5,0
7,214,1,68,0
7,214,2,62,0
7,215,1,39,0
7,215,2,51,0
7,216,1,53,0
7,217,1,62,0
7,218,1,40,0
7,218,2,49,0
7,219,1,40,0
7,219,2,49,0
7,220,1,12,0
7,221,1,12,0
7,222,1,55,0
7,222,2,30,0
7,223,1,55,0
7,224,1,21,0
7,225,1,72,0
7,225,2,55,0
7,226,1,33,0
7,226,2,11,0
7,227,1,51,0
7,227,2,5,0
7,228,1,48,0
7,228,2,18,0
7,229,1,48,0
7,229,2,18,0
7,230,1,33,0
7,231,1,53,0
7,232,1,5,0
7,233,1,36,0
7,234,1,22,0
7,235,1,20,0
7,236,1,62,0
7,237,1,22,0
7,238,1,12,0
7,239,1,9,0
7,240,1,49,0
7,241,1,47,0
7,242,1,30,0
7,242,2,32,0
7,243,1,46,0
7,244,1,46,0
7,245,1,46,0
7,246,1,62,0
7,247,1,61,0
7,248,1,45,0
7,249,1,46,0
7,250,1,46,0
7,251,1,30,0
7,252,1,65,0
7,253,1,65,0
7,254,1,65,0
7,255,1,66,0
7,256,1,66,0
7,257,1,66,0
7,258,1,67,0
7,259,1,67,0
7,260,1,67,0
7,261,1,50,0
7,262,1,22,0
7,263,1,53,0
7,264,1,53,0
7,265,1,19,0
7,266,1,61,0
7,267,1,68,0
7,268,1,61,0
7,269,1,19,0
7,270,1,33,0
7,270,2,44,0
7,271,1,33,0
7,271,2,44,0
7,272,1,33,0
7,272,2,44,0
7,273,1,34,0
7,273,2,48,0
7,274,1,34,0
7,274,2,48,0
7,275,1,34,0
7,275,2,48,0
7,276,1,62,0
7,277,1,62,0
7,278,1,51,0
7,279,1,51,0
7,280,1,28,0
7,280,2,36,0
7,281,1,28,0
7,281,2,36,0
7,282,1,28,0
7,282,2,36,0
7,283,1,33,0
7,284,1,22,0
7,285,1,27,0
7,286,1,27,0
7,287,1,54,0
7,288,1,72,0
7,289,1,54,0
7,290,1,14,0
7,291,1,3,0
7,292,1,25,0
7,293,1,43,0
7,294,1,43,0
7,295,1,43,0
7,296,1,47,0
7,296,2,62,0
7,297,1,47,0
7,297,2,62,0
7,298,1,47,0
7,298,2,37,0
7,299,1,5,0
7,299,2,42,0
7,300,1,56,0
7,301,1,56,0
7,302,1,51,0
7,303,1,52,0
7,303,2,22,0
7,304,1,5,0
7,304,2,69,0
7,305,1,5,0
7,305,2,69,0
7,306,1,5,0
7,306,2,69,0
7,307,1,74,0
7,308,1,74,0
7,309,1,9,0
7,309,2,31,0
7,310,1,9,0
7,310,2,31,0
7,311,1,57,0
7,312,1,58,0
7,313,1,35,0
7,313,2,68,0
7,314,1,12,0
7,315,1,30,0
7,315,2,38,0
7,316,1,64,0
7,316,2,60,0
7,317,1,64,0
7,317,2,60,0
7,318,1,24,0
7,319,1,24,0
7,320,1,41,0
7,320,2,12,0
7,321,1,41,0
7,321,2,12,0
7,322,1,12,0
7,323,1,40,0
7,324,1,73,0
7,325,1,47,0
7,325,2,20,0
7,326,1,47,0
7,326,2,20,0
7,327,1,20,0
7,328,1,52,0
7,328,2,71,0
7,329,1,26,0
7,330,1,26,0
7,331,1,8,0
7,332,1,8,0
7,333,1,30,0
7,334,1,30,0
7,335,1,17,0
7,336,1,61,0
7,337,1,26,0
7,338,1,26,0
7,339,1,12,0
7,340,1,12,0
7,341,1,52,0
7,341,2,75,0
7,342,1,52,0
7,342,2,75,0
7,343,1,26,0
7,344,1,26,0
7,345,1,21,0
7,346,1,21,0
7,347,1,4,0
7,348,1,4,0
7,349,1,33,0
7,350,1,63,0
7,351,1,59,0
7,352,1,16,0
7,353,1,15,0
7,354,1,15,0
7,355,1,26,0
7,356,1,46,0
7,357,1,34,0
7,358,1,26,0
7,359,1,46,0
7,360,1,23,0
7,361,1,39,0
7,362,1,39,0
7,363,1,47,0
7,364,1,47,0
7,365,1,47,0
7,366,1,75,0
7,367,1,33,0
7,368,1,33,0
7,369,1,33,0
7,369,2,69,0
7,370,1,33,0
7,371,1,69,0
7,372,1,69,0
7,373,1,22,0
7,374,1,29,0
7,375,1,29,0
7,376,1,29,0
7,377,1,29,0
7,378,1,29,0
7,379,1,29,0
7,380,1,26,0
7,381,1,26,0
7,382,1,2,0
7,383,1,70,0
7,384,1,76,0
7,385,1,32,0
7,386,1,46,0
7,10001,1,59,0
7,10002,1,59,0
7,10003,1,59,0
8,1,1,65,0
8,2,1,65,0
8,3,1,65,0
8,4,1,66,0
8,5,1,66,0
8,6,1,66,0
8,7,1,67,0
8,8,1,67,0
8,9,1,67,0
8,10,1,19,0
8,11,1,61,0
8,12,1,14,0
8,13,1,19,0
8,14,1,61,0
8,15,1,68,0
8,16,1,51,0
8,17,1,51,0
8,18,1,51,0
8,19,1,50,0
8,19,2,62,0
8,20,1,50,0
8,20,2,62,0
8,21,1,51,0
8,22,1,51,0
8,23,1,22,0
8,23,2,61,0
8,24,1,22,0
8,24,2,61,0
8,25,1,9,0
8,26,1,9,0
8,27,1,8,0
8,28,1,8,0
8,29,1,38,0
8,30,1,38,0
8,31,1,38,0
8,32,1,38,0
8,33,1,38,0
8,34,1,38,0
8,35,1,56,0
8,36,1,56,0
8,37,1,18,0
8,38,1,18,0
8,39,1,56,0
8,40,1,56,0
8,41,1,39,0
8,42,1,39,0
8,43,1,34,0
8,44,1,34,0
8,45,1,34,0
8,46,1,27,0
8,47,1,27,0
8,48,1,14,0
8,49,1,19,0
8,50,1,8,0
8,50,2,71,0
8,51,1,8,0
8,51,2,71,0
8,52,1,53,0
8,53,1,7,0
8,54,1,6,0
8,54,2,13,0
8,55,1,6,0
8,55,2,13,0
8,56,1,72,0
8,57,1,72,0
8,58,1,22,0
8,58,2,18,0
8,59,1,22,0
8,59,2,18,0
8,60,1,11,0
8,60,2,6,0
8,61,1,11,0
8,61,2,6,0
8,62,1,11,0
8,62,2,6,0
8,63,1,28,0
8,63,2,39,0
8,64,1,28,0
8,64,2,39,0
8,65,1,28,0
8,65,2,39,0
8,66,1,62,0
8,67,1,62,0
8,68,1,62,0
8,69,1,34,0
8,70,1,34,0
8,71,1,34,0
8,72,1,29,0
8,72,2,64,0
8,73,1,29,0
8,73,2,64,0
8,74,1,69,0
8,74,2,5,0
8,75,1,69,0
8,75,2,5,0
8,76,1,69,0
8,76,2,5,0
8,77,1,50,0
8,77,2,18,0
8,78,1,50,0
8,78,2,18,0
8,79,1,12,0
8,79,2,20,0
8,80,1,12,0
8,80,2,20,0
8,81,1,42,0
8,81,2,5,0
8,82,1,42,0
8,82,2,5,0
8,83,1,51,0
8,83,2,39,0
8,84,1,50,0
8,84,2,48,0
8,85,1,50,0
8,85,2,48,0
8,86,1,47,0
8,87,1,47,0
8,88,1,1,0
8,88,2,60,0
8,89,1,1,0
8,89,2,60,0
8,90,1,75,0
8,91,1,75,0
8,92,1,26,0
8,93,1,26,0
8,94,1,26,0
8,95,1,69,0
8,95,2,5,0
8,96,1,15,0
8,97,1,15,0
8,98,1,52,0
8,98,2,75,0
8,99,1,52,0
8,99,2,75,0
8,100,1,43,0
8,100,2,9,0
8,101,1,43,0
8,101,2,9,0
8,102,1,34,0
8,103,1,34,0
8,104,1,69,0
8,104,2,31,0
8,105,1,69,0
8,105,2,31,0
8,106,1,7,0
8,107,1,51,0
8,108,1,20,0
8,108,2,12,0
8,109,1,26,0
8,110,1,26,0
8,111,1,31,0
8,111,2,69,0
8,112,1,31,0
8,112,2,69,0
8,113,1,30,0
8,113,2,32,0
8,114,1,34,0
8,115,1,48,0
8,116,1,33,0
8,117,1,38,0
8,118,1,33,0
8,118,2,41,0
8,119,1,33,0
8,119,2,41,0
8,120,1,35,0
8,120,2,30,0
8,121,1,35,0
8,121,2,30,0
8,122,1,43,0
8,123,1,68,0
8,124,1,12,0
8,125,1,9,0
8,126,1,49,0
8,127,1,52,0
8,128,1,22,0
8,129,1,33,0
8,130,1,22,0
8,131,1,11,0
8,131,2,75,0
8,132,1,7,0
8,133,1,50,0
8,134,1,11,0
8,135,1,10,0
8,136,1,18,0
8,137,1,36,0
8,138,1,33,0
8,138,2,75,0
8,139,1,33,0
8,139,2,75,0
8,140,1,33,0
8,140,2,4,0
8,141,1,33,0
8,141,2,4,0
8,142,1,69,0
8,142,2,46,0
8,143,1,17,0
8,143,2,47,0
8,144,1,46,0
8,145,1,46,0
8,146,1,46,0
8,147,1,61,0
8,148,1,61,0
8,149,1,39,0
8,150,1,46,0
8,151,1,28,0
8,152,1,65,0
8,153,1,65,0
8,154,1,65,0
8,155,1,66,0
8,156,1,66,0
8,157,1,66,0
8,158,1,67,0
8,159,1,67,0
8,160,1,67,0
8,161,1,50,0
8,161,2,51,0
8,162,1,50,0
8,162,2,51,0
8,163,1,15,0
8,163,2,51,0
8,164,1,15,0
8,164,2,51,0
8,165,1,68,0
8,165,2,48,0
8,166,1,68,0
8,166,2,48,0
8,167,1,68,0
8,167,2,15,0
8,168,1,68,0
8,168,2,15,0
8,169,1,39,0
8,170,1,10,0
8,170,2,35,0
8,171,1,10,0
8,171,2,35,0
8,172,1,9,0
8,173,1,56,0
8,174,1,56,0
8,175,1,55,0
8,175,2,32,0
8,176,1,55,0
8,176,2,32,0
8,177,1,28,0
8,177,2,48,0
8,178,1,28,0
8,178,2,48,0
8,179,1,9,0
8,180,1,9,0
8,181,1,9,0
8,182,1,34,0
8,183,1,47,0
8,183,2,37,0
8,184,1,47,0
8,184,2,37,0
8,185,1,5,0
8,185,2,69,0
8,186,1,11,0
8,186,2,6,0
8,187,1,34,0
8,188,1,34,0
8,189,1,34,0
8,190,1,50,0
8,190,2,53,0
8,191,1,34,0
8,192,1,34,0
8,193,1,3,0
8,193,2,14,0
8,194,1,6,0
8,194,2,11,0
8,195,1,6,0
8,195,2,11,0
8,196,1,28,0
8,197,1,28,0
8,198,1,15,0
8,199,1,12,0
8,199,2,20,0
8,200,1,26,0
8,201,1,26,0
8,202,1,23,0
8,203,1,39,0
8,203,2,48,0
8,204,1,5,0
8,205,1,5,0
8,206,1,32,0
8,206,2,50,0
8,207,1,52,0
8,207,2,8,0
8,208,1,69,0
8,208,2,5,0
8,209,1,22,0
8,209,2,50,0
8,210,1,22,0
8,211,1,38,0
8,211,2,33,0
8,212,1,68,0
8,213,1,5,0
8,214,1,68,0
8,214,2,62,0
8,215,1,39,0
8,215,2,51,0
8,216,1,53,0
8,217,1,62,0
8,218,1,40,0
8,218,2,49,0
8,219,1,40,0
8,219,2,49,0
8,220,1,12,0
8,221,1,12,0
8,222,1,55,0
8,222,2,30,0
8,223,1,55,0
8,224,1,21,0
8,225,1,72,0
8,225,2,55,0
8,226,1,33,0
8,226,2,11,0
8,227,1,51,0
8,227,2,5,0
8,228,1,48,0
8,228,2,18,0
8,229,1,48,0
8,229,2,18,0
8,230,1,33,0
8,231,1,53,0
8,232,1,5,0
8,233,1,36,0
8,234,1,22,0
8,235,1,20,0
8,236,1,62,0
8,237,1,22,0
8,238,1,12,0
8,239,1,9,0
8,240,1,49,0
8,241,1,47,0
8,242,1,30,0
8,242,2,32,0
8,243,1,46,0
8,244,1,46,0
8,245,1,46,0
8,246,1,62,0
8,247,1,61,0
8,248,1,45,0
8,249,1,46,0
8,250,1,46,0
8,251,1,30,0
8,252,1,65,0
8,253,1,65,0
8,254,1,65,0
8,255,1,66,0
8,256,1,66,0
8,257,1,66,0
8,258,1,67,0
8,259,1,67,0
8,260,1,67,0
8,261,1,50,0
8,262,1,22,0
8,263,1,53,0
8,264,1,53,0
8,265,1,19,0
8,266,1,61,0
8,267,1,68,0
8,268,1,61,0
8,269,1,19,0
8,270,1,33,0
8,270,2,44,0
8,271,1,33,0
8,271,2,44,0
8,272,1,33,0
8,272,2,44,0
8,273,1,34,0
8,273,2,48,0
8,274,1,34,0
8,274,2,48,0
8,275,1,34,0
8,275,2,48,0
8,276,1,62,0
8,277,1,62,0
8,278,1,51,0
8,279,1,51,0
8,280,1,28,0
8,280,2,36,0
8,281,1,28,0
8,281,2,36,0
8,282,1,28,0
8,282,2,36,0
8,283,1,33,0
8,284,1,22,0
8,285,1,27,0
8,286,1,27,0
8,287,1,54,0
8,288,1,72,0
8,289,1,54,0
8,290,1,14,0
8,291,1,3,0
8,292,1,25,0
8,293,1,43,0
8,294,1,43,0
8,295,1,43,0
8,296,1,47,0
8,296,2,62,0
8,297,1,47,0
8,297,2,62,0
8,298,1,47,0
8,298,2,37,0
8,299,1,5,0
8,299,2,42,0
8,300,1,56,0
8,301,1,56,0
8,302,1,51,0
8,303,1,52,0
8,303,2,22,0
8,304,1,5,0
8,304,2,69,0
8,305,1,5,0
8,305,2,69,0
8,306,1,5,0
8,306,2,69,0
8,307,1,74,0
8,308,1,74,0
8,309,1,9,0
8,309,2,31,0
8,310,1,9,0
8,310,2,31,0
8,311,1,57,0
8,312,1,58,0
8,313,1,35,0
8,313,2,68,0
8,314,1,12,0
8,315,1,30,0
8,315,2,38,0
8,316,1,64,0
8,316,2,60,0
8,317,1,64,0
8,317,2,60,0
8,318,1,24,0
8,319,1,24,0
8,320,1,41,0
8,320,2,12,0
8,321,1,41,0
8,321,2,12,0
8,322,1,12,0
8,323,1,40,0
8,324,1,73,0
8,325,1,47,0
8,325,2,20,0
8,326,1,47,0
8,326,2,20,0
8,327,1,20,0
8,328,1,52,0
8,328,2,71,0
8,329,1,26,0
8,330,1,26,0
8,331,1,8,0
8,332,1,8,0
8,333,1,30,0
8,334,1,30,0
8,335,1,17,0
8,336,1,61,0
8,337,1,26,0
8,338,1,26,0
8,339,1,12,0
8,340,1,12,0
8,341,1,52,0
8,341,2,75,0
8,342,1,52,0
8,342,2,75,0
8,343,1,26,0
8,344,1,26,0
8,345,1,21,0
8,346,1,21,0
8,347,1,4,0
8,348,1,4,0
8,349,1,33,0
8,350,1,63,0
8,351,1,59,0
8,352,1,16,0
8,353,1,15,0
8,354,1,15,0
8,355,1,26,0
8,356,1,46,0
8,357,1,34,0
8,358,1,26,0
8,359,1,46,0
8,360,1,23,0
8,361,1,39,0
8,362,1,39,0
8,363,1,47,0
8,364,1,47,0
8,365,1,47,0
8,366,1,75,0
8,367,1,33,0
8,368,1,33,0
8,369,1,33,0
8,369,2,69,0
8,370,1,33,0
8,371,1,69,0
8,372,1,69,0
8,373,1,22,0
8,374,1,29,0
8,375,1,29,0
8,376,1,29,0
8,377,1,29,0
8,378,1,29,0
8,379,1,29,0
8,380,1,26,0
8,381,1,26,0
8,382,1,2,0
8,383,1,70,0
8,384,1,76,0
8,385,1,32,0
8,10001,1,59,0
8,10002,1,59,0
8,10003,1,59,0
8,10004,1,46,0
8,10005,1,46,0
9,1,1,65,0
9,2,1,65,0
9,3,1,65,0
9,4,1,66,0
9,5,1,66,0
9,6,1,66,0
9,7,1,67,0
9,8,1,67,0
9,9,1,67,0
9,10,1,19,0
9,11,1,61,0
9,12,1,14,0
9,13,1,19,0
9,14,1,61,0
9,15,1,68,0
9,16,1,51,0
9,17,1,51,0
9,18,1,51,0
9,19,1,50,0
9,19,2,62,0
9,20,1,50,0
9,20,2,62,0
9,21,1,51,0
9,22,1,51,0
9,23,1,22,0
9,23,2,61,0
9,24,1,22,0
9,24,2,61,0
9,25,1,9,0
9,26,1,9,0
9,27,1,8,0
9,28,1,8,0
9,29,1,38,0
9,30,1,38,0
9,31,1,38,0
9,32,1,38,0
9,33,1,38,0
9,34,1,38,0
9,35,1,56,0
9,36,1,56,0
9,37,1,18,0
9,38,1,18,0
9,39,1,56,0
9,40,1,56,0
9,41,1,39,0
9,42,1,39,0
9,43,1,34,0
9,44,1,34,0
9,45,1,34,0
9,46,1,27,0
9,47,1,27,0
9,48,1,14,0
9,49,1,19,0
9,50,1,8,0
9,50,2,71,0
9,51,1,8,0
9,51,2,71,0
9,52,1,53,0
9,53,1,7,0
9,54,1,6,0
9,54,2,13,0
9,55,1,6,0
9,55,2,13,0
9,56,1,72,0
9,57,1,72,0
9,58,1,22,0
9,58,2,18,0
9,59,1,22,0
9,59,2,18,0
9,60,1,11,0
9,60,2,6,0
9,61,1,11,0
9,61,2,6,0
9,62,1,11,0
9,62,2,6,0
9,63,1,28,0
9,63,2,39,0
9,64,1,28,0
9,64,2,39,0
9,65,1,28,0
9,65,2,39,0
9,66,1,62,0
9,67,1,62,0
9,68,1,62,0
9,69,1,34,0
9,70,1,34,0
9,71,1,34,0
9,72,1,29,0
9,72,2,64,0
9,73,1,29,0
9,73,2,64,0
9,74,1,69,0
9,74,2,5,0
9,75,1,69,0
9,75,2,5,0
9,76,1,69,0
9,76,2,5,0
9,77,1,50,0
9,77,2,18,0
9,78,1,50,0
9,78,2,18,0
9,79,1,12,0
9,79,2,20,0
9,80,1,12,0
9,80,2,20,0
9,81,1,42,0
9,81,2,5,0
9,82,1,42,0
9,82,2,5,0
9,83,1,51,0
9,83,2,39,0
9,84,1,50,0
9,84,2,48,0
9,85,1,50,0
9,85,2,48,0
9,86,1,47,0
9,87,1,47,0
9,88,1,1,0
9,88,2,60,0
9,89,1,1,0
9,89,2,60,0
9,90,1,75,0
9,91,1,75,0
9,92,1,26,0
9,93,1,26,0
9,94,1,26,0
9,95,1,69,0
9,95,2,5,0
9,96,1,15,0
9,97,1,15,0
9,98,1,52,0
9,98,2,75,0
9,99,1,52,0
9,99,2,75,0
9,100,1,43,0
9,100,2,9,0
9,101,1,43,0
9,101,2,9,0
9,102,1,34,0
9,103,1,34,0
9,104,1,69,0
9,104,2,31,0
9,105,1,69,0
9,105,2,31,0
9,106,1,7,0
9,107,1,51,0
9,108,1,20,0
9,108,2,12,0
9,109,1,26,0
9,110,1,26,0
9,111,1,31,0
9,111,2,69,0
9,112,1,31,0
9,112,2,69,0
9,113,1,30,0
9,113,2,32,0
9,114,1,34,0
9,115,1,48,0
9,116,1,33,0
9,117,1,38,0
9,118,1,33,0
9,118,2,41,0
9,119,1,33,0
9,119,2,41,0
9,120,1,35,0
9,120,2,30,0
9,121,1,35,0
9,121,2,30,0
9,122,1,43,0
9,123,1,68,0
9,124,1,12,0
9,125,1,9,0
9,126,1,49,0
9,127,1,52,0
9,128,1,22,0
9,129,1,33,0
9,130,1,22,0
9,131,1,11,0
9,131,2,75,0
9,132,1,7,0
9,133,1,50,0
9,134,1,11,0
9,135,1,10,0
9,136,1,18,0
9,137,1,36,0
9,138,1,33,0
9,138,2,75,0
9,139,1,33,0
9,139,2,75,0
9,140,1,33,0
9,140,2,4,0
9,141,1,33,0
9,141,2,4,0
9,142,1,69,0
9,142,2,46,0
9,143,1,17,0
9,143,2,47,0
9,144,1,46,0
9,145,1,46,0
9,146,1,46,0
9,147,1,61,0
9,148,1,61,0
9,149,1,39,0
9,150,1,46,0
9,151,1,28,0
9,152,1,65,0
9,153,1,65,0
9,154,1,65,0
9,155,1,66,0
9,156,1,66,0
9,157,1,66,0
9,158,1,67,0
9,159,1,67,0
9,160,1,67,0
9,161,1,50,0
9,161,2,51,0
9,162,1,50,0
9,162,2,51,0
9,163,1,15,0
9,163,2,51,0
9,164,1,15,0
9,164,2,51,0
9,165,1,68,0
9,165,2,48,0
9,166,1,68,0
9,166,2,48,0
9,167,1,68,0
9,167,2,15,0
9,168,1,68,0
9,168,2,15,0
9,169,1,39,0
9,170,1,10,0
9,170,2,35,0
9,171,1,10,0
9,171,2,35,0
9,172,1,9,0
9,173,1,56,0
9,174,1,56,0
9,175,1,55,0
9,175,2,32,0
9,176,1,55,0
9,176,2,32,0
9,177,1,28,0
9,177,2,48,0
9,178,1,28,0
9,178,2,48,0
9,179,1,9,0
9,180,1,9,0
9,181,1,9,0
9,182,1,34,0
9,183,1,47,0
9,183,2,37,0
9,184,1,47,0
9,184,2,37,0
9,185,1,5,0
9,185,2,69,0
9,186,1,11,0
9,186,2,6,0
9,187,1,34,0
9,188,1,34,0
9,189,1,34,0
9,190,1,50,0
9,190,2,53,0
9,191,1,34,0
9,192,1,34,0
9,193,1,3,0
9,193,2,14,0
9,194,1,6,0
9,194,2,11,0
9,195,1,6,0
9,195,2,11,0
9,196,1,28,0
9,197,1,28,0
9,198,1,15,0
9,199,1,12,0
9,199,2,20,0
9,200,1,26,0
9,201,1,26,0
9,202,1,23,0
9,203,1,39,0
9,203,2,48,0
9,204,1,5,0
9,205,1,5,0
9,206,1,32,0
9,206,2,50,0
9,207,1,52,0
9,207,2,8,0
9,208,1,69,0
9,208,2,5,0
9,209,1,22,0
9,209,2,50,0
9,210,1,22,0
9,211,1,38,0
9,211,2,33,0
9,212,1,68,0
9,213,1,5,0
9,214,1,68,0
9,214,2,62,0
9,215,1,39,0
9,215,2,51,0
9,216,1,53,0
9,217,1,62,0
9,218,1,40,0
9,218,2,49,0
9,219,1,40,0
9,219,2,49,0
9,220,1,12,0
9,221,1,12,0
9,222,1,55,0
9,222,2,30,0
9,223,1,55,0
9,224,1,21,0
9,225,1,72,0
9,225,2,55,0
9,226,1,33,0
9,226,2,11,0
9,227,1,51,0
9,227,2,5,0
9,228,1,48,0
9,228,2,18,0
9,229,1,48,0
9,229,2,18,0
9,230,1,33,0
9,231,1,53,0
9,232,1,5,0
9,233,1,36,0
9,234,1,22,0
9,235,1,20,0
9,236,1,62,0
9,237,1,22,0
9,238,1,12,0
9,239,1,9,0
9,240,1,49,0
9,241,1,47,0
9,242,1,30,0
9,242,2,32,0
9,243,1,46,0
9,244,1,46,0
9,245,1,46,0
9,246,1,62,0
9,247,1,61,0
9,248,1,45,0
9,249,1,46,0
9,250,1,46,0
9,251,1,30,0
9,252,1,65,0
9,253,1,65,0
9,254,1,65,0
9,255,1,66,0
9,256,1,66,0
9,257,1,66,0
9,258,1,67,0
9,259,1,67,0
9,260,1,67,0
9,261,1,50,0
9,262,1,22,0
9,263,1,53,0
9,264,1,53,0
9,265,1,19,0
9,266,1,61,0
9,267,1,68,0
9,268,1,61,0
9,269,1,19,0
9,270,1,33,0
