version_group_id,move_id,can_use_move,type_id,quality_id,category_id,power,accuracy,pp,priority,min_hits,max_hits,infliction_id,infliction_percent,duration_id,min_turns,max_turns,crit_stage,flinch_percent,effect,recoil_percent,heal_percent,target_id,affinity_id,max_move_id,max_power,z_move_id,z_base_power,z_power_effect_id,effect_percent
27,63,1,0,\N,2,150,90,8,0,0,0,\N,0,\N,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N
27,64,0,2,\N,1,35,100,20,0,0,0,\N,0,\N,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N
27,65,1,2,\N,1,80,100,20,0,0,0,\N,0,\N,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N
27,66,0,1,\N,1,80,80,20,0,0,0,\N,0,\N,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N
27,67,1,1,\N,1,1,100,20,0,0,0,\N,0,\N,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N
27,68,1,1,\N,1,1,100,20,-5,0,0,\N,0,\N,0,0,0,0,0,0,0,13,\N,\N,\N,\N,\N,\N,\N
27,69,1,1,\N,1,1,100,20,0,0,0,\N,0,\N,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N
27,70,0,0,\N,1,80,100,16,0,0,0,\N,0,\N,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N
27,71,0,11,\N,2,20,100,20,0,0,0,\N,0,\N,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N
27,72,0,11,\N,2,40,100,16,0,0,0,\N,0,\N,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N
27,73,1,11,\N,0,0,90,12,0,0,0,\N,0,\N,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N
27,74,1,11,\N,0,0,101,20,0,0,0,\N,0,\N,0,0,0,0,0,0,0,7,\N,\N,\N,\N,\N,\N,\N
27,75,0,11,\N,1,55,95,20,0,0,0,\N,0,\N,0,0,0,0,0,0,0,5,\N,\N,\N,\N,\N,\N,\N
27,76,1,11,\N,2,120,100,12,0,0,0,\N,0,\N,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N
27,77,1,3,\N,0,0,75,20,0,0,0,\N,0,\N,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N
27,78,1,11,\N,0,0,75,20,0,0,0,\N,0,\N,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N
27,79,1,11,\N,0,0,75,16,0,0,0,\N,0,\N,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N
27,80,1,11,\N,2,120,100,12,0,0,0,\N,0,\N,0,0,0,0,0,0,0,9,\N,\N,\N,\N,\N,\N,\N
27,81,1,6,\N,0,0,95,20,0,0,0,\N,0,\N,0,0,0,0,0,0,0,5,\N,\N,\N,\N,\N,\N,\N
27,82,0,15,\N,2,1,100,12,0,0,0,\N,0,\N,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N
27,83,1,9,\N,2,35,85,16,0,0,0,\N,0,\N,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N
27,84,0,12,\N,2,40,100,20,0,0,0,\N,0,\N,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N
27,85,1,12,\N,2,90,100,16,0,0,0,\N,0,\N,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N
27,86,1,12,\N,0,0,90,20,0,0,0,\N,0,\N,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N
27,87,1,12,\N,2,110,70,12,0,0,0,\N,0,\N,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N
27,88,0,5,\N,1,50,90,16,0,0,0,\N,0,\N,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N
27,89,1,4,\N,1,100,100,12,0,0,0,\N,0,\N,0,0,0,0,0,0,0,4,\N,\N,\N,\N,\N,\N,\N
27,90,1,4,\N,1,1,30,8,0,0,0,\N,0,\N,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N
27,91,1,4,\N,1,80,100,12,0,0,0,\N,0,\N,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N
27,92,1,3,\N,0,0,90,12,0,0,0,\N,0,\N,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N
27,93,0,13,\N,2,50,100,20,0,0,0,\N,0,\N,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N
27,94,1,13,\N,2,90,100,12,0,0,0,\N,0,\N,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N
27,95,1,13,\N,0,0,60,20,0,0,0,\N,0,\N,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N
27,96,0,13,\N,0,0,101,20,0,0,0,\N,0,\N,0,0,0,0,0,0,0,7,\N,\N,\N,\N,\N,\N,\N
27,97,1,13,\N,0,0,101,20,0,0,0,\N,0,\N,0,0,0,0,0,0,0,7,\N,\N,\N,\N,\N,\N,\N
27,98,1,0,\N,1,40,100,20,1,0,0,\N,0,\N,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N
27,99,0,0,\N,1,20,100,20,0,0,0,\N,0,\N,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N
27,100,0,13,\N,0,0,101,20,-6,0,0,\N,0,\N,0,0,0,0,0,0,0,7,\N,\N,\N,\N,\N,\N,\N
27,101,1,7,\N,2,1,100,16,0,0,0,\N,0,\N,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N
27,102,0,0,\N,0,0,101,12,0,0,0,\N,0,\N,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N
27,103,1,0,\N,0,0,85,20,0,0,0,\N,0,\N,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N
27,104,1,0,\N,0,0,101,16,0,0,0,\N,0,\N,0,0,0,0,0,0,0,7,\N,\N,\N,\N,\N,\N,\N
27,105,1,0,\N,0,0,101,8,0,0,0,\N,0,\N,0,0,0,0,0,0,0,7,\N,\N,\N,\N,\N,\N,\N
27,106,0,0,\N,0,0,101,20,0,0,0,\N,0,\N,0,0,0,0,0,0,0,7,\N,\N,\N,\N,\N,\N,\N
27,107,1,0,\N,0,0,101,12,0,0,0,\N,0,\N,0,0,0,0,0,0,0,7,\N,\N,\N,\N,\N,\N,\N
27,108,0,0,\N,0,0,100,20,0,0,0,\N,0,\N,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N
27,109,1,7,\N,0,0,100,12,0,0,0,\N,0,\N,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N
27,110,0,10,\N,0,0,101,20,0,0,0,\N,0,\N,0,0,0,0,0,0,0,7,\N,\N,\N,\N,\N,\N,\N
27,111,0,0,\N,0,0,101,20,0,0,0,\N,0,\N,0,0,0,0,0,0,0,7,\N,\N,\N,\N,\N,\N,\N
27,112,0,13,\N,0,0,101,20,0,0,0,\N,0,\N,0,0,0,0,0,0,0,7,\N,\N,\N,\N,\N,\N,\N
27,113,1,13,\N,0,0,101,20,0,0,0,\N,0,\N,0,0,0,0,0,0,0,12,\N,\N,\N,\N,\N,\N,\N
27,114,1,14,\N,0,0,101,20,0,0,0,\N,0,\N,0,0,0,0,0,0,0,10,\N,\N,\N,\N,\N,\N,\N
27,115,1,13,\N,0,0,101,20,0,0,0,\N,0,\N,0,0,0,0,0,0,0,12,\N,\N,\N,\N,\N,\N,\N
27,116,1,0,\N,0,0,101,20,0,0,0,\N,0,\N,0,0,0,0,0,0,0,7,\N,\N,\N,\N,\N,\N,\N
27,117,0,0,\N,1,1,101,12,1,0,0,\N,0,\N,0,0,0,0,0,0,0,7,\N,\N,\N,\N,\N,\N,\N
27,118,0,0,\N,0,0,101,12,0,0,0,\N,0,\N,0,0,0,0,0,0,0,7,\N,\N,\N,\N,\N,\N,\N
27,119,0,2,\N,0,0,101,20,0,0,0,\N,0,\N,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N
27,120,1,0,\N,1,200,100,8,0,0,0,\N,0,\N,0,0,0,0,0,0,0,4,\N,\N,\N,\N,\N,\N,\N
27,121,0,0,\N,1,100,75,12,0,0,0,\N,0,\N,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N
27,122,0,7,\N,1,30,100,20,0,0,0,\N,0,\N,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N
27,123,0,3,\N,2,30,70,20,0,0,0,\N,0,\N,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N
27,124,0,3,\N,2,65,100,20,0,0,0,\N,0,\N,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N
27,125,0,4,\N,1,65,85,20,0,0,0,\N,0,\N,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N
27,126,1,9,\N,2,110,85,8,0,0,0,\N,0,\N,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N
27,127,1,10,\N,1,80,100,16,0,0,0,\N,0,\N,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N
27,128,0,10,\N,1,35,85,16,0,0,0,\N,0,\N,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N
27,129,0,0,\N,2,60,101,20,0,0,0,\N,0,\N,0,0,0,0,0,0,0,5,\N,\N,\N,\N,\N,\N,\N
27,130,0,0,\N,1,130,100,12,0,0,0,\N,0,\N,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N
27,131,0,0,\N,1,20,100,16,0,0,0,\N,0,\N,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N
27,132,0,0,\N,1,10,100,20,0,0,0,\N,0,\N,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N
27,133,1,13,\N,0,0,101,20,0,0,0,\N,0,\N,0,0,0,0,0,0,0,7,\N,\N,\N,\N,\N,\N,\N
27,134,0,13,\N,0,0,80,16,0,0,0,\N,0,\N,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N
27,135,0,0,\N,0,0,101,8,0,0,0,\N,0,\N,0,0,0,0,0,0,0,7,\N,\N,\N,\N,\N,\N,\N
27,136,1,1,\N,1,130,90,12,0,0,0,\N,0,\N,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N
27,137,1,0,\N,0,0,100,20,0,0,0,\N,0,\N,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N
27,138,0,13,\N,2,100,100,16,0,0,0,\N,0,\N,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N
27,139,0,3,\N,0,0,90,20,0,0,0,\N,0,\N,0,0,0,0,0,0,0,5,\N,\N,\N,\N,\N,\N,\N
27,140,0,0,\N,1,15,85,20,0,0,0,\N,0,\N,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N
27,141,1,6,\N,1,80,100,12,0,0,0,\N,0,\N,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N
27,142,0,0,\N,0,0,75,12,0,0,0,\N,0,\N,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N
27,143,1,2,\N,1,140,90,8,0,0,0,\N,0,\N,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N
27,144,1,0,\N,0,0,101,12,0,0,0,\N,0,\N,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N
27,145,0,10,\N,2,40,100,20,0,0,0,\N,0,\N,0,0,0,0,0,0,0,5,\N,\N,\N,\N,\N,\N,\N
27,146,0,0,\N,1,70,100,12,0,0,0,\N,0,\N,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N
27,147,0,11,\N,0,0,100,16,0,0,0,\N,0,\N,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N
27,148,0,0,\N,0,0,100,20,0,0,0,\N,0,\N,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N
27,149,0,13,\N,2,1,100,16,0,0,0,\N,0,\N,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N
27,150,0,0,\N,0,0,101,20,0,0,0,\N,0,\N,0,0,0,0,0,0,0,7,\N,\N,\N,\N,\N,\N,\N
27,151,1,3,\N,0,0,101,20,0,0,0,\N,0,\N,0,0,0,0,0,0,0,7,\N,\N,\N,\N,\N,\N,\N
27,152,1,10,\N,1,100,95,12,0,0,0,\N,0,\N,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N
27,153,1,0,\N,1,250,100,8,0,0,0,\N,0,\N,0,0,0,0,0,0,0,4,\N,\N,\N,\N,\N,\N,\N
27,154,0,0,\N,1,18,80,16,0,0,0,\N,0,\N,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N
27,155,0,4,\N,1,50,90,12,0,0,0,\N,0,\N,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N
27,156,1,13,\N,0,0,101,8,0,0,0,\N,0,\N,0,0,0,0,0,0,0,7,\N,\N,\N,\N,\N,\N,\N
27,157,1,5,\N,1,75,90,12,0,0,0,\N,0,\N,0,0,0,0,0,0,0,5,\N,\N,\N,\N,\N,\N,\N
27,158,0,0,\N,1,80,90,16,0,0,0,\N,0,\N,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N
27,159,0,0,\N,0,0,101,20,0,0,0,\N,0,\N,0,0,0,0,0,0,0,7,\N,\N,\N,\N,\N,\N,\N
27,160,0,0,\N,0,0,101,20,0,0,0,\N,0,\N,0,0,0,0,0,0,0,7,\N,\N,\N,\N,\N,\N,\N
27,161,1,0,\N,2,80,100,12,0,0,0,\N,0,\N,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N
27,162,1,0,\N,1,1,90,12,0,0,0,\N,0,\N,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N
27,163,1,0,\N,1,80,100,20,0,0,0,\N,0,\N,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N
27,164,1,0,\N,0,0,101,12,0,0,0,\N,0,\N,0,0,0,0,0,0,0,7,\N,\N,\N,\N,\N,\N,\N
27,165,1,0,\N,1,50,101,1,0,0,0,\N,0,\N,0,0,0,0,0,0,0,9,\N,\N,\N,\N,\N,\N,\N
27,166,0,0,\N,0,0,101,1,0,0,0,\N,0,\N,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N
27,167,0,1,\N,1,10,90,12,0,0,0,\N,0,\N,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N
27,168,1,16,\N,1,60,100,20,0,0,0,\N,0,\N,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N
27,169,0,6,\N,0,0,101,12,0,0,0,\N,0,\N,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N
27,170,0,0,\N,0,0,101,8,0,0,0,\N,0,\N,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N
27,171,0,7,\N,0,0,100,16,0,0,0,\N,0,\N,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N
27,172,0,9,\N,1,60,100,20,0,0,0,\N,0,\N,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N
27,173,1,0,\N,2,50,100,16,0,0,0,\N,0,\N,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N
27,174,1,7,\N,0,0,101,12,0,0,0,\N,0,\N,0,0,0,0,0,0,0,13,\N,\N,\N,\N,\N,\N,\N
27,175,1,0,\N,1,1,100,16,0,0,0,\N,0,\N,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N
27,176,0,0,\N,0,0,101,20,0,0,0,\N,0,\N,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N
27,177,0,2,\N,2,100,95,8,0,0,0,\N,0,\N,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N
27,178,1,11,\N,0,0,100,20,0,0,0,\N,0,\N,0,0,0,0,0,0,0,5,\N,\N,\N,\N,\N,\N,\N
27,179,1,1,\N,1,1,100,16,0,0,0,\N,0,\N,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N
27,180,1,7,\N,0,0,100,12,0,0,0,\N,0,\N,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N
27,181,0,14,\N,2,40,100,20,0,0,0,\N,0,\N,0,0,0,0,0,0,0,5,\N,\N,\N,\N,\N,\N,\N
27,182,1,0,\N,0,0,101,8,4,0,0,\N,0,\N,0,0,0,0,0,0,0,7,\N,\N,\N,\N,\N,\N,\N
27,183,1,1,\N,1,40,100,20,1,0,0,\N,0,\N,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N
27,184,1,0,\N,0,0,100,12,0,0,0,\N,0,\N,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N
27,185,0,16,\N,1,60,101,20,0,0,0,\N,0,\N,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N
27,186,1,17,\N,0,0,75,12,0,0,0,\N,0,\N,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N
27,187,1,0,\N,0,0,101,12,0,0,0,\N,0,\N,0,0,0,0,0,0,0,7,\N,\N,\N,\N,\N,\N,\N
27,188,1,3,\N,2,90,100,12,0,0,0,\N,0,\N,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N
27,189,1,4,\N,2,20,100,12,0,0,0,\N,0,\N,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N
27,190,0,10,\N,2,65,85,12,0,0,0,\N,0,\N,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N
27,191,1,4,\N,0,0,101,20,0,0,0,\N,0,\N,0,0,0,0,0,0,0,11,\N,\N,\N,\N,\N,\N,\N
27,192,1,12,\N,2,120,50,8,0,0,0,\N,0,\N,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N
27,193,0,0,\N,0,0,101,20,0,0,0,\N,0,\N,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N
27,194,1,7,\N,0,0,101,8,0,0,0,\N,0,\N,0,0,0,0,0,0,0,7,\N,\N,\N,\N,\N,\N,\N
27,195,1,0,\N,0,0,101,8,0,0,0,\N,0,\N,0,0,0,0,0,0,0,8,\N,\N,\N,\N,\N,\N,\N
