version_group_id,move_id,can_use_move,type_id,quality_id,category_id,power,accuracy,pp,priority,min_hits,max_hits,infliction_id,infliction_percent,duration_id,min_turns,max_turns,crit_stage,flinch_percent,effect,recoil_percent,heal_percent,target_id,affinity_id,max_move_id,max_power,z_move_id,z_base_power,z_power_effect,effect_percent,
17,86,1,12,1,0,0,90,20,0,0,0,1,0,1,0,0,0,0,67,0,0,0,\N,\N,\N,86,0,10,\N,
17,87,1,12,4,2,110,70,10,0,0,0,1,30,1,0,0,0,0,152,0,0,0,\N,\N,\N,646,185,\N,\N,
17,88,1,5,0,1,50,90,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,\N,\N,632,100,\N,\N,
17,89,1,4,0,1,100,100,10,0,0,0,0,0,0,0,0,0,0,147,0,0,4,\N,\N,\N,630,180,\N,\N,
17,90,1,4,9,1,1,30,5,0,0,0,0,0,0,0,0,0,0,38,0,0,0,\N,\N,\N,630,180,\N,\N,
17,91,1,4,0,1,80,100,10,0,0,0,0,0,0,0,0,0,0,256,0,0,0,\N,\N,\N,630,160,\N,\N,
17,92,1,3,1,0,0,90,10,0,0,0,5,0,1,15,15,0,0,33,0,0,0,\N,\N,\N,92,0,4,\N,
17,93,1,13,4,2,50,100,25,0,0,0,6,10,2,2,5,0,0,76,0,0,0,\N,\N,\N,648,100,\N,\N,
17,94,1,13,6,2,90,100,10,0,0,0,0,0,0,0,0,0,0,72,0,0,0,\N,\N,\N,648,175,\N,\N,
17,95,1,13,1,0,0,60,20,0,0,0,2,0,2,2,4,0,0,1,0,0,0,\N,\N,\N,95,0,13,\N,
17,96,1,13,2,0,0,101,40,0,0,0,0,0,0,0,0,0,0,10,0,0,7,\N,\N,\N,96,0,1,\N,
17,97,1,13,2,0,0,101,30,0,0,0,0,0,0,0,0,0,0,52,0,0,7,\N,\N,\N,97,0,26,\N,
17,98,1,0,0,1,40,100,30,1,0,0,0,0,0,0,0,0,0,103,0,0,0,\N,\N,\N,622,100,\N,\N,
17,99,1,0,0,1,20,100,20,0,0,0,0,0,0,0,0,0,0,81,0,0,0,\N,\N,\N,622,100,\N,\N,
17,100,1,13,13,0,0,101,20,0,0,0,0,0,0,0,0,0,0,153,0,0,7,\N,\N,\N,100,0,27,\N,
17,101,1,7,0,2,1,100,15,0,0,0,0,0,0,0,0,0,0,87,0,0,0,\N,\N,\N,636,100,\N,\N,
17,102,1,0,13,0,0,101,10,0,0,0,0,0,0,0,0,0,0,82,0,0,0,\N,\N,\N,102,0,16,\N,
17,103,1,0,2,0,0,85,40,0,0,0,0,0,0,0,0,0,0,59,0,0,0,\N,\N,\N,103,0,1,\N,
17,104,1,0,2,0,0,101,15,0,0,0,0,0,0,0,0,0,0,16,0,0,7,\N,\N,\N,104,0,26,\N,
17,105,1,0,3,0,0,101,10,0,0,0,0,0,0,0,0,0,0,32,0,50,7,\N,\N,\N,105,0,26,\N,
17,106,1,0,2,0,0,101,30,0,0,0,0,0,0,0,0,0,0,11,0,0,7,\N,\N,\N,106,0,4,\N,
17,107,1,0,2,0,0,101,10,0,0,0,0,0,0,0,0,0,0,108,0,0,7,\N,\N,\N,107,0,26,\N,
17,108,1,0,2,0,0,100,20,0,0,0,0,0,0,0,0,0,0,23,0,0,0,\N,\N,\N,108,0,19,\N,
17,109,1,7,1,0,0,100,10,0,0,0,6,0,2,2,5,0,0,49,0,0,0,\N,\N,\N,109,0,7,\N,
17,110,1,10,2,0,0,101,40,0,0,0,0,0,0,0,0,0,0,11,0,0,7,\N,\N,\N,110,0,4,\N,
17,111,1,0,2,0,0,101,40,0,0,0,0,0,0,0,0,0,0,156,0,0,7,\N,\N,\N,111,0,16,\N,
17,112,1,13,2,0,0,101,20,0,0,0,0,0,0,0,0,0,0,51,0,0,7,\N,\N,\N,112,0,26,\N,
17,113,1,13,11,0,0,101,30,0,0,0,0,0,0,0,0,0,0,35,0,0,12,\N,\N,\N,113,0,10,\N,
17,114,1,14,10,0,0,101,30,0,0,0,0,0,0,0,0,0,0,25,0,0,10,\N,\N,\N,114,0,27,\N,
17,115,1,13,11,0,0,101,20,0,0,0,0,0,0,0,0,0,0,65,0,0,12,\N,\N,\N,115,0,4,\N,
17,116,1,0,13,0,0,101,30,0,0,0,0,0,0,0,0,0,0,47,0,0,7,\N,\N,\N,116,0,16,\N,
17,117,1,0,0,1,1,101,10,1,0,0,0,0,0,0,0,0,0,26,0,0,7,\N,\N,\N,622,100,\N,\N,
17,118,1,0,13,0,0,101,10,0,0,0,0,0,0,0,0,0,0,83,0,0,7,\N,\N,\N,118,0,\N,\N,
17,119,1,2,13,0,0,101,20,0,0,0,0,0,0,0,0,0,0,9,0,0,0,\N,\N,\N,119,0,2,\N,
17,120,1,0,0,1,200,100,5,0,0,0,0,0,0,0,0,0,0,7,0,0,4,\N,\N,\N,622,200,\N,\N,
17,121,1,0,0,1,100,75,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,\N,\N,622,180,\N,\N,
17,122,1,7,4,1,30,100,30,0,0,0,1,30,1,0,0,0,0,6,0,0,0,\N,\N,\N,636,100,\N,\N,
17,123,1,3,4,2,30,70,20,0,0,0,5,40,1,0,0,0,0,2,0,0,0,\N,\N,\N,628,100,\N,\N,
17,124,1,3,4,2,65,100,20,0,0,0,5,30,1,0,0,0,0,2,0,0,0,\N,\N,\N,628,120,\N,\N,
17,125,1,4,0,1,65,85,20,0,0,0,0,0,0,0,0,0,10,31,0,0,0,\N,\N,\N,630,120,\N,\N,
17,126,1,9,4,2,110,85,5,0,0,0,4,10,1,0,0,0,0,4,0,0,0,\N,\N,\N,640,185,\N,\N,
17,127,1,10,0,1,80,100,15,0,0,0,0,0,0,0,0,0,20,31,0,0,0,\N,\N,\N,642,160,\N,\N,
17,128,1,10,4,1,35,85,15,0,0,0,8,100,4,5,6,0,0,42,0,0,0,\N,\N,\N,642,100,\N,\N,
17,129,1,0,0,2,60,101,20,0,0,0,0,0,0,0,0,0,0,17,0,0,5,\N,\N,\N,622,120,\N,\N,
17,130,1,0,0,1,130,100,10,0,0,0,0,100,0,0,0,0,0,145,0,0,0,\N,\N,\N,622,195,\N,\N,
17,131,1,0,0,1,20,100,15,0,2,5,0,0,0,0,0,0,0,29,0,0,0,\N,\N,\N,622,100,\N,\N,
17,132,1,0,6,1,10,100,35,0,0,0,0,0,0,0,0,0,0,70,0,0,0,\N,\N,\N,622,100,\N,\N,
17,133,1,13,2,0,0,101,20,0,0,0,0,0,0,0,0,0,0,54,0,0,7,\N,\N,\N,133,0,26,\N,
17,134,1,13,2,0,0,80,15,0,0,0,0,0,0,0,0,0,0,23,0,0,0,\N,\N,\N,134,0,19,\N,
17,135,1,0,3,0,0,101,10,0,0,0,0,0,0,0,0,0,0,32,0,50,7,\N,\N,\N,135,0,26,\N,
17,136,1,1,0,1,130,90,10,0,0,0,0,0,0,0,0,0,0,45,0,0,0,\N,\N,\N,624,195,\N,\N,
17,137,1,0,1,0,0,100,30,0,0,0,1,0,1,0,0,0,0,67,0,0,0,\N,\N,\N,137,0,10,\N,
17,138,1,13,8,2,100,100,15,0,0,0,0,0,0,0,0,0,0,8,50,0,0,\N,\N,\N,648,180,\N,\N,
17,139,1,3,1,0,0,90,40,0,0,0,5,0,1,0,0,0,0,66,0,0,5,\N,\N,\N,139,0,4,\N,
17,140,1,0,0,1,15,85,20,0,2,5,0,0,0,0,0,0,0,29,0,0,0,\N,\N,\N,622,100,\N,\N,
17,141,1,6,8,1,80,100,10,0,0,0,0,0,0,0,0,0,0,3,50,0,0,\N,\N,\N,634,160,\N,\N,
17,142,1,0,1,0,0,75,10,0,0,0,2,0,2,2,4,0,0,1,0,0,0,\N,\N,\N,142,0,13,\N,
17,143,1,2,0,1,140,90,5,0,0,0,0,0,0,0,0,1,30,75,0,0,0,\N,\N,\N,626,200,\N,\N,
17,144,1,0,13,0,0,101,10,0,0,0,0,0,0,0,0,0,0,57,0,0,0,\N,\N,\N,144,0,27,\N,
17,145,1,10,6,2,40,100,30,0,0,0,0,0,0,0,0,0,0,70,0,0,5,\N,\N,\N,642,100,\N,\N,
17,146,1,0,4,1,70,100,10,0,0,0,6,20,2,2,5,0,0,76,0,0,0,\N,\N,\N,622,140,\N,\N,
17,147,1,11,1,0,0,100,15,0,0,0,2,0,2,2,4,0,0,1,0,0,0,\N,\N,\N,147,0,26,\N,
17,148,1,0,2,0,0,100,20,0,0,0,0,0,0,0,0,0,0,23,0,0,0,\N,\N,\N,148,0,19,\N,
17,149,1,13,0,2,1,100,15,0,0,0,0,0,0,0,0,0,0,88,0,0,0,\N,\N,\N,648,100,\N,\N,
17,150,1,0,13,0,0,101,40,0,0,0,0,0,0,0,0,0,0,85,0,0,7,\N,\N,\N,150,0,3,\N,
17,151,1,3,2,0,0,101,20,0,0,0,0,0,0,0,0,0,0,51,0,0,7,\N,\N,\N,151,0,26,\N,
17,152,1,10,0,1,100,90,10,0,0,0,0,0,0,0,0,1,0,43,0,0,0,\N,\N,\N,642,180,\N,\N,
17,153,1,0,0,1,250,100,5,0,0,0,0,0,0,0,0,0,0,7,0,0,4,\N,\N,\N,622,200,\N,\N,
17,154,1,0,0,1,18,80,15,0,2,5,0,0,0,0,0,0,0,29,0,0,0,\N,\N,\N,622,100,\N,\N,
17,155,1,4,0,1,50,90,10,0,2,2,0,0,0,0,0,0,0,44,0,0,0,\N,\N,\N,630,100,\N,\N,
17,156,1,13,13,0,0,101,10,0,0,0,0,0,0,0,0,0,0,37,0,0,7,\N,\N,\N,156,0,26,\N,
17,157,1,5,0,1,75,90,10,0,0,0,0,0,0,0,0,0,30,31,0,0,5,\N,\N,\N,632,140,\N,\N,
17,158,1,0,0,1,80,90,15,0,0,0,0,0,0,0,0,0,10,31,0,0,0,\N,\N,\N,622,160,\N,\N,
17,159,1,0,2,0,0,101,30,0,0,0,0,0,0,0,0,0,0,10,0,0,7,\N,\N,\N,159,0,1,\N,
17,160,1,0,13,0,0,101,30,0,0,0,0,0,0,0,0,0,0,30,0,0,7,\N,\N,\N,160,0,22,\N,
17,161,1,0,4,2,80,100,10,0,0,0,101,20,1,0,0,0,0,36,0,0,0,\N,\N,\N,622,160,\N,\N,
17,162,1,0,0,1,1,90,10,0,0,0,0,0,0,0,0,0,0,40,0,0,0,\N,\N,\N,622,100,\N,\N,
17,163,1,0,0,1,70,100,20,0,0,0,0,0,0,0,0,1,0,43,0,0,0,\N,\N,\N,622,140,\N,\N,
17,164,1,0,13,0,0,101,10,0,0,0,0,0,0,0,0,0,0,79,0,0,7,\N,\N,\N,164,0,26,\N,
17,165,1,0,0,1,50,101,1,0,0,0,0,0,0,0,0,0,0,254,0,-25,9,\N,\N,\N,622,1,\N,\N,
17,166,1,0,13,0,0,101,1,0,0,0,0,0,0,0,0,0,0,95,0,0,0,\N,\N,\N,166,0,22,\N,
17,167,1,1,0,1,10,90,10,0,3,3,0,0,0,0,0,0,0,104,0,0,0,\N,\N,\N,624,120,\N,\N,
17,168,1,16,0,1,60,100,25,0,0,0,0,0,0,0,0,0,0,105,0,0,0,\N,\N,\N,654,120,\N,\N,
17,169,1,6,13,0,0,101,10,0,0,0,0,0,0,0,0,0,0,106,0,0,0,\N,\N,\N,169,0,4,\N,
17,170,1,0,13,0,0,101,5,0,0,0,0,0,0,0,0,0,0,94,0,0,0,\N,\N,\N,170,0,7,\N,
17,171,1,7,1,0,0,100,15,0,0,0,9,0,1,0,0,0,0,107,0,0,0,\N,\N,\N,171,0,7,\N,
17,172,1,9,4,1,60,100,25,0,0,0,4,10,1,0,0,0,0,125,0,0,0,\N,\N,\N,640,120,\N,\N,
17,173,1,0,0,2,50,100,15,0,0,0,0,0,0,0,0,0,30,92,0,0,0,\N,\N,\N,622,100,\N,\N,
17,174,1,7,13,0,0,101,10,0,0,0,0,0,0,0,0,0,0,109,0,0,13,\N,\N,\N,174,0,30,\N,
17,175,1,0,0,1,1,100,15,0,0,0,0,0,0,0,0,0,0,99,0,0,0,\N,\N,\N,622,160,\N,\N,
17,176,1,0,13,0,0,101,30,0,0,0,0,0,0,0,0,0,0,93,0,0,0,\N,\N,\N,176,0,27,\N,
17,177,1,2,0,2,100,95,5,0,0,0,0,0,0,0,0,1,0,43,0,0,0,\N,\N,\N,626,180,\N,\N,
17,178,1,11,2,0,0,100,40,0,0,0,0,0,0,0,0,0,0,60,0,0,5,\N,\N,\N,178,0,26,\N,
17,179,1,1,0,1,1,100,15,0,0,0,0,0,0,0,0,0,0,99,0,0,0,\N,\N,\N,624,160,\N,\N,
17,180,1,7,13,0,0,100,10,0,0,0,0,0,0,0,0,0,0,100,0,0,0,\N,\N,\N,180,0,27,\N,
17,181,1,14,4,2,40,100,25,0,0,0,3,10,1,0,0,0,0,5,0,0,5,\N,\N,\N,650,100,\N,\N,
17,182,1,0,13,0,0,101,10,4,0,0,0,0,0,0,0,0,0,111,0,0,7,\N,\N,\N,182,0,26,\N,
17,183,1,1,0,1,40,100,30,1,0,0,0,0,0,0,0,0,0,103,0,0,0,\N,\N,\N,624,100,\N,\N,
17,184,1,0,2,0,0,100,10,0,0,0,0,0,0,0,0,0,0,60,0,0,0,\N,\N,\N,184,0,13,\N,
17,185,1,16,0,1,60,101,20,0,0,0,0,0,0,0,0,0,0,17,0,0,0,\N,\N,\N,654,120,\N,\N,
17,186,1,17,1,0,0,75,10,0,0,0,6,0,2,2,5,0,0,49,0,0,0,\N,\N,\N,186,0,7,\N,
17,187,1,0,13,0,0,101,10,0,0,0,0,0,0,0,0,0,0,142,0,0,7,\N,\N,\N,187,0,27,\N,
17,188,1,3,4,2,90,100,10,0,0,0,5,30,1,0,0,0,0,2,0,0,0,\N,\N,\N,628,175,\N,\N,
17,189,1,4,6,2,20,100,10,0,0,0,0,0,0,0,0,0,0,73,0,0,0,\N,\N,\N,630,100,\N,\N,
17,190,1,10,6,2,65,85,10,0,0,0,0,0,0,0,0,0,0,73,0,0,0,\N,\N,\N,642,120,\N,\N,
17,191,1,4,11,0,0,101,20,0,0,0,0,0,0,0,0,0,0,112,0,0,11,\N,\N,\N,191,0,4,\N,
17,192,1,12,4,2,120,50,5,0,0,0,1,100,1,0,0,0,0,6,0,0,0,\N,\N,\N,646,190,\N,\N,
17,193,1,0,1,0,0,101,40,0,0,0,17,0,1,0,0,0,0,113,0,0,0,\N,\N,\N,193,0,25,\N,
17,194,1,7,13,0,0,101,5,0,0,0,0,0,0,0,0,0,0,98,0,0,7,\N,\N,\N,194,0,29,\N,
17,195,1,0,1,0,0,101,5,0,0,0,20,0,2,4,4,0,0,114,0,0,8,\N,\N,\N,195,0,26,\N,
17,196,1,14,6,2,55,95,15,0,0,0,0,0,0,0,0,0,0,70,0,0,5,\N,\N,\N,650,100,\N,\N,
17,197,1,1,13,0,0,101,5,4,0,0,0,0,0,0,0,0,0,111,0,0,7,\N,\N,\N,197,0,19,\N,
17,198,1,4,0,1,25,90,10,0,2,5,0,0,0,0,0,0,0,29,0,0,0,\N,\N,\N,630,140,\N,\N,
17,199,1,0,13,0,0,101,5,0,0,0,0,0,0,0,0,0,0,94,0,0,0,\N,\N,\N,199,0,13,\N,
17,200,1,15,0,1,120,100,10,0,0,0,0,0,0,0,0,0,0,27,0,0,9,\N,\N,\N,652,190,\N,\N,
17,201,1,5,10,0,0,101,10,0,0,0,0,0,0,0,0,0,0,115,0,0,10,\N,\N,\N,201,0,13,\N,
17,202,1,11,8,2,75,100,10,0,0,0,0,0,0,0,0,0,0,3,50,0,0,\N,\N,\N,644,140,\N,\N,
17,203,1,0,13,0,0,101,10,4,0,0,0,0,0,0,0,0,0,116,0,0,7,\N,\N,\N,203,0,26,\N,
17,204,1,17,2,0,0,100,20,0,0,0,0,0,0,0,0,0,0,58,0,0,0,\N,\N,\N,204,0,4,\N,
17,205,1,5,0,1,30,90,20,0,0,0,0,0,0,0,0,0,0,117,0,0,0,\N,\N,\N,632,100,\N,\N,
17,206,1,0,0,1,40,100,40,0,0,0,0,0,0,0,0,0,0,101,0,0,0,\N,\N,\N,622,100,\N,\N,
17,207,1,0,5,0,0,85,15,0,0,0,6,0,2,2,5,0,0,118,0,0,0,\N,\N,\N,207,0,26,\N,
17,208,1,0,3,0,0,101,10,0,0,0,0,0,0,0,0,0,0,32,0,50,7,\N,\N,\N,208,0,26,\N,
