language_id,pokemon_id,name
1,214,ヘラクロス
1,215,ニューラ
1,216,ヒメグマ
1,217,リングマ
1,218,マグマッグ
1,219,マグカルゴ
1,220,ウリムー
1,221,イノムー
1,222,サニーゴ
1,223,テッポウオ
1,224,オクタン
1,225,デリバード
1,226,マンタイン
1,227,エアームド
1,228,デルビル
1,229,ヘルガー
1,230,キングドラ
1,231,ゴマゾウ
1,232,ドンファン
1,233,ポリゴン２
1,234,オドシシ
1,235,ドーブル
1,236,バルキー
1,237,カポエラー
1,238,ムチュール
1,239,エレキッド
1,240,ブビィ
1,241,ミルタンク
1,242,ハピナス
1,243,ライコウ
1,244,エンテイ
1,245,スイクン
1,246,ヨーギラス
1,247,サナギラス
1,248,バンギラス
1,249,ルギア
1,250,ホウオウ
1,251,セレビィ
1,252,キモリ
1,253,ジュプトル
1,254,ジュカイン
1,255,アチャモ
1,256,ワカシャモ
1,257,バシャーモ
1,258,ミズゴロウ
1,259,ヌマクロー
1,260,ラグラージ
1,261,ポチエナ
1,262,グラエナ
1,263,ジグザグマ
1,264,マッスグマ
1,265,ケムッソ
1,266,カラサリス
1,267,アゲハント
1,268,マユルド
1,269,ドクケイル
1,270,ハスボー
1,271,ハスブレロ
1,272,ルンパッパ
1,273,タネボー
1,274,コノハナ
1,275,ダーテング
1,276,スバメ
1,277,オオスバメ
1,278,キャモメ
1,279,ペリッパー
1,280,ラルトス
1,281,キルリア
1,282,サーナイト
1,283,アメタマ
1,284,アメモース
1,285,キノココ
1,286,キノガッサ
1,287,ナマケロ
1,288,ヤルキモノ
1,289,ケッキング
1,290,ツチニン
1,291,テッカニン
1,292,ヌケニン
1,293,ゴニョニョ
1,294,ドゴーム
1,295,バクオング
1,296,マクノシタ
1,297,ハリテヤマ
1,298,ルリリ
1,299,ノズパス
1,300,エネコ
1,301,エネコロロ
1,302,ヤミラミ
1,303,クチート
1,304,ココドラ
1,305,コドラ
1,306,ボスゴドラ
1,307,アサナン
1,308,チャーレム
1,309,ラクライ
1,310,ライボルト
1,311,プラスル
1,312,マイナン
1,313,バルビート
1,314,イルミーゼ
1,315,ロゼリア
1,316,ゴクリン
1,317,マルノーム
1,318,キバニア
1,319,サメハダー
1,320,ホエルコ
1,321,ホエルオー
1,322,ドンメル
1,323,バクーダ
1,324,コータス
1,325,バネブー
1,326,ブーピッグ
1,327,パッチール
1,328,ナックラー
1,329,ビブラーバ
1,330,フライゴン
1,331,サボネア
1,332,ノクタス
1,333,チルット
1,334,チルタリス
1,335,ザングース
1,336,ハブネーク
1,337,ルナトーン
1,338,ソルロック
1,339,ドジョッチ
1,340,ナマズン
1,341,ヘイガニ
1,342,シザリガー
1,343,ヤジロン
1,344,ネンドール
1,345,リリーラ
1,346,ユレイドル
1,347,アノプス
1,348,アーマルド
1,349,ヒンバス
1,350,ミロカロス
1,351,ポワルンのすがた
1,352,カクレオン
1,353,カゲボウズ
1,354,ジュペッタ
1,355,ヨマワル
1,356,サマヨール
1,357,トロピウス
1,358,チリーン
1,359,アブソル
1,360,ソーナノ
1,361,ユキワラシ
1,362,オニゴーリ
1,363,タマザラシ
1,364,トドグラー
1,365,トドゼルガ
1,366,パールル
1,367,ハンテール
1,368,サクラビス
1,369,ジーランス
1,370,ラブカス
1,371,タツベイ
1,372,コモルー
1,373,ボーマンダ
1,374,ダンバル
1,375,メタング
1,376,メタグロス
1,377,レジロック
1,378,レジアイス
1,379,レジスチル
1,380,ラティアス
1,381,ラティオス
1,382,カイオーガ
1,383,グラードン
1,384,レックウザ
1,385,ジラーチ
1,386,デオキシス (ノーマルフォルム)
1,387,ナエトル
1,388,ハヤシガメ
1,389,ドダイトス
1,390,ヒコザル
1,391,モウカザル
1,392,ゴウカザル
1,393,ポッチャマ
1,394,ポッタイシ
1,395,エンペルト
1,396,ムックル
1,397,ムクバード
1,398,ムクホーク
1,399,ビッパ
1,400,ビーダル
1,401,コロボーシ
1,402,コロトック
1,403,コリンク
1,404,ルクシオ
1,405,レントラー
1,406,スボミー
1,407,ロズレイド
1,408,ズガイドス
1,409,ラムパルド
1,410,タテトプス
1,411,トリデプス
1,412,ミノムッチ (くさきのミノ)
1,413,ミノマダム (くさきのミノ)
1,414,ガーメイル
1,415,ミツハニー
1,416,ビークイン
1,417,パチリス
1,418,ブイゼル
1,419,フローゼル
1,420,チェリンボ
1,421,チェリム (ネガフォルム)
1,422,カラナクシ (にしのうみ)
1,423,トリトドン (にしのうみ)
1,424,エテボース
1,425,フワンテ
1,426,フワライド
1,427,ミミロル
1,428,ミミロップ
1,429,ムウマージ
1,430,ドンカラス
1,431,ニャルマー
1,432,ブニャット
1,433,リーシャン
1,434,スカンプー
1,435,スカタンク
1,436,ドーミラー
1,437,ドータクン
1,438,ウソハチ
1,439,マネネ
1,440,ピンプク
1,441,ペラップ
1,442,ミカルゲ
1,443,フカマル
1,444,ガバイト
1,445,ガブリアス
1,446,ゴンベ
1,447,リオル
1,448,ルカリオ
1,449,ヒポポタス
1,450,カバルドン
1,451,スコルピ
1,452,ドラピオン
1,453,グレッグル
1,454,ドクロッグ
1,455,マスキッパ
1,456,ケイコウオ
1,457,ネオラント
1,458,タマンタ
1,459,ユキカブリ
1,460,ユキノオー
1,461,マニューラ
1,462,ジバコイル
1,463,ベロベルト
1,464,ドサイドン
1,465,モジャンボ
1,466,エレキブル
1,467,ブーバーン
1,468,トゲキッス
1,469,メガヤンマ
1,470,リーフィア
1,471,グレイシア
1,472,グライオン
1,473,マンムー
1,474,ポリゴンＺ
1,475,エルレイド
1,476,ダイノーズ
1,477,ヨノワール
1,478,ユキメノコ
1,479,ロトム
1,480,ユクシー
1,481,エムリット
1,482,アグノム
1,483,ディアルガ
1,484,パルキア
1,485,ヒードラン
1,486,レジギガス
1,487,ギラティナ (アナザーフォルム)
1,488,クレセリア
1,489,フィオネ
1,490,マナフィ
1,491,ダークライ
1,492,シェイミ (ランドフォルム)
1,493,アルセウス (ノーマル)
1,494,ビクティニ
1,495,ツタージャ
1,496,ジャノビー
1,497,ジャローダ
1,498,ポカブ
1,499,チャオブー
1,500,エンブオー
1,501,ミジュマル
1,502,フタチマル
1,503,ダイケンキ
1,504,ミネズミ
1,505,ミルホッグ
1,506,ヨーテリー
1,507,ハーデリア
1,508,ムーランド
1,509,チョロネコ
1,510,レパルダス
1,511,ヤナップ
1,512,ヤナッキー
1,513,バオップ
1,514,バオッキー
1,515,ヒヤップ
1,516,ヒヤッキー
1,517,ムンナ
1,518,ムシャーナ
1,519,マメパト
1,520,ハトーボー
1,521,ケンホロウ
1,522,シママ
1,523,ゼブライカ
1,524,ダンゴロ
1,525,ガントル
1,526,ギガイアス
1,527,コロモリ
1,528,ココロモリ
1,529,モグリュー
1,530,ドリュウズ
1,531,タブンネ
1,532,ドッコラー
1,533,ドテッコツ
1,534,ローブシン
1,535,オタマロ
1,536,ガマガル
1,537,ガマゲロゲ
1,538,ナゲキ
1,539,ダゲキ
1,540,クルミル
1,541,クルマユ
1,542,ハハコモリ
1,543,フシデ
1,544,ホイーガ
1,545,ペンドラー
1,546,モンメン
1,547,エルフーン
1,548,チュリネ
1,549,ドレディア
1,550,バスラオ (あかすじのすがた)
1,551,メグロコ
1,552,ワルビル
1,553,ワルビアル
1,554,ダルマッカ
1,555,ヒヒダルマ (ノーマルモード)
1,556,マラカッチ
1,557,イシズマイ
1,558,イワパレス
1,559,ズルッグ
1,560,ズルズキン
1,561,シンボラー
1,562,デスマス
1,563,デスカーン
1,564,プロトーガ
1,565,アバゴーラ
1,566,アーケン
1,567,アーケオス
1,568,ヤブクロン
1,569,ダストダス
1,570,ゾロア
1,571,ゾロアーク
1,572,チラーミィ
1,573,チラチーノ
1,574,ゴチム
1,575,ゴチミル
1,576,ゴチルゼル
1,577,ユニラン
1,578,ダブラン
1,579,ランクルス
1,580,コアルヒー
1,581,スワンナ
1,582,バニプッチ
1,583,バニリッチ
1,584,バイバニラ
1,585,シキジカ (はるのすがた)
1,586,メブキジカ (はるのすがた)
1,587,エモンガ
1,588,カブルモ
1,589,シュバルゴ
1,590,タマゲタケ
1,591,モロバレル
1,592,プルリル
1,593,ブルンゲル
1,594,ママンボウ
1,595,バチュル
1,596,デンチュラ
1,597,テッシード
1,598,ナットレイ
1,599,ギアル
1,600,ギギアル
1,601,ギギギアル
1,602,シビシラス
1,603,シビビール
1,604,シビルドン
1,605,リグレー
1,606,オーベム
1,607,ヒトモシ
1,608,ランプラー
1,609,シャンデラ
1,610,キバゴ
1,611,オノンド
1,612,オノノクス
1,613,クマシュン
1,614,ツンベアー
1,615,フリージオ
1,616,チョボマキ
1,617,アギルダー
1,618,マッギョ
1,619,コジョフー
1,620,コジョンド
1,621,クリムガン
1,622,ゴビット
1,623,ゴルーグ
1,624,コマタナ
1,625,キリキザン
1,626,バッフロン
1,627,ワシボン
1,628,ウォーグル
1,629,バルチャイ
1,630,バルジーナ
1,631,クイタラン
1,632,アイアント
1,633,モノズ
1,634,ジヘッド
1,635,サザンドラ
1,636,メラルバ
1,637,ウルガモス
1,638,コバルオン
1,639,テラキオン
1,640,ビリジオン
1,641,トルネロス (けしんフォルム)
1,642,ボルトロス (けしんフォルム)
1,643,レシラム
1,644,ゼクロム
1,645,ランドロス (けしんフォルム)
1,646,キュレム
1,647,ケルディオ (いつものすがた)
1,648,メロエッタ (ボイスフォルム)
1,649,ゲノセクト
1,650,ハリマロン
1,651,ハリボーグ
1,652,ブリガロン
1,653,フォッコ
1,654,テールナー
1,655,マフォクシー
1,656,ケロマツ
1,657,ゲコガシラ
1,658,ゲッコウガ
1,659,ホルビー
1,660,ホルード
1,661,ヤヤコマ
1,662,ヒノヤコマ
1,663,ファイアロー
1,664,コフキムシ (ひょうせつのもよう)
1,665,コフーライ (ひょうせつのもよう)
1,666,ビビヨン (ひょうせつのもよう)
1,667,シシコ
1,668,カエンジシ
1,669,フラベベ (あかいはな)
1,670,フラエッテ (あかいはな)
1,671,フラージェス (あかいはな)
1,672,メェークル
1,673,ゴーゴート
1,674,ヤンチャム
1,675,ゴロンダ
1,676,トリミアン (やせいのすがた)
1,677,ニャスパー
1,678,ニャオニクス (オスのすがた)
1,679,ヒトツキ
1,680,ニダンギル
1,681,ギルガルド (シールドフォルム)
1,682,シュシュプ
1,683,フレフワン
1,684,ペロッパフ
1,685,ペロリーム
1,686,マーイーカ
1,687,カラマネロ
1,688,カメテテ
1,689,ガメノデス
1,690,クズモー
1,691,ドラミドロ
1,692,ウデッポウ
1,693,ブロスター
1,694,エリキテル
1,695,エレザード
1,696,チゴラス
1,697,ガチゴラス
1,698,アマルス
1,699,アマルルガ
1,700,ニンフィア
1,701,ルチャブル
1,702,デデンネ
1,703,メレシー
1,704,ヌメラ
1,705,ヌメイル
1,706,ヌメルゴン
1,707,クレッフィ
1,708,ボクレー
1,709,オーロット
1,710,バケッチャ (ふつうのサイズ)
1,711,パンプジン (ふつうのサイズ)
1,712,カチコール
1,713,クレベース
1,714,オンバット
1,715,オンバーン
1,716,ゼルネアス
1,717,イベルタル
1,718,５０％ジガルデ (オーラブレイク)
1,719,ディアンシー
1,720,いましめられしフーパ
1,721,ボルケニオン
1,722,モクロー
1,723,フクスロー
1,724,ジュナイパー
1,725,ニャビー
1,726,ニャヒート
1,727,ガオガエン
1,728,アシマリ
1,729,オシャマリ
1,730,アシレーヌ
1,731,ツツケラ
1,732,ケララッパ
1,733,ドデカバシ
1,734,ヤングース
1,735,デカグース
1,736,アゴジムシ
1,737,デンヂムシ
1,738,クワガノン
1,739,マケンカニ
1,740,ケケンカニ
1,741,オドリドリ (めらめらスタイル)
1,742,アブリー
1,743,アブリボン
1,744,イワンコ
1,745,ルガルガン (まひるのすがた)
1,746,ヨワシ (たんどくのすがた)
1,747,ヒドイデ
1,748,ドヒドイデ
1,749,ドロバンコ
1,750,バンバドロ
1,751,シズクモ
1,752,オニシズクモ
1,753,カリキリ
1,754,ラランテス
1,755,ネマシュ
1,756,マシェード
1,757,ヤトウモリ
1,758,エンニュート
1,759,ヌイコグマ
1,760,キテルグマ
1,761,アマカジ
1,762,アママイコ
1,763,アマージョ
1,764,キュワワー
1,765,ヤレユータン
1,766,ナゲツケサル
1,767,コソクムシ
1,768,グソクムシャ
1,769,スナバァ
1,770,シロデスナ
1,771,ナマコブシ
1,772,タイプ：ヌル
1,773,シルヴァディ (ノーマル)
1,774,メテノ (りゅうせいのすがた - あかいろのコア)
1,775,ネッコアラ
1,776,バクガメス
1,777,トゲデマル
1,778,ミミッキュ (ばけたすがた)
1,779,ハギギシリ
1,780,ジジーロン
1,781,ダダリン
1,782,ジャラコ
1,783,ジャランゴ
1,784,ジャラランガ
1,785,カプ・コケコ
1,786,カプ・テテフ
1,787,カプ・ブルル
1,788,カプ・レヒレ
1,789,コスモッグ
1,790,コスモウム
1,791,ソルガレオ
1,792,ルナアーラ
1,793,ウツロイド
1,794,マッシブーン
1,795,フェローチェ
1,796,デンジュモク
1,797,テッカグヤ
1,798,カミツルギ
1,799,アクジキング
1,800,ネクロズマ
1,801,マギアナ
1,802,マーシャドー
1,803,ベベノム
1,804,アーゴヨン
1,805,ツンデツンデ
1,806,ズガドーン
1,807,ゼラオラ
1,808,メルタン
1,809,メルメタル
1,810,サルノリ
1,811,バチンキー
1,812,ゴリランダー
1,813,ヒバニー
1,814,ラビフット
1,815,エースバーン
1,816,メッソン
1,817,ジメレオン
1,818,インテレオン
1,819,ホシガリス
1,820,ヨクバリス
1,821,ココガラ
1,822,アオガラス
1,823,アーマーガア
1,824,サッチムシ
1,825,レドームシ
1,826,イオルブ
1,827,クスネ
1,828,フォクスライ
1,829,ヒメンカ
1,830,ワタシラガ
1,831,ウールー
1,832,バイウールー
1,833,カムカメ
1,834,カジリガメ
1,835,ワンパチ
1,836,パルスワン
1,837,タンドン
1,838,トロッゴン
1,839,セキタンザン
1,840,カジッチュ
1,841,アップリュー
1,842,タルップル
1,843,スナヘビ
1,844,サダイジャ
1,845,ウッウ
1,846,サシカマス
1,847,カマスジョー
1,848,エレズン
1,849,ストリンダー (ハイなすがた)
1,850,ヤクデ
1,851,マルヤクデ
1,852,タタッコ
1,853,オトスパス
1,854,ヤバチャ (がんさくフォルム)
1,855,ポットデス (がんさくフォルム)
1,856,ミブリム
1,857,テブリム
1,858,ブリムオン
1,859,ベロバー
1,860,ギモー
1,861,オーロンゲ
1,862,タチフサグマ
1,863,ニャイキング
1,864,サニゴーン
1,865,ネギガナイト
1,866,バリコオル
1,867,デスバーン
1,868,マホミル
1,869,マホイップ (ミルキィバニラ)
1,870,タイレーツ
1,871,バチンウニ
1,872,ユキハミ
1,873,モスノウ
1,874,イシヘンジン
1,875,コオリッポ (アイスフェイス)
1,876,イエッサン (オスのすがた)
1,877,モルペコ (まんぷくもよう)
1,878,ゾウドウ
1,879,ダイオウドウ
1,880,パッチラゴン
1,881,パッチルドン
1,882,ウオノラゴン
1,883,ウオチルドン
1,884,ジュラルドン
1,885,ドラメシヤ
1,886,ドロンチ
1,887,ドラパルト
1,888,ザシアン
1,889,ザマゼンタ
1,890,ムゲンダイナ
1,891,ダクマ
1,892,ウーラオス (いちげきのかた)
1,893,ザルード
1,894,レジエレキ
1,895,レジドラゴ
1,896,ブリザポス
1,897,レイスポス
1,898,バドレックス
1,899,アヤシシ
1,900,バサギリ
1,901,ガチグマ
1,902,イダイトウ (オスのすがた)
1,903,オオニューラ
1,904,ハリーマン
1,905,ラブトロス
1,906,ニャオハ
1,907,ニャローテ
1,908,マスカーニャ
1,909,ホゲータ
1,910,アチゲータ
1,911,ラウドボーン
1,912,クワッス
1,913,ウェルカモ
1,914,ウェーニバル
1,915,グルトン
1,916,パフュートン (オスのすがた)
1,917,タマンチュラ
1,918,ワナイダー
1,919,マメバッタ
1,920,エクスレッグ
1,921,パモ
1,922,パモット
1,923,パーモット
1,924,ワッカネズミ
1,925,イッカネズミ (３びきかぞく)
1,926,パピモッチ
1,927,バウッツェル
1,928,ミニーブ
1,929,オリーニョ
1,930,オリーヴァ
1,931,イキリンコ (グリーンフェザー)
1,932,コジオ
1,933,ジオヅム
1,934,キョジオーン
1,935,カルボウ
1,936,グレンアルマ
1,937,ソウブレイズ
1,938,ズピカ
1,939,ハラバリー
1,940,カイデン
1,941,タイカイデン
1,942,オラチフ
1,943,マフィティフ
1,944,シルシュルー
1,945,タギングル
1,946,アノクサ
1,947,アノホラグサ
1,948,ノノクラゲ
1,949,リククラゲ
1,950,ガケガニ
1,951,カプサイジ
1,952,スコヴィラン
1,953,シガロコ
1,954,ベラカス
1,955,ヒラヒナ
1,956,クエスパトラ
1,957,カヌチャン
1,958,ナカヌチャン
1,959,デカヌチャン
1,960,ウミディグダ
1,961,ウミトリオ
1,962,オトシドリ
1,963,ナミイルカ
1,964,イルカマン (ナイーブフォルム)
1,965,ブロロン
1,966,ブロロローム
1,967,モトトカゲ
1,968,ミミズズ
1,969,キラーメ
1,970,キラフロル
1,971,ボチ
1,972,ハカドッグ
1,973,カラミンゴ
1,974,アルクジラ
1,975,ハルクジラ
1,976,ミガルーサ
1,977,ヘイラッシャ
1,978,シャリタツ (そったすがた)
1,979,コノヨザル
1,980,ドオー
1,981,リキキリン
1,982,ノココッチ (ふたふしフォルム)
1,983,ドドゲザン
1,984,イダイナキバ
1,985,サケブシッポ
1,986,アラブルタケ
1,987,ハバタクカミ
1,988,チヲハウハネ
1,989,スナノケガワ
1,990,テツノワダチ
1,991,テツノツツミ
1,992,テツノカイナ
1,993,テツノコウベ
1,994,テツノドクガ
1,995,テツノイバラ
1,996,セビエ
1,997,セゴール
1,998,セグレイブ
1,999,コレクレー (はこフォルム)
1,1000,サーフゴー
1,1001,チオンジェン
1,1002,パオジアン
1,1003,ディンルー
1,1004,イーユイ
1,1005,トドロクツキ
1,1006,テツノブジン
1,1007,コライドン
1,1008,ミライドン
1,1009,ウネルミナモ
1,1010,テツノイサハ
1,1011,カミッチュ
1,1012,チャデス (マガイモノのすがた)
1,1013,ヤバソチャ (ボンサクのすがた)
1,1014,イイネイヌ
1,1015,マシマシラ
1,1016,キチキギス
1,1017,オーガポン (みどりのめん)
1,1018,ブリジュラス
1,1019,カミツオロチ
1,1020,ウガツホムラ
1,1021,タケルライコ
1,1022,テツノイワオ
1,1023,テツノカシラ
1,1024,テラパゴス (ノーマルフォルム)
1,1025,モモワロウ
1,10001,ポワルン (たいようのすがた)
1,10002,ポワルン (あまみずのすがた)
1,10003,ポワルン (ゆきぐものすがた)
1,10004,デオキシス (アタックフォルム)
1,10005,デオキシス (ディフェンスフォルム)
1,10006,デオキシス (スピードフォルム)
1,10007,ミノマダム (すなちのミノ)
1,10008,ミノマダム (ゴミのミノ)
1,10009,アルセウス (かくとう)
1,10010,アルセウス (ひこう)
1,10011,アルセウス (どく)
1,10012,アルセウス (じめん)
1,10013,アルセウス (いわ)
1,10014,アルセウス (むし)
1,10015,アルセウス (ゴースト)
1,10016,アルセウス (はがね)
1,10017,アルセウス (ほのお)
1,10018,アルセウス (みず)
1,10019,アルセウス (くさ)
1,10020,アルセウス (でんき)
1,10021,アルセウス (エスパー)
1,10022,アルセウス (こおり)
1,10023,アルセウス (ドラゴン)
1,10024,アルセウス (あく)
1,10025,ヒートロトム
1,10026,ウォッシュロトム
1,10027,フロストロトム
1,10028,スピンロトム
1,10029,カットロトム
1,10030,ギラティナ (オリジンフォルム)
1,10031,シェイミ (スカイフォルム)
1,10032,ギザみみピチュー
1,10033,バスラオ (あおすじのすがた)
1,10034,ヒヒダルマ (ダルマモード)
1,10035,メロエッタ (ステップフォルム)
1,10036,トルネロス (れいじゅうフォルム)
1,10037,ボルトロス (れいじゅうフォルム)
1,10038,ランドロス (れいじゅうフォルム)
1,10039,ホワイトキュレム
1,10040,ブラックキュレム
1,10041,メガフシギバナ
1,10042,メガリザードンＸ
1,10043,メガリザードンＹ
1,10044,メガカメックス
1,10045,メガフーディン
1,10046,メガゲンガー
1,10047,メガガルーラ
1,10048,メガカイロス
1,10049,メガギャラドス
1,10050,メガプテラ
1,10051,メガミュウツーＸ
1,10052,メガミュウツーＹ
1,10053,メガデンリュウ
1,10054,メガハッサム
1,10055,メガヘラクロス
1,10056,メガヘルガー
1,10057,メガバンギラス
1,10058,メガバシャーモ
1,10059,メガサーナイト
1,10060,メガクチート
1,10061,メガボスゴドラ
1,10062,メガチャーレム
1,10063,メガライボルト
1,10064,メガジュペッタ
1,10065,メガアブソル
1,10066,メガラティアス
1,10067,メガラティオス
1,10068,メガガブリアス
1,10069,メガルカリオ
1,10070,メガユキノオー
1,10071,アルセウス (フェアリー)
1,10072,フラエッテ (えいえんのはな)
1,10073,ニャオニクス (メスのすがた)
1,10074,ギルガルド (ブレードフォルム)
1,10075,バケッチャ (ちいさいサイズ)
1,10076,バケッチャ (おおきいサイズ)
1,10077,バケッチャ (とくだいサイズ)
1,10078,パンプジン (ちいさいサイズ)
1,10079,パンプジン (おおきいサイズ)
1,10080,パンプジン (とくだいサイズ)
1,10081,メガスピアー
1,10082,メガピジョット
1,10083,ハードロック・ピカチュウ
1,10084,マダム・ピカチュウ
1,10085,アイドル・ピカチュウ
1,10086,ドクター・ピカチュウ
1,10087,マスク・ド・ピカチュウ
1,10088,おきがえピカチュウ
1,10089,メガヤドラン
1,10090,メガハガネール
1,10091,メガジュカイン
1,10092,メガラグラージ
1,10093,メガヤミラミ
1,10094,メガサメハダー
1,10095,メガバクーダ
1,10096,メガチルタリス
1,10097,メガオニゴーリ
1,10098,メガボーマンダ
1,10099,メガメタグロス
1,10100,カイオーガ (ゲンシカイキのすがた)
1,10101,グラードン (ゲンシカイキのすがた)
1,10102,メガレックウザ
1,10103,メガミミロップ
1,10104,メガエルレイド
1,10105,メガタブンネ
1,10106,メガディアンシー
1,10107,ときはなたれしフーパ
1,10108,コラッタ (アローラのすがた)
1,10109,ラッタ (アローラのすがた)
1,10110,ピカチュウ (オリジナルキャップ)
1,10111,ライチュウ (アローラのすがた)
1,10112,サンド (アローラのすがた)
1,10113,サンドパン (アローラのすがた)
1,10114,ロコン (アローラのすがた)
1,10115,キュウコン (アローラのすがた)
1,10116,ディグダ (アローラのすがた)
1,10117,ダグトリオ (アローラのすがた)
1,10118,ニャース (アローラのすがた)
1,10119,ペルシアン (アローラのすがた)
1,10120,イシツブテ (アローラのすがた)
1,10121,ゴローン (アローラのすがた)
1,10122,ゴローニャ (アローラのすがた)
1,10123,ベトベター (アローラのすがた)
1,10124,ベトベトン (アローラのすがた)
1,10125,ナッシー (アローラのすがた)
1,10126,ガラガラ (アローラのすがた)
1,10127,ゲッコウガ (きずなへんげ)
1,10128,サトシゲッコウガ
1,10129,１０％ジガルデ (オーラブレイク)
1,10130,１０％ジガルデ (スワームチェンジ)
1,10131,５０％ジガルデ (スワームチェンジ)
1,10132,パーフェクトジガルデ
1,10133,オドリドリ (ぱちぱちスタイル)
1,10134,オドリドリ (ふらふらスタイル)
1,10135,オドリドリ (まいまいスタイル)
1,10136,ルガルガン (まよなかのすがた)
1,10137,ヨワシ (むれたすがた)
1,10138,シルヴァディ (かくとう)
1,10139,シルヴァディ (ひこう)
1,10140,シルヴァディ (どく)
1,10141,シルヴァディ (じめん)
1,10142,シルヴァディ (いわ)
1,10143,シルヴァディ (むし)
1,10144,シルヴァディ (ゴースト)
1,10145,シルヴァディ (はがね)
1,10146,シルヴァディ (ほのお)
1,10147,シルヴァディ (みず)
1,10148,シルヴァディ (くさ)
