generation_id,move_id,type_id,quality_id,category_id,power,accuracy,pp,priority,min_hits,max_hits,infliction_id,infliction_percent,min_turns,max_turns,crit_stage,flinch_percent,effect,effect_percent,recoil_percent,heal_percent,target_id,z_move_id,z_base_power,z_power_effect,max_move_id,max_power
1,62,15,\N,2,65,100,20,0,0,0,\N,0,0,0,0,0,68,\N,0,0,1,\N,\N,\N,\N,\N
1,63,1,\N,1,150,90,5,0,0,0,\N,0,0,0,0,0,80,\N,0,0,1,\N,\N,\N,\N,\N
1,64,3,\N,1,35,100,35,0,0,0,\N,0,0,0,0,0,0,\N,0,0,1,\N,\N,\N,\N,\N
1,65,3,\N,1,80,100,20,0,0,0,\N,0,0,0,0,0,0,\N,0,0,1,\N,\N,\N,\N,\N
1,66,2,\N,1,80,80,25,0,0,0,\N,0,0,0,0,0,48,\N,-25,0,1,\N,\N,\N,\N,\N
1,67,2,\N,1,50,90,20,0,0,0,\N,0,0,0,0,30,37,\N,0,0,1,\N,\N,\N,\N,\N
1,68,2,\N,1,1,100,20,-1,0,0,\N,0,0,0,0,0,0,\N,0,0,14,\N,\N,\N,\N,\N
1,69,2,\N,1,1,100,20,0,0,0,\N,0,0,0,0,0,41,\N,0,0,1,\N,\N,\N,\N,\N
1,70,1,\N,1,80,100,15,0,0,0,\N,0,0,0,0,0,0,\N,0,0,1,\N,\N,\N,\N,\N
1,71,12,\N,2,20,100,20,0,0,0,\N,0,0,0,0,0,3,\N,50,0,1,\N,\N,\N,\N,\N
1,72,12,\N,2,40,100,10,0,0,0,\N,0,0,0,0,0,3,\N,50,0,1,\N,\N,\N,\N,\N
1,73,12,\N,3,0,90,10,0,0,0,18,0,0,0,0,0,84,\N,0,0,1,\N,\N,\N,\N,\N
1,74,1,\N,3,0,100,40,0,0,0,\N,0,0,0,0,0,13,\N,0,0,8,\N,\N,\N,\N,\N
1,75,12,\N,2,55,95,25,0,0,0,\N,0,0,0,1,0,0,\N,0,0,1,\N,\N,\N,\N,\N
1,76,12,\N,2,120,100,10,0,0,0,\N,0,0,0,0,0,39,\N,0,0,1,\N,\N,\N,\N,\N
1,77,4,\N,3,0,75,35,0,0,0,5,0,0,0,0,0,66,\N,0,0,1,\N,\N,\N,\N,\N
1,78,12,\N,3,0,75,30,0,0,0,1,0,0,0,0,0,67,\N,0,0,1,\N,\N,\N,\N,\N
1,79,12,\N,3,0,75,15,0,0,0,2,0,1,7,0,0,32,\N,0,0,1,\N,\N,\N,\N,\N
1,80,12,\N,2,70,100,20,0,0,0,\N,0,0,0,0,0,27,\N,0,0,1,\N,\N,\N,\N,\N
1,81,7,\N,3,0,95,40,0,0,0,\N,0,0,0,0,0,20,\N,0,0,1,\N,\N,\N,\N,\N
1,82,16,\N,2,1,100,10,0,0,0,\N,0,0,0,0,0,41,\N,0,0,1,\N,\N,\N,\N,\N
1,83,10,\N,2,15,70,15,0,0,0,8,100,3,6,0,0,42,\N,0,0,1,\N,\N,\N,\N,\N
1,84,13,\N,2,40,100,30,0,0,0,1,10,0,0,0,0,6,\N,0,0,1,\N,\N,\N,\N,\N
1,85,13,\N,2,95,100,15,0,0,0,1,10,0,0,0,0,6,\N,0,0,1,\N,\N,\N,\N,\N
1,86,13,\N,3,0,100,20,0,0,0,1,0,0,0,0,0,67,\N,0,0,1,\N,\N,\N,\N,\N
1,87,13,\N,2,120,70,10,0,0,0,1,10,0,0,0,0,6,\N,0,0,1,\N,\N,\N,\N,\N
1,88,6,\N,1,50,65,15,0,0,0,\N,0,0,0,0,0,0,\N,0,0,1,\N,\N,\N,\N,\N
1,89,5,\N,1,100,100,10,0,0,0,\N,0,0,0,0,0,0,\N,0,0,1,\N,\N,\N,\N,\N
1,90,5,\N,1,1,30,5,0,0,0,\N,0,0,0,0,0,38,\N,0,0,1,\N,\N,\N,\N,\N
1,91,5,\N,1,100,100,10,0,0,0,\N,0,0,0,0,0,39,\N,0,0,1,\N,\N,\N,\N,\N
1,92,4,\N,3,0,85,10,0,0,0,5,0,15,15,0,0,66,\N,0,0,1,\N,\N,\N,\N,\N
1,93,14,\N,2,50,100,25,0,0,0,6,10,2,8,0,0,76,\N,0,0,1,\N,\N,\N,\N,\N
1,94,14,\N,2,90,100,10,0,0,0,\N,0,0,0,0,0,71,\N,0,0,1,\N,\N,\N,\N,\N
1,95,14,\N,3,0,60,20,0,0,0,2,0,1,7,0,0,32,\N,0,0,1,\N,\N,\N,\N,\N
1,96,14,\N,3,0,100,40,0,0,0,\N,0,0,0,0,0,10,\N,0,0,8,\N,\N,\N,\N,\N
1,97,14,\N,3,0,100,30,0,0,0,\N,0,0,0,0,0,52,\N,0,0,8,\N,\N,\N,\N,\N
1,98,1,\N,1,40,100,30,1,0,0,\N,0,0,0,0,0,0,\N,0,0,1,\N,\N,\N,\N,\N
1,99,1,\N,1,20,100,20,0,0,0,\N,0,0,0,0,0,81,\N,0,0,1,\N,\N,\N,\N,\N
1,100,14,\N,3,0,100,20,0,0,0,\N,0,0,0,0,0,28,\N,0,0,8,\N,\N,\N,\N,\N
1,101,8,\N,1,0,100,15,0,0,0,\N,0,0,0,0,0,41,\N,0,0,1,\N,\N,\N,\N,\N
1,102,1,\N,3,0,100,10,0,0,0,\N,0,0,0,0,0,82,\N,0,0,1,\N,\N,\N,\N,\N
1,103,1,\N,3,0,85,40,0,0,0,\N,0,0,0,0,0,59,\N,0,0,1,\N,\N,\N,\N,\N
1,104,1,\N,3,0,100,15,0,0,0,\N,0,0,0,0,0,15,\N,0,0,8,\N,\N,\N,\N,\N
1,105,1,\N,3,0,100,20,0,0,0,\N,0,0,0,0,0,56,\N,0,50,8,\N,\N,\N,\N,\N
1,106,1,\N,3,0,100,30,0,0,0,\N,0,0,0,0,0,11,\N,0,0,8,\N,\N,\N,\N,\N
1,107,1,\N,3,0,100,20,0,0,0,\N,0,0,0,0,0,15,\N,0,0,8,\N,\N,\N,\N,\N
1,108,1,\N,3,0,100,20,0,0,0,\N,0,0,0,0,0,22,\N,0,0,1,\N,\N,\N,\N,\N
1,109,8,\N,3,0,100,10,0,0,0,6,0,2,8,0,0,49,\N,0,0,1,\N,\N,\N,\N,\N
1,110,11,\N,3,0,100,40,0,0,0,\N,0,0,0,0,0,11,\N,0,0,8,\N,\N,\N,\N,\N
1,111,1,\N,3,0,100,40,0,0,0,\N,0,0,0,0,0,11,\N,0,0,8,\N,\N,\N,\N,\N
1,112,14,\N,3,0,100,30,0,0,0,\N,0,0,0,0,0,51,\N,0,0,8,\N,\N,\N,\N,\N
1,113,14,\N,3,0,100,30,0,0,0,\N,0,0,0,0,0,64,\N,0,0,8,\N,\N,\N,\N,\N
1,114,15,\N,3,0,100,30,0,0,0,\N,0,0,0,0,0,25,\N,0,0,8,\N,\N,\N,\N,\N
1,115,14,\N,3,0,100,20,0,0,0,\N,0,0,0,0,0,65,\N,0,0,8,\N,\N,\N,\N,\N
1,116,1,\N,3,0,100,30,0,0,0,\N,0,0,0,0,0,47,\N,0,0,8,\N,\N,\N,\N,\N
1,117,1,\N,1,0,100,10,0,0,0,\N,0,0,0,0,0,26,\N,0,0,8,\N,\N,\N,\N,\N
1,118,1,\N,3,0,100,10,0,0,0,\N,0,0,0,0,0,83,\N,0,0,14,\N,\N,\N,\N,\N
1,119,3,\N,3,0,100,20,0,0,0,\N,0,0,0,0,0,9,\N,0,0,14,\N,\N,\N,\N,\N
1,120,1,\N,1,130,100,5,0,0,0,\N,0,0,0,0,0,7,\N,0,0,1,\N,\N,\N,\N,\N
1,121,1,\N,1,100,75,10,0,0,0,\N,0,0,0,0,0,0,\N,0,0,1,\N,\N,\N,\N,\N
1,122,8,\N,1,20,100,30,0,0,0,1,30,0,0,0,0,36,\N,0,0,1,\N,\N,\N,\N,\N
1,123,4,\N,1,20,70,20,0,0,0,5,40,0,0,0,0,33,\N,0,0,1,\N,\N,\N,\N,\N
1,124,4,\N,1,65,100,20,0,0,0,5,40,0,0,0,0,33,\N,0,0,1,\N,\N,\N,\N,\N
1,125,5,\N,1,65,85,20,0,0,0,\N,0,0,0,0,10,31,\N,0,0,1,\N,\N,\N,\N,\N
1,126,10,\N,2,120,85,5,0,0,0,4,30,0,0,0,0,34,\N,0,0,1,\N,\N,\N,\N,\N
1,127,11,\N,2,80,100,15,0,0,0,\N,0,0,0,0,0,0,\N,0,0,1,\N,\N,\N,\N,\N
1,128,11,\N,2,35,75,10,0,0,0,8,100,3,6,0,0,42,\N,0,0,1,\N,\N,\N,\N,\N
1,129,1,\N,1,60,100,20,0,0,0,\N,0,0,0,0,0,17,\N,0,0,1,\N,\N,\N,\N,\N
1,130,1,\N,1,100,100,15,0,0,0,\N,100,0,0,0,0,39,\N,0,0,1,\N,\N,\N,\N,\N
1,131,1,\N,1,20,100,15,0,2,5,\N,0,0,0,0,0,29,\N,0,0,1,\N,\N,\N,\N,\N
1,132,1,\N,1,10,100,35,0,0,0,\N,0,0,0,0,0,70,\N,0,0,1,\N,\N,\N,\N,\N
1,133,14,\N,3,0,100,20,0,0,0,\N,0,0,0,0,0,53,\N,0,0,8,\N,\N,\N,\N,\N
1,134,14,\N,3,0,80,15,0,0,0,\N,0,0,0,0,0,22,\N,0,0,1,\N,\N,\N,\N,\N
1,135,1,\N,3,0,100,10,0,0,0,\N,0,0,0,0,0,56,\N,0,50,8,\N,\N,\N,\N,\N
1,136,2,\N,1,85,90,20,0,0,0,\N,0,0,0,0,0,45,\N,0,0,1,\N,\N,\N,\N,\N
1,137,1,\N,3,0,75,30,0,0,0,1,0,0,0,0,0,67,\N,0,0,1,\N,\N,\N,\N,\N
1,138,14,\N,2,100,100,15,0,0,0,\N,0,0,0,0,0,8,\N,50,0,1,\N,\N,\N,\N,\N
1,139,4,\N,3,0,55,40,0,0,0,5,0,0,0,0,0,66,\N,0,0,1,\N,\N,\N,\N,\N
1,140,1,\N,1,15,85,20,0,2,5,\N,0,0,0,0,0,29,\N,0,0,1,\N,\N,\N,\N,\N
1,141,7,\N,1,20,100,15,0,0,0,\N,0,0,0,0,0,3,\N,50,0,1,\N,\N,\N,\N,\N
1,142,1,\N,3,0,75,10,0,0,0,2,0,1,7,0,0,32,\N,0,0,1,\N,\N,\N,\N,\N
1,143,3,\N,1,140,90,5,0,0,0,\N,0,0,0,0,0,39,\N,0,0,1,\N,\N,\N,\N,\N
1,144,1,\N,3,0,100,10,0,0,0,\N,0,0,0,0,0,57,\N,0,0,1,\N,\N,\N,\N,\N
1,145,11,\N,2,20,100,30,0,0,0,\N,0,0,0,0,0,70,\N,0,0,1,\N,\N,\N,\N,\N
1,146,1,\N,1,70,100,10,0,0,0,\N,0,0,0,0,0,0,\N,0,0,1,\N,\N,\N,\N,\N
1,147,12,\N,3,0,100,15,0,0,0,2,0,1,7,0,0,32,\N,0,0,1,\N,\N,\N,\N,\N
1,148,1,\N,3,0,70,20,0,0,0,\N,0,0,0,0,0,22,\N,0,0,1,\N,\N,\N,\N,\N
1,149,14,\N,2,1,80,15,0,0,0,\N,0,0,0,0,0,41,\N,0,0,1,\N,\N,\N,\N,\N
1,150,1,\N,3,0,100,40,0,0,0,\N,0,0,0,0,0,85,\N,0,0,8,\N,\N,\N,\N,\N
1,151,4,\N,3,0,100,40,0,0,0,\N,0,0,0,0,0,51,\N,0,0,8,\N,\N,\N,\N,\N
1,152,11,\N,2,90,85,10,0,0,0,\N,0,0,0,1,0,0,\N,0,0,1,\N,\N,\N,\N,\N
1,153,1,\N,1,170,100,5,0,0,0,\N,0,0,0,0,0,7,\N,0,0,1,\N,\N,\N,\N,\N
1,154,1,\N,1,18,80,15,0,2,5,\N,0,0,0,0,0,29,\N,0,0,1,\N,\N,\N,\N,\N
1,155,5,\N,1,50,90,10,0,2,2,\N,0,0,0,0,0,44,\N,0,0,1,\N,\N,\N,\N,\N
1,156,14,\N,3,0,100,10,0,0,0,\N,0,0,0,0,0,56,\N,0,0,8,\N,\N,\N,\N,\N
1,157,6,\N,1,75,90,10,0,0,0,\N,0,0,0,0,0,0,\N,0,0,1,\N,\N,\N,\N,\N
1,158,1,\N,1,80,90,15,0,0,0,\N,0,0,0,0,10,31,\N,0,0,1,\N,\N,\N,\N,\N
1,159,1,\N,3,0,100,30,0,0,0,\N,0,0,0,0,0,10,\N,0,0,8,\N,\N,\N,\N,\N
1,160,1,\N,3,0,100,30,0,0,0,\N,0,0,0,0,0,24,\N,0,0,8,\N,\N,\N,\N,\N
1,161,1,\N,1,80,100,10,0,0,0,\N,0,0,0,0,0,0,\N,0,0,1,\N,\N,\N,\N,\N
1,162,1,\N,1,1,90,10,0,0,0,\N,0,0,0,0,0,40,\N,0,0,1,\N,\N,\N,\N,\N
1,163,1,\N,1,70,100,20,0,0,0,\N,0,0,0,1,0,0,\N,0,0,1,\N,\N,\N,\N,\N
1,164,1,\N,3,0,100,10,0,0,0,\N,0,0,0,0,0,79,\N,0,0,8,\N,\N,\N,\N,\N
1,165,1,\N,1,50,100,10,0,0,0,\N,0,0,0,0,0,48,\N,-50,0,1,\N,\N,\N,\N,\N
2,1,1,\N,1,40,100,35,0,0,0,\N,0,0,0,0,0,0,0,0,0,1,\N,\N,\N,\N,\N
2,2,2,\N,1,50,100,25,0,0,0,\N,0,0,0,1,0,0,0,0,0,1,\N,\N,\N,\N,\N
2,3,1,\N,1,15,85,10,0,2,5,\N,0,0,0,0,0,29,0,0,0,1,\N,\N,\N,\N,\N
2,4,1,\N,1,18,85,15,0,2,5,\N,0,0,0,0,0,29,0,0,0,1,\N,\N,\N,\N,\N
2,5,1,\N,1,80,85,20,0,0,0,\N,0,0,0,0,0,0,0,0,0,1,\N,\N,\N,\N,\N
2,6,1,\N,1,40,100,20,0,0,0,\N,0,0,0,0,0,34,0,0,0,1,\N,\N,\N,\N,\N
2,7,10,\N,2,75,100,15,0,0,0,4,10,0,0,0,0,4,10,0,0,1,\N,\N,\N,\N,\N
2,8,15,\N,2,75,100,15,0,0,0,3,10,0,0,0,0,5,10,0,0,1,\N,\N,\N,\N,\N
2,9,13,\N,2,75,100,15,0,0,0,1,10,0,0,0,0,6,10,0,0,1,\N,\N,\N,\N,\N
2,10,1,\N,1,40,100,35,0,0,0,\N,0,0,0,0,0,0,0,0,0,1,\N,\N,\N,\N,\N
2,11,1,\N,1,55,100,30,0,0,0,\N,0,0,0,0,0,0,0,0,0,1,\N,\N,\N,\N,\N
2,12,1,\N,1,0,30,5,0,0,0,\N,0,0,0,0,0,38,0,0,0,1,\N,\N,\N,\N,\N
2,13,1,\N,1,80,75,10,0,0,0,\N,0,0,0,1,0,39,0,0,0,1,\N,\N,\N,\N,\N
2,14,1,\N,3,0,100,30,0,0,0,\N,0,0,0,0,0,50,0,0,0,8,\N,\N,\N,\N,\N
2,15,1,\N,1,50,95,30,0,0,0,\N,0,0,0,0,0,0,0,0,0,1,\N,\N,\N,\N,\N
2,16,3,\N,1,40,100,35,0,0,0,\N,0,0,0,0,0,149,0,0,0,1,\N,\N,\N,\N,\N
2,17,3,\N,1,60,100,35,0,0,0,\N,0,0,0,0,0,0,0,0,0,1,\N,\N,\N,\N,\N
2,18,1,\N,3,0,100,20,-1,0,0,\N,0,0,0,0,0,28,0,0,0,1,\N,\N,\N,\N,\N
2,19,3,\N,1,70,95,15,0,0,0,\N,0,0,0,0,0,155,0,0,0,1,\N,\N,\N,\N,\N
2,20,1,\N,1,15,75,20,0,0,0,8,100,3,6,0,0,42,0,0,0,1,\N,\N,\N,\N,\N
2,21,1,\N,1,80,75,20,0,0,0,\N,0,0,0,0,0,0,0,0,0,1,\N,\N,\N,\N,\N
2,22,12,\N,2,35,100,10,0,0,0,\N,0,0,0,0,0,0,0,0,0,1,\N,\N,\N,\N,\N
2,23,1,\N,1,65,100,20,0,0,0,\N,0,0,0,0,30,150,30,0,0,1,\N,\N,\N,\N,\N
2,24,2,\N,1,30,100,30,0,2,2,\N,0,0,0,0,0,44,0,0,0,1,\N,\N,\N,\N,\N
2,25,1,\N,1,120,75,5,0,0,0,\N,0,0,0,0,0,0,0,0,0,1,\N,\N,\N,\N,\N
2,26,2,\N,1,70,95,25,0,0,0,\N,0,0,0,0,0,45,0,0,0,1,\N,\N,\N,\N,\N
2,27,2,\N,1,60,85,15,0,0,0,\N,0,0,0,0,30,31,30,0,0,1,\N,\N,\N,\N,\N
2,28,5,\N,3,0,100,15,0,0,0,\N,0,0,0,0,0,23,0,0,0,1,\N,\N,\N,\N,\N
2,29,1,\N,1,70,100,15,0,0,0,\N,0,0,0,0,30,31,30,0,0,1,\N,\N,\N,\N,\N
2,30,1,\N,1,65,100,25,0,0,0,\N,0,0,0,0,0,0,0,0,0,1,\N,\N,\N,\N,\N
2,31,1,\N,1,15,85,20,0,2,5,\N,0,0,0,0,0,29,0,0,0,1,\N,\N,\N,\N,\N
2,32,1,\N,1,1,30,5,0,0,0,\N,0,0,0,0,0,38,0,0,0,1,\N,\N,\N,\N,\N
2,33,1,\N,1,35,95,35,0,0,0,\N,0,0,0,0,0,0,0,0,0,1,\N,\N,\N,\N,\N
2,34,1,\N,1,85,100,15,0,0,0,1,30,0,0,0,0,6,30,0,0,1,\N,\N,\N,\N,\N
2,35,1,\N,1,15,85,20,0,0,0,8,100,3,6,0,0,42,0,0,0,1,\N,\N,\N,\N,\N
2,36,1,\N,1,90,85,20,0,0,0,\N,0,0,0,0,0,48,0,-25,0,1,\N,\N,\N,\N,\N
2,37,1,\N,1,90,100,20,0,0,0,\N,0,0,0,0,0,27,0,0,0,1,\N,\N,\N,\N,\N
2,38,1,\N,1,120,100,15,0,0,0,\N,0,0,0,0,0,48,0,-25,0,1,\N,\N,\N,\N,\N
2,39,1,\N,3,0,100,30,0,0,0,\N,0,0,0,0,0,19,0,0,0,1,\N,\N,\N,\N,\N
2,40,4,\N,1,15,100,35,0,0,0,5,30,0,0,0,0,2,30,0,0,1,\N,\N,\N,\N,\N
2,41,7,\N,1,25,100,20,0,2,2,5,20,0,0,0,0,77,20,0,0,1,\N,\N,\N,\N,\N
2,42,7,\N,1,14,85,20,0,2,5,\N,0,0,0,0,0,29,0,0,0,1,\N,\N,\N,\N,\N
2,43,1,\N,3,0,100,30,0,0,0,\N,0,0,0,0,0,19,0,0,0,1,\N,\N,\N,\N,\N
2,44,17,\N,2,60,100,25,0,0,0,\N,0,0,0,0,30,31,30,0,0,1,\N,\N,\N,\N,\N
2,45,1,\N,3,0,100,40,0,0,0,\N,0,0,0,0,0,18,0,0,0,1,\N,\N,\N,\N,\N
2,46,1,\N,3,0,100,20,-1,0,0,\N,0,0,0,0,0,28,0,0,0,1,\N,\N,\N,\N,\N
2,47,1,\N,3,0,55,15,0,0,0,2,0,2,7,0,0,1,0,0,0,1,\N,\N,\N,\N,\N
2,48,1,\N,3,0,55,20,0,0,0,6,0,2,5,0,0,49,0,0,0,1,\N,\N,\N,\N,\N
2,49,1,\N,1,20,90,20,0,0,0,\N,0,0,0,0,0,41,0,0,0,1,\N,\N,\N,\N,\N
2,50,1,\N,3,0,55,20,0,0,0,13,0,2,8,0,0,86,0,0,0,1,\N,\N,\N,\N,\N
2,51,4,\N,1,40,100,30,0,0,0,\N,0,0,0,0,0,69,10,0,0,1,\N,\N,\N,\N,\N
2,52,10,\N,2,40,100,25,0,0,0,4,10,0,0,0,0,4,10,0,0,1,\N,\N,\N,\N,\N
2,53,10,\N,2,95,100,15,0,0,0,4,10,0,0,0,0,4,10,0,0,1,\N,\N,\N,\N,\N
2,54,15,\N,3,0,100,30,0,0,0,\N,0,0,0,0,0,46,0,0,0,8,\N,\N,\N,\N,\N
2,55,11,\N,2,40,100,25,0,0,0,\N,0,0,0,0,0,0,0,0,0,1,\N,\N,\N,\N,\N
2,56,11,\N,2,120,80,5,0,0,0,\N,0,0,0,0,0,0,0,0,0,1,\N,\N,\N,\N,\N
2,57,11,\N,2,95,100,15,0,0,0,\N,0,0,0,0,0,0,0,0,0,1,\N,\N,\N,\N,\N
2,58,15,\N,2,95,100,10,0,0,0,3,10,0,0,0,0,5,10,0,0,1,\N,\N,\N,\N,\N
