language_id,move_id,image
2,657,eng/twinkle-tackle.png
2,658,eng/catastropika.png
2,695,eng/sinister-arrow-raid.png
2,696,eng/malicious-moonsault.png
2,697,eng/oceanic-operetta.png
2,698,eng/guardian-of-alola.png
2,699,eng/soul-stealing-7-star-strike.png
2,700,eng/stoked-sparksurfer.png
2,701,eng/pulverizing-pancake.png
2,702,eng/extreme-evoboost.png
2,703,eng/genesis-supernova.png
2,719,eng/10-000-000-volt-thunderbolt.png
2,723,eng/light-that-burns-the-sky.png
2,724,eng/searing-sunraze-smash.png
2,725,eng/menacing-moonraze-maelstrom.png
2,726,eng/lets-snuggle-forever.png
2,727,eng/splintered-stormshards.png
2,728,eng/clangorous-soulblaze.png
3,622,fre/breakneck-blitz.png
3,623,fre/breakneck-blitz.png
3,624,fre/all-out-pummeling.png
3,625,fre/all-out-pummeling.png
3,626,fre/supersonic-skystrike.png
3,627,fre/supersonic-skystrike.png
3,628,fre/acid-downpour.png
3,629,fre/acid-downpour.png
3,630,fre/tectonic-rage.png
3,631,fre/tectonic-rage.png
3,632,fre/continental-crush.png
3,633,fre/continental-crush.png
3,634,fre/savage-spin-out.png
3,635,fre/savage-spin-out.png
3,636,fre/never-ending-nightmare.png
3,637,fre/never-ending-nightmare.png
3,638,fre/corkscrew-crash.png
3,639,fre/corkscrew-crash.png
3,640,fre/inferno-overdrive.png
3,641,fre/inferno-overdrive.png
3,642,fre/hydro-vortex.png
3,643,fre/hydro-vortex.png
3,644,fre/bloom-doom.png
3,645,fre/bloom-doom.png
3,646,fre/gigavolt-havoc.png
3,647,fre/gigavolt-havoc.png
3,648,fre/shattered-psyche.png
3,649,fre/shattered-psyche.png
3,650,fre/subzero-slammer.png
3,651,fre/subzero-slammer.png
3,652,fre/devastating-drake.png
3,653,fre/devastating-drake.png
3,654,fre/black-hole-eclipse.png
3,655,fre/black-hole-eclipse.png
3,656,fre/twinkle-tackle.png
3,657,fre/twinkle-tackle.png
3,658,fre/catastropika.png
3,695,fre/sinister-arrow-raid.png
3,696,fre/malicious-moonsault.png
3,697,fre/oceanic-operetta.png
3,698,fre/guardian-of-alola.png
3,699,fre/soul-stealing-7-star-strike.png
3,700,fre/stoked-sparksurfer.png
3,701,fre/pulverizing-pancake.png
3,702,fre/extreme-evoboost.png
3,703,fre/genesis-supernova.png
3,719,fre/10-000-000-volt-thunderbolt.png
3,723,fre/light-that-burns-the-sky.png
3,724,fre/searing-sunraze-smash.png
3,725,fre/menacing-moonraze-maelstrom.png
3,726,fre/lets-snuggle-forever.png
3,727,fre/splintered-stormshards.png
3,728,fre/clangorous-soulblaze.png
4,622,ger/breakneck-blitz.png
4,623,ger/breakneck-blitz.png
4,624,ger/all-out-pummeling.png
4,625,ger/all-out-pummeling.png
4,626,ger/supersonic-skystrike.png
4,627,ger/supersonic-skystrike.png
4,628,ger/acid-downpour.png
4,629,ger/acid-downpour.png
4,630,ger/tectonic-rage.png
4,631,ger/tectonic-rage.png
4,632,ger/continental-crush.png
4,633,ger/continental-crush.png
4,634,ger/savage-spin-out.png
4,635,ger/savage-spin-out.png
4,636,ger/never-ending-nightmare.png
4,637,ger/never-ending-nightmare.png
4,638,ger/corkscrew-crash.png
4,639,ger/corkscrew-crash.png
4,640,ger/inferno-overdrive.png
4,641,ger/inferno-overdrive.png
4,642,ger/hydro-vortex.png
4,643,ger/hydro-vortex.png
4,644,ger/bloom-doom.png
4,645,ger/bloom-doom.png
4,646,ger/gigavolt-havoc.png
4,647,ger/gigavolt-havoc.png
4,648,ger/shattered-psyche.png
4,649,ger/shattered-psyche.png
4,650,ger/subzero-slammer.png
4,651,ger/subzero-slammer.png
4,652,ger/devastating-drake.png
4,653,ger/devastating-drake.png
4,654,ger/black-hole-eclipse.png
4,655,ger/black-hole-eclipse.png
4,656,ger/twinkle-tackle.png
4,657,ger/twinkle-tackle.png
4,658,ger/catastropika.png
4,695,ger/sinister-arrow-raid.png
4,696,ger/malicious-moonsault.png
4,697,ger/oceanic-operetta.png
4,698,ger/guardian-of-alola.png
4,699,ger/soul-stealing-7-star-strike.png
4,700,ger/stoked-sparksurfer.png
4,701,ger/pulverizing-pancake.png
4,702,ger/extreme-evoboost.png
4,703,ger/genesis-supernova.png
4,719,ger/10-000-000-volt-thunderbolt.png
4,723,ger/light-that-burns-the-sky.png
4,724,ger/searing-sunraze-smash.png
4,725,ger/menacing-moonraze-maelstrom.png
4,726,ger/lets-snuggle-forever.png
4,727,ger/splintered-stormshards.png
4,728,ger/clangorous-soulblaze.png
5,622,ita/breakneck-blitz.png
5,623,ita/breakneck-blitz.png
5,624,ita/all-out-pummeling.png
5,625,ita/all-out-pummeling.png
5,626,ita/supersonic-skystrike.png
5,627,ita/supersonic-skystrike.png
5,628,ita/acid-downpour.png
5,629,ita/acid-downpour.png
5,630,ita/tectonic-rage.png
5,631,ita/tectonic-rage.png
5,632,ita/continental-crush.png
5,633,ita/continental-crush.png
5,634,ita/savage-spin-out.png
5,635,ita/savage-spin-out.png
5,636,ita/never-ending-nightmare.png
5,637,ita/never-ending-nightmare.png
5,638,ita/corkscrew-crash.png
5,639,ita/corkscrew-crash.png
5,640,ita/inferno-overdrive.png
5,641,ita/inferno-overdrive.png
5,642,ita/hydro-vortex.png
5,643,ita/hydro-vortex.png
5,644,ita/bloom-doom.png
5,645,ita/bloom-doom.png
5,646,ita/gigavolt-havoc.png
5,647,ita/gigavolt-havoc.png
5,648,ita/shattered-psyche.png
5,649,ita/shattered-psyche.png
5,650,ita/subzero-slammer.png
5,651,ita/subzero-slammer.png
5,652,ita/devastating-drake.png
5,653,ita/devastating-drake.png
5,654,ita/black-hole-eclipse.png
5,655,ita/black-hole-eclipse.png
5,656,ita/twinkle-tackle.png
5,657,ita/twinkle-tackle.png
5,658,ita/catastropika.png
5,695,ita/sinister-arrow-raid.png
5,696,ita/malicious-moonsault.png
5,697,ita/oceanic-operetta.png
5,698,ita/guardian-of-alola.png
5,699,ita/soul-stealing-7-star-strike.png
5,700,ita/stoked-sparksurfer.png
5,701,ita/pulverizing-pancake.png
5,702,ita/extreme-evoboost.png
5,703,ita/genesis-supernova.png
5,719,ita/10-000-000-volt-thunderbolt.png
5,723,ita/light-that-burns-the-sky.png
5,724,ita/searing-sunraze-smash.png
5,725,ita/menacing-moonraze-maelstrom.png
5,726,ita/lets-snuggle-forever.png
5,727,ita/splintered-stormshards.png
5,728,ita/clangorous-soulblaze.png
6,622,spa/breakneck-blitz.png
6,623,spa/breakneck-blitz.png
6,624,spa/all-out-pummeling.png
6,625,spa/all-out-pummeling.png
6,626,spa/supersonic-skystrike.png
6,627,spa/supersonic-skystrike.png
6,628,spa/acid-downpour.png
6,629,spa/acid-downpour.png
6,630,spa/tectonic-rage.png
6,631,spa/tectonic-rage.png
6,632,spa/continental-crush.png
6,633,spa/continental-crush.png
6,634,spa/savage-spin-out.png
6,635,spa/savage-spin-out.png
6,636,spa/never-ending-nightmare.png
6,637,spa/never-ending-nightmare.png
6,638,spa/corkscrew-crash.png
6,639,spa/corkscrew-crash.png
6,640,spa/inferno-overdrive.png
6,641,spa/inferno-overdrive.png
6,642,spa/hydro-vortex.png
6,643,spa/hydro-vortex.png
6,644,spa/bloom-doom.png
6,645,spa/bloom-doom.png
6,646,spa/gigavolt-havoc.png
6,647,spa/gigavolt-havoc.png
6,648,spa/shattered-psyche.png
6,649,spa/shattered-psyche.png
6,650,spa/subzero-slammer.png
6,651,spa/subzero-slammer.png
6,652,spa/devastating-drake.png
6,653,spa/devastating-drake.png
6,654,spa/black-hole-eclipse.png
6,655,spa/black-hole-eclipse.png
6,656,spa/twinkle-tackle.png
6,657,spa/twinkle-tackle.png
6,658,spa/catastropika.png
6,695,spa/sinister-arrow-raid.png
6,696,spa/malicious-moonsault.png
6,697,spa/oceanic-operetta.png
6,698,spa/guardian-of-alola.png
6,699,spa/soul-stealing-7-star-strike.png
6,700,spa/stoked-sparksurfer.png
6,701,spa/pulverizing-pancake.png
6,702,spa/extreme-evoboost.png
6,703,spa/genesis-supernova.png
6,719,spa/10-000-000-volt-thunderbolt.png
6,723,spa/light-that-burns-the-sky.png
6,724,spa/searing-sunraze-smash.png
6,725,spa/menacing-moonraze-maelstrom.png
6,726,spa/lets-snuggle-forever.png
6,727,spa/splintered-stormshards.png
6,728,spa/clangorous-soulblaze.png
7,622,kor/breakneck-blitz.png
7,623,kor/breakneck-blitz.png
7,624,kor/all-out-pummeling.png
7,625,kor/all-out-pummeling.png
7,626,kor/supersonic-skystrike.png
7,627,kor/supersonic-skystrike.png
7,628,kor/acid-downpour.png
7,629,kor/acid-downpour.png
7,630,kor/tectonic-rage.png
7,631,kor/tectonic-rage.png
7,632,kor/continental-crush.png
7,633,kor/continental-crush.png
7,634,kor/savage-spin-out.png
7,635,kor/savage-spin-out.png
7,636,kor/never-ending-nightmare.png
7,637,kor/never-ending-nightmare.png
7,638,kor/corkscrew-crash.png
7,639,kor/corkscrew-crash.png
7,640,kor/inferno-overdrive.png
7,641,kor/inferno-overdrive.png
7,642,kor/hydro-vortex.png
7,643,kor/hydro-vortex.png
7,644,kor/bloom-doom.png
7,645,kor/bloom-doom.png
7,646,kor/gigavolt-havoc.png
7,647,kor/gigavolt-havoc.png
7,648,kor/shattered-psyche.png
7,649,kor/shattered-psyche.png
7,650,kor/subzero-slammer.png
7,651,kor/subzero-slammer.png
7,652,kor/devastating-drake.png
7,653,kor/devastating-drake.png
7,654,kor/black-hole-eclipse.png
7,655,kor/black-hole-eclipse.png
7,656,kor/twinkle-tackle.png
7,657,kor/twinkle-tackle.png
7,658,kor/catastropika.png
7,695,kor/sinister-arrow-raid.png
7,696,kor/malicious-moonsault.png
7,697,kor/oceanic-operetta.png
7,698,kor/guardian-of-alola.png
7,699,kor/soul-stealing-7-star-strike.png
7,700,kor/stoked-sparksurfer.png
7,701,kor/pulverizing-pancake.png
7,702,kor/extreme-evoboost.png
7,703,kor/genesis-supernova.png
7,719,kor/10-000-000-volt-thunderbolt.png
7,723,kor/light-that-burns-the-sky.png
7,724,kor/searing-sunraze-smash.png
7,725,kor/menacing-moonraze-maelstrom.png
7,726,kor/lets-snuggle-forever.png
7,727,kor/splintered-stormshards.png
7,728,kor/clangorous-soulblaze.png
8,622,jpn/breakneck-blitz.png
8,623,jpn/breakneck-blitz.png
8,624,jpn/all-out-pummeling.png
8,625,jpn/all-out-pummeling.png
8,626,jpn/supersonic-skystrike.png
8,627,jpn/supersonic-skystrike.png
8,628,jpn/acid-downpour.png
8,629,jpn/acid-downpour.png
8,630,jpn/tectonic-rage.png
8,631,jpn/tectonic-rage.png
8,632,jpn/continental-crush.png
8,633,jpn/continental-crush.png
8,634,jpn/savage-spin-out.png
8,635,jpn/savage-spin-out.png
8,636,jpn/never-ending-nightmare.png
8,637,jpn/never-ending-nightmare.png
8,638,jpn/corkscrew-crash.png
8,639,jpn/corkscrew-crash.png
8,640,jpn/inferno-overdrive.png
8,641,jpn/inferno-overdrive.png
8,642,jpn/hydro-vortex.png
8,643,jpn/hydro-vortex.png
8,644,jpn/bloom-doom.png
8,645,jpn/bloom-doom.png
8,646,jpn/gigavolt-havoc.png
8,647,jpn/gigavolt-havoc.png
8,648,jpn/shattered-psyche.png
8,649,jpn/shattered-psyche.png
8,650,jpn/subzero-slammer.png
8,651,jpn/subzero-slammer.png
8,652,jpn/devastating-drake.png
8,653,jpn/devastating-drake.png
8,654,jpn/black-hole-eclipse.png
8,655,jpn/black-hole-eclipse.png
8,656,jpn/twinkle-tackle.png
8,657,jpn/twinkle-tackle.png
8,658,jpn/catastropika.png
8,695,jpn/sinister-arrow-raid.png
8,696,jpn/malicious-moonsault.png
8,697,jpn/oceanic-operetta.png
8,698,jpn/guardian-of-alola.png
8,699,jpn/soul-stealing-7-star-strike.png
8,700,jpn/stoked-sparksurfer.png
8,701,jpn/pulverizing-pancake.png
8,702,jpn/extreme-evoboost.png
8,703,jpn/genesis-supernova.png
8,719,jpn/10-000-000-volt-thunderbolt.png
8,723,jpn/light-that-burns-the-sky.png
8,724,jpn/searing-sunraze-smash.png
8,725,jpn/menacing-moonraze-maelstrom.png
8,726,jpn/lets-snuggle-forever.png
8,727,jpn/splintered-stormshards.png
8,728,jpn/clangorous-soulblaze.png
9,622,chs/breakneck-blitz.png
9,623,chs/breakneck-blitz.png
9,624,chs/all-out-pummeling.png
9,625,chs/all-out-pummeling.png
9,626,chs/supersonic-skystrike.png
9,627,chs/supersonic-skystrike.png
9,628,chs/acid-downpour.png
9,629,chs/acid-downpour.png
9,630,chs/tectonic-rage.png
9,631,chs/tectonic-rage.png
9,632,chs/continental-crush.png
9,633,chs/continental-crush.png
9,634,chs/savage-spin-out.png
9,635,chs/savage-spin-out.png
9,636,chs/never-ending-nightmare.png
9,637,chs/never-ending-nightmare.png
9,638,chs/corkscrew-crash.png
9,639,chs/corkscrew-crash.png
9,640,chs/inferno-overdrive.png
9,641,chs/inferno-overdrive.png
9,642,chs/hydro-vortex.png
9,643,chs/hydro-vortex.png
9,644,chs/bloom-doom.png
9,645,chs/bloom-doom.png
9,646,chs/gigavolt-havoc.png
9,647,chs/gigavolt-havoc.png
9,648,chs/shattered-psyche.png
9,649,chs/shattered-psyche.png
9,650,chs/subzero-slammer.png
9,651,chs/subzero-slammer.png
9,652,chs/devastating-drake.png
9,653,chs/devastating-drake.png
9,654,chs/black-hole-eclipse.png
9,655,chs/black-hole-eclipse.png
9,656,chs/twinkle-tackle.png
9,657,chs/twinkle-tackle.png
9,658,chs/catastropika.png
9,695,chs/sinister-arrow-raid.png
9,696,chs/malicious-moonsault.png
9,697,chs/oceanic-operetta.png
9,698,chs/guardian-of-alola.png
9,699,chs/soul-stealing-7-star-strike.png
9,700,chs/stoked-sparksurfer.png
9,701,chs/pulverizing-pancake.png
9,702,chs/extreme-evoboost.png
9,703,chs/genesis-supernova.png
9,719,chs/10-000-000-volt-thunderbolt.png
9,723,chs/light-that-burns-the-sky.png
9,724,chs/searing-sunraze-smash.png
9,725,chs/menacing-moonraze-maelstrom.png
9,726,chs/lets-snuggle-forever.png
9,727,chs/splintered-stormshards.png
9,728,chs/clangorous-soulblaze.png
10,622,cht/breakneck-blitz.png
10,623,cht/breakneck-blitz.png
10,624,cht/all-out-pummeling.png
10,625,cht/all-out-pummeling.png
10,626,cht/supersonic-skystrike.png
10,627,cht/supersonic-skystrike.png
10,628,cht/acid-downpour.png
10,629,cht/acid-downpour.png
10,630,cht/tectonic-rage.png
10,631,cht/tectonic-rage.png
10,632,cht/continental-crush.png
10,633,cht/continental-crush.png
10,634,cht/savage-spin-out.png
10,635,cht/savage-spin-out.png
10,636,cht/never-ending-nightmare.png
10,637,cht/never-ending-nightmare.png
10,638,cht/corkscrew-crash.png
10,639,cht/corkscrew-crash.png
10,640,cht/inferno-overdrive.png
10,641,cht/inferno-overdrive.png
10,642,cht/hydro-vortex.png
10,643,cht/hydro-vortex.png
10,644,cht/bloom-doom.png
10,645,cht/bloom-doom.png
10,646,cht/gigavolt-havoc.png
10,647,cht/gigavolt-havoc.png
10,648,cht/shattered-psyche.png
10,649,cht/shattered-psyche.png
10,650,cht/subzero-slammer.png
10,651,cht/subzero-slammer.png
10,652,cht/devastating-drake.png
10,653,cht/devastating-drake.png
10,654,cht/black-hole-eclipse.png
10,655,cht/black-hole-eclipse.png
10,656,cht/twinkle-tackle.png
10,657,cht/twinkle-tackle.png
10,658,cht/catastropika.png
10,695,cht/sinister-arrow-raid.png
10,696,cht/malicious-moonsault.png
10,697,cht/oceanic-operetta.png
10,698,cht/guardian-of-alola.png
10,699,cht/soul-stealing-7-star-strike.png
10,700,cht/stoked-sparksurfer.png
10,701,cht/pulverizing-pancake.png
10,702,cht/extreme-evoboost.png
10,703,cht/genesis-supernova.png
10,719,cht/10-000-000-volt-thunderbolt.png
10,723,cht/light-that-burns-the-sky.png
10,724,cht/searing-sunraze-smash.png
10,725,cht/menacing-moonraze-maelstrom.png
10,726,cht/lets-snuggle-forever.png
10,727,cht/splintered-stormshards.png
10,728,cht/clangorous-soulblaze.png
