month,name,format_id
2016-04-01,doublesubers,30
2016-04-01,doublesuu,32
2016-04-01,gen1ou,2
2016-04-01,gen2ou,5
2016-04-01,gen3ou,8
2016-04-01,gen3ubers,7
2016-04-01,gen4ou,11
2016-04-01,gen4ubers,10
2016-04-01,gen5ou,15
2016-04-01,gen5ubers,14
2016-04-01,lc,28
2016-04-01,monotype,29
2016-04-01,nu,26
2016-04-01,ou,23
2016-04-01,pu,27
2016-04-01,ru,25
2016-04-01,ubers,22
2016-04-01,uu,24
2016-04-01,vgc2015,34
2016-04-01,vgc2016,35
2016-05-01,anythinggoes,21
2016-05-01,doublesou,31
2016-05-01,doublesubers,30
2016-05-01,doublesuu,32
2016-05-01,gen1ou,2
2016-05-01,gen2ou,5
2016-05-01,gen3ou,8
2016-05-01,gen3ubers,7
2016-05-01,gen4ou,11
2016-05-01,gen5ou,15
2016-05-01,gen5ubers,14
2016-05-01,lc,28
2016-05-01,monotype,29
2016-05-01,nu,26
2016-05-01,ou,23
2016-05-01,pu,27
2016-05-01,ru,25
2016-05-01,ubers,22
2016-05-01,uu,24
2016-05-01,vgc2015,34
2016-05-01,vgc2016,35
2016-06-01,anythinggoes,21
2016-06-01,doublesou,31
2016-06-01,doublesubers,30
2016-06-01,doublesuu,32
2016-06-01,gen1ou,2
2016-06-01,gen1uu,3
2016-06-01,gen2ou,5
2016-06-01,gen3ou,8
2016-06-01,gen3ubers,7
2016-06-01,gen4ou,11
2016-06-01,gen4ubers,10
2016-06-01,gen5ou,15
2016-06-01,gen5ubers,14
2016-06-01,lc,28
2016-06-01,monotype,29
2016-06-01,nu,26
2016-06-01,ou,23
2016-06-01,pu,27
2016-06-01,ru,25
2016-06-01,ubers,22
2016-06-01,uu,24
2016-06-01,vgc2015,34
2016-06-01,vgc2016,35
2016-07-01,anythinggoes,21
2016-07-01,doublesou,31
2016-07-01,doublesubers,30
2016-07-01,doublesuu,32
2016-07-01,gen1ou,2
2016-07-01,gen1uu,3
2016-07-01,gen2ou,5
2016-07-01,gen3ou,8
2016-07-01,gen3ubers,7
2016-07-01,gen4ou,11
2016-07-01,gen4ubers,10
2016-07-01,gen5ou,15
2016-07-01,gen5ubers,14
2016-07-01,lc,28
2016-07-01,monotype,29
2016-07-01,nu,26
2016-07-01,ou,23
2016-07-01,pu,27
2016-07-01,ru,25
2016-07-01,ubers,22
2016-07-01,uu,24
2016-07-01,vgc2015,34
2016-07-01,vgc2016,35
2016-08-01,anythinggoes,21
2016-08-01,doublesou,31
2016-08-01,doublesubers,30
2016-08-01,doublesuu,32
2016-08-01,gen1ou,2
2016-08-01,gen2ou,5
2016-08-01,gen2uu,6
2016-08-01,gen3ou,8
2016-08-01,gen3ubers,7
2016-08-01,gen4ou,11
2016-08-01,gen4ubers,10
2016-08-01,gen5ou,15
2016-08-01,gen5ubers,14
2016-08-01,lc,28
2016-08-01,monotype,29
2016-08-01,nu,26
2016-08-01,ou,23
2016-08-01,pu,27
2016-08-01,ru,25
2016-08-01,ubers,22
2016-08-01,uu,24
2016-08-01,vgc2015,34
2016-08-01,vgc2016,35
2016-09-01,anythinggoes,21
2016-09-01,doublesou,31
2016-09-01,doublesubers,30
2016-09-01,doublesuu,32
2016-09-01,gen1ou,2
2016-09-01,gen2ou,5
2016-09-01,gen3ou,8
2016-09-01,gen3ubers,7
2016-09-01,gen4ou,11
2016-09-01,gen4ubers,10
2016-09-01,gen5ou,15
2016-09-01,gen5ubers,14
2016-09-01,lc,28
2016-09-01,monotype,29
2016-09-01,nu,26
2016-09-01,ou,23
2016-09-01,pu,27
2016-09-01,ru,25
2016-09-01,ubers,22
2016-09-01,uu,24
2016-09-01,vgc2015,34
2016-09-01,vgc2016,35
2016-10-01,anythinggoes,21
2016-10-01,doublesou,31
2016-10-01,doublesubers,30
2016-10-01,doublesuu,32
2016-10-01,gen1ou,2
2016-10-01,gen2ou,5
2016-10-01,gen3ou,8
2016-10-01,gen3ubers,7
2016-10-01,gen4ou,11
2016-10-01,gen4ubers,10
2016-10-01,gen5doublesou,20
2016-10-01,gen5ou,15
2016-10-01,gen5ubers,14
2016-10-01,lc,28
2016-10-01,monotype,29
2016-10-01,nu,26
2016-10-01,ou,23
2016-10-01,pu,27
2016-10-01,ru,25
2016-10-01,ubers,22
2016-10-01,uu,24
2016-10-01,vgc2015,34
2016-10-01,vgc2016,35
2016-11-01,anythinggoes,21
2016-11-01,doublesou,31
2016-11-01,doublesubers,30
2016-11-01,doublesuu,32
2016-11-01,gen1ou,2
2016-11-01,gen2ou,5
2016-11-01,gen3ou,8
2016-11-01,gen3ubers,7
2016-11-01,gen3uu,9
2016-11-01,gen4ou,11
2016-11-01,gen4ubers,10
2016-11-01,gen5ou,15
2016-11-01,gen5ubers,14
2016-11-01,gen7pokebankanythinggoes,36
2016-11-01,gen7pokebankdoublesou,46
2016-11-01,gen7pokebanklc,43
2016-11-01,gen7pokebankou,38
2016-11-01,gen7pokebankubers,37
2016-11-01,gen7vgc2017,48
2016-11-01,lc,28
2016-11-01,monotype,29
2016-11-01,nu,26
2016-11-01,ou,23
2016-11-01,pu,27
2016-11-01,ru,25
2016-11-01,ubers,22
2016-11-01,uu,24
2016-11-01,vgc2015,34
2016-11-01,vgc2016,35
2016-12-01,anythinggoes,21
2016-12-01,doublesou,31
2016-12-01,doublesuu,32
2016-12-01,gen1ou,2
2016-12-01,gen2ou,5
2016-12-01,gen3ou,8
2016-12-01,gen3ubers,7
2016-12-01,gen4ou,11
2016-12-01,gen4ubers,10
2016-12-01,gen5doublesou,20
2016-12-01,gen5ou,15
2016-12-01,gen5ubers,14
2016-12-01,gen7monotype,44
2016-12-01,gen7pokebankanythinggoes,36
2016-12-01,gen7pokebankdoublesou,46
2016-12-01,gen7pokebankdoublesubers,45
2016-12-01,gen7pokebanklc,43
2016-12-01,gen7pokebankou,38
2016-12-01,gen7pokebankubers,37
2016-12-01,gen7vgc2017,48
2016-12-01,lc,28
2016-12-01,monotype,29
2016-12-01,nu,26
2016-12-01,ou,23
2016-12-01,pu,27
2016-12-01,ru,25
2016-12-01,ubers,22
2016-12-01,uu,24
2016-12-01,vgc2015,34
2016-12-01,vgc2016,35
2017-01-01,anythinggoes,21
2017-01-01,doublesou,31
2017-01-01,doublesuu,32
2017-01-01,gen1ou,2
2017-01-01,gen2ou,5
2017-01-01,gen3ou,8
2017-01-01,gen3ubers,7
2017-01-01,gen4ou,11
2017-01-01,gen4ubers,10
2017-01-01,gen5doublesou,20
2017-01-01,gen5ou,15
2017-01-01,gen5ubers,14
2017-01-01,gen7monotype,44
2017-01-01,gen7pokebankanythinggoes,36
2017-01-01,gen7pokebankdoublesou,46
2017-01-01,gen7pokebankdoublesubers,45
2017-01-01,gen7pokebanklc,43
2017-01-01,gen7pokebankou,38
2017-01-01,gen7pokebankubers,37
2017-01-01,gen7vgc2017,48
2017-01-01,lc,28
2017-01-01,nu,26
2017-01-01,ou,23
2017-01-01,pu,27
2017-01-01,ru,25
2017-01-01,ubers,22
2017-01-01,uu,24
2017-01-01,vgc2015,34
2017-01-01,vgc2016,35
2017-02-01,anythinggoes,21
2017-02-01,doublesou,31
2017-02-01,doublesuu,32
2017-02-01,gen1ou,2
2017-02-01,gen2ou,5
2017-02-01,gen3ou,8
2017-02-01,gen3ubers,7
2017-02-01,gen4ou,11
2017-02-01,gen4ubers,10
2017-02-01,gen5ou,15
2017-02-01,gen5ubers,14
2017-02-01,gen7anythinggoes,36
2017-02-01,gen7doublesou,46
2017-02-01,gen7doublesubers,45
2017-02-01,gen7lc,43
2017-02-01,gen7monotype,44
2017-02-01,gen7ou,38
2017-02-01,gen7ubers,37
2017-02-01,gen7uu,39
2017-02-01,gen7vgc2017,48
2017-02-01,lc,28
2017-02-01,nu,26
2017-02-01,ou,23
2017-02-01,pu,27
2017-02-01,ru,25
2017-02-01,ubers,22
2017-02-01,uu,24
2017-02-01,vgc2015,34
2017-02-01,vgc2016,35
2017-03-01,anythinggoes,21
2017-03-01,doublesou,31
2017-03-01,gen1ou,2
2017-03-01,gen2ou,5
2017-03-01,gen3ou,8
2017-03-01,gen3ubers,7
2017-03-01,gen4ou,11
2017-03-01,gen4ubers,10
2017-03-01,gen5ou,15
2017-03-01,gen5ubers,14
2017-03-01,gen7anythinggoes,36
2017-03-01,gen7doublesou,46
2017-03-01,gen7doublesubers,45
2017-03-01,gen7doublesuu,47
2017-03-01,gen7lc,43
2017-03-01,gen7monotype,44
2017-03-01,gen7ou,38
2017-03-01,gen7ubers,37
2017-03-01,gen7uu,39
2017-03-01,gen7vgc2017,48
2017-03-01,lc,28
2017-03-01,nu,26
2017-03-01,ou,23
2017-03-01,pu,27
2017-03-01,ru,25
2017-03-01,ubers,22
2017-03-01,uu,24
2017-03-01,vgc2015,34
2017-03-01,vgc2016,35
2017-04-01,anythinggoes,21
2017-04-01,doublesou,31
2017-04-01,gen1ou,2
2017-04-01,gen2ou,5
2017-04-01,gen3ou,8
2017-04-01,gen3ubers,7
2017-04-01,gen4ou,11
2017-04-01,gen4ubers,10
2017-04-01,gen5ou,15
2017-04-01,gen5ubers,14
2017-04-01,gen7anythinggoes,36
2017-04-01,gen7doublesou,46
2017-04-01,gen7doublesubers,45
2017-04-01,gen7doublesuu,47
2017-04-01,gen7lc,43
2017-04-01,gen7monotype,44
2017-04-01,gen7ou,38
2017-04-01,gen7ubers,37
2017-04-01,gen7uu,39
2017-04-01,gen7vgc2017,48
2017-04-01,nu,26
2017-04-01,ou,23
2017-04-01,pu,27
2017-04-01,ru,25
2017-04-01,ubers,22
2017-04-01,uu,24
2017-04-01,vgc2016,35
2017-05-01,anythinggoes,21
2017-05-01,doublesou,31
2017-05-01,gen1ou,2
2017-05-01,gen2ou,5
2017-05-01,gen3ou,8
2017-05-01,gen3ubers,7
2017-05-01,gen4ou,11
2017-05-01,gen4ubers,10
2017-05-01,gen5ou,15
2017-05-01,gen5ubers,14
2017-05-01,gen7anythinggoes,36
2017-05-01,gen7doublesou,46
2017-05-01,gen7doublesubers,45
2017-05-01,gen7doublesuu,47
2017-05-01,gen7lc,43
2017-05-01,gen7monotype,44
2017-05-01,gen7ou,38
2017-05-01,gen7ubers,37
2017-05-01,gen7uu,39
2017-05-01,gen7vgc2017,48
2017-05-01,nu,26
2017-05-01,ou,23
2017-05-01,pu,27
2017-05-01,ru,25
2017-05-01,ubers,22
2017-05-01,uu,24
2017-05-01,vgc2016,35
2017-06-01,anythinggoes,21
2017-06-01,doublesou,31
2017-06-01,gen1ou,2
2017-06-01,gen2ou,5
2017-06-01,gen3ou,8
2017-06-01,gen3ubers,7
2017-06-01,gen4ou,11
2017-06-01,gen4ubers,10
2017-06-01,gen5ou,15
2017-06-01,gen7anythinggoes,36
2017-06-01,gen7doublesou,46
2017-06-01,gen7doublesubers,45
2017-06-01,gen7doublesuu,47
2017-06-01,gen7lc,43
2017-06-01,gen7monotype,44
2017-06-01,gen7ou,38
2017-06-01,gen7ru,40
2017-06-01,gen7ubers,37
2017-06-01,gen7uu,39
2017-06-01,gen7vgc2017,48
2017-06-01,ou,23
2017-06-01,pu,27
2017-06-01,ubers,22
2017-06-01,uu,24
2017-06-01,vgc2016,35
2017-07-01,gen1ou,2
2017-07-01,gen2ou,5
2017-07-01,gen3ou,8
2017-07-01,gen3ubers,7
2017-07-01,gen4ou,11
2017-07-01,gen4ubers,10
2017-07-01,gen5ou,15
2017-07-01,gen5ubers,14
2017-07-01,gen6anythinggoes,21
2017-07-01,gen6doublesou,31
2017-07-01,gen6ou,23
2017-07-01,gen6pu,27
2017-07-01,gen6ubers,22
2017-07-01,gen6uu,24
2017-07-01,gen6vgc2016,35
2017-07-01,gen7anythinggoes,36
2017-07-01,gen7doublesou,46
2017-07-01,gen7doublesubers,45
2017-07-01,gen7doublesuu,47
2017-07-01,gen7lc,43
2017-07-01,gen7monotype,44
2017-07-01,gen7ou,38
2017-07-01,gen7ru,40
2017-07-01,gen7ubers,37
2017-07-01,gen7uu,39
2017-07-01,gen7vgc2017,48
2017-08-01,gen1ou,2
2017-08-01,gen2ou,5
2017-08-01,gen3ou,8
2017-08-01,gen3ubers,7
2017-08-01,gen4ou,11
2017-08-01,gen4ubers,10
2017-08-01,gen5ou,15
2017-08-01,gen5ubers,14
2017-08-01,gen6anythinggoes,21
2017-08-01,gen6doublesou,31
2017-08-01,gen6ou,23
2017-08-01,gen6ubers,22
2017-08-01,gen6uu,24
2017-08-01,gen6vgc2016,35
2017-08-01,gen7anythinggoes,36
2017-08-01,gen7doublesou,46
2017-08-01,gen7doublesubers,45
2017-08-01,gen7doublesuu,47
2017-08-01,gen7lc,43
2017-08-01,gen7monotype,44
2017-08-01,gen7nu,41
2017-08-01,gen7ou,38
2017-08-01,gen7ru,40
2017-08-01,gen7ubers,37
2017-08-01,gen7uu,39
2017-08-01,gen7vgc2017,48
2017-09-01,gen1ou,2
2017-09-01,gen2ou,5
2017-09-01,gen3ou,8
2017-09-01,gen3ubers,7
2017-09-01,gen4ou,11
2017-09-01,gen4ubers,10
2017-09-01,gen5ou,15
2017-09-01,gen5ubers,14
2017-09-01,gen6anythinggoes,21
2017-09-01,gen6doublesou,31
2017-09-01,gen6ou,23
2017-09-01,gen6ubers,22
2017-09-01,gen6uu,24
2017-09-01,gen6vgc2016,35
2017-09-01,gen7anythinggoes,36
2017-09-01,gen7doublesou,46
2017-09-01,gen7doublesubers,45
2017-09-01,gen7doublesuu,47
2017-09-01,gen7lc,43
2017-09-01,gen7monotype,44
2017-09-01,gen7nu,41
2017-09-01,gen7ou,38
2017-09-01,gen7pu,42
2017-09-01,gen7ru,40
2017-09-01,gen7ubers,37
2017-09-01,gen7uu,39
2017-09-01,gen7vgc2017,48
2017-10-01,gen1ou,2
2017-10-01,gen2ou,5
2017-10-01,gen3ou,8
2017-10-01,gen3ubers,7
2017-10-01,gen4ou,11
2017-10-01,gen4ubers,10
2017-10-01,gen5ou,15
2017-10-01,gen5ubers,14
2017-10-01,gen6anythinggoes,21
2017-10-01,gen6doublesou,31
2017-10-01,gen6ou,23
2017-10-01,gen6ubers,22
2017-10-01,gen6uu,24
2017-10-01,gen6vgc2016,35
2017-10-01,gen7anythinggoes,36
2017-10-01,gen7doublesou,46
2017-10-01,gen7doublesubers,45
2017-10-01,gen7doublesuu,47
2017-10-01,gen7lc,43
2017-10-01,gen7monotype,44
2017-10-01,gen7nu,41
2017-10-01,gen7ou,38
2017-10-01,gen7pu,42
2017-10-01,gen7ru,40
2017-10-01,gen7ubers,37
2017-10-01,gen7uu,39
2017-10-01,gen7vgc2017,48
2017-11-01,gen1ou,2
2017-11-01,gen2ou,5
2017-11-01,gen3ou,8
2017-11-01,gen3ubers,7
2017-11-01,gen4ou,11
2017-11-01,gen4ubers,10
2017-11-01,gen5ou,15
2017-11-01,gen5ubers,14
2017-11-01,gen6anythinggoes,21
2017-11-01,gen6doublesou,31
2017-11-01,gen6ou,23
2017-11-01,gen6ubers,22
2017-11-01,gen6uu,24
2017-11-01,gen6vgc2016,35
2017-11-01,gen7anythinggoes,36
2017-11-01,gen7doublesou,46
2017-11-01,gen7doublesubers,45
2017-11-01,gen7doublesuu,47
2017-11-01,gen7lc,43
2017-11-01,gen7monotype,44
2017-11-01,gen7nu,41
2017-11-01,gen7ou,38
2017-11-01,gen7pu,42
2017-11-01,gen7ru,40
2017-11-01,gen7ubers,37
2017-11-01,gen7uu,39
2017-11-01,gen7vgc2017,48
2017-11-01,gen7vgc2018,49
2017-12-01,gen1ou,2
2017-12-01,gen1uu,3
2017-12-01,gen2ou,5
2017-12-01,gen3ou,8
2017-12-01,gen4ou,11
2017-12-01,gen5ou,15
2017-12-01,gen6ou,23
2017-12-01,gen7anythinggoes,36
2017-12-01,gen7doublesou,46
2017-12-01,gen7doublesubers,45
2017-12-01,gen7doublesuu,47
2017-12-01,gen7lc,43
2017-12-01,gen7monotype,44
2017-12-01,gen7nu,41
2017-12-01,gen7ou,38
2017-12-01,gen7pu,42
2017-12-01,gen7ru,40
2017-12-01,gen7ubers,37
2017-12-01,gen7uu,39
2017-12-01,gen7vgc2017,48
2017-12-01,gen7vgc2018,49
2018-01-01,gen1ou,2
2018-01-01,gen2ou,5
2018-01-01,gen2uu,6
2018-01-01,gen3ou,8
2018-01-01,gen4ou,11
2018-01-01,gen5ou,15
2018-01-01,gen6ou,23
2018-01-01,gen7anythinggoes,36
2018-01-01,gen7doublesou,46
2018-01-01,gen7doublesubers,45
2018-01-01,gen7doublesuu,47
2018-01-01,gen7lc,43
2018-01-01,gen7monotype,44
2018-01-01,gen7nu,41
2018-01-01,gen7ou,38
2018-01-01,gen7pu,42
2018-01-01,gen7ru,40
2018-01-01,gen7ubers,37
2018-01-01,gen7uu,39
2018-01-01,gen7vgc2017,48
2018-01-01,gen7vgc2018,49
2018-02-01,gen1ou,2
2018-02-01,gen2ou,5
2018-02-01,gen3ou,8
2018-02-01,gen3uu,9
2018-02-01,gen4ou,11
2018-02-01,gen5ou,15
2018-02-01,gen6ou,23
2018-02-01,gen7anythinggoes,36
2018-02-01,gen7doublesou,46
2018-02-01,gen7doublesubers,45
2018-02-01,gen7doublesuu,47
2018-02-01,gen7lc,43
2018-02-01,gen7monotype,44
2018-02-01,gen7nu,41
2018-02-01,gen7ou,38
2018-02-01,gen7pu,42
2018-02-01,gen7ru,40
2018-02-01,gen7ubers,37
2018-02-01,gen7uu,39
2018-02-01,gen7vgc2018,49
2018-03-01,gen1ou,2
2018-03-01,gen2ou,5
2018-03-01,gen3ou,8
2018-03-01,gen4ou,11
2018-03-01,gen4uu,12
2018-03-01,gen5ou,15
2018-03-01,gen6ou,23
2018-03-01,gen7anythinggoes,36
2018-03-01,gen7doublesou,46
2018-03-01,gen7doublesubers,45
2018-03-01,gen7doublesuu,47
2018-03-01,gen7lc,43
2018-03-01,gen7monotype,44
2018-03-01,gen7nu,41
2018-03-01,gen7ou,38
2018-03-01,gen7pu,42
2018-03-01,gen7ru,40
2018-03-01,gen7ubers,37
2018-03-01,gen7uu,39
2018-03-01,gen7vgc2018,49
2018-04-01,gen1ou,2
2018-04-01,gen2ou,5
2018-04-01,gen3ou,8
2018-04-01,gen4ou,11
2018-04-01,gen5ou,15
2018-04-01,gen5uu,16
2018-04-01,gen6ou,23
2018-04-01,gen7anythinggoes,36
2018-04-01,gen7doublesou,46
2018-04-01,gen7doublesubers,45
2018-04-01,gen7doublesuu,47
2018-04-01,gen7lc,43
2018-04-01,gen7monotype,44
2018-04-01,gen7nu,41
2018-04-01,gen7ou,38
2018-04-01,gen7pu,42
2018-04-01,gen7ru,40
2018-04-01,gen7ubers,37
2018-04-01,gen7uu,39
2018-04-01,gen7vgc2018,49
2018-05-01,gen1ou,2
2018-05-01,gen2ou,5
2018-05-01,gen3ou,8
2018-05-01,gen4ou,11
2018-05-01,gen5ou,15
2018-05-01,gen6ou,23
2018-05-01,gen6uu,24
2018-05-01,gen7anythinggoes,36
2018-05-01,gen7doublesou,46
2018-05-01,gen7doublesubers,45
