language_id,item_id,name
1,198,ナモのみ
1,199,リリバのみ
1,200,ホズのみ
1,201,チイラのみ
1,202,リュガのみ
1,203,カムラのみ
1,204,ヤタピのみ
1,205,ズアのみ
1,206,サンのみ
1,207,スターのみ
1,208,ナゾのみ
1,209,ミクルのみ
1,210,イバンのみ
1,211,ジャポのみ
1,212,レンブのみ
1,213,ひかりのこな
1,214,しろいハーブ
1,215,きょうせいギプス
1,216,がくしゅうそうち
1,217,せんせいのツメ
1,218,やすらぎのすず
1,219,メンタルハーブ
1,220,こだわりハチマキ
1,221,おうじゃのしるし
1,222,ぎんのこな
1,223,おまもりこばん
1,224,きよめのおふだ
1,225,こころのしずく
1,226,しんかいのキバ
1,227,しんかいのウロコ
1,228,けむりだま
1,229,かわらずのいし
1,230,きあいのハチマキ
1,231,しあわせタマゴ
1,232,ピントレンズ
1,233,メタルコート
1,234,たべのこし
1,235,りゅうのウロコ
1,236,でんきだま
1,237,やわらかいすな
1,238,かたいいし
1,239,きせきのタネ
1,240,くろいメガネ
1,241,くろおび
1,242,じしゃく
1,243,しんぴのしずく
1,244,するどいくちばし
1,245,どくバリ
1,246,とけないこおり
1,247,のろいのおふだ
1,248,まがったスプーン
1,249,もくたん
1,250,りゅうのキバ
1,251,シルクのスカーフ
1,252,アップグレード
1,253,かいがらのすず
1,254,うしおのおこう
1,255,のんきのおこう
1,256,ラッキーパンチ
1,257,メタルパウダー
1,258,ふといホネ
1,259,ながねぎ
1,260,あかいバンダナ
1,261,あおいバンダナ
1,262,ピンクのバンダナ
1,263,みどりのバンダナ
1,264,きいろのバンダナ
1,265,こうかくレンズ
1,266,ちからのハチマキ
1,267,ものしりメガネ
1,268,たつじんのおび
1,269,ひかりのねんど
1,270,いのちのたま
1,271,パワフルハーブ
1,272,どくどくだま
1,273,かえんだま
1,274,スピードパウダー
1,275,きあいのタスキ
1,276,フォーカスレンズ
1,277,メトロノーム
1,278,くろいてっきゅう
1,279,こうこうのしっぽ
1,280,あかいいと
1,281,くろいヘドロ
1,282,つめたいいわ
1,283,さらさらいわ
1,284,あついいわ
1,285,しめったいわ
1,286,ねばりのかぎづめ
1,287,こだわりスカーフ
1,288,くっつきバリ
1,289,パワーリスト
1,290,パワーベルト
1,291,パワーレンズ
1,292,パワーバンド
1,293,パワーアンクル
1,294,パワーウエイト
1,295,きれいなぬけがら
1,296,おおきなねっこ
1,297,こだわりメガネ
1,298,ひのたまプレート
1,299,しずくプレート
1,300,いかずちプレート
1,301,みどりのプレート
1,302,つららのプレート
1,303,こぶしのプレート
1,304,もうどくプレート
1,305,だいちのプレート
1,306,あおぞらプレート
1,307,ふしぎのプレート
1,308,たまむしプレート
1,309,がんせきプレート
1,310,もののけプレート
1,311,りゅうのプレート
1,312,こわもてプレート
1,313,こうてつプレート
1,314,あやしいおこう
1,315,がんせきおこう
1,316,まんぷくおこう
1,317,さざなみのおこう
1,318,おはなのおこう
1,319,こううんのおこう
1,320,きよめのおこう
1,321,プロテクター
1,322,エレキブースター
1,323,マグマブースター
1,324,あやしいパッチ
1,325,れいかいのぬの
1,326,するどいツメ
1,327,するどいキバ
1,328,わざマシン００１
1,329,わざマシン００２
1,330,わざマシン００３
1,331,わざマシン００４
1,332,わざマシン００５
1,333,わざマシン００６
1,334,わざマシン００７
1,335,わざマシン００８
1,336,わざマシン００９
1,337,わざマシン０１０
1,338,わざマシン０１１
1,339,わざマシン０１２
1,340,わざマシン０１３
1,341,わざマシン０１４
1,342,わざマシン０１５
1,343,わざマシン０１６
1,344,わざマシン０１７
1,345,わざマシン０１８
1,346,わざマシン０１９
1,347,わざマシン０２０
1,348,わざマシン０２１
1,349,わざマシン０２２
1,350,わざマシン０２３
1,351,わざマシン０２４
1,352,わざマシン０２５
1,353,わざマシン０２６
1,354,わざマシン０２７
1,355,わざマシン０２８
1,356,わざマシン０２９
1,357,わざマシン０３０
1,358,わざマシン０３１
1,359,わざマシン０３２
1,360,わざマシン０３３
1,361,わざマシン０３４
1,362,わざマシン０３５
1,363,わざマシン０３６
1,364,わざマシン０３７
1,365,わざマシン０３８
1,366,わざマシン０３９
1,367,わざマシン０４０
1,368,わざマシン０４１
1,369,わざマシン０４２
1,370,わざマシン０４３
1,371,わざマシン０４４
1,372,わざマシン０４５
1,373,わざマシン０４６
1,374,わざマシン０４７
1,375,わざマシン０４８
1,376,わざマシン０４９
1,377,わざマシン０５０
1,378,わざマシン０５１
1,379,わざマシン０５２
1,380,わざマシン０５３
1,381,わざマシン０５４
1,382,わざマシン０５５
1,383,わざマシン０５６
1,384,わざマシン０５７
1,385,わざマシン０５８
1,386,わざマシン０５９
1,387,わざマシン０６０
1,388,わざマシン０６１
1,389,わざマシン０６２
1,390,わざマシン０６３
1,391,わざマシン０６４
1,392,わざマシン０６５
1,393,わざマシン０６６
1,394,わざマシン０６７
1,395,わざマシン０６８
1,396,わざマシン０６９
1,397,わざマシン０７０
1,398,わざマシン０７１
1,399,わざマシン０７２
1,400,わざマシン０７３
1,401,わざマシン０７４
1,402,わざマシン０７５
1,403,わざマシン０７６
1,404,わざマシン０７７
1,405,わざマシン０７８
1,406,わざマシン０７９
1,407,わざマシン０８０
1,408,わざマシン０８１
1,409,わざマシン０８２
1,410,わざマシン０８３
1,411,わざマシン０８４
1,412,わざマシン０８５
1,413,わざマシン０８６
1,414,わざマシン０８７
1,415,わざマシン０８８
1,416,わざマシン０８９
1,417,わざマシン０９０
1,418,わざマシン０９１
1,419,わざマシン０９２
1,420,ひでんマシン０１
1,421,ひでんマシン０２
1,422,ひでんマシン０３
1,423,ひでんマシン０４
1,424,ひでんマシン０５
1,425,ひでんマシン０６
1,428,たんけんセット
1,429,たからぶくろ
1,430,ルールブック
1,431,ポケトレ
1,432,ポイントカード
1,433,ぼうけんノート
1,434,シールいれ
1,435,アクセサリーいれ
1,436,シールぶくろ
1,437,ともだちてちょう
1,438,はつでんしょキー
1,439,こだいのおまもり
1,440,ギンガだんのカギ
1,441,あかいくさり
1,442,タウンマップ
1,443,バトルサーチャー
1,444,コインケース
1,445,ボロのつりざお
1,446,いいつりざお
1,447,すごいつりざお
1,448,コダックじょうろ
1,449,ポフィンケース
1,450,じてんしゃ
1,451,ルームキー
1,452,オーキドのてがみ
1,453,みかづきのはね
1,454,メンバーズカード
1,455,てんかいのふえ
1,456,ふねのチケット
1,457,コンテストパス
1,458,かざんのおきいし
1,459,おとどけもの
1,460,ひきかえけん１
1,461,ひきかえけん２
1,462,ひきかえけん３
1,463,そうこのカギ
1,464,ひでんのくすり
1,465,バトルレコーダー
1,466,グラシデアのはな
1,467,ひみつのカギ
1,468,ぼんぐりケース
1,469,アンノーンノート
1,470,きのみプランター
1,471,ダウジングマシン
1,472,ブルーカード
1,473,おいしいシッポ
1,474,とうめいなスズ
1,475,カードキー
1,476,ちかのかぎ
1,477,ゼニガメじょうろ
1,478,あかいウロコ
1,479,おとしもの
1,480,リニアパス
1,481,きかいのぶひん
1,482,ぎんいろのはね
1,483,にじいろのはね
1,484,ふしぎなタマゴ
1,485,あかぼんぐり
1,486,あおぼんぐり
1,487,きぼんぐり
1,488,みどぼんぐり
1,489,ももぼんぐり
1,490,しろぼんぐり
1,491,くろぼんぐり
1,492,スピードボール
1,493,レベルボール
1,494,ルアーボール
1,495,ヘビーボール
1,496,ラブラブボール
1,497,フレンドボール
1,498,ムーンボール
1,499,コンペボール
1,500,パークボール
1,501,フォトアルバム
1,502,ＧＢプレイヤー
1,503,うみなりのスズ
1,504,いかりまんじゅう
1,505,データカード０１
1,506,データカード０２
1,507,データカード０３
1,508,データカード０４
1,509,データカード０５
1,510,データカード０６
1,511,データカード０７
1,512,データカード０８
1,513,データカード０９
1,514,データカード１０
1,515,データカード１１
1,516,データカード１２
1,517,データカード１３
1,518,データカード１４
1,519,データカード１５
1,520,データカード１６
1,521,データカード１７
1,522,データカード１８
1,523,データカード１９
1,524,データカード２０
1,525,データカード２１
1,526,データカード２２
1,527,データカード２３
1,528,データカード２４
1,529,データカード２５
1,530,データカード２６
1,531,データカード２７
1,532,もえぎいろのたま
1,533,ロックカプセル
1,534,べにいろのたま
1,535,あいいろのたま
1,536,なぞのすいしょう
1,537,きれいなウロコ
1,538,しんかのきせき
1,539,かるいし
1,540,ゴツゴツメット
1,541,ふうせん
1,542,レッドカード
1,543,ねらいのまと
1,544,しめつけバンド
1,545,きゅうこん
1,546,じゅうでんち
1,547,だっしゅつボタン
1,548,ほのおのジュエル
1,549,みずのジュエル
1,550,でんきのジュエル
1,551,くさのジュエル
1,552,こおりのジュエル
1,553,かくとうジュエル
1,554,どくのジュエル
1,555,じめんのジュエル
1,556,ひこうのジュエル
1,557,エスパージュエル
1,558,むしのジュエル
1,559,いわのジュエル
1,560,ゴーストジュエル
1,561,ドラゴンジュエル
1,562,あくのジュエル
1,563,はがねのジュエル
1,564,ノーマルジュエル
1,565,たいりょくのハネ
1,566,きんりょくのハネ
1,567,ていこうのハネ
1,568,ちりょくのハネ
1,569,せいしんのハネ
1,570,しゅんぱつのハネ
1,571,きれいなハネ
1,572,ふたのカセキ
1,573,はねのカセキ
1,574,リバティチケット
1,575,デルダマ
1,576,ドリームボール
1,577,ポケじゃらし
1,578,グッズケース
1,579,ドラゴンのホネ
1,580,かおるキノコ
1,581,でかいきんのたま
1,582,おだんごしんじゅ
1,583,すいせいのかけら
1,584,こだいのどうか
1,585,こだいのぎんか
1,586,こだいのきんか
1,587,こだいのツボ
1,588,こだいのうでわ
1,589,こだいのせきぞう
1,590,こだいのおうかん
1,591,ヒウンアイス
1,592,クリティカット２
1,593,スピーダー２
1,594,ＳＰアップ２
1,595,ＳＰガード２
1,596,ディフェンダー２
1,597,プラスパワー２
1,598,ヨクアタール２
1,599,スピーダー３
1,600,ＳＰアップ３
1,601,ＳＰガード３
1,602,ディフェンダー３
1,603,プラスパワー３
1,604,ヨクアタール３
1,605,スピーダー６
1,606,ＳＰアップ６
1,607,ＳＰガード６
1,608,ディフェンダー６
1,609,プラスパワー６
1,610,ヨクアタール６
1,611,スキルコール
1,612,アイテムドロップ
1,613,アイテムコール
1,614,フラットコール
1,615,クリティカット３
1,616,ライトストーン
1,617,ダークストーン
1,618,わざマシン０９３
1,619,わざマシン０９４
1,620,わざマシン０９５
1,621,ライブキャスター
1,622,ゴッドストーン
1,623,はいたつぶつ１
1,624,はいたつぶつ２
1,625,はいたつぶつ３
1,626,ライブキャスター
1,627,メダルボックス
1,628,いでんしのくさび
1,629,いでんしのくさび
1,630,きょかしょう
1,631,まるいおまもり
1,632,ひかるおまもり
1,633,プラズマカード
1,634,よごれたハンカチ
1,635,アクロママシーン
1,636,わすれもの
1,637,わすれもの
1,638,うつしかがみ
1,639,じゃくてんほけん
1,640,とつげきチョッキ
1,641,ホロキャスター
1,642,はかせのてがみ
1,643,ローラースケート
1,644,せいれいプレート
1,645,とくせいカプセル
1,646,ホイップポップ
1,647,においぶくろ
1,648,ひかりごけ
1,649,ゆきだま
1,650,ぼうじんゴーグル
1,651,ポケモンのふえ
1,652,たわわこやし
1,653,びっくりこやし
1,654,ぐんぐんこやし
1,655,とんでもこやし
1,656,ゲンガナイト
1,657,サーナイトナイト
1,658,デンリュウナイト
1,659,フシギバナイト
1,660,リザードナイトＸ
1,661,カメックスナイト
1,662,ミュウツナイトＸ
1,663,ミュウツナイトＹ
1,664,バシャーモナイト
1,665,チャーレムナイト
1,666,ヘルガナイト
1,667,ボスゴドラナイト
1,668,ジュペッタナイト
1,669,バンギラスナイト
1,670,ハッサムナイト
1,671,カイロスナイト
1,672,プテラナイト
1,673,ルカリオナイト
1,674,ユキノオナイト
1,675,ガルーラナイト
1,676,ギャラドスナイト
1,677,アブソルナイト
1,678,リザードナイトＹ
1,679,フーディナイト
1,680,ヘラクロスナイト
1,681,クチートナイト
1,682,ライボルトナイト
1,683,ガブリアスナイト
1,684,ラティアスナイト
1,685,ラティオスナイト
1,686,ロゼルのみ
1,687,アッキのみ
1,688,タラプのみ
1,689,ハスボーじょうろ
1,690,わざマシン０９６
1,691,わざマシン０９７
1,692,わざマシン０９８
1,693,わざマシン０９９
1,694,わざマシン１００
1,695,はつでんしょパス
1,696,メガリング
1,697,すごそうないし
1,698,ありふれたいし
1,699,バーゲンチケット
1,700,エレベータのキー
1,701,ＴＭＶパス
1,702,カロスエンブレム
1,703,たんけんこころえ
1,704,ふしぎなおきもの
1,705,レンズケース
1,706,コスメポーチ
1,707,いしょうトランク
1,708,ミアレガレット
1,709,シャラサブレ
1,710,アゴのカセキ
1,711,ヒレのカセキ
1,712,ハンサムチケット
1,713,じてんしゃ
1,714,ホロキャスター
1,715,ようせいジュエル
1,716,メガチャーム
1,717,メガグローブ
1,718,マッハじてんしゃ
1,719,ダートじてんしゃ
1,720,ホエルコじょうろ
1,721,デボンのにもつ
1,722,はいぶくろ
1,723,ちかのカギ
1,724,ポロックキット
1,725,ダイゴへのてがみ
1,726,むげんのチケット
1,727,たんちき
1,728,ゴーゴーゴーグル
1,729,いんせき
1,730,１ごうしつのカギ
1,731,２ごうしつのカギ
1,732,４ごうしつのカギ
1,733,６ごうしつのカギ
1,734,そうこのカギ
1,735,デボンスコープ
1,736,ふねのチケット
1,737,ひでんマシン０７
1,738,デボンボンベ
1,739,ライブスーツ
1,740,ライブドレス
1,741,マグマスーツ
1,742,アクアスーツ
1,743,ペアチケット
1,744,メガバングル
1,745,メガペンダント
1,746,メガメガネ
1,747,メガイカリ
1,748,メガラペルピン
1,749,メガティアラ
1,750,メガアンクレット
1,751,いんせき
1,752,ラグラージナイト
1,753,ジュカインナイト
1,754,ヤミラミナイト
1,755,チルタリスナイト
1,756,エルレイドナイト
1,757,タブンネナイト
1,758,メタグロスナイト
1,759,サメハダナイト
1,760,ヤドランナイト
1,761,ハガネールナイト
1,762,ピジョットナイト
1,763,オニゴーリナイト
1,764,ディアンシナイト
1,765,いましめのツボ
1,766,メガブレス
1,767,バクーダナイト
1,768,ミミロップナイト
1,769,ボーマンダナイト
1,770,スピアナイト
1,771,いんせき
1,772,いんせき
1,773,キーストーン
1,774,いんせきのかけら
1,775,むげんのふえ
1,776,ノーマルＺ
1,777,ホノオＺ
1,778,ミズＺ
1,779,デンキＺ
1,780,クサＺ
1,781,コオリＺ
1,782,カクトウＺ
1,783,ドクＺ
1,784,ジメンＺ
1,785,ヒコウＺ
1,786,エスパーＺ
1,787,ムシＺ
1,788,イワＺ
1,789,ゴーストＺ
1,790,ドラゴンＺ
1,791,アクＺ
1,792,ハガネＺ
1,793,フェアリーＺ
1,794,ピカチュウＺ
1,795,ぎんのおうかん
1,796,きんのおうかん
1,797,Ｚリング
1,798,ジュナイパーＺ
1,799,ガオガエンＺ
1,800,アシレーヌＺ
1,801,カプＺ
1,802,マーシャドーＺ
1,803,アロライＺ
1,804,カビゴンＺ
1,805,イーブイＺ
1,806,ミュウＺ
1,807,ノーマルＺ
1,808,ホノオＺ
1,809,ミズＺ
1,810,デンキＺ
1,811,クサＺ
1,812,コオリＺ
1,813,カクトウＺ
1,814,ドクＺ
1,815,ジメンＺ
1,816,ヒコウＺ
1,817,エスパーＺ
1,818,ムシＺ
1,819,イワＺ
1,820,ゴーストＺ
1,821,ドラゴンＺ
1,822,アクＺ
1,823,ハガネＺ
1,824,フェアリーＺ
1,825,ピカチュウＺ
1,826,ジュナイパーＺ
1,827,ガオガエンＺ
1,828,アシレーヌＺ
1,829,カプＺ
1,830,マーシャドーＺ
1,831,アロライＺ
1,832,カビゴンＺ
1,833,イーブイＺ
1,834,ミュウＺ
1,835,サトピカＺ
1,836,サトピカＺ
1,841,ざいりょうぶくろ
1,842,つりざお
1,843,はかせのふくめん
1,844,フェスチケット
1,845,かがやくいし
1,846,ビビリだま
1,847,ジガルデキューブ
1,849,こおりのいし
1,850,ライドギア
1,851,ウルトラボール
1,852,おおきいマラサダ
1,853,くれないのミツ
1,854,やまぶきのミツ
1,855,うすもものミツ
1,856,むらさきのミツ
1,857,たいようのふえ
1,858,つきのふえ
1,860,あやしいカード
1,861,ぎんのズリのみ
1,862,きんのズリのみ
1,863,ぎんのナナのみ
1,864,きんのナナのみ
1,865,ぎんのパイルのみ
1,866,きんのパイルのみ
1,872,ひみつのカギ
1,873,ふねのチケット
1,874,シルフスコープ
1,875,おとどけもの
1,876,カードキー
1,877,きんのいれば
1,878,エレベータのカギ
1,879,グランドコート
1,880,ぼうごパット
1,881,エレキシード
1,882,サイコシード
1,883,ミストシード
1,884,グラスシード
1,885,のびたバネ
1,886,チョークいし
1,887,ビーだま
1,888,かたっぽピアス
1,889,うみべのガラス
1,890,きんのはっぱ
1,891,ぎんのはっぱ
1,892,ピカピカだんご
1,893,なんごくかいがら
1,894,このはのおてがみ
1,895,このはのおてがみ
1,896,ちいさなはなたば
1,900,むしよせコロン
1,901,シルバーコロン
1,902,ゴールドコロン
1,903,ニビあられ
1,904,ファイトメモリ
1,905,フライングメモリ
1,906,ポイズンメモリ
1,907,グラウンドメモリ
1,908,ロックメモリ
1,909,バグメモリ
1,910,ゴーストメモリ
1,911,スチールメモリ
1,912,ファイヤーメモリ
1,913,ウオーターメモリ
1,914,グラスメモリ
1,915,エレクトロメモリ
1,916,サイキックメモリ
1,917,アイスメモリ
1,918,ドラゴンメモリ
1,919,ダークメモリ
1,920,フェアリーメモリ
1,921,ソルガレオＺ
1,922,ルナアーラＺ
1,923,ウルトラネクロＺ
1,924,ミミッキュＺ
1,925,ルガルガンＺ
1,926,ジャラランガＺ
1,927,ソルガレオＺ
1,928,ルナアーラＺ
1,929,ウルトラネクロＺ
1,930,ミミッキュＺ
1,931,ルガルガンＺ
1,932,ジャラランガＺ
1,933,Ｚパワーリング
1,934,ももいろはなびら
1,935,だいだいはなびら
1,936,あおのはなびら
1,937,あかのはなびら
1,938,みどりのはなびら
1,939,きいろのはなびら
1,940,むらさきはなびら
1,941,にじいろのはな
1,942,だいだいバッジ
1,943,ネクロプラスソル
1,944,ネクロプラスルナ
1,945,ネクロプラスソル
1,946,ネクロプラスルナ
1,947,イリマノーマルＺ
1,948,のこされたボール
1,949,タマゴふかポン
1,950,やすうりポン
1,951,おこづかいポン
1,952,けいけんポン
1,953,なつきポン
1,954,みっけポン
1,955,かくれポン
1,956,ＨＰかいふくポン
1,957,ＰＰかいふくポン
1,958,おうえんポン
1,959,つかまえポン
1,960,げんきのアメ
1,961,ちからのアメ
1,962,まもりのアメ
1,963,ちしきのアメ
1,964,こころのアメ
1,965,はやさのアメ
1,966,げんきのアメＬ
1,967,ちからのアメＬ
1,968,まもりのアメＬ
1,969,ちしきのアメＬ
1,970,こころのアメＬ
1,971,はやさのアメＬ
1,972,げんきのアメＸＬ
1,973,ちからのアメＸＬ
1,974,まもりのアメＸＬ
1,975,ちしきのアメＸＬ
1,976,こころのアメＸＬ
1,977,はやさのアメＸＬ
1,978,フシギダネのアメ
1,979,ヒトカゲのアメ
1,980,ゼニガメのアメ
1,981,キャタピーのアメ
1,982,ビードルのアメ
1,983,ポッポのアメ
1,984,コラッタのアメ
1,985,オニスズメのアメ
1,986,アーボのアメ
1,987,ピカチュウのアメ
1,988,サンドのアメ
1,989,ニドラン♀のアメ
1,990,ニドラン♂のアメ
1,991,ピッピのアメ
1,992,ロコンのアメ
1,993,プリンのアメ
1,994,ズバットのアメ
1,995,ナゾノクサのアメ
1,996,パラスのアメ
1,997,コンパンのアメ
1,998,ディグダのアメ
1,999,ニャースのアメ
1,1000,コダックのアメ
1,1001,マンキーのアメ
1,1002,ガーディのアメ
1,1003,ニョロモのアメ
1,1004,ケーシィのアメ
1,1005,ワンリキーのアメ
1,1006,マダツボミのアメ
1,1007,メノクラゲのアメ
1,1008,イシツブテのアメ
1,1009,ポニータのアメ
1,1010,ヤドンのアメ
1,1011,コイルのアメ
1,1012,カモネギのアメ
1,1013,ドードーのアメ
1,1014,パウワウのアメ
1,1015,ベトベターのアメ
1,1016,シェルダーのアメ
1,1017,ゴースのアメ
1,1018,イワークのアメ
1,1019,スリープのアメ
1,1020,クラブのアメ
1,1021,ビリリダマのアメ
1,1022,タマタマのアメ
1,1023,カラカラのアメ
1,1024,サワムラーのアメ
1,1025,エビワラーのアメ
1,1026,ベロリンガのアメ
1,1027,ドガースのアメ
1,1028,サイホーンのアメ
1,1029,ラッキーのアメ
1,1030,モンジャラのアメ
1,1031,ガルーラのアメ
1,1032,タッツーのアメ
1,1033,トサキントのアメ
1,1034,ヒトデマンのアメ
1,1035,バリヤードのアメ
1,1036,ストライクのアメ
1,1037,ルージュラのアメ
1,1038,エレブーのアメ
1,1039,カイロスのアメ
1,1040,ケンタロスのアメ
1,1041,コイキングのアメ
1,1042,ラプラスのアメ
1,1043,メタモンのアメ
1,1044,イーブイのアメ
1,1045,ポリゴンのアメ
1,1046,オムナイトのアメ
1,1047,カブトのアメ
1,1048,プテラのアメ
1,1049,カビゴンのアメ
1,1050,フリーザーのアメ
1,1051,サンダーのアメ
1,1052,ファイヤーのアメ
1,1053,ミニリュウのアメ
1,1054,ミュウツーのアメ
1,1055,ミュウのアメ
1,1056,メルタンのアメ
1,1057,ブーバーのアメ
1,1074,すいせんじょう
1,1075,ポケモンボックス
1,1076,ねがいぼし
1,1077,ダイマックスＢ
1,1080,つりざお
1,1081,ロトムじてんしゃ
1,1084,あらびきヴルスト
1,1085,ボブのかんづめ
1,1086,バックのかんづめ
1,1087,マメかん
1,1088,しょくパン
1,1089,パスタ
1,1090,キノコパック
1,1091,しっぽのくんせい
1,1092,ふといながねぎ
1,1093,とくせんリンゴ
1,1094,かぼそいホネ
1,1095,ポテトパック
1,1096,みずべのハーブ
1,1097,やさいパック
1,1098,フライもりあわせ
1,1099,ゆでタマゴ
1,1100,キャンプセット
1,1103,くちたけん
1,1104,くちたたて
1,1105,カセキのトリ
1,1106,カセキのサカナ
1,1107,カセキのリュウ
1,1108,カセキのクビナガ
1,1109,いちごアメざいく
1,1110,ハートアメざいく
1,1111,ベリーアメざいく
1,1112,よつばアメざいく
1,1113,おはなアメざいく
1,1114,スターアメざいく
1,1115,リボンアメざいく
1,1116,あまーいりんご
1,1117,すっぱいりんご
1,1118,のどスプレー
1,1119,だっしゅつパック
1,1120,あつぞこブーツ
1,1121,からぶりほけん
1,1122,ルームサービス
1,1123,ばんのうがさ
1,1124,けいけんアメＸＳ
1,1125,けいけんアメＳ
1,1126,けいけんアメＭ
1,1127,けいけんアメＬ
1,1128,けいけんアメＸＬ
1,1129,ダイマックスアメ
1,1130,わざレコード００
1,1131,わざレコード０１
1,1132,わざレコード０２
1,1133,わざレコード０３
1,1134,わざレコード０４
1,1135,わざレコード０５
1,1136,わざレコード０６
1,1137,わざレコード０７
1,1138,わざレコード０８
1,1139,わざレコード０９
1,1140,わざレコード１０
1,1141,わざレコード１１
1,1142,わざレコード１２
1,1143,わざレコード１３
1,1144,わざレコード１４
1,1145,わざレコード１５
1,1146,わざレコード１６
1,1147,わざレコード１７
1,1148,わざレコード１８
1,1149,わざレコード１９
1,1150,わざレコード２０
1,1151,わざレコード２１
1,1152,わざレコード２２
1,1153,わざレコード２３
1,1154,わざレコード２４
1,1155,わざレコード２５
1,1156,わざレコード２６
1,1157,わざレコード２７
1,1158,わざレコード２８
1,1159,わざレコード２９
1,1160,わざレコード３０
1,1161,わざレコード３１
1,1162,わざレコード３２
