generation_id,item_id,icon
3,78,other-item/escape-rope.png
3,79,other-item/repel.png
3,80,evo-item/sun-stone.png
3,81,evo-item/moon-stone.png
3,82,evo-item/fire-stone.png
3,83,evo-item/thunder-stone.png
3,84,evo-item/water-stone.png
3,85,evo-item/leaf-stone.png
3,86,valuable-item/tiny-mushroom.png
3,87,valuable-item/big-mushroom.png
3,88,valuable-item/pearl.png
3,89,valuable-item/big-pearl.png
3,90,valuable-item/stardust.png
3,91,valuable-item/star-piece.png
3,92,valuable-item/nugget.png
3,93,other-item/heart-scale.png
3,99,fossil/root.png
3,100,fossil/claw.png
3,101,fossil/helix.png
3,102,fossil/dome.png
3,103,fossil/old-amber.png
3,113,key-item/tea-gen3.png
3,149,berry/cheri.png
3,150,berry/chesto.png
3,151,berry/pecha.png
3,152,berry/rawst.png
3,153,berry/aspear.png
3,154,berry/leppa.png
3,155,berry/oran.png
3,156,berry/persim.png
3,157,berry/lum.png
3,158,berry/sitrus.png
3,159,berry/figy.png
3,160,berry/wiki.png
3,161,berry/mago.png
3,162,berry/aguav.png
3,163,berry/iapapa.png
3,164,berry/razz.png
3,165,berry/bluk.png
3,166,berry/nanab.png
3,167,berry/wepear.png
3,168,berry/pinap.png
3,169,berry/pomeg.png
3,170,berry/kelpsy.png
3,171,berry/qualot.png
3,172,berry/hondew.png
3,173,berry/grepa.png
3,174,berry/tamato.png
3,175,berry/cornn.png
3,176,berry/magost.png
3,177,berry/rabuta.png
3,178,berry/nomel.png
3,179,berry/spelon.png
3,180,berry/pamtre.png
3,181,berry/watmel.png
3,182,berry/durin.png
3,183,berry/belue.png
3,201,berry/liechi.png
3,202,berry/ganlon.png
3,203,berry/salac.png
3,204,berry/petaya.png
3,205,berry/apicot.png
3,206,berry/lansat.png
3,207,berry/starf.png
3,208,berry/enigma.png
3,213,hold-item/bright-powder.png
3,214,hold-item/white-herb.png
3,215,ev-item/macho-brace.png
3,216,key-item/exp-share.png
3,217,hold-item/quick-claw.png
3,218,other-item/soothe-bell.png
3,219,hold-item/mental-herb.png
3,220,hold-item/choice-band.png
3,221,evo-item/kings-rock.png
3,222,hold-item/silver-powder.png
3,223,hold-item/amulet-coin.png
3,224,hold-item/cleanse-tag.png
3,225,hold-item/soul-dew.png
3,226,evo-item/deep-sea-tooth.png
3,227,evo-item/deep-sea-scale.png
3,228,hold-item/smoke-ball.png
3,229,hold-item/everstone.png
3,230,hold-item/focus-band.png
3,231,hold-item/lucky-egg.png
3,232,hold-item/scope-lens.png
3,233,hold-item/metal-coat.png
3,234,hold-item/leftovers.png
3,235,evo-item/dragon-scale.png
3,236,hold-item/light-ball.png
3,237,hold-item/soft-sand.png
3,238,hold-item/hard-stone.png
3,239,hold-item/miracle-seed.png
3,240,hold-item/black-glasses.png
3,241,hold-item/black-belt.png
3,242,hold-item/magnet.png
3,243,hold-item/mystic-water.png
3,244,hold-item/sharp-beak.png
3,245,hold-item/poison-barb.png
3,246,hold-item/never-melt-ice.png
3,247,hold-item/spell-tag.png
3,248,hold-item/twisted-spoon.png
3,249,hold-item/charcoal.png
3,250,hold-item/dragon-fang.png
3,251,hold-item/silk-scarf.png
3,252,evo-item/up-grade.png
3,253,hold-item/shell-bell.png
3,254,incense/sea.png
3,255,incense/lax.png
3,256,hold-item/lucky-punch.png
3,257,hold-item/metal-powder.png
3,258,hold-item/thick-club.png
3,259,hold-item/stick.png
3,260,scarf/red.png
3,261,scarf/blue.png
3,262,scarf/pink.png
3,263,scarf/green.png
3,264,scarf/yellow.png
3,328,tm/fighting.png
3,329,tm/dragon.png
3,330,tm/water.png
3,331,tm/psychic.png
3,332,tm/normal.png
3,333,tm/poison.png
3,334,tm/ice.png
3,335,tm/fighting.png
3,336,tm/grass.png
3,337,tm/normal.png
3,338,tm/fire.png
3,339,tm/dark.png
3,340,tm/ice.png
3,341,tm/ice.png
3,342,tm/normal.png
3,343,tm/psychic.png
3,344,tm/normal.png
3,345,tm/water.png
3,346,tm/grass.png
3,347,tm/normal.png
3,348,tm/normal.png
3,349,tm/grass.png
3,350,tm/steel.png
3,351,tm/electric.png
3,352,tm/electric.png
3,353,tm/ground.png
3,354,tm/normal.png
3,355,tm/ground.png
3,356,tm/psychic.png
3,357,tm/ghost.png
3,358,tm/fighting.png
3,359,tm/normal.png
3,360,tm/psychic.png
3,361,tm/electric.png
3,362,tm/fire.png
3,363,tm/poison.png
3,364,tm/rock.png
3,365,tm/fire.png
3,366,tm/rock.png
3,367,tm/flying.png
3,368,tm/dark.png
3,369,tm/normal.png
3,370,tm/normal.png
3,371,tm/psychic.png
3,372,tm/normal.png
3,373,tm/dark.png
3,374,tm/steel.png
3,375,tm/psychic.png
3,376,tm/dark.png
3,377,tm/fire.png
3,420,hm/normal.png
3,421,hm/flying.png
3,422,hm/water.png
3,423,hm/normal.png
3,424,hm/normal.png
3,425,hm/fighting.png
3,442,key-item/town-map-gen3.png
3,443,key-item/vs-seeker.png
3,444,key-item/coin-case.png
3,445,key-item/old-rod.png
3,446,key-item/good-rod.png
3,447,key-item/super-rod.png
3,450,key-item/bicycle.png
3,457,key-item/contest-pass.png
3,471,key-item/dowsing-machine-gen3.png
3,534,key-item/red-orb-gen3.png
3,535,key-item/blue-orb-gen3.png
3,651,key-item/poke-flute-gen3.png
3,718,key-item/mach-bike.png
3,719,key-item/acro-bike.png
3,720,key-item/wailmer-pail.png
3,721,key-item/devon-parts.png
3,722,key-item/soot-sack.png
3,723,key-item/basement-key--new-mauville.png
3,725,key-item/letter.png
3,726,key-item/eon-ticket.png
3,727,key-item/scanner.png
3,728,key-item/go-goggles-gen3.png
3,729,key-item/meteorite.png
3,730,key-item/key-to-room-1.png
3,731,key-item/key-to-room-2.png
3,732,key-item/key-to-room-4.png
3,733,key-item/key-to-room-6.png
3,734,key-item/storage-key--sea-mauville.png
3,735,key-item/devon-scope-gen3.png
3,736,key-item/ss-ticket.png
3,737,hm/water.png
3,872,key-item/secret-key-kanto.png
3,874,key-item/silph-scope-gen3.png
3,875,key-item/parcel.png
3,876,key-item/card-key-gen3.png
3,877,key-item/gold-teeth.png
3,878,key-item/lift-key.png
3,10001,key-item/bike-voucher.png
3,10032,mail/orange-mail.png
3,10033,mail/harbor-mail.png
3,10034,mail/glitter-mail.png
3,10035,mail/mech-mail.png
3,10036,mail/wood-mail.png
3,10037,mail/wave-mail.png
3,10038,mail/bead-mail.png
3,10039,mail/shadow-mail.png
3,10040,mail/tropic-mail.png
3,10041,mail/dream-mail.png
3,10042,mail/fab-mail.png
3,10043,mail/retro-mail.png
3,10044,key-item/pokeblock-case.png
3,10045,hm/water.png
3,10046,key-item/fame-checker.png
3,10047,key-item/tm-case.png
3,10048,key-item/berry-pouch.png
3,10049,key-item/teachy-tv.png
3,10050,key-item/tri-pass.png
3,10051,key-item/rainbow-pass.png
3,10052,key-item/mysticticket.png
3,10053,key-item/auroraticket.png
3,10054,key-item/powder-jar.png
3,10055,key-item/ruby.png
3,10056,key-item/sapphire.png
3,10057,key-item/magma-emblem.png
3,10058,key-item/old-sea-map.png
4,1,ball/master.png
4,2,ball/ultra.png
4,3,ball/great.png
4,4,ball/poke.png
4,5,ball/safari.png
4,6,ball/net.png
4,7,ball/dive.png
4,8,ball/nest.png
4,9,ball/repeat.png
4,10,ball/timer.png
4,11,ball/luxury.png
4,12,ball/premier.png
4,13,ball/dusk.png
4,14,ball/heal.png
4,15,ball/quick.png
4,16,ball/cherish.png
4,17,medicine/potion.png
4,18,medicine/antidote.png
4,19,medicine/burn-heal.png
4,20,medicine/ice-heal.png
4,21,medicine/awakening.png
4,22,medicine/paralyze-heal.png
4,23,medicine/full-restore.png
4,24,medicine/max-potion.png
4,25,medicine/hyper-potion.png
4,26,medicine/super-potion.png
4,27,medicine/full-heal.png
4,28,medicine/revive.png
4,29,medicine/max-revive.png
4,30,medicine/fresh-water.png
4,31,medicine/soda-pop.png
4,32,medicine/lemonade.png
4,33,medicine/moomoo-milk.png
4,34,medicine/energy-powder.png
4,35,medicine/energy-root.png
4,36,medicine/heal-powder.png
4,37,medicine/revival-herb.png
4,38,medicine/ether.png
4,39,medicine/max-ether.png
4,40,medicine/elixir.png
4,41,medicine/max-elixir.png
4,42,medicine/lava-cookie.png
4,43,medicine/berry-juice.png
4,44,medicine/sacred-ash.png
4,45,medicine/hp-up.png
4,46,medicine/protein.png
4,47,medicine/iron.png
4,48,medicine/carbos.png
4,49,medicine/calcium.png
4,50,medicine/rare-candy.png
4,51,medicine/pp-up.png
4,52,medicine/zinc.png
4,53,medicine/pp-max.png
4,54,medicine/old-gateau.png
4,55,battle-item/guard-spec.png
4,56,battle-item/dire-hit.png
4,57,battle-item/x-attack.png
4,58,battle-item/x-defense.png
4,59,battle-item/x-speed.png
4,60,battle-item/x-accuracy.png
4,61,battle-item/x-sp-atk.png
4,62,battle-item/x-sp-def.png
4,63,other-item/poke-doll.png
4,64,other-item/fluffy-tail.png
4,65,flute/blue.png
4,66,flute/yellow.png
4,67,flute/red.png
4,68,flute/black.png
4,69,flute/white.png
4,70,valuable-item/shoal-salt.png
4,71,valuable-item/shoal-shell.png
4,72,shard/red.png
4,73,shard/blue.png
4,74,shard/yellow.png
4,75,shard/green.png
4,76,other-item/super-repel.png
4,77,other-item/max-repel.png
4,78,other-item/escape-rope.png
4,79,other-item/repel.png
4,80,evo-item/sun-stone.png
4,81,evo-item/moon-stone.png
4,82,evo-item/fire-stone.png
4,83,evo-item/thunder-stone.png
4,84,evo-item/water-stone.png
4,85,evo-item/leaf-stone.png
4,86,valuable-item/tiny-mushroom.png
4,87,valuable-item/big-mushroom.png
4,88,valuable-item/pearl.png
4,89,valuable-item/big-pearl.png
4,90,valuable-item/stardust.png
4,91,valuable-item/star-piece.png
4,92,valuable-item/nugget.png
4,93,other-item/heart-scale.png
4,94,other-item/honey.png
4,95,mulch/growth.png
4,96,mulch/damp.png
4,97,mulch/stable.png
4,98,mulch/gooey.png
4,99,fossil/root.png
4,100,fossil/claw.png
4,101,fossil/helix.png
4,102,fossil/dome.png
4,103,fossil/old-amber.png
4,104,fossil/armor.png
4,105,fossil/skull.png
4,106,valuable-item/rare-bone.png
4,107,evo-item/shiny-stone.png
4,108,evo-item/dusk-stone.png
4,109,evo-item/dawn-stone.png
4,110,evo-item/oval-stone.png
4,111,other-item/odd-keystone.png
4,112,hold-item/griseous-orb.png
4,135,hold-item/adamant-orb.png
4,136,hold-item/lustrous-orb.png
4,149,berry/cheri.png
4,150,berry/chesto.png
4,151,berry/pecha.png
4,152,berry/rawst.png
4,153,berry/aspear.png
4,154,berry/leppa.png
4,155,berry/oran.png
4,156,berry/persim.png
4,157,berry/lum.png
4,158,berry/sitrus.png
4,159,berry/figy.png
4,160,berry/wiki.png
4,161,berry/mago.png
4,162,berry/aguav.png
4,163,berry/iapapa.png
4,164,berry/razz.png
4,165,berry/bluk.png
4,166,berry/nanab.png
4,167,berry/wepear.png
4,168,berry/pinap.png
4,169,berry/pomeg.png
4,170,berry/kelpsy.png
4,171,berry/qualot.png
4,172,berry/hondew.png
4,173,berry/grepa.png
4,174,berry/tamato.png
4,175,berry/cornn.png
4,176,berry/magost.png
4,177,berry/rabuta.png
4,178,berry/nomel.png
4,179,berry/spelon.png
4,180,berry/pamtre.png
4,181,berry/watmel.png
4,182,berry/durin.png
4,183,berry/belue.png
4,184,berry/occa.png
4,185,berry/passho.png
4,186,berry/wacan.png
4,187,berry/rindo.png
4,188,berry/yache.png
4,189,berry/chople.png
4,190,berry/kebia.png
4,191,berry/shuca.png
4,192,berry/coba.png
4,193,berry/payapa.png
4,194,berry/tanga.png
4,195,berry/charti.png
4,196,berry/kasib.png
4,197,berry/haban.png
4,198,berry/colbur.png
4,199,berry/babiri.png
4,200,berry/chilan.png
4,201,berry/liechi.png
4,202,berry/ganlon.png
4,203,berry/salac.png
4,204,berry/petaya.png
4,205,berry/apicot.png
4,206,berry/lansat.png
4,207,berry/starf.png
4,208,berry/enigma.png
4,209,berry/micle.png
4,210,berry/custap.png
4,211,berry/jaboca.png
4,212,berry/rowap.png
4,213,hold-item/bright-powder.png
4,214,hold-item/white-herb.png
4,215,ev-item/macho-brace.png
4,216,key-item/exp-share.png
4,217,hold-item/quick-claw.png
4,218,other-item/soothe-bell.png
4,219,hold-item/mental-herb.png
4,220,hold-item/choice-band.png
4,221,evo-item/kings-rock.png
4,222,hold-item/silver-powder.png
4,223,hold-item/amulet-coin.png
4,224,hold-item/cleanse-tag.png
4,225,hold-item/soul-dew.png
4,226,evo-item/deep-sea-tooth.png
4,227,evo-item/deep-sea-scale.png
4,228,hold-item/smoke-ball.png
4,229,hold-item/everstone.png
4,230,hold-item/focus-band.png
4,231,hold-item/lucky-egg.png
4,232,hold-item/scope-lens.png
4,233,hold-item/metal-coat.png
4,234,hold-item/leftovers.png
4,235,evo-item/dragon-scale.png
4,236,hold-item/light-ball.png
4,237,hold-item/soft-sand.png
4,238,hold-item/hard-stone.png
4,239,hold-item/miracle-seed.png
4,240,hold-item/black-glasses.png
4,241,hold-item/black-belt.png
4,242,hold-item/magnet.png
4,243,hold-item/mystic-water.png
4,244,hold-item/sharp-beak.png
4,245,hold-item/poison-barb.png
4,246,hold-item/never-melt-ice.png
4,247,hold-item/spell-tag.png
4,248,hold-item/twisted-spoon.png
4,249,hold-item/charcoal.png
4,250,hold-item/dragon-fang.png
4,251,hold-item/silk-scarf.png
4,252,evo-item/up-grade.png
4,253,hold-item/shell-bell.png
4,254,incense/sea.png
4,255,incense/lax.png
4,256,hold-item/lucky-punch.png
4,257,hold-item/metal-powder.png
4,258,hold-item/thick-club.png
4,259,hold-item/stick.png
4,260,scarf/red.png
4,261,scarf/blue.png
4,262,scarf/pink.png
4,263,scarf/green.png
4,264,scarf/yellow.png
4,265,hold-item/wide-lens.png
4,266,hold-item/muscle-band.png
4,267,hold-item/wise-glasses.png
4,268,hold-item/expert-belt.png
4,269,hold-item/light-clay.png
4,270,hold-item/life-orb.png
4,271,hold-item/power-herb.png
4,272,hold-item/toxic-orb.png
4,273,hold-item/flame-orb.png
4,274,hold-item/quick-powder.png
4,275,hold-item/focus-sash.png
4,276,hold-item/zoom-lens.png
4,277,hold-item/metronome.png
4,278,hold-item/iron-ball.png
4,279,hold-item/lagging-tail.png
4,280,hold-item/destiny-knot.png
4,281,hold-item/black-sludge.png
4,282,hold-item/icy-rock.png
4,283,hold-item/smooth-rock.png
4,284,hold-item/heat-rock.png
4,285,hold-item/damp-rock.png
4,286,hold-item/grip-claw.png
4,287,hold-item/choice-scarf.png
4,288,hold-item/sticky-barb.png
4,289,ev-item/power-bracer.png
4,290,ev-item/power-belt.png
4,291,ev-item/power-lens.png
4,292,ev-item/power-band.png
4,293,ev-item/power-anklet.png
4,294,ev-item/power-weight.png
4,295,hold-item/shed-shell.png
4,296,hold-item/big-root.png
4,297,hold-item/choice-specs.png
4,298,plate/flame.png
4,299,plate/splash.png
4,300,plate/zap.png
4,301,plate/meadow.png
4,302,plate/icicle.png
4,303,plate/fist.png
4,304,plate/toxic.png
4,305,plate/earth.png
4,306,plate/sky.png
4,307,plate/mind.png
4,308,plate/insect.png
4,309,plate/stone.png
4,310,plate/spooky.png
4,311,plate/draco.png
4,312,plate/dread.png
4,313,plate/iron.png
4,314,incense/odd.png
4,315,incense/rock.png
4,316,incense/full.png
4,317,incense/wave.png
4,318,incense/rose.png
4,319,incense/luck.png
4,320,incense/pure.png
4,321,evo-item/protector.png
4,322,evo-item/electirizer.png
4,323,evo-item/magmarizer.png
4,324,evo-item/dubious-disc.png
4,325,evo-item/reaper-cloth.png
4,326,evo-item/razor-claw.png
4,327,evo-item/razor-fang.png
4,328,tm/fighting.png
4,329,tm/dragon.png
4,330,tm/water.png
4,331,tm/psychic.png
4,332,tm/normal.png
4,333,tm/poison.png
4,334,tm/ice.png
4,335,tm/fighting.png
4,336,tm/grass.png
4,337,tm/normal.png
4,338,tm/fire.png
4,339,tm/dark.png
4,340,tm/ice.png
4,341,tm/ice.png
4,342,tm/normal.png
4,343,tm/psychic.png
4,344,tm/normal.png
4,345,tm/water.png
4,346,tm/grass.png
4,347,tm/normal.png
4,348,tm/normal.png
4,349,tm/grass.png
4,350,tm/steel.png
4,351,tm/electric.png
4,352,tm/electric.png
4,353,tm/ground.png
4,354,tm/normal.png
4,355,tm/ground.png
4,356,tm/psychic.png
4,357,tm/ghost.png
4,358,tm/fighting.png
4,359,tm/normal.png
4,360,tm/psychic.png
4,361,tm/electric.png
4,362,tm/fire.png
4,363,tm/poison.png
4,364,tm/rock.png
4,365,tm/fire.png
4,366,tm/rock.png
4,367,tm/flying.png
4,368,tm/dark.png
4,369,tm/normal.png
4,370,tm/normal.png
4,371,tm/psychic.png
4,372,tm/normal.png
4,373,tm/dark.png
4,374,tm/steel.png
4,375,tm/psychic.png
4,376,tm/dark.png
4,377,tm/fire.png
4,378,tm/flying.png
4,379,tm/fighting.png
4,380,tm/grass.png
4,381,tm/normal.png
4,382,tm/water.png
4,383,tm/dark.png
4,384,tm/electric.png
4,385,tm/normal.png
4,386,tm/dragon.png
4,387,tm/fighting.png
4,388,tm/fire.png
4,389,tm/bug.png
4,390,tm/dark.png
4,391,tm/normal.png
4,392,tm/ghost.png
4,393,tm/dark.png
4,394,tm/normal.png
4,395,tm/normal.png
4,396,tm/rock.png
4,397,tm/normal.png
4,398,tm/rock.png
4,399,tm/ice.png
4,400,tm/electric.png
4,401,tm/steel.png
4,402,tm/normal.png
4,403,tm/rock.png
4,404,tm/normal.png
4,405,tm/normal.png
4,406,tm/dark.png
4,407,tm/rock.png
4,408,tm/bug.png
4,409,tm/normal.png
4,410,tm/normal.png
4,411,tm/poison.png
4,412,tm/psychic.png
4,413,tm/grass.png
4,414,tm/normal.png
4,415,tm/flying.png
4,416,tm/bug.png
4,417,tm/normal.png
4,418,tm/steel.png
4,419,tm/psychic.png
4,420,hm/normal.png
4,421,hm/flying.png
4,422,hm/water.png
4,423,hm/normal.png
4,424,hm/water.png
4,425,hm/fighting.png
4,428,key-item/explorer-kit.png
4,429,key-item/loot-sack.png
4,430,key-item/rule-book.png
4,431,key-item/poke-radar.png
4,432,key-item/point-card.png
4,433,key-item/journal.png
4,434,key-item/seal-case.png
4,435,key-item/fashion-case.png
4,436,key-item/seal-bag.png
4,437,key-item/pal-pad.png
4,438,key-item/works-key.png
4,439,key-item/old-charm.png
4,440,key-item/galactic-key.png
4,441,key-item/red-chain.png
4,442,key-item/town-map-gen4.png
4,443,key-item/vs-seeker.png
4,444,key-item/coin-case.png
4,445,key-item/old-rod.png
4,446,key-item/good-rod.png
4,447,key-item/super-rod.png
4,448,key-item/sprayduck.png
4,449,key-item/poffin-case.png
4,450,key-item/bike--green.png
4,451,key-item/suite-key.png
4,452,key-item/oaks-letter.png
4,453,key-item/lunar-wing.png
4,454,key-item/member-card.png
4,455,key-item/azure-flute.png
4,456,key-item/ss-ticket.png
4,457,key-item/contest-pass.png
4,458,key-item/magma-stone.png
4,459,key-item/parcel.png
4,460,key-item/coupon-1.png
4,461,key-item/coupon-2.png
4,462,key-item/coupon-3.png
4,463,key-item/storage-key--galactic-warehouse.png
4,464,key-item/secret-potion.png
4,465,key-item/vs-recorder.png
4,466,key-item/gracidea.png
4,467,key-item/secret-key-sinnoh.png
4,468,key-item/apricorn-box.png
4,469,key-item/unown-report.png
4,470,key-item/berry-pots.png
4,471,key-item/dowsing-machine-gen4.png
4,472,key-item/blue-card.png
4,473,valuable-item/slowpoke-tail.png
4,474,key-item/clear-bell.png
4,475,key-item/card-key.png
4,476,key-item/basement-key--goldenrod.png
4,477,key-item/squirt-bottle.png
4,478,key-item/red-scale.png
4,479,key-item/lost-item.png
4,480,key-item/pass.png
4,481,key-item/machine-part.png
4,482,key-item/silver-wing.png
4,483,key-item/rainbow-wing.png
4,484,key-item/mystery-egg.png
4,485,apricorn/red.png
4,486,apricorn/yellow.png
4,487,apricorn/blue.png
4,488,apricorn/green.png
4,489,apricorn/black.png
4,490,apricorn/white.png
4,491,apricorn/pink.png
4,492,ball/fast.png
4,493,ball/level.png
4,494,ball/lure.png
4,495,ball/heavy.png
4,496,ball/love.png
4,497,ball/friend.png
4,498,ball/moon.png
4,499,ball/sport.png
4,500,ball/park.png
4,501,key-item/photo-album.png
4,502,key-item/gb-sounds.png
4,503,key-item/tidal-bell.png
4,504,medicine/rage-candy-bar.png
4,505,key-item/data-card.png
4,506,key-item/data-card.png
4,507,key-item/data-card.png
4,508,key-item/data-card.png
4,509,key-item/data-card.png
4,510,key-item/data-card.png
4,511,key-item/data-card.png
4,512,key-item/data-card.png
4,513,key-item/data-card.png
4,514,key-item/data-card.png
4,515,key-item/data-card.png
4,516,key-item/data-card.png
4,517,key-item/data-card.png
4,518,key-item/data-card.png
4,519,key-item/data-card.png
4,520,key-item/data-card.png
4,521,key-item/data-card.png
4,522,key-item/data-card.png
4,523,key-item/data-card.png
4,524,key-item/data-card.png
4,525,key-item/data-card.png
4,526,key-item/data-card.png
4,527,key-item/data-card.png
4,528,key-item/data-card.png
4,529,key-item/data-card.png
4,530,key-item/data-card.png
4,531,key-item/data-card.png
4,532,key-item/jade-orb.png
4,533,key-item/lock-capsule-gen4.png
4,534,key-item/red-orb-gen4.png
4,535,key-item/blue-orb-gen4.png
4,536,key-item/enigma-stone.png
4,737,hm/water.png
4,10045,hm/normal.png
4,10059,mail/grass-mail.png
4,10060,mail/flame-mail.png
4,10061,mail/bubble-mail.png
4,10062,mail/bloom-mail.png
4,10063,mail/tunnel-mail.png
4,10064,mail/steel-mail.png
4,10065,mail/heart-mail.png
4,10066,mail/snow-mail.png
4,10067,mail/space-mail.png
4,10068,mail/air-mail.png
4,10069,mail/mosaic-mail.png
4,10070,mail/brick-mail.png
5,1,ball/master.png
5,2,ball/ultra.png
5,3,ball/great.png
5,4,ball/poke.png
5,5,ball/safari.png
5,6,ball/net.png
5,7,ball/dive.png
5,8,ball/nest.png
5,9,ball/repeat.png
5,10,ball/timer.png
5,11,ball/luxury.png
5,12,ball/premier.png
5,13,ball/dusk.png
5,14,ball/heal.png
5,15,ball/quick.png
5,16,ball/cherish.png
5,17,medicine/potion.png
5,18,medicine/antidote.png
5,19,medicine/burn-heal.png
5,20,medicine/ice-heal.png
5,21,medicine/awakening.png
5,22,medicine/paralyze-heal.png
5,23,medicine/full-restore.png
5,24,medicine/max-potion.png
5,25,medicine/hyper-potion.png
5,26,medicine/super-potion.png
5,27,medicine/full-heal.png
5,28,medicine/revive.png
5,29,medicine/max-revive.png
5,30,medicine/fresh-water.png
5,31,medicine/soda-pop.png
5,32,medicine/lemonade.png
5,33,medicine/moomoo-milk.png
5,34,medicine/energy-powder.png
5,35,medicine/energy-root.png
5,36,medicine/heal-powder.png
5,37,medicine/revival-herb.png
5,38,medicine/ether.png
5,39,medicine/max-ether.png
5,40,medicine/elixir.png
5,41,medicine/max-elixir.png
5,42,medicine/lava-cookie.png
5,43,medicine/berry-juice.png
5,44,medicine/sacred-ash.png
5,45,medicine/hp-up.png
5,46,medicine/protein.png
5,47,medicine/iron.png
5,48,medicine/carbos.png
5,49,medicine/calcium.png
5,50,medicine/rare-candy.png
5,51,medicine/pp-up.png
5,52,medicine/zinc.png
5,53,medicine/pp-max.png
5,54,medicine/old-gateau.png
5,55,battle-item/guard-spec.png
5,56,battle-item/dire-hit.png
5,57,battle-item/x-attack.png
5,58,battle-item/x-defense.png
5,59,battle-item/x-speed.png
5,60,battle-item/x-accuracy.png
5,61,battle-item/x-sp-atk.png
5,62,battle-item/x-sp-def.png
5,63,other-item/poke-doll.png
5,64,other-item/fluffy-tail.png
5,65,flute/blue.png
5,66,flute/yellow.png
5,67,flute/red.png
5,68,flute/black.png
5,69,flute/white.png
5,70,valuable-item/shoal-salt.png
5,71,valuable-item/shoal-shell.png
5,72,shard/red.png
5,73,shard/blue.png
5,74,shard/yellow.png
5,75,shard/green.png
5,76,other-item/super-repel.png
5,77,other-item/max-repel.png
5,78,other-item/escape-rope.png
5,79,other-item/repel.png
5,80,evo-item/sun-stone.png
5,81,evo-item/moon-stone.png
5,82,evo-item/fire-stone.png
5,83,evo-item/thunder-stone.png
5,84,evo-item/water-stone.png
5,85,evo-item/leaf-stone.png
5,86,valuable-item/tiny-mushroom.png
5,87,valuable-item/big-mushroom.png
5,88,valuable-item/pearl.png
5,89,valuable-item/big-pearl.png
5,90,valuable-item/stardust.png
5,91,valuable-item/star-piece.png
5,92,valuable-item/nugget.png
5,93,other-item/heart-scale.png
5,94,other-item/honey.png
5,95,mulch/growth.png
5,96,mulch/damp.png
5,97,mulch/stable.png
5,98,mulch/gooey.png
5,99,fossil/root.png
5,100,fossil/claw.png
5,101,fossil/helix.png
5,102,fossil/dome.png
5,103,fossil/old-amber.png
5,104,fossil/armor.png
5,105,fossil/skull.png
5,106,valuable-item/rare-bone.png
5,107,evo-item/shiny-stone.png
5,108,evo-item/dusk-stone.png
5,109,evo-item/dawn-stone.png
5,110,evo-item/oval-stone.png
5,111,other-item/odd-keystone.png
5,112,hold-item/griseous-orb.png
5,116,hold-item/douse-drive.png
5,117,hold-item/shock-drive.png
5,118,hold-item/burn-drive.png
5,119,hold-item/chill-drive.png
5,134,medicine/sweet-heart.png
5,135,hold-item/adamant-orb.png
5,136,hold-item/lustrous-orb.png
5,137,mail/greet-mail.png
5,138,mail/favored-mail.png
5,139,mail/rsvp-mail.png
5,140,mail/thanks-mail.png
5,141,mail/inquiry-mail.png
5,142,mail/like-mail.png
5,143,mail/reply-mail.png
5,144,mail/bridge-mail-s.png
5,145,mail/bridge-mail-d.png
5,146,mail/bridge-mail-t.png
5,147,mail/bridge-mail-v.png
