pokemon_id,version_group_id,move_id,move_method_id,level,sort
1,8,10014,2,0,0
1,8,10015,2,0,0
1,8,10016,2,0,0
1,9,14,5,0,0
1,9,15,2,0,0
1,9,22,1,10,0
1,9,33,1,1,0
1,9,34,5,0,0
1,9,38,5,0,0
1,9,45,1,4,0
1,9,70,2,0,0
1,9,73,1,7,0
1,9,74,1,32,0
1,9,75,1,20,0
1,9,76,2,0,0
1,9,76,1,46,0
1,9,77,1,15,1
1,9,79,1,15,2
1,9,80,3,0,0
1,9,92,2,0,0
1,9,102,5,0,0
1,9,104,2,0,0
1,9,111,5,0,0
1,9,113,3,0,0
1,9,130,3,0,0
1,9,148,2,0,0
1,9,156,2,0,0
1,9,164,5,0,0
1,9,173,5,0,0
1,9,174,3,0,0
1,9,182,2,0,0
1,9,188,2,0,0
1,9,189,5,0,0
1,9,202,2,0,0
1,9,203,5,0,0
1,9,204,3,0,0
1,9,207,5,0,0
1,9,210,5,0,0
1,9,213,2,0,0
1,9,214,5,0,0
1,9,216,2,0,0
1,9,218,2,0,0
1,9,219,3,0,0
1,9,230,1,25,0
1,9,235,1,39,0
1,9,237,2,0,0
1,9,241,2,0,0
1,9,249,2,0,0
1,9,263,2,0,0
1,9,290,2,0,0
1,9,320,3,0,0
1,9,331,2,0,0
1,9,345,3,0,0
1,9,10001,2,0,0
1,9,10002,2,0,0
1,9,10003,2,0,0
1,9,10004,2,0,0
1,9,10005,2,0,0
1,9,10006,2,0,0
1,9,10007,2,0,0
1,9,10008,2,0,0
1,9,10009,2,0,0
1,9,10010,2,0,0
1,9,10011,2,0,0
1,9,10012,2,0,0
1,9,10013,2,0,0
1,9,10014,2,0,0
1,9,10015,2,0,0
1,9,10016,2,0,0
1,101,22,1,10,0
1,101,33,1,1,0
1,101,45,1,4,0
1,101,73,1,7,0
1,101,74,1,32,0
1,101,75,1,20,0
1,101,76,2,0,0
1,101,76,1,46,0
1,101,77,1,15,1
1,101,79,1,15,2
1,101,92,2,0,0
1,101,104,2,0,0
1,101,156,2,0,0
1,101,182,2,0,0
1,101,188,2,0,0
1,101,202,2,0,0
1,101,213,2,0,0
1,101,216,2,0,0
1,101,218,2,0,0
1,101,230,1,25,0
1,101,235,1,39,0
1,101,237,2,0,0
1,101,241,2,0,0
1,101,263,2,0,0
1,101,290,2,0,0
1,101,331,2,0,0
1,101,10001,2,0,0
1,101,10002,2,0,0
1,101,10003,2,0,0
1,101,10004,2,0,0
1,101,10005,2,0,0
1,101,10006,2,0,0
1,101,10007,2,0,0
1,101,10008,2,0,0
1,101,10009,2,0,0
1,101,10010,2,0,0
1,101,10011,2,0,0
1,101,10012,2,0,0
1,101,10013,2,0,0
1,101,10014,2,0,0
1,101,10015,2,0,0
1,101,10016,2,0,0
1,102,22,1,10,0
1,102,33,1,1,0
1,102,34,5,0,0
1,102,38,5,0,0
1,102,45,1,4,0
1,102,73,1,7,0
1,102,74,1,32,0
1,102,75,1,20,0
1,102,76,2,0,0
1,102,76,1,46,0
1,102,77,1,15,1
1,102,79,1,15,2
1,102,92,2,0,0
1,102,102,5,0,0
1,102,104,2,0,0
1,102,156,2,0,0
1,102,164,5,0,0
1,102,182,2,0,0
1,102,188,2,0,0
1,102,202,2,0,0
1,102,207,5,0,0
1,102,213,2,0,0
1,102,216,2,0,0
1,102,218,2,0,0
1,102,230,1,25,0
1,102,235,1,39,0
1,102,237,2,0,0
1,102,241,2,0,0
1,102,263,2,0,0
1,102,290,2,0,0
1,102,331,2,0,0
1,102,10001,2,0,0
1,102,10002,2,0,0
1,102,10003,2,0,0
1,102,10004,2,0,0
1,102,10005,2,0,0
1,102,10006,2,0,0
1,102,10007,2,0,0
1,102,10008,2,0,0
1,102,10009,2,0,0
1,102,10010,2,0,0
1,102,10011,2,0,0
1,102,10012,2,0,0
1,102,10013,2,0,0
1,102,10014,2,0,0
1,102,10015,2,0,0
1,102,10016,2,0,0
2,7,15,2,0,0
2,7,22,1,10,0
2,7,33,1,1,1
2,7,45,1,1,2
2,7,45,1,4,0
2,7,70,2,0,0
2,7,73,1,1,3
2,7,73,1,7,0
2,7,74,1,38,0
2,7,75,1,22,0
2,7,76,2,0,0
2,7,76,1,56,0
2,7,77,1,15,0
2,7,79,1,15,4
2,7,92,2,0,0
2,7,104,2,0,0
2,7,148,2,0,0
2,7,156,2,0,0
2,7,182,2,0,0
2,7,188,2,0,0
2,7,202,2,0,0
2,7,213,2,0,0
2,7,216,2,0,0
2,7,218,2,0,0
2,7,230,1,29,0
2,7,235,1,47,0
2,7,237,2,0,0
2,7,241,2,0,0
2,7,249,2,0,0
2,7,263,2,0,0
2,7,290,2,0,0
2,7,331,2,0,0
2,7,10001,2,0,0
2,7,10002,2,0,0
2,7,10003,2,0,0
2,7,10004,2,0,0
2,7,10005,2,0,0
2,7,10006,2,0,0
2,7,10007,2,0,0
2,7,10008,2,0,0
2,7,10009,2,0,0
2,7,10010,2,0,0
2,7,10011,2,0,0
2,7,10012,2,0,0
2,7,10013,2,0,0
2,7,10014,2,0,0
2,7,10015,2,0,0
2,7,10016,2,0,0
2,8,14,5,0,0
2,8,15,2,0,0
2,8,22,1,10,0
2,8,33,1,1,1
2,8,34,5,0,0
2,8,38,5,0,0
2,8,45,1,1,2
2,8,45,1,4,0
2,8,70,2,0,0
2,8,73,1,1,3
2,8,73,1,7,0
2,8,74,1,38,0
2,8,75,1,22,0
2,8,76,2,0,0
2,8,76,1,56,0
2,8,77,1,15,0
2,8,79,1,15,4
2,8,92,2,0,0
2,8,102,5,0,0
2,8,104,2,0,0
2,8,148,2,0,0
2,8,156,2,0,0
2,8,164,5,0,0
2,8,182,2,0,0
2,8,188,2,0,0
2,8,202,2,0,0
2,8,213,2,0,0
2,8,216,2,0,0
2,8,218,2,0,0
2,8,230,1,29,0
2,8,235,1,47,0
2,8,237,2,0,0
2,8,241,2,0,0
2,8,249,2,0,0
2,8,263,2,0,0
2,8,290,2,0,0
2,8,331,2,0,0
2,8,10001,2,0,0
2,8,10002,2,0,0
2,8,10003,2,0,0
2,8,10004,2,0,0
2,8,10005,2,0,0
2,8,10006,2,0,0
2,8,10007,2,0,0
2,8,10008,2,0,0
2,8,10009,2,0,0
2,8,10010,2,0,0
2,8,10011,2,0,0
2,8,10012,2,0,0
2,8,10013,2,0,0
2,8,10014,2,0,0
2,8,10015,2,0,0
2,8,10016,2,0,0
2,9,14,5,0,0
2,9,15,2,0,0
2,9,22,1,10,0
2,9,33,1,1,1
2,9,34,5,0,0
2,9,38,5,0,0
2,9,45,1,1,2
2,9,45,1,4,0
2,9,70,2,0,0
2,9,73,1,1,3
2,9,73,1,7,0
2,9,74,1,38,0
2,9,75,1,22,0
2,9,76,2,0,0
2,9,76,1,56,0
2,9,77,1,15,0
2,9,79,1,15,4
2,9,92,2,0,0
2,9,102,5,0,0
2,9,104,2,0,0
2,9,111,5,0,0
2,9,148,2,0,0
2,9,156,2,0,0
2,9,164,5,0,0
2,9,173,5,0,0
2,9,182,2,0,0
2,9,188,2,0,0
2,9,189,5,0,0
2,9,202,2,0,0
2,9,203,5,0,0
2,9,207,5,0,0
2,9,210,5,0,0
2,9,213,2,0,0
2,9,214,5,0,0
2,9,216,2,0,0
2,9,218,2,0,0
2,9,230,1,29,0
2,9,235,1,47,0
2,9,237,2,0,0
2,9,241,2,0,0
2,9,249,2,0,0
2,9,263,2,0,0
2,9,290,2,0,0
2,9,331,2,0,0
2,9,10001,2,0,0
2,9,10002,2,0,0
2,9,10003,2,0,0
2,9,10004,2,0,0
2,9,10005,2,0,0
2,9,10006,2,0,0
2,9,10007,2,0,0
2,9,10008,2,0,0
2,9,10009,2,0,0
2,9,10010,2,0,0
2,9,10011,2,0,0
2,9,10012,2,0,0
2,9,10013,2,0,0
2,9,10014,2,0,0
2,9,10015,2,0,0
2,9,10016,2,0,0
2,101,22,1,10,0
2,101,33,1,1,1
2,101,45,1,1,2
2,101,45,1,4,0
2,101,73,1,1,3
2,101,73,1,7,0
2,101,74,1,38,0
2,101,75,1,22,0
2,101,76,2,0,0
2,101,76,1,56,0
2,101,77,1,15,0
2,101,79,1,15,4
2,101,92,2,0,0
2,101,104,2,0,0
2,101,156,2,0,0
2,101,182,2,0,0
2,101,188,2,0,0
2,101,202,2,0,0
2,101,213,2,0,0
2,101,216,2,0,0
2,101,218,2,0,0
2,101,230,1,29,0
2,101,235,1,47,0
2,101,237,2,0,0
2,101,241,2,0,0
2,101,263,2,0,0
2,101,290,2,0,0
2,101,331,2,0,0
2,101,10001,2,0,0
2,101,10002,2,0,0
2,101,10003,2,0,0
2,101,10004,2,0,0
2,101,10005,2,0,0
2,101,10006,2,0,0
2,101,10007,2,0,0
2,101,10008,2,0,0
2,101,10009,2,0,0
2,101,10010,2,0,0
2,101,10011,2,0,0
2,101,10012,2,0,0
2,101,10013,2,0,0
2,101,10014,2,0,0
2,101,10015,2,0,0
2,101,10016,2,0,0
2,102,22,1,10,0
2,102,33,1,1,1
2,102,34,5,0,0
2,102,38,5,0,0
2,102,45,1,1,2
2,102,45,1,4,0
2,102,73,1,1,3
2,102,73,1,7,0
2,102,74,1,38,0
2,102,75,1,22,0
2,102,76,2,0,0
2,102,76,1,56,0
2,102,77,1,15,0
2,102,79,1,15,4
2,102,92,2,0,0
2,102,102,5,0,0
2,102,104,2,0,0
2,102,156,2,0,0
2,102,164,5,0,0
2,102,182,2,0,0
2,102,188,2,0,0
2,102,202,2,0,0
2,102,207,5,0,0
2,102,213,2,0,0
2,102,216,2,0,0
2,102,218,2,0,0
2,102,230,1,29,0
2,102,235,1,47,0
2,102,237,2,0,0
2,102,241,2,0,0
2,102,263,2,0,0
2,102,290,2,0,0
2,102,331,2,0,0
2,102,10001,2,0,0
2,102,10002,2,0,0
2,102,10003,2,0,0
2,102,10004,2,0,0
2,102,10005,2,0,0
2,102,10006,2,0,0
2,102,10007,2,0,0
2,102,10008,2,0,0
2,102,10009,2,0,0
2,102,10010,2,0,0
2,102,10011,2,0,0
2,102,10012,2,0,0
2,102,10013,2,0,0
2,102,10014,2,0,0
2,102,10015,2,0,0
2,102,10016,2,0,0
3,7,15,2,0,0
3,7,22,1,1,4
3,7,22,1,10,0
3,7,33,1,1,1
3,7,45,1,1,2
3,7,45,1,4,0
3,7,46,2,0,0
3,7,63,2,0,0
3,7,70,2,0,0
3,7,73,1,1,3
3,7,73,1,7,0
3,7,74,1,41,0
3,7,75,1,22,0
3,7,76,2,0,0
3,7,76,1,65,0
3,7,77,1,15,0
3,7,79,1,15,5
3,7,89,2,0,0
3,7,92,2,0,0
3,7,104,2,0,0
3,7,148,2,0,0
3,7,156,2,0,0
3,7,182,2,0,0
3,7,188,2,0,0
3,7,202,2,0,0
3,7,213,2,0,0
3,7,216,2,0,0
3,7,218,2,0,0
3,7,230,1,29,0
3,7,235,1,53,0
3,7,237,2,0,0
3,7,241,2,0,0
3,7,249,2,0,0
3,7,263,2,0,0
3,7,290,2,0,0
3,7,331,2,0,0
3,7,10001,2,0,0
3,7,10002,2,0,0
3,7,10003,2,0,0
3,7,10004,2,0,0
3,7,10005,2,0,0
3,7,10006,2,0,0
3,7,10007,2,0,0
3,7,10008,2,0,0
3,7,10009,2,0,0
3,7,10010,2,0,0
3,7,10011,2,0,0
3,7,10012,2,0,0
3,7,10013,2,0,0
3,7,10014,2,0,0
3,7,10015,2,0,0
3,7,10016,2,0,0
3,8,14,5,0,0
3,8,15,2,0,0
3,8,22,1,1,4
3,8,22,1,10,0
3,8,33,1,1,1
3,8,34,5,0,0
3,8,38,5,0,0
3,8,45,1,1,2
3,8,45,1,4,0
3,8,46,2,0,0
3,8,63,2,0,0
3,8,70,2,0,0
3,8,73,1,1,3
3,8,73,1,7,0
3,8,74,1,41,0
3,8,75,1,22,0
3,8,76,2,0,0
3,8,76,1,65,0
3,8,77,1,15,0
3,8,79,1,15,5
3,8,89,2,0,0
3,8,92,2,0,0
3,8,102,5,0,0
3,8,104,2,0,0
3,8,148,2,0,0
3,8,156,2,0,0
3,8,164,5,0,0
3,8,182,2,0,0
3,8,188,2,0,0
3,8,202,2,0,0
3,8,213,2,0,0
3,8,216,2,0,0
3,8,218,2,0,0
3,8,230,1,29,0
3,8,235,1,53,0
3,8,237,2,0,0
3,8,241,2,0,0
3,8,249,2,0,0
3,8,263,2,0,0
3,8,290,2,0,0
3,8,331,2,0,0
3,8,338,5,0,0
3,8,10001,2,0,0
3,8,10002,2,0,0
3,8,10003,2,0,0
3,8,10004,2,0,0
3,8,10005,2,0,0
3,8,10006,2,0,0
3,8,10007,2,0,0
3,8,10008,2,0,0
3,8,10009,2,0,0
3,8,10010,2,0,0
3,8,10011,2,0,0
3,8,10012,2,0,0
3,8,10013,2,0,0
3,8,10014,2,0,0
3,8,10015,2,0,0
3,8,10016,2,0,0
3,9,14,5,0,0
3,9,15,2,0,0
3,9,22,1,1,4
3,9,22,1,10,0
3,9,33,1,1,1
3,9,34,5,0,0
3,9,38,5,0,0
3,9,45,1,1,2
3,9,45,1,4,0
3,9,46,2,0,0
3,9,63,2,0,0
3,9,70,2,0,0
3,9,73,1,1,3
3,9,73,1,7,0
3,9,74,1,41,0
3,9,75,1,22,0
3,9,76,2,0,0
3,9,76,1,65,0
3,9,77,1,15,0
3,9,79,1,15,5
3,9,89,2,0,0
3,9,92,2,0,0
3,9,102,5,0,0
3,9,104,2,0,0
3,9,111,5,0,0
3,9,148,2,0,0
3,9,156,2,0,0
3,9,164,5,0,0
3,9,173,5,0,0
3,9,182,2,0,0
3,9,188,2,0,0
3,9,189,5,0,0
3,9,202,2,0,0
3,9,203,5,0,0
3,9,207,5,0,0
3,9,210,5,0,0
3,9,213,2,0,0
3,9,214,5,0,0
3,9,216,2,0,0
3,9,218,2,0,0
3,9,230,1,29,0
3,9,235,1,53,0
3,9,237,2,0,0
3,9,241,2,0,0
3,9,249,2,0,0
3,9,263,2,0,0
3,9,290,2,0,0
3,9,331,2,0,0
3,9,10001,2,0,0
3,9,10002,2,0,0
3,9,10003,2,0,0
3,9,10004,2,0,0
3,9,10005,2,0,0
3,9,10006,2,0,0
3,9,10007,2,0,0
3,9,10008,2,0,0
3,9,10009,2,0,0
3,9,10010,2,0,0
3,9,10011,2,0,0
3,9,10012,2,0,0
3,9,10013,2,0,0
3,9,10014,2,0,0
3,9,10015,2,0,0
3,9,10016,2,0,0
3,101,22,1,1,4
3,101,22,1,10,0
3,101,33,1,1,1
3,101,45,1,1,2
3,101,45,1,4,0
3,101,46,2,0,0
3,101,63,2,0,0
3,101,73,1,1,3
3,101,73,1,7,0
3,101,74,1,41,0
3,101,75,1,22,0
3,101,76,2,0,0
3,101,76,1,65,0
3,101,77,1,15,0
3,101,79,1,15,5
3,101,89,2,0,0
3,101,92,2,0,0
3,101,104,2,0,0
3,101,156,2,0,0
3,101,182,2,0,0
3,101,188,2,0,0
3,101,202,2,0,0
3,101,213,2,0,0
3,101,216,2,0,0
3,101,218,2,0,0
3,101,230,1,29,0
3,101,235,1,53,0
3,101,237,2,0,0
3,101,241,2,0,0
3,101,263,2,0,0
3,101,290,2,0,0
3,101,331,2,0,0
3,101,10001,2,0,0
3,101,10002,2,0,0
3,101,10003,2,0,0
3,101,10004,2,0,0
3,101,10005,2,0,0
3,101,10006,2,0,0
3,101,10007,2,0,0
3,101,10008,2,0,0
3,101,10009,2,0,0
3,101,10010,2,0,0
3,101,10011,2,0,0
3,101,10012,2,0,0
3,101,10013,2,0,0
3,101,10014,2,0,0
3,101,10015,2,0,0
3,101,10016,2,0,0
3,102,22,1,1,4
3,102,22,1,10,0
3,102,33,1,1,1
3,102,34,5,0,0
3,102,38,5,0,0
3,102,45,1,1,2
3,102,45,1,4,0
3,102,46,2,0,0
3,102,63,2,0,0
3,102,73,1,1,3
3,102,73,1,7,0
3,102,74,1,41,0
3,102,75,1,22,0
3,102,76,2,0,0
3,102,76,1,65,0
3,102,77,1,15,0
3,102,79,1,15,5
3,102,89,2,0,0
3,102,92,2,0,0
3,102,102,5,0,0
3,102,104,2,0,0
3,102,156,2,0,0
3,102,164,5,0,0
3,102,182,2,0,0
3,102,188,2,0,0
3,102,202,2,0,0
3,102,207,5,0,0
3,102,213,2,0,0
3,102,216,2,0,0
3,102,218,2,0,0
3,102,230,1,29,0
3,102,235,1,53,0
3,102,237,2,0,0
3,102,241,2,0,0
3,102,263,2,0,0
3,102,290,2,0,0
3,102,331,2,0,0
3,102,10001,2,0,0
3,102,10002,2,0,0
3,102,10003,2,0,0
3,102,10004,2,0,0
3,102,10005,2,0,0
3,102,10006,2,0,0
3,102,10007,2,0,0
3,102,10008,2,0,0
3,102,10009,2,0,0
3,102,10010,2,0,0
3,102,10011,2,0,0
3,102,10012,2,0,0
3,102,10013,2,0,0
3,102,10014,2,0,0
3,102,10015,2,0,0
3,102,10016,2,0,0
4,7,10,1,1,1
4,7,14,3,0,0
4,7,15,2,0,0
4,7,44,3,0,0
4,7,45,1,1,2
4,7,52,1,7,0
4,7,53,2,0,0
4,7,53,1,31,0
4,7,70,2,0,0
4,7,82,1,43,0
4,7,83,1,49,0
4,7,91,2,0,0
4,7,92,2,0,0
4,7,99,1,19,0
4,7,104,2,0,0
4,7,108,1,13,0
4,7,126,2,0,0
4,7,156,2,0,0
4,7,157,3,0,0
4,7,163,1,37,0
4,7,182,2,0,0
4,7,184,1,25,0
4,7,187,3,0,0
4,7,200,3,0,0
4,7,213,2,0,0
4,7,216,2,0,0
4,7,218,2,0,0
4,7,231,2,0,0
4,7,237,2,0,0
4,7,241,2,0,0
4,7,246,3,0,0
4,7,249,2,0,0
4,7,251,3,0,0
4,7,263,2,0,0
4,7,264,2,0,0
4,7,280,2,0,0
4,7,290,2,0,0
4,7,315,2,0,0
4,7,332,2,0,0
4,7,337,2,0,0
4,7,349,3,0,0
4,7,10001,2,0,0
4,7,10002,2,0,0
4,7,10003,2,0,0
4,7,10004,2,0,0
4,7,10005,2,0,0
4,7,10006,2,0,0
4,7,10007,2,0,0
4,7,10008,2,0,0
4,7,10009,2,0,0
4,7,10010,2,0,0
4,7,10011,2,0,0
4,7,10012,2,0,0
4,7,10013,2,0,0
4,7,10014,2,0,0
4,7,10015,2,0,0
4,7,10016,2,0,0
4,8,5,5,0,0
4,8,10,1,1,1
4,8,14,3,0,0
4,8,14,5,0,0
4,8,15,2,0,0
4,8,25,5,0,0
4,8,34,5,0,0
4,8,38,5,0,0
4,8,44,3,0,0
4,8,45,1,1,2
4,8,52,1,7,0
4,8,53,2,0,0
4,8,53,1,31,0
4,8,68,5,0,0
4,8,69,5,0,0
4,8,70,2,0,0
4,8,82,1,43,0
4,8,83,1,49,0
4,8,91,2,0,0
4,8,92,2,0,0
4,8,102,5,0,0
4,8,104,2,0,0
4,8,108,1,19,0
4,8,126,2,0,0
4,8,156,2,0,0
4,8,157,3,0,0
4,8,157,5,0,0
4,8,163,1,37,0
4,8,164,5,0,0
4,8,182,2,0,0
4,8,184,1,25,0
4,8,187,3,0,0
4,8,200,3,0,0
4,8,213,2,0,0
4,8,216,2,0,0
4,8,218,2,0,0
4,8,231,2,0,0
4,8,232,1,13,0
4,8,237,2,0,0
4,8,241,2,0,0
4,8,246,3,0,0
4,8,249,2,0,0
4,8,251,3,0,0
4,8,263,2,0,0
4,8,264,2,0,0
4,8,280,2,0,0
4,8,290,2,0,0
4,8,315,2,0,0
4,8,332,2,0,0
4,8,337,2,0,0
4,8,349,3,0,0
4,8,10001,2,0,0
4,8,10002,2,0,0
4,8,10003,2,0,0
4,8,10004,2,0,0
4,8,10005,2,0,0
4,8,10006,2,0,0
4,8,10007,2,0,0
4,8,10008,2,0,0
4,8,10009,2,0,0
4,8,10010,2,0,0
4,8,10011,2,0,0
4,8,10012,2,0,0
4,8,10013,2,0,0
4,8,10014,2,0,0
4,8,10015,2,0,0
4,8,10016,2,0,0
4,9,5,5,0,0
4,9,7,5,0,0
4,9,10,1,1,1
4,9,14,3,0,0
4,9,14,5,0,0
4,9,15,2,0,0
4,9,25,5,0,0
4,9,34,5,0,0
4,9,38,5,0,0
4,9,44,3,0,0
4,9,45,1,1,2
4,9,52,1,7,0
4,9,53,2,0,0
4,9,53,1,31,0
4,9,68,5,0,0
4,9,69,5,0,0
4,9,70,2,0,0
4,9,82,1,43,0
4,9,83,1,49,0
4,9,91,2,0,0
4,9,92,2,0,0
4,9,99,1,19,0
4,9,102,5,0,0
4,9,104,2,0,0
4,9,108,1,13,0
4,9,111,5,0,0
4,9,126,2,0,0
4,9,129,5,0,0
4,9,156,2,0,0
4,9,157,3,0,0
4,9,157,5,0,0
4,9,163,1,37,0
4,9,164,5,0,0
4,9,173,5,0,0
4,9,182,2,0,0
4,9,184,1,25,0
4,9,187,3,0,0
4,9,189,5,0,0
4,9,200,3,0,0
4,9,203,5,0,0
4,9,207,5,0,0
4,9,210,5,0,0
4,9,213,2,0,0
4,9,214,5,0,0
4,9,216,2,0,0
4,9,218,2,0,0
4,9,223,5,0,0
4,9,231,2,0,0
4,9,237,2,0,0
4,9,241,2,0,0
4,9,246,3,0,0
4,9,249,2,0,0
4,9,251,3,0,0
4,9,263,2,0,0
4,9,264,2,0,0
4,9,280,2,0,0
4,9,290,2,0,0
4,9,315,2,0,0
4,9,332,2,0,0
4,9,337,2,0,0
4,9,349,3,0,0
4,9,10001,2,0,0
4,9,10002,2,0,0
4,9,10003,2,0,0
4,9,10004,2,0,0
4,9,10005,2,0,0
4,9,10006,2,0,0
4,9,10007,2,0,0
4,9,10008,2,0,0
4,9,10009,2,0,0
4,9,10010,2,0,0
4,9,10011,2,0,0
4,9,10012,2,0,0
4,9,10013,2,0,0
4,9,10014,2,0,0
4,9,10015,2,0,0
4,9,10016,2,0,0
4,101,10,1,1,1
4,101,45,1,1,2
4,101,52,1,7,0
4,101,53,2,0,0
4,101,53,1,31,0
4,101,82,1,43,0
4,101,83,1,49,0
4,101,91,2,0,0
4,101,92,2,0,0
4,101,99,1,19,0
4,101,104,2,0,0
4,101,108,1,13,0
4,101,126,2,0,0
4,101,156,2,0,0
4,101,163,1,37,0
4,101,182,2,0,0
4,101,184,1,25,0
4,101,213,2,0,0
4,101,216,2,0,0
4,101,218,2,0,0
4,101,231,2,0,0
4,101,237,2,0,0
4,101,241,2,0,0
4,101,263,2,0,0
4,101,264,2,0,0
4,101,280,2,0,0
4,101,290,2,0,0
4,101,315,2,0,0
4,101,332,2,0,0
4,101,337,2,0,0
4,101,10001,2,0,0
4,101,10002,2,0,0
4,101,10003,2,0,0
4,101,10004,2,0,0
4,101,10005,2,0,0
4,101,10006,2,0,0
4,101,10007,2,0,0
4,101,10008,2,0,0
4,101,10009,2,0,0
4,101,10010,2,0,0
4,101,10011,2,0,0
4,101,10012,2,0,0
4,101,10013,2,0,0
4,101,10014,2,0,0
4,101,10015,2,0,0
4,101,10016,2,0,0
4,102,10,1,1,1
4,102,34,5,0,0
4,102,38,5,0,0
4,102,45,1,1,2
4,102,52,1,7,0
4,102,53,2,0,0
4,102,53,1,31,0
4,102,69,5,0,0
4,102,82,1,43,0
4,102,83,1,49,0
4,102,91,2,0,0
4,102,92,2,0,0
4,102,99,1,19,0
4,102,102,5,0,0
4,102,104,2,0,0
4,102,108,1,13,0
4,102,126,2,0,0
4,102,156,2,0,0
4,102,163,1,37,0
4,102,164,5,0,0
4,102,182,2,0,0
4,102,184,1,25,0
4,102,207,5,0,0
4,102,213,2,0,0
4,102,216,2,0,0
4,102,218,2,0,0
4,102,231,2,0,0
4,102,237,2,0,0
4,102,241,2,0,0
4,102,263,2,0,0
4,102,264,2,0,0
4,102,280,2,0,0
4,102,290,2,0,0
4,102,315,2,0,0
4,102,332,2,0,0
4,102,337,2,0,0
4,102,10001,2,0,0
4,102,10002,2,0,0
4,102,10003,2,0,0
4,102,10004,2,0,0
4,102,10005,2,0,0
4,102,10006,2,0,0
4,102,10007,2,0,0
4,102,10008,2,0,0
4,102,10009,2,0,0
4,102,10010,2,0,0
4,102,10011,2,0,0
4,102,10012,2,0,0
4,102,10013,2,0,0
4,102,10014,2,0,0
4,102,10015,2,0,0
4,102,10016,2,0,0
5,7,10,1,1,1
5,7,15,2,0,0
5,7,45,1,1,2
5,7,52,1,1,3
5,7,52,1,7,0
5,7,53,2,0,0
5,7,53,1,34,0
5,7,70,2,0,0
5,7,82,1,48,0
5,7,83,1,55,0
5,7,91,2,0,0
5,7,92,2,0,0
5,7,99,1,20,0
5,7,104,2,0,0
5,7,108,1,13,0
5,7,126,2,0,0
5,7,156,2,0,0
5,7,163,1,41,0
5,7,182,2,0,0
5,7,184,1,27,0
5,7,213,2,0,0
5,7,216,2,0,0
5,7,218,2,0,0
5,7,231,2,0,0
5,7,237,2,0,0
5,7,241,2,0,0
5,7,249,2,0,0
5,7,263,2,0,0
5,7,264,2,0,0
5,7,280,2,0,0
5,7,290,2,0,0
5,7,315,2,0,0
5,7,332,2,0,0
5,7,337,2,0,0
5,7,10001,2,0,0
5,7,10002,2,0,0
5,7,10003,2,0,0
5,7,10004,2,0,0
